iso3,Date,CPI YoY
ARE,2022-08-01,6.923664034648464
ARE,2022-09-01,6.923664034648464
ARE,2022-10-01,4.629360411708357
ARE,2022-11-01,4.629360411708357
ARE,2022-12-01,4.629360411708357
ARE,2023-01-01,3.380043695581402
ARE,2023-02-01,3.380043695581402
ARE,2023-03-01,3.380043695581402
ARE,2023-04-01,0.8398693884908724
ARE,2023-05-01,0.8398693884908724
ARE,2023-06-01,0.8398693884908724
ARE,2023-07-01,0.4835848047228837
ARE,2023-08-01,0.4835848047228837
ARE,2023-09-01,0.4835848047228837
ARE,2023-10-01,1.867779089329738
ARE,2023-11-01,1.867779089329738
ARE,2023-12-01,1.867779089329738
ARE,2024-01-01,1.89872218603076
ARE,2024-02-01,1.89872218603076
ARE,2024-03-01,1.89872218603076
ARE,2024-04-01,2.256998466017173
ARE,2024-05-01,2.256998466017173
ARE,2024-06-01,2.256998466017173
ARE,2024-07-01,1.503418229464019
ARE,2024-08-01,1.503418229464019
ARE,2024-09-01,1.503418229464019
ARE,2024-10-01,1.006615190057547
ARE,2024-11-01,1.006615190057547
ARE,2024-12-01,1.006615190057547
ARE,2025-01-01,1.380856547320023
ARE,2025-02-01,1.380856547320023
ARE,2025-03-01,1.380856547320023
ARG,2018-01-01,25.28272162877456
ARG,2018-02-01,25.28272162877456
ARG,2018-03-01,25.28272162877456
ARG,2018-04-01,27.10209464771553
ARG,2018-05-01,27.10209464771553
ARG,2018-06-01,27.10209464771553
ARG,2018-07-01,35.4443255589939
ARG,2018-08-01,35.4443255589939
ARG,2018-09-01,35.4443255589939
ARG,2018-10-01,47.35108823297435
ARG,2018-11-01,47.35108823297435
ARG,2018-12-01,47.35108823297435
ARG,2019-01-01,51.81601041843142
ARG,2019-02-01,51.81601041843142
ARG,2019-03-01,51.81601041843142
ARG,2019-04-01,56.27789710831737
ARG,2019-05-01,56.27789710831737
ARG,2019-06-01,56.27789710831737
ARG,2019-07-01,54.12113960892881
ARG,2019-08-01,54.12113960892881
ARG,2019-09-01,54.12113960892881
ARG,2019-10-01,52.1678912009171
ARG,2019-11-01,52.1678912009171
ARG,2019-12-01,52.1678912009171
ARG,2020-01-01,50.4341338671013
ARG,2020-02-01,50.4341338671013
ARG,2020-03-01,50.4341338671013
ARG,2020-04-01,43.88749932007188
ARG,2020-05-01,43.88749932007188
ARG,2020-06-01,43.88749932007188
ARG,2020-07-01,39.79948381616828
ARG,2020-08-01,39.79948381616828
ARG,2020-09-01,39.79948381616828
ARG,2020-10-01,36.37780693689868
ARG,2020-11-01,36.37780693689868
ARG,2020-12-01,36.37780693689868
ARG,2021-01-01,40.64709688844836
ARG,2021-02-01,40.64709688844836
ARG,2021-03-01,40.64709688844836
ARG,2021-04-01,48.46569211541039
ARG,2021-05-01,48.46569211541039
ARG,2021-06-01,48.46569211541039
ARG,2021-07-01,51.8936681855147
ARG,2021-08-01,51.8936681855147
ARG,2021-09-01,51.8936681855147
ARG,2021-10-01,51.39849539751848
ARG,2021-11-01,51.39849539751848
ARG,2021-12-01,51.39849539751848
ARG,2022-01-01,52.76676159719151
ARG,2022-02-01,52.76676159719151
ARG,2022-03-01,52.76676159719151
ARG,2022-04-01,60.96348298503777
ARG,2022-05-01,60.96348298503777
ARG,2022-06-01,60.96348298503777
ARG,2022-07-01,77.63295355850465
ARG,2022-08-01,77.63295355850465
ARG,2022-09-01,77.63295355850465
ARG,2022-10-01,91.81640978431795
ARG,2022-11-01,91.81640978431795
ARG,2022-12-01,91.81640978431795
ARG,2023-01-01,101.9745603394351
ARG,2023-02-01,101.9745603394351
ARG,2023-03-01,101.9745603394351
ARG,2023-04-01,112.9991776377927
ARG,2023-05-01,112.9991776377927
ARG,2023-06-01,112.9991776377927
ARG,2023-07-01,125.891537184709
ARG,2023-08-01,125.891537184709
ARG,2023-09-01,125.891537184709
ARG,2023-10-01,172.7935556839721
ARG,2023-11-01,172.7935556839721
ARG,2023-12-01,172.7935556839721
ARG,2024-01-01,273.5448782292514
ARG,2024-02-01,273.5448782292514
ARG,2024-03-01,273.5448782292514
ARG,2024-04-01,278.7151303154208
ARG,2024-05-01,278.7151303154208
ARG,2024-06-01,278.7151303154208
ARG,2024-07-01,234.2358797651715
ARG,2024-08-01,234.2358797651715
ARG,2024-09-01,234.2358797651715
ARG,2024-10-01,154.3590388273035
ARG,2024-11-01,154.3590388273035
ARG,2024-12-01,154.3590388273035
ARG,2025-01-01,68.02620728094087
ARG,2025-02-01,68.02620728094087
ARG,2025-03-01,68.02620728094087
ARG,2025-04-01,43.2745981083899
ARG,2025-05-01,43.2745981083899
ARG,2025-06-01,43.2745981083899
AUS,1990-01-01,8.704061895551257
AUS,1990-02-01,8.704061895551257
AUS,1990-03-01,8.704061895551257
AUS,1990-04-01,7.735849056603774
AUS,1990-05-01,7.735849056603774
AUS,1990-06-01,7.735849056603774
AUS,1990-07-01,6.088560885608856
AUS,1990-08-01,6.088560885608856
AUS,1990-09-01,6.088560885608856
AUS,1990-10-01,6.884057971014493
AUS,1990-11-01,6.884057971014493
AUS,1990-12-01,6.884057971014493
AUS,1991-01-01,4.804270462633452
AUS,1991-02-01,4.804270462633452
AUS,1991-03-01,4.804270462633452
AUS,1991-04-01,3.327495621716287
AUS,1991-05-01,3.327495621716287
AUS,1991-06-01,3.327495621716287
AUS,1991-07-01,3.130434782608696
AUS,1991-08-01,3.130434782608696
AUS,1991-09-01,3.130434782608696
AUS,1991-10-01,1.525423728813559
AUS,1991-11-01,1.525423728813559
AUS,1991-12-01,1.525423728813559
AUS,1992-01-01,1.697792869269949
AUS,1992-02-01,1.697792869269949
AUS,1992-03-01,1.697792869269949
AUS,1992-04-01,1.186440677966102
AUS,1992-05-01,1.186440677966102
AUS,1992-06-01,1.186440677966102
AUS,1992-07-01,0.8431703204047218
AUS,1992-08-01,0.8431703204047218
AUS,1992-09-01,0.8431703204047218
AUS,1992-10-01,0.333889816360601
AUS,1992-11-01,0.333889816360601
AUS,1992-12-01,0.333889816360601
AUS,1993-01-01,1.168614357262104
AUS,1993-02-01,1.168614357262104
AUS,1993-03-01,1.168614357262104
AUS,1993-04-01,1.842546063651591
AUS,1993-05-01,1.842546063651591
AUS,1993-06-01,1.842546063651591
AUS,1993-07-01,2.173913043478261
AUS,1993-08-01,2.173913043478261
AUS,1993-09-01,2.173913043478261
AUS,1993-10-01,1.830282861896839
AUS,1993-11-01,1.830282861896839
AUS,1993-12-01,1.830282861896839
AUS,1994-01-01,1.485148514851485
AUS,1994-02-01,1.485148514851485
AUS,1994-03-01,1.485148514851485
AUS,1994-04-01,1.809210526315789
AUS,1994-05-01,1.809210526315789
AUS,1994-06-01,1.809210526315789
AUS,1994-07-01,1.963993453355155
AUS,1994-08-01,1.963993453355155
AUS,1994-09-01,1.963993453355155
AUS,1994-10-01,2.61437908496732
AUS,1994-11-01,2.61437908496732
AUS,1994-12-01,2.61437908496732
AUS,1995-01-01,3.739837398373984
AUS,1995-02-01,3.739837398373984
AUS,1995-03-01,3.739837398373984
AUS,1995-04-01,4.523424878836834
AUS,1995-05-01,4.523424878836834
AUS,1995-06-01,4.523424878836834
AUS,1995-07-01,5.136436597110754
AUS,1995-08-01,5.136436597110754
AUS,1995-09-01,5.136436597110754
AUS,1995-10-01,5.095541401273885
AUS,1995-11-01,5.095541401273885
AUS,1995-12-01,5.095541401273885
AUS,1996-01-01,3.761755485893417
AUS,1996-02-01,3.761755485893417
AUS,1996-03-01,3.761755485893417
AUS,1996-04-01,3.091190108191654
AUS,1996-05-01,3.091190108191654
AUS,1996-06-01,3.091190108191654
AUS,1996-07-01,2.137404580152672
AUS,1996-08-01,2.137404580152672
AUS,1996-09-01,2.137404580152672
AUS,1996-10-01,1.515151515151515
AUS,1996-11-01,1.515151515151515
AUS,1996-12-01,1.515151515151515
AUS,1997-01-01,1.359516616314199
AUS,1997-02-01,1.359516616314199
AUS,1997-03-01,1.359516616314199
AUS,1997-04-01,0.2998500749625187
AUS,1997-05-01,0.2998500749625187
AUS,1997-06-01,0.2998500749625187
AUS,1997-07-01,-0.4484304932735426
AUS,1997-08-01,-0.4484304932735426
AUS,1997-09-01,-0.4484304932735426
AUS,1997-10-01,-0.2985074626865672
AUS,1997-11-01,-0.2985074626865672
AUS,1997-12-01,-0.2985074626865672
AUS,1998-01-01,-0.1490312965722802
AUS,1998-02-01,-0.1490312965722802
AUS,1998-03-01,-0.1490312965722802
AUS,1998-04-01,0.7473841554559043
AUS,1998-05-01,0.7473841554559043
AUS,1998-06-01,0.7473841554559043
AUS,1998-07-01,1.351351351351351
AUS,1998-08-01,1.351351351351351
AUS,1998-09-01,1.351351351351351
AUS,1998-10-01,1.497005988023952
AUS,1998-11-01,1.497005988023952
AUS,1998-12-01,1.497005988023952
AUS,1999-01-01,1.194029850746269
AUS,1999-02-01,1.194029850746269
AUS,1999-03-01,1.194029850746269
AUS,1999-04-01,1.038575667655786
AUS,1999-05-01,1.038575667655786
AUS,1999-06-01,1.038575667655786
AUS,1999-07-01,1.777777777777778
AUS,1999-08-01,1.777777777777778
AUS,1999-09-01,1.777777777777778
AUS,1999-10-01,1.91740412979351
AUS,1999-11-01,1.91740412979351
AUS,1999-12-01,1.91740412979351
AUS,2000-01-01,2.8023598820059
AUS,2000-02-01,2.8023598820059
AUS,2000-03-01,2.8023598820059
AUS,2000-04-01,3.083700440528634
AUS,2000-05-01,3.083700440528634
AUS,2000-06-01,3.083700440528634
AUS,2000-07-01,6.11353711790393
AUS,2000-08-01,6.11353711790393
AUS,2000-09-01,6.11353711790393
AUS,2000-10-01,5.788712011577424
AUS,2000-11-01,5.788712011577424
AUS,2000-12-01,5.788712011577424
AUS,2001-01-01,6.025824964131994
AUS,2001-02-01,6.025824964131994
AUS,2001-03-01,6.025824964131994
AUS,2001-04-01,6.125356125356125
AUS,2001-05-01,6.125356125356125
AUS,2001-06-01,6.125356125356125
AUS,2001-07-01,2.469135802469136
AUS,2001-08-01,2.469135802469136
AUS,2001-09-01,2.469135802469136
AUS,2001-10-01,3.146374829001368
AUS,2001-11-01,3.146374829001368
AUS,2001-12-01,3.146374829001368
AUS,2002-01-01,2.976995940460081
AUS,2002-02-01,2.976995940460081
AUS,2002-03-01,2.976995940460081
AUS,2002-04-01,2.818791946308725
AUS,2002-05-01,2.818791946308725
AUS,2002-06-01,2.818791946308725
AUS,2002-07-01,3.21285140562249
AUS,2002-08-01,3.21285140562249
AUS,2002-09-01,3.21285140562249
AUS,2002-10-01,2.917771883289125
AUS,2002-11-01,2.917771883289125
AUS,2002-12-01,2.917771883289125
AUS,2003-01-01,3.28515111695138
AUS,2003-02-01,3.28515111695138
AUS,2003-03-01,3.28515111695138
AUS,2003-04-01,2.610966057441253
AUS,2003-05-01,2.610966057441253
AUS,2003-06-01,2.610966057441253
AUS,2003-07-01,2.594033722438392
AUS,2003-08-01,2.594033722438392
AUS,2003-09-01,2.594033722438392
AUS,2003-10-01,2.448453608247423
AUS,2003-11-01,2.448453608247423
AUS,2003-12-01,2.448453608247423
AUS,2004-01-01,2.035623409669211
AUS,2004-02-01,2.035623409669211
AUS,2004-03-01,2.035623409669211
AUS,2004-04-01,2.544529262086514
AUS,2004-05-01,2.544529262086514
AUS,2004-06-01,2.544529262086514
AUS,2004-07-01,2.275600505689001
AUS,2004-08-01,2.275600505689001
AUS,2004-09-01,2.275600505689001
AUS,2004-10-01,2.515723270440252
AUS,2004-11-01,2.515723270440252
AUS,2004-12-01,2.515723270440252
AUS,2005-01-01,2.369077306733167
AUS,2005-02-01,2.369077306733167
AUS,2005-03-01,2.369077306733167
AUS,2005-04-01,2.481389578163772
AUS,2005-05-01,2.481389578163772
AUS,2005-06-01,2.481389578163772
AUS,2005-07-01,3.090234857849197
AUS,2005-08-01,3.090234857849197
AUS,2005-09-01,3.090234857849197
AUS,2005-10-01,2.822085889570552
AUS,2005-11-01,2.822085889570552
AUS,2005-12-01,2.822085889570552
AUS,2006-01-01,2.92326431181486
AUS,2006-02-01,2.92326431181486
AUS,2006-03-01,2.92326431181486
AUS,2006-04-01,3.995157384987893
AUS,2006-05-01,3.995157384987893
AUS,2006-06-01,3.995157384987893
AUS,2006-07-01,3.956834532374101
AUS,2006-08-01,3.956834532374101
AUS,2006-09-01,3.956834532374101
AUS,2006-10-01,3.341288782816229
AUS,2006-11-01,3.341288782816229
AUS,2006-12-01,3.341288782816229
AUS,2007-01-01,2.485207100591716
AUS,2007-02-01,2.485207100591716
AUS,2007-03-01,2.485207100591716
AUS,2007-04-01,2.09545983701979
AUS,2007-05-01,2.09545983701979
AUS,2007-06-01,2.09545983701979
AUS,2007-07-01,1.845444059976932
AUS,2007-08-01,1.845444059976932
AUS,2007-09-01,1.845444059976932
AUS,2007-10-01,2.886836027713626
AUS,2007-11-01,2.886836027713626
AUS,2007-12-01,2.886836027713626
AUS,2008-01-01,4.272517321016166
AUS,2008-02-01,4.272517321016166
AUS,2008-03-01,4.272517321016166
AUS,2008-04-01,4.446978335233751
AUS,2008-05-01,4.446978335233751
AUS,2008-06-01,4.446978335233751
AUS,2008-07-01,4.983012457531144
AUS,2008-08-01,4.983012457531144
AUS,2008-09-01,4.983012457531144
AUS,2008-10-01,3.703703703703704
AUS,2008-11-01,3.703703703703704
AUS,2008-12-01,3.703703703703704
AUS,2009-01-01,2.436323366555925
AUS,2009-02-01,2.436323366555925
AUS,2009-03-01,2.436323366555925
AUS,2009-04-01,1.419213973799127
AUS,2009-05-01,1.419213973799127
AUS,2009-06-01,1.419213973799127
AUS,2009-07-01,1.186623516720604
AUS,2009-08-01,1.186623516720604
AUS,2009-09-01,1.186623516720604
AUS,2009-10-01,2.056277056277056
AUS,2009-11-01,2.056277056277056
AUS,2009-12-01,2.056277056277056
AUS,2010-01-01,2.918918918918919
AUS,2010-02-01,2.918918918918919
AUS,2010-03-01,2.918918918918919
AUS,2010-04-01,3.121636167922497
AUS,2010-05-01,3.121636167922497
AUS,2010-06-01,3.121636167922497
AUS,2010-07-01,2.878464818763326
AUS,2010-08-01,2.878464818763326
AUS,2010-09-01,2.878464818763326
AUS,2010-10-01,2.757158006362672
AUS,2010-11-01,2.757158006362672
AUS,2010-12-01,2.757158006362672
AUS,2011-01-01,3.256302521008403
AUS,2011-02-01,3.256302521008403
AUS,2011-03-01,3.256302521008403
AUS,2011-04-01,3.549060542797495
AUS,2011-05-01,3.549060542797495
AUS,2011-06-01,3.549060542797495
AUS,2011-07-01,3.419689119170984
AUS,2011-08-01,3.419689119170984
AUS,2011-09-01,3.419689119170984
AUS,2011-10-01,2.992776057791538
AUS,2011-11-01,2.992776057791538
AUS,2011-12-01,2.992776057791538
AUS,2012-01-01,1.627670396744659
AUS,2012-02-01,1.627670396744659
AUS,2012-03-01,1.627670396744659
AUS,2012-04-01,1.209677419354839
AUS,2012-05-01,1.209677419354839
AUS,2012-06-01,1.209677419354839
AUS,2012-07-01,2.004008016032064
AUS,2012-08-01,2.004008016032064
AUS,2012-09-01,2.004008016032064
AUS,2012-10-01,2.204408817635271
AUS,2012-11-01,2.204408817635271
AUS,2012-12-01,2.204408817635271
AUS,2013-01-01,2.502502502502503
AUS,2013-02-01,2.502502502502503
AUS,2013-03-01,2.502502502502503
AUS,2013-04-01,2.390438247011952
AUS,2013-05-01,2.390438247011952
AUS,2013-06-01,2.390438247011952
AUS,2013-07-01,2.161100196463654
AUS,2013-08-01,2.161100196463654
AUS,2013-09-01,2.161100196463654
AUS,2013-10-01,2.745098039215686
AUS,2013-11-01,2.745098039215686
AUS,2013-12-01,2.745098039215686
AUS,2014-01-01,2.9296875
AUS,2014-02-01,2.9296875
AUS,2014-03-01,2.9296875
AUS,2014-04-01,3.01556420233463
AUS,2014-05-01,3.01556420233463
AUS,2014-06-01,3.01556420233463
AUS,2014-07-01,2.307692307692308
AUS,2014-08-01,2.307692307692308
AUS,2014-09-01,2.307692307692308
AUS,2014-10-01,1.717557251908397
AUS,2014-11-01,1.717557251908397
AUS,2014-12-01,1.717557251908397
AUS,2015-01-01,1.328273244781784
AUS,2015-02-01,1.328273244781784
AUS,2015-03-01,1.328273244781784
AUS,2015-04-01,1.510859301227573
AUS,2015-05-01,1.510859301227573
AUS,2015-06-01,1.510859301227573
AUS,2015-07-01,1.503759398496241
AUS,2015-08-01,1.503759398496241
AUS,2015-09-01,1.503759398496241
AUS,2015-10-01,1.688555347091932
AUS,2015-11-01,1.688555347091932
AUS,2015-12-01,1.688555347091932
AUS,2016-01-01,1.310861423220974
AUS,2016-02-01,1.310861423220974
AUS,2016-03-01,1.310861423220974
AUS,2016-04-01,1.023255813953488
AUS,2016-05-01,1.023255813953488
AUS,2016-06-01,1.023255813953488
AUS,2016-07-01,1.296296296296296
AUS,2016-08-01,1.296296296296296
AUS,2016-09-01,1.296296296296296
AUS,2016-10-01,1.476014760147601
AUS,2016-11-01,1.476014760147601
AUS,2016-12-01,1.476014760147601
AUS,2017-01-01,2.125693160813309
AUS,2017-02-01,2.125693160813309
AUS,2017-03-01,2.125693160813309
AUS,2017-04-01,1.933701657458564
AUS,2017-05-01,1.933701657458564
AUS,2017-06-01,1.933701657458564
AUS,2017-07-01,1.828153564899452
AUS,2017-08-01,1.828153564899452
AUS,2017-09-01,1.828153564899452
AUS,2017-10-01,1.909090909090909
AUS,2017-11-01,1.909090909090909
AUS,2017-12-01,1.909090909090909
AUS,2018-01-01,1.900452488687783
AUS,2018-02-01,1.900452488687783
AUS,2018-03-01,1.900452488687783
AUS,2018-04-01,2.077687443541102
AUS,2018-05-01,2.077687443541102
AUS,2018-06-01,2.077687443541102
AUS,2018-07-01,1.885098743267504
AUS,2018-08-01,1.885098743267504
AUS,2018-09-01,1.885098743267504
AUS,2018-10-01,1.784121320249777
AUS,2018-11-01,1.784121320249777
AUS,2018-12-01,1.784121320249777
AUS,2019-01-01,1.33214920071048
AUS,2019-02-01,1.33214920071048
AUS,2019-03-01,1.33214920071048
AUS,2019-04-01,1.592920353982301
AUS,2019-05-01,1.592920353982301
AUS,2019-06-01,1.592920353982301
AUS,2019-07-01,1.674008810572687
AUS,2019-08-01,1.674008810572687
AUS,2019-09-01,1.674008810572687
AUS,2019-10-01,1.840490797546012
AUS,2019-11-01,1.840490797546012
AUS,2019-12-01,1.840490797546012
AUS,2020-01-01,2.191060473269062
AUS,2020-02-01,2.191060473269062
AUS,2020-03-01,2.191060473269062
AUS,2020-04-01,-0.3484320557491289
AUS,2020-05-01,-0.3484320557491289
AUS,2020-06-01,-0.3484320557491289
AUS,2020-07-01,0.6932409012131716
AUS,2020-08-01,0.6932409012131716
AUS,2020-09-01,0.6932409012131716
AUS,2020-10-01,0.8605851979345955
AUS,2020-11-01,0.8605851979345955
AUS,2020-12-01,0.8605851979345955
AUS,2021-01-01,1.114922813036021
AUS,2021-02-01,1.114922813036021
AUS,2021-03-01,1.114922813036021
AUS,2021-04-01,3.846153846153846
AUS,2021-05-01,3.846153846153846
AUS,2021-06-01,3.846153846153846
AUS,2021-07-01,3.012048192771084
AUS,2021-08-01,3.012048192771084
AUS,2021-09-01,3.012048192771084
AUS,2021-10-01,3.498293515358362
AUS,2021-11-01,3.498293515358362
AUS,2021-12-01,3.498293515358362
AUS,2022-01-01,5.089058524173028
AUS,2022-02-01,5.089058524173028
AUS,2022-03-01,5.089058524173028
AUS,2022-04-01,6.144781144781145
AUS,2022-05-01,6.144781144781145
AUS,2022-06-01,6.144781144781145
AUS,2022-07-01,7.268170426065163
AUS,2022-08-01,7.268170426065163
AUS,2022-09-01,7.268170426065163
AUS,2022-10-01,7.831821929101401
AUS,2022-11-01,7.831821929101401
AUS,2022-12-01,7.831821929101401
AUS,2023-01-01,7.021791767554479
AUS,2023-02-01,7.021791767554479
AUS,2023-03-01,7.021791767554479
AUS,2023-04-01,6.026962727993656
AUS,2023-05-01,6.026962727993656
AUS,2023-06-01,6.026962727993656
AUS,2023-07-01,5.373831775700935
AUS,2023-08-01,5.373831775700935
AUS,2023-09-01,5.373831775700935
AUS,2023-10-01,4.051987767584098
AUS,2023-11-01,4.051987767584098
AUS,2023-12-01,4.051987767584098
AUS,2024-01-01,3.619909502262443
AUS,2024-02-01,3.619909502262443
AUS,2024-03-01,3.619909502262443
AUS,2024-04-01,3.81451009723261
AUS,2024-05-01,3.81451009723261
AUS,2024-06-01,3.81451009723261
AUS,2024-07-01,2.808573540280857
AUS,2024-08-01,2.808573540280857
AUS,2024-09-01,2.808573540280857
AUS,2024-10-01,2.42468772961058
AUS,2024-11-01,2.42468772961058
AUS,2024-12-01,2.42468772961058
AUS,2025-01-01,2.40174672489083
AUS,2025-02-01,2.40174672489083
AUS,2025-03-01,2.40174672489083
AUT,1990-01-01,3.055748309570736
AUT,1990-02-01,3.055748309570736
AUT,1990-03-01,3.055748309570736
AUT,1990-04-01,3.033465570765569
AUT,1990-05-01,3.033465570765569
AUT,1990-06-01,3.033465570765569
AUT,1990-07-01,3.285421377730452
AUT,1990-08-01,3.285421377730452
AUT,1990-09-01,3.285421377730452
AUT,1990-10-01,3.666779533223564
AUT,1990-11-01,3.666779533223564
AUT,1990-12-01,3.666779533223564
AUT,1991-01-01,3.39520020583648
AUT,1991-02-01,3.39520020583648
AUT,1991-03-01,3.39520020583648
AUT,1991-04-01,3.472302482309806
AUT,1991-05-01,3.472302482309806
AUT,1991-06-01,3.472302482309806
AUT,1991-07-01,3.490171036696712
AUT,1991-08-01,3.490171036696712
