iso3,Date,debt-to-gdp
ARG,2002-04-01,147.203
ARG,2002-05-01,147.203
ARG,2002-06-01,147.203
ARG,2002-07-01,147.203
ARG,2002-08-01,147.203
ARG,2002-09-01,147.203
ARG,2002-10-01,147.203
ARG,2002-11-01,147.203
ARG,2002-12-01,147.203
ARG,2003-01-01,125.162
ARG,2003-02-01,125.162
ARG,2003-03-01,125.162
ARG,2003-04-01,125.162
ARG,2003-05-01,125.162
ARG,2003-06-01,125.162
ARG,2003-07-01,125.162
ARG,2003-08-01,125.162
ARG,2003-09-01,125.162
ARG,2003-10-01,125.162
ARG,2003-11-01,125.162
ARG,2003-12-01,125.162
ARG,2004-01-01,117.878
ARG,2004-02-01,117.878
ARG,2004-03-01,117.878
ARG,2004-04-01,117.878
ARG,2004-05-01,117.878
ARG,2004-06-01,117.878
ARG,2004-07-01,117.878
ARG,2004-08-01,117.878
ARG,2004-09-01,117.878
ARG,2004-10-01,117.878
ARG,2004-11-01,117.878
ARG,2004-12-01,117.878
ARG,2005-01-01,80.282
ARG,2005-02-01,80.282
ARG,2005-03-01,80.282
ARG,2005-04-01,80.282
ARG,2005-05-01,80.282
ARG,2005-06-01,80.282
ARG,2005-07-01,80.282
ARG,2005-08-01,80.282
ARG,2005-09-01,80.282
ARG,2005-10-01,80.282
ARG,2005-11-01,80.282
ARG,2005-12-01,80.282
ARG,2006-01-01,70.793
ARG,2006-02-01,70.793
ARG,2006-03-01,70.793
ARG,2006-04-01,70.793
ARG,2006-05-01,70.793
ARG,2006-06-01,70.793
ARG,2006-07-01,70.793
ARG,2006-08-01,70.793
ARG,2006-09-01,70.793
ARG,2006-10-01,70.793
ARG,2006-11-01,70.793
ARG,2006-12-01,70.793
ARG,2007-01-01,62.133
ARG,2007-02-01,62.133
ARG,2007-03-01,62.133
ARG,2007-04-01,62.133
ARG,2007-05-01,62.133
ARG,2007-06-01,62.133
ARG,2007-07-01,62.133
ARG,2007-08-01,62.133
ARG,2007-09-01,62.133
ARG,2007-10-01,62.133
ARG,2007-11-01,62.133
ARG,2007-12-01,62.133
ARG,2008-01-01,53.814
ARG,2008-02-01,53.814
ARG,2008-03-01,53.814
ARG,2008-04-01,53.814
ARG,2008-05-01,53.814
ARG,2008-06-01,53.814
ARG,2008-07-01,53.814
ARG,2008-08-01,53.814
ARG,2008-09-01,53.814
ARG,2008-10-01,53.814
ARG,2008-11-01,53.814
ARG,2008-12-01,53.814
ARG,2009-01-01,55.397
ARG,2009-02-01,55.397
ARG,2009-03-01,55.397
ARG,2009-04-01,55.397
ARG,2009-05-01,55.397
ARG,2009-06-01,55.397
ARG,2009-07-01,55.397
