year,iso3c,mineral_rent
2016,JAM,0.964293031781216
2017,JAM,1.12330060233655
2018,JAM,1.28551145271792
2019,JAM,0.0
2020,JAM,0.0
2021,JAM,0.0
1995,JOR,0.0
1996,JOR,0.0
1997,JOR,0.0
1998,JOR,0.0
1999,JOR,0.0
2000,JOR,0.0
2001,JOR,0.0
2002,JOR,0.0
2003,JOR,0.0
2004,JOR,0.0
2005,JOR,0.0
2006,JOR,0.344275496609694
2007,JOR,0.665819788669085
2008,JOR,5.56343584497924
2009,JOR,3.78076992202376
2010,JOR,1.59448845503621
2011,JOR,3.23812474004959
2012,JOR,2.83151788537621
2013,JOR,1.21570558402378
2014,JOR,1.12539623666435
2015,JOR,1.34277468078016
2016,JOR,1.08501452274872
2017,JOR,0.820805589760864
2018,JOR,0.681456401290935
2019,JOR,0.0
2020,JOR,0.0
2021,JOR,0.0
1995,JPN,0.000964106042370079
1996,JPN,0.000743510514957654
1997,JPN,0.000875567865218606
1998,JPN,0.000606421321184341
1999,JPN,0.000601877931498121
2000,JPN,0.000539184817417449
2001,JPN,0.000427788821770176
2002,JPN,0.000618322110093336
2003,JPN,0.000679133184838851
2004,JPN,0.000898223712570184
2005,JPN,0.00121464659271485
2006,JPN,0.00189170153470993
2007,JPN,0.00174846401675517
2008,JPN,0.00142083003606362
2009,JPN,0.00202663400103489
2010,JPN,0.00280598026558474
2011,JPN,0.00350691105306578
2012,JPN,0.0026556328434872
2013,JPN,0.00201428254693335
2014,JPN,0.00169009404773608
2015,JPN,0.00171884842071603
2016,JPN,0.0014669476334711
2017,JPN,0.00154859900539919
2018,JPN,0.00182507437661006
2019,JPN,0.0607557532817653
2020,JPN,0.067696278514126
2021,JPN,0.00720553637123228
1995,KAZ,0.557628766361471
1996,KAZ,0.473049635145677
1997,KAZ,0.363905710829326
1998,KAZ,0.530221554675168
1999,KAZ,0.610818836269507
2000,KAZ,0.862769121792731
2001,KAZ,0.44839503336108
2002,KAZ,1.87938161856025
2003,KAZ,1.51678511083951
2004,KAZ,3.13867011268656
2005,KAZ,3.05254518431045
2006,KAZ,5.02314713160832
2007,KAZ,5.37625436616646
2008,KAZ,3.88478128586208
2009,KAZ,2.82881615364697
2010,KAZ,3.89618903524003
2011,KAZ,3.72439960919774
2012,KAZ,3.49247252521626
2013,KAZ,3.04684100006285
2014,KAZ,2.47636119751539
2015,KAZ,1.33376288147232
2016,KAZ,2.72063883063599
2017,KAZ,3.5307844520862
2018,KAZ,3.37110742964987
2019,KAZ,3.00499256400792
2020,KAZ,4.69879472720512
2021,KAZ,9.09697695478789
1995,KEN,0.0026290523880369
1996,KEN,0.00894314208760863
1997,KEN,0.0073303058127075
1998,KEN,0.00479445892121896
1999,KEN,0.00955559453467902
2000,KEN,0.0200362817544637
2001,KEN,0.024045305689377
2002,KEN,0.0291619455198214
2003,KEN,0.0132501544648397
2004,KEN,0.00444337590578361
2005,KEN,0.00641360345069168
2006,KEN,0.0091212202141864
2007,KEN,0.0588658649507867
2008,KEN,0.0079188053109711
2009,KEN,0.0245265465131725
2010,KEN,0.0667009022992329
2011,KEN,0.0743308223348879
2012,KEN,0.131376334081647
2013,KEN,0.0441884117434056
2014,KEN,0.00310445597618892
2015,KEN,0.00152775734048981
2016,KEN,0.00219786685188723
2017,KEN,0.00510699615983619
2018,KEN,0.00445832873752338
2019,KEN,0.00375994034000316
2020,KEN,0.00180998641786536
2021,KEN,0.00566243092389293
1995,KGZ,0.255370896043165
1996,KGZ,0.320559996287995
1997,KGZ,1.58605971421312
1998,KGZ,1.2756086543088
1999,KGZ,3.00072946116013
2000,KGZ,3.15869466085072
2001,KGZ,2.75313948274489
2002,KGZ,2.78242269646878
2003,KGZ,2.9011137836032
2004,KGZ,2.61371990073658
2005,KGZ,2.03691402547417
2006,KGZ,0.75265450059523
2007,KGZ,0.503158419647854
2008,KGZ,3.39260159297831
2009,KGZ,4.00055045835326
2010,KGZ,9.17570825729604
2011,KGZ,9.36439598951443
2012,KGZ,2.91822265098111
2013,KGZ,5.22275812679732
2014,KGZ,3.61314486974443
2015,KGZ,4.07203844313298
2016,KGZ,5.41828400757048
2017,KGZ,8.49409322255165
2018,KGZ,4.30242708965849
2019,KGZ,6.96589662889718
2020,KGZ,6.28875312852564
2021,KGZ,11.1502022599394
1995,KHM,0.0
1996,KHM,0.0
1997,KHM,0.0
1998,KHM,0.0
1999,KHM,0.0
2000,KHM,0.0
2001,KHM,0.0
2002,KHM,0.0
2003,KHM,0.0
2004,KHM,0.0
2005,KHM,0.0
2006,KHM,0.0
2007,KHM,0.0
2008,KHM,0.0
2009,KHM,0.0
2010,KHM,0.0
2011,KHM,0.0
2012,KHM,0.0
2013,KHM,0.0
2014,KHM,0.0
2015,KHM,0.0
2016,KHM,0.0
2017,KHM,0.0
2018,KHM,0.0
2019,KHM,0.0
2020,KHM,0.0
2021,KHM,0.0
1995,KIR,0.0
1996,KIR,0.0
1997,KIR,0.0
1998,KIR,0.0
1999,KIR,0.0
2000,KIR,0.0
2001,KIR,0.0
2002,KIR,0.0
2003,KIR,0.0
2004,KIR,0.0
2005,KIR,0.0
2006,KIR,0.0
2007,KIR,0.0
2008,KIR,0.0
2009,KIR,0.0
2010,KIR,0.0
2011,KIR,0.0
2012,KIR,0.0
2013,KIR,0.0
2014,KIR,0.0
2015,KIR,0.0
2016,KIR,0.0
2017,KIR,0.0
2018,KIR,0.0
2019,KIR,0.0
2020,KIR,0.0
2021,KIR,0.0
1995,KNA,0.0
1996,KNA,0.0
1997,KNA,0.0
1998,KNA,0.0
1999,KNA,0.0
2000,KNA,0.0
2001,KNA,0.0
2002,KNA,0.0
2003,KNA,0.0
2004,KNA,0.0
2005,KNA,0.0
2006,KNA,0.0
2007,KNA,0.0
2008,KNA,0.0
2009,KNA,0.0
2010,KNA,0.0
2011,KNA,0.0
2012,KNA,0.0
2013,KNA,0.0
2014,KNA,0.0
2015,KNA,0.0
2016,KNA,0.0
2017,KNA,0.0
2018,KNA,0.0
2019,KNA,0.0
2020,KNA,0.0
2021,KNA,0.0
1995,KOR,0.0101143993602092
1996,KOR,0.00802267914165387
1997,KOR,0.00766271188819589
1998,KOR,0.0169324205287024
1999,KOR,0.010121598671448
2000,KOR,0.00865486696785494
2001,KOR,0.0103222430331056
2002,KOR,0.0111336358618988
2003,KOR,0.0129601492061124
2004,KOR,0.000367082622625252
2005,KOR,0.00157164728287481
2006,KOR,0.00204710688905323
2007,KOR,0.00242659549311644
2008,KOR,0.00392099660816901
2009,KOR,0.00235546833193462
2010,KOR,0.00478946577106454
2011,KOR,0.0052729656351211
2012,KOR,0.0208863608362155
2013,KOR,0.00424845562971992
2014,KOR,0.00229587956231499
2015,KOR,0.000831471147607381
2016,KOR,0.00115995175034279
2017,KOR,0.00103511203201852
2018,KOR,0.000308061695378874
2019,KOR,0.0810627148655371
2020,KOR,0.0843581660058351
2021,KOR,0.000483293114651688
1995,KWT,0.0
1996,KWT,0.0
1997,KWT,0.0
1998,KWT,0.0
1999,KWT,0.0
2000,KWT,0.0
2001,KWT,0.0
2002,KWT,0.0
2003,KWT,0.0
2004,KWT,0.0
2005,KWT,0.0
2006,KWT,0.0
2007,KWT,0.0
2008,KWT,0.0
2009,KWT,0.0
2010,KWT,0.0
2011,KWT,0.0
2012,KWT,0.0
2013,KWT,0.0
2014,KWT,0.0
2015,KWT,0.0
2016,KWT,0.0
2017,KWT,0.0
2018,KWT,0.0
2019,KWT,0.0
2020,KWT,0.0
1995,LAC,0.265574235273402
1996,LAC,0.226487516694484
1997,LAC,0.182920078999378
1998,LAC,0.187401542317019
1999,LAC,0.200942406416335
2000,LAC,0.203167806668423
2001,LAC,0.183151142861556
2002,LAC,0.215910168874054
2003,LAC,0.231416593756188
2004,LAC,0.376593794718508
2005,LAC,0.687684962134079
2006,LAC,1.04518203625034
2007,LAC,1.42418460542376
2008,LAC,1.33768183370635
2009,LAC,0.722117573229104
2010,LAC,1.40804893746673
2011,LAC,1.64317566334558
2012,LAC,1.26426638604764
2013,LAC,1.11109588150575
2014,LAC,0.730534898807278
2015,LAC,0.499658689645136
2016,LAC,0.690134735865256
2017,LAC,0.791104598342789
2018,LAC,0.750048337396105
2019,LAC,0.539995999475915
2020,LAC,0.813438026847415
2021,LAC,2.88684380729576
1995,LAO,0.0
1996,LAO,0.0
1997,LAO,0.0
1998,LAO,0.0
1999,LAO,0.0
2000,LAO,0.0
2001,LAO,0.0
2002,LAO,0.0
2003,LAO,0.840145130798113
2004,LAO,0.790509951035875
2005,LAO,3.14069276616939
2006,LAO,9.8456285035157
2007,LAO,8.89584721512652
2008,LAO,7.61995714785796
2009,LAO,6.31545864249351
2010,LAO,10.4469530516871
2011,LAO,10.323636810442
2012,LAO,8.46160222330191
2013,LAO,9.34511794096013
2014,LAO,3.97640525476164
2015,LAO,2.74146705972327
2016,LAO,1.68647627652902
2017,LAO,2.3607956816917
2018,LAO,2.27239697182916
2019,LAO,1.68396142284596
2020,LAO,1.23058591260409
2021,LAO,3.88929844488645
1995,LBN,0.0
1996,LBN,0.0
1997,LBN,0.0
1998,LBN,0.0
1999,LBN,0.0
2000,LBN,0.0
2001,LBN,0.0
2002,LBN,0.0
2003,LBN,0.0
2004,LBN,0.0
2005,LBN,0.0
2006,LBN,0.0
2007,LBN,0.0
2008,LBN,0.0
2009,LBN,0.0
2010,LBN,0.0
2011,LBN,0.0
2012,LBN,0.0
2013,LBN,0.0
2014,LBN,0.0
2015,LBN,0.0
2016,LBN,0.0
2017,LBN,0.0
2018,LBN,0.0
2019,LBN,0.0
2020,LBN,0.0
2021,LBN,0.0
2000,LBR,0.00585816302890919
2001,LBR,0.0127152271727971
2002,LBR,0.0117613396411939
2003,LBR,0.00352027025105901
2004,LBR,0.0154678629612014
2005,LBR,0.00555059842920357
2006,LBR,0.0043856177211333
2007,LBR,0.14096051546518
2008,LBR,0.295025897767202
2009,LBR,0.284975460928843
2010,LBR,0.413568041078707
2011,LBR,5.805338657141
2012,LBR,8.82701310448789
2013,LBR,11.6826942161479
2014,LBR,7.7016979887302
2015,LBR,0.316280306796235
2016,LBR,0.522159021029362
2017,LBR,1.29484144538855
2018,LBR,0.0
2019,LBR,0.0
2020,LBR,0.0
2021,LBR,5.43515850046016
1995,LBY,0.0
1996,LBY,0.0
1997,LBY,0.0
1998,LBY,0.0
1999,LBY,0.0
2000,LBY,0.0
2001,LBY,0.0
2002,LBY,0.0
2003,LBY,0.0
2004,LBY,0.0
2005,LBY,0.0
2006,LBY,0.0
2007,LBY,0.0
2008,LBY,0.0
2009,LBY,0.0
2010,LBY,0.0
2011,LBY,0.0
2012,LBY,0.0
2013,LBY,0.0
2014,LBY,0.0
2015,LBY,0.0
2016,LBY,0.0
2017,LBY,0.0
2018,LBY,0.0
2019,LBY,0.0
2020,LBY,0.0
2021,LBY,0.0
1995,LCA,0.0
1996,LCA,0.0
1997,LCA,0.0
1998,LCA,0.0
1999,LCA,0.0
2000,LCA,0.0
2001,LCA,0.0
2002,LCA,0.0
2003,LCA,0.0
2004,LCA,0.0
2005,LCA,0.0
2006,LCA,0.0
2007,LCA,0.0
2008,LCA,0.0
2009,LCA,0.0
2010,LCA,0.0
2011,LCA,0.0
2012,LCA,0.0
2013,LCA,0.0
2014,LCA,0.0
2015,LCA,0.0
2016,LCA,0.0
2017,LCA,0.0
2018,LCA,0.0
2019,LCA,0.0
2020,LCA,0.0
2021,LCA,0.0
1995,LCN,0.458514215212492
1996,LCN,0.375081504564989
1997,LCN,0.322887329502567
1998,LCN,0.242938111207464
1999,LCN,0.285990893066175
2000,LCN,0.328297179901918
2001,LCN,0.267887360970977
2002,LCN,0.290724958492718
2003,LCN,0.37314288679114
2004,LCN,0.713807146130293
2005,LCN,1.01865623341947
2006,LCN,1.70247154874969
2007,LCN,1.99326488184458
2008,LCN,1.69969147453669
2009,LCN,0.945537292924096
2010,LCN,1.68039317302338
2011,LCN,1.93744001415649
2012,LCN,1.46545412060736
2013,LCN,1.27271682279562
2014,LCN,0.87251242158134
2015,LCN,0.60574660204188
2016,LCN,0.738723528110131
2017,LCN,0.929916821296218
2018,LCN,0.940381985784505
2019,LCN,0.576213377921482
2020,LCN,0.982923308686834
2021,LCN,3.60474440838679
1995,LDC,0.155247862393186
1996,LDC,0.172428986535545
1997,LDC,0.155237729131143
1998,LDC,0.152095185114327
1999,LDC,0.13270907591269
2000,LDC,0.153161895244657
2001,LDC,0.196592675558169
2002,LDC,0.221192627244596
2003,LDC,0.169604625644807
2004,LDC,0.296657260424274
2005,LDC,0.504191857680995
2006,LDC,1.11493290110435
2007,LDC,1.10101956556343
2008,LDC,0.963369223151151
2009,LDC,0.847093414877227
2010,LDC,1.33547235906883
2011,LDC,1.71157155807356
2012,LDC,1.45402699573942
2013,LDC,1.2531770048769
2014,LDC,0.924743491995276
2015,LDC,0.574698937386894
2016,LDC,0.682874872695202
2017,LDC,0.919594914856594
2018,LDC,0.954929983068101
2019,LDC,0.599221194171667
2020,LDC,0.826156977017336
2021,LDC,3.09066195096757
1995,LIC,0.593023113839338
1996,LIC,0.741391576895078
1997,LIC,0.603268909796804
1998,LIC,0.327630691215428
1999,LIC,0.302155467004068
2000,LIC,0.315225955643003
2001,LIC,0.292879946195954
2002,LIC,0.34254644750831
2003,LIC,0.216173298438921
2004,LIC,0.469497251558359
2005,LIC,0.6957834449265
2006,LIC,1.88396991429854
2007,LIC,1.6431602041215
2008,LIC,1.38623704544991
2009,LIC,1.31437729968706
2010,LIC,1.95065824699292
2011,LIC,2.70085080219235
2012,LIC,2.42353189795679
2013,LIC,2.01656403057441
2014,LIC,1.58631551632407
2015,LIC,0.958800028274507
2016,LIC,1.14313561787482
2017,LIC,1.61853315608851
2018,LIC,1.97977159951783
2019,LIC,1.22079080116913
2020,LIC,1.77242768154037
2021,LIC,6.42170973521706
1995,LIE,0.0
1996,LIE,0.0
1997,LIE,0.0
1998,LIE,0.0
1999,LIE,0.0
2000,LIE,0.0
2001,LIE,0.0
2002,LIE,0.0
2003,LIE,0.0
2004,LIE,0.0
2005,LIE,0.0
2006,LIE,0.0
2007,LIE,0.0
2008,LIE,0.0
2009,LIE,0.0
2010,LIE,0.0
2011,LIE,0.0
2012,LIE,0.0
2013,LIE,0.0
2014,LIE,0.0
2015,LIE,0.0
2016,LIE,0.0
2017,LIE,0.0
2018,LIE,0.0
2019,LIE,0.0
2020,LIE,0.0
1995,LKA,0.0
1996,LKA,0.0
1997,LKA,0.0
1998,LKA,0.0
1999,LKA,0.0
2000,LKA,0.0
2001,LKA,0.0
2002,LKA,0.0
2003,LKA,0.0
2004,LKA,0.0
2005,LKA,0.0
2006,LKA,0.00124427186618525
2007,LKA,0.00248029880622356
2008,LKA,0.0206586692721846
2009,LKA,0.0174579216668107
2010,LKA,0.00555960351455087
2011,LKA,0.00936890547973611
2012,LKA,0.00951569522222702
2013,LKA,0.00488539890127828
2014,LKA,0.0043645299455326
2015,LKA,0.00380900777682929
2016,LKA,0.00235901214764391
2017,LKA,0.00171169295373714
2018,LKA,0.00179073740374302
2019,LKA,0.0
2020,LKA,0.0
2021,LKA,0.0
1995,LMC,0.335986140626196
1996,LMC,0.263781239173407
1997,LMC,0.226242678667541
1998,LMC,0.279389754533818
1999,LMC,0.224882058835155
2000,LMC,0.251219765343547
2001,LMC,0.234139839365763
2002,LMC,0.244989902457871
2003,LMC,0.24282929470645
2004,LMC,0.322005793985246
2005,LMC,0.637569946652593
2006,LMC,0.874393624192042
2007,LMC,1.39467836145232
2008,LMC,1.4429820007986
2009,LMC,0.869440310217795
2010,LMC,1.31095350400027
2011,LMC,1.39162437161094
2012,LMC,0.842438554437523
2013,LMC,0.817447579360696
2014,LMC,0.54039719173241
2015,LMC,0.325329572180458
2016,LMC,0.396588141314929
2017,LMC,0.514078884642632
2018,LMC,0.521309113407628
2019,LMC,0.487675574739262
2020,LMC,0.522789151015753
2021,LMC,1.44020015251945
1995,LMY,0.305635565834885
1996,LMY,0.262114412006774
1997,LMY,0.212264892904468
1998,LMY,0.273300987310099
1999,LMY,0.251455731669163
2000,LMY,0.22603628617675
2001,LMY,0.197264663540771
2002,LMY,0.220175770432295
2003,LMY,0.198869999979495
2004,LMY,0.307355063996983
2005,LMY,0.608678733155595
2006,LMY,0.954849934819671
2007,LMY,1.47911658458805
2008,LMY,1.49842457050265
2009,LMY,0.816072153205636
2010,LMY,1.47533013721216
2011,LMY,1.68571319029563
2012,LMY,0.920279409557345
2013,LMY,0.789880962128776
2014,LMY,0.523139268218088
2015,LMY,0.327919330439674
2016,LMY,0.387343851647626
2017,LMY,0.463447179872631
2018,LMY,0.421683843345362
2019,LMY,0.417306120215416
2020,LMY,0.436527334877729
2021,LMY,1.25319806386989
1995,LSO,0.0
1996,LSO,0.0
1997,LSO,0.0
1998,LSO,0.0
1999,LSO,0.0
2000,LSO,0.0
2001,LSO,0.0
2002,LSO,0.0
2003,LSO,0.0
2004,LSO,0.0
2005,LSO,0.0
2006,LSO,0.0
2007,LSO,0.0
2008,LSO,0.0
2009,LSO,0.0
2010,LSO,0.0
2011,LSO,0.0
2012,LSO,0.0
2013,LSO,0.0
2014,LSO,0.0
2015,LSO,0.0
2016,LSO,0.0
2017,LSO,0.0
2018,LSO,0.0
2019,LSO,0.0
2020,LSO,0.0
2021,LSO,0.0
1995,LTE,0.405151658272427
1996,LTE,0.308618161881603
1997,LTE,0.28228831534283
1998,LTE,0.325048420321334
1999,LTE,0.349499102677953
2000,LTE,0.315366208471987
2001,LTE,0.245949225295341
2002,LTE,0.241320751495831
2003,LTE,0.244054670400929
2004,LTE,0.425312434421265
2005,LTE,0.730963354987056
2006,LTE,1.21656142719796
2007,LTE,1.73818054310385
2008,LTE,1.68804264908623
2009,LTE,0.856888604388539
2010,LTE,1.73084471477628
2011,LTE,1.95303610256294
2012,LTE,0.992136347274082
2013,LTE,0.832186349258828
2014,LTE,0.575539896365365
2015,LTE,0.33781059831863
2016,LTE,0.369408868938603
2017,LTE,0.466755400291731
2018,LTE,0.411896869038236
2019,LTE,0.354124330341413
2020,LTE,0.357838496834295
2021,LTE,1.07710273673219
1995,LTU,0.0
1996,LTU,0.0
1997,LTU,0.0
1998,LTU,0.0
1999,LTU,0.0
2000,LTU,0.0
2001,LTU,0.0
2002,LTU,0.0
2003,LTU,0.0
2004,LTU,0.0
2005,LTU,0.0
2006,LTU,0.0
2007,LTU,0.0
2008,LTU,0.0
2009,LTU,0.0
2010,LTU,0.0
2011,LTU,0.0
2012,LTU,0.0
2013,LTU,0.0
2014,LTU,0.0
2015,LTU,0.0
2016,LTU,0.0
2017,LTU,0.0
2018,LTU,0.0
2019,LTU,0.0
2020,LTU,0.0
2021,LTU,0.0
1995,LUX,0.0
1996,LUX,0.0
1997,LUX,0.0
1998,LUX,0.0
1999,LUX,0.0
2000,LUX,0.0
2001,LUX,0.0
2002,LUX,0.0
2003,LUX,0.0
2004,LUX,0.0
2005,LUX,0.0
2006,LUX,0.00923921679749266
2007,LUX,0.0184112835674772
2008,LUX,0.161857407688261
2009,LUX,0.152487610740538
2010,LUX,0.0554468546189907
2011,LUX,0.0964425475476
2012,LUX,0.110975457226791
2013,LUX,0.0559270910497059
2014,LUX,0.0394707897033685
2015,LUX,0.0
2016,LUX,0.0
2017,LUX,0.0
2018,LUX,0.0
2019,LUX,0.0
2020,LUX,0.0
2021,LUX,0.0
1995,LVA,0.0
1996,LVA,0.0
1997,LVA,0.0
1998,LVA,0.0
1999,LVA,0.0
2000,LVA,0.0
2001,LVA,0.0
2002,LVA,0.0
2003,LVA,0.0
2004,LVA,0.0
2005,LVA,0.0
2006,LVA,0.0
2007,LVA,0.0
2008,LVA,0.0
2009,LVA,0.0
2010,LVA,0.0
2011,LVA,0.0
2012,LVA,0.0
2013,LVA,0.0
2014,LVA,0.0
2015,LVA,0.0
2016,LVA,0.0
2017,LVA,0.0
2018,LVA,0.0
2019,LVA,0.0
2020,LVA,0.0
2021,LVA,0.0
1995,MAC,0.0
1996,MAC,0.0
1997,MAC,0.0
1998,MAC,0.0
1999,MAC,0.0
2000,MAC,0.0
2001,MAC,0.0
2002,MAC,0.0
2003,MAC,0.0
2004,MAC,0.0
2005,MAC,0.0
2006,MAC,0.0
2007,MAC,0.0
2008,MAC,0.0
2009,MAC,0.0
2010,MAC,0.0
2011,MAC,0.0
2012,MAC,0.0
2013,MAC,0.0
2014,MAC,0.0
2015,MAC,0.0
2016,MAC,0.0
2017,MAC,0.0
2018,MAC,0.0
2019,MAC,0.0
2020,MAC,0.0
2021,MAC,0.0
2011,MAF,0.0
2014,MAF,0.0
1995,MAR,0.178240179654208
1996,MAR,0.104297263370193
1997,MAR,0.129646550585718
1998,MAR,0.0487330282021513
1999,MAR,0.0657521309868672
2000,MAR,0.126939155104646
2001,MAR,0.00316263088205563
2002,MAR,0.00384366312746036
2003,MAR,0.0389834595749842
2004,MAR,0.403156828884719
2005,MAR,0.585332085107535
2006,MAR,0.998985066736335
2007,MAR,1.33571238967862
2008,MAR,5.80519549020674
2009,MAR,3.85315008261178
2010,MAR,5.29773108141911
2011,MAR,7.20478249504538
2012,MAR,6.21304329534516
2013,MAR,4.33282340110598
2014,MAR,3.23580084970368
2015,MAR,2.3319960711726
2016,MAR,2.68677241813984
2017,MAR,3.05500972926979
2018,MAR,2.28347675590799
2019,MAR,0.15557980407794
2020,MAR,0.147539736096977
2021,MAR,0.265907979887688
1995,MCO,0.0
1996,MCO,0.0
1997,MCO,0.0
1998,MCO,0.0
1999,MCO,0.0
2000,MCO,0.0
2001,MCO,0.0
2002,MCO,0.0
2003,MCO,0.0
2004,MCO,0.0
2005,MCO,0.0
2006,MCO,0.0
2007,MCO,0.0
2008,MCO,0.0
2009,MCO,0.0
2010,MCO,0.0
2011,MCO,0.0
2012,MCO,0.0
2013,MCO,0.0
2014,MCO,0.0
2015,MCO,0.0
2016,MCO,0.0
2017,MCO,0.0
2018,MCO,0.0
2019,MCO,0.0
2020,MCO,0.0
2021,MCO,0.0
1995,MDA,0.0
1996,MDA,0.0
1997,MDA,0.0
1998,MDA,0.0
1999,MDA,0.0
2000,MDA,0.0
2001,MDA,0.0
2002,MDA,0.0
2003,MDA,0.0
2004,MDA,0.0
2005,MDA,0.0
2006,MDA,0.0
2007,MDA,0.0
2008,MDA,0.0
2009,MDA,0.0
2010,MDA,0.0
2011,MDA,0.0
2012,MDA,0.0
2013,MDA,0.0
2014,MDA,0.0
2015,MDA,0.0
2016,MDA,0.0
2017,MDA,0.0
2018,MDA,0.0
2019,MDA,0.0
2020,MDA,0.0
2021,MDA,0.0
1995,MDG,0.00138467284744902
1996,MDG,0.00364053982665842
1997,MDG,0.000410054445102223
1998,MDG,0.000474762624766161
1999,MDG,0.000232775343057434
2000,MDG,0.000221203767551962
2001,MDG,0.0
2002,MDG,0.0
2003,MDG,0.0
2004,MDG,0.000996170172693605
2005,MDG,0.000332965132044544
2006,MDG,0.00255770633458802
2007,MDG,7.30016306430093e-05
2008,MDG,0.00380437623857973
2009,MDG,0.00169970355308899
2010,MDG,0.120966458978006
2011,MDG,0.320174108110331
2012,MDG,0.289984667146829
2013,MDG,0.540283265617823
2014,MDG,0.0
2015,MDG,0.0
2016,MDG,0.0
2017,MDG,0.0
2018,MDG,0.340463533082977
2019,MDG,0.0
2020,MDG,0.0
2021,MDG,0.0
1995,MDV,0.0
1996,MDV,0.0
1997,MDV,0.0
1998,MDV,0.0
1999,MDV,0.0
2000,MDV,0.0
2001,MDV,0.0
2002,MDV,0.0
2003,MDV,0.0
2004,MDV,0.0
2005,MDV,0.0
2006,MDV,0.0
2007,MDV,0.0
2008,MDV,0.0
2009,MDV,0.0
2010,MDV,0.0
2011,MDV,0.0
2012,MDV,0.0
2013,MDV,0.0
2014,MDV,0.0
2015,MDV,0.0
2016,MDV,0.0
2017,MDV,0.0
2018,MDV,0.0
2019,MDV,0.0
2020,MDV,0.0
2021,MDV,0.0
1995,MEA,0.0502946876497493
1996,MEA,0.0282749243743211
1997,MEA,0.027250992500163
1998,MEA,0.0265152378711307
1999,MEA,0.0193469336548825
2000,MEA,0.0162086095366517
2001,MEA,0.012626206728663
2002,MEA,0.0128891377156301
2003,MEA,0.0114324369162718
2004,MEA,0.0507719550896576
2005,MEA,0.0879601426985385
2006,MEA,0.156843868002074
2007,MEA,0.240099558969948
2008,MEA,0.549810233783384
2009,MEA,0.395261558982716
2010,MEA,0.399408766060042
2011,MEA,0.53181264425996
2012,MEA,0.410383136893165
2013,MEA,0.332527367079372
2014,MEA,0.243548278942612
2015,MEA,0.18177688670461
2016,MEA,0.196197043417408
2017,MEA,0.233301424658354
2018,MEA,0.19519762946352
2019,MEA,0.087879658428203
2020,MEA,0.131829354718849
2021,MEA,0.392458748886086
1995,MEX,0.259430266995958
1996,MEX,0.185948298004398
1997,MEX,0.136301411999951
1998,MEX,0.113594941244183
1999,MEX,0.0839851410306353
2000,MEX,0.0689659453339466
2001,MEX,0.0450579079364883
2002,MEX,0.0472079727522801
2003,MEX,0.0535750541612422
2004,MEX,0.131562167776797
2005,MEX,0.194879672775774
2006,MEX,0.349434675566359
2007,MEX,0.396355351677486
2008,MEX,0.333187525650902
2009,MEX,0.307378174721435
2010,MEX,0.502379057813547
2011,MEX,0.872067632421353
2012,MEX,0.795322265347299
2013,MEX,0.59037542903202
2014,MEX,0.414931244421241
2015,MEX,0.36391708177676
2016,MEX,0.477374396002239
2017,MEX,0.555632855528948
2018,MEX,0.423822774241611
2019,MEX,0.274036355521412
2020,MEX,0.464219554964667
2021,MEX,1.36465937318187
1995,MHL,0.0
1996,MHL,0.0
1997,MHL,0.0
1998,MHL,0.0
1999,MHL,0.0
2000,MHL,0.0
2001,MHL,0.0
2002,MHL,0.0
2003,MHL,0.0
2004,MHL,0.0
2005,MHL,0.0
2006,MHL,0.0
2007,MHL,0.0
2008,MHL,0.0
2009,MHL,0.0
2010,MHL,0.0
2011,MHL,0.0
2012,MHL,0.0
2013,MHL,0.0
2014,MHL,0.0
2015,MHL,0.0
2016,MHL,0.0
2017,MHL,0.0
2018,MHL,0.0
2019,MHL,0.0
2020,MHL,0.0
2021,MHL,0.0
1995,MIC,0.308685563728683
1996,MIC,0.263454931296045
1997,MIC,0.21299085335524
1998,MIC,0.276437048012424
1999,MIC,0.254548789761033
2000,MIC,0.228159081355013
2001,MIC,0.198952573469741
2002,MIC,0.22239689473595
2003,MIC,0.202201561265581
2004,MIC,0.310084538928484
2005,MIC,0.616528555707948
2006,MIC,0.953624571372029
2007,MIC,1.49674028363159
2008,MIC,1.51749855906615
2009,MIC,0.817467373136375
2010,MIC,1.48658510489198
2011,MIC,1.67468964108352
2012,MIC,0.900772152210652
2013,MIC,0.772441298155391
2014,MIC,0.507447099824159
2015,MIC,0.318275314684238
2016,MIC,0.375784127928998
2017,MIC,0.444486198990303
2018,MIC,0.400636885567246
2019,MIC,0.40739166455412
2020,MIC,0.417585283602714
2021,MIC,1.1800135023136
1995,MKD,0.247116719365409
1996,MKD,0.15791641813102
1997,MKD,0.326832651720094
1998,MKD,0.131510433069412
1999,MKD,0.12882347043147
2000,MKD,0.158868721809393
2001,MKD,0.064432484635876
2002,MKD,0.0859058862284129
2003,MKD,0.0970504707824969
2004,MKD,0.331313830559196
2005,MKD,0.299505894160864
2006,MKD,2.02673388143704
2007,MKD,5.39496651516359
2008,MKD,0.749312777104046
2009,MKD,0.629880938994667
2010,MKD,1.32172183040512
2011,MKD,1.12463948444663
2012,MKD,0.972109482855732
2013,MKD,0.9795560965095
2014,MKD,1.04002268355164
2015,MKD,0.752026696908479
2016,MKD,0.710173022944663
2017,MKD,0.646476736917006
2018,MKD,0.2686236171567
2019,MKD,0.0
2020,MKD,0.0
2021,MKD,0.0
