year,iso3c,mineral_rent
2021,CHL,16.2274265774554
1995,CHN,0.317944090455996
1996,CHN,0.238792079367953
1997,CHN,0.23416085353456
1998,CHN,0.4381486529878
1999,CHN,0.337011065325236
2000,CHN,0.143065124667862
2001,CHN,0.124862064663083
2002,CHN,0.127806840215127
2003,CHN,0.137301920518456
2004,CHN,0.263034043120524
2005,CHN,0.719382293325194
2006,CHN,1.17112949883967
2007,CHN,2.15745853560002
2008,CHN,2.36221058764274
2009,CHN,0.996362930664087
2010,CHN,2.02001128407646
2011,CHN,2.33286209782444
2012,CHN,0.783715365961303
2013,CHN,0.604283761994796
2014,CHN,0.358822126128755
2015,CHN,0.203345375101355
2016,CHN,0.185155152566946
2017,CHN,0.235890375798972
2018,CHN,0.178921788137024
2019,CHN,0.272313304955158
2020,CHN,0.168349189697692
2021,CHN,0.510049245324858
1995,CIV,0.128619001646594
1996,CIV,0.0
1997,CIV,0.0287402582201248
1998,CIV,0.0
1999,CIV,0.0
2000,CIV,0.0
2001,CIV,0.0
2002,CIV,0.0
2003,CIV,0.0123903278170218
2004,CIV,0.0
2005,CIV,0.0
2006,CIV,0.00907627499073501
2007,CIV,0.0
2008,CIV,0.110068813260895
2009,CIV,0.240205141462773
2010,CIV,0.0937491381749339
2011,CIV,0.654511620365384
2012,CIV,0.530274437341492
2013,CIV,0.368977123492966
2014,CIV,0.351420911174992
2015,CIV,0.361552777361383
2016,CIV,0.559881099662443
2017,CIV,0.400849571195147
2018,CIV,0.455348393491403
2019,CIV,0.574500241538047
2020,CIV,0.724356662445554
2021,CIV,2.50107699952363
1995,CMR,0.010297915241149
1996,CMR,0.0323695377209902
1997,CMR,0.0202518036215724
1998,CMR,0.0154146966487109
1999,CMR,0.0107622058372603
2000,CMR,0.0193819949111035
2001,CMR,0.0184512221716903
2002,CMR,0.0209055571751343
2003,CMR,0.00824392638455723
2004,CMR,0.0100498206680563
2005,CMR,0.0149995961676798
2006,CMR,0.039115141119154
2007,CMR,0.0390110756046046
2008,CMR,0.0441662425191704
2009,CMR,0.0619603414591366
2010,CMR,0.0721667406406687
2011,CMR,0.107504320036144
2012,CMR,0.095786445422802
2013,CMR,0.0615594112069462
2014,CMR,0.0436954410837232
2015,CMR,0.0446758359983917
2016,CMR,0.0547069367728853
2017,CMR,0.0415320830954527
2018,CMR,0.0
2019,CMR,0.0
2020,CMR,0.0
2021,CMR,0.0
1995,COD,0.365253823097639
1996,COD,0.301368882318591
1997,COD,0.196892316502676
1998,COD,0.212448292720936
1999,COD,0.35166289490923
2000,COD,0.0774613162726291
2001,COD,0.115803321235549
2002,COD,0.12708365849521
2003,COD,0.216470606221018
2004,COD,0.405551757964498
2005,COD,1.52097033196487
2006,COD,5.05804607329062
2007,COD,2.41940915087099
2008,COD,4.34789395952976
2009,COD,3.809428143282
2010,COD,6.41161516606728
2011,COD,9.3917398141362
2012,COD,7.62424604775848
2013,COD,7.80936228605857
2014,COD,6.96634515795802
2015,COD,3.2899447509583
2016,COD,2.46160219519804
2017,COD,7.00172639884998
2018,COD,8.09288830144681
2019,COD,3.63527603517241
2020,COD,5.63458993212314
2021,COD,28.8127978039482
1995,COG,0.0399320210296037
1996,COG,0.0994954758020608
1997,COG,0.492168672200092
1998,COG,0.00089335282741799
1999,COG,0.000528602192937492
2000,COG,0.000634467059634891
2001,COG,0.000722654768183349
2002,COG,0.000855530950456708
2003,COG,0.0003757662868597
2004,COG,0.00433357312227434
2005,COG,0.00352047916312986
2006,COG,0.00675492863484863
2007,COG,0.00708564504835651
2008,COG,0.00700479907864409
2009,COG,0.00988882600394737
2010,COG,0.0141542458702399
2011,COG,0.0197193859186748
2012,COG,0.0163254434710574
2013,COG,0.0108389927350306
2014,COG,0.00887586844693833
2015,COG,0.010085419968275
2016,COG,0.0150847854361375
2017,COG,0.0112608678152659
2018,COG,0.0
2019,COG,0.0
2020,COG,0.0
2021,COG,0.0
1995,COL,0.254858717722288
1996,COL,0.198986783735337
1997,COL,0.114781886992231
1998,COL,0.0304677457348933
1999,COL,0.195505617924094
2000,COL,0.389708655622565
2001,COL,0.152327976739115
2002,COL,0.224937813829373
2003,COL,0.620164530768051
2004,COL,0.841593768194265
2005,COL,0.80580348647962
2006,COL,1.23045243442855
2007,COL,1.22421445839599
2008,COL,0.483899310883528
2009,COL,0.558259226379061
2010,COL,0.735935017297204
2011,COL,0.779801054641043
2012,COL,0.686447911012174
2013,COL,0.349514038217319
2014,COL,0.264573877688045
2015,COL,0.174415252189526
2016,COL,0.28236548926945
2017,COL,0.217285980775992
2018,COL,0.146434355249825
2019,COL,0.19876158397522
2020,COL,0.334771272385278
2021,COL,0.910145514972726
1995,COM,0.0
1996,COM,0.0
1997,COM,0.0
1998,COM,0.0
1999,COM,0.0
2000,COM,0.0
2001,COM,0.0
2002,COM,0.0
2003,COM,0.0
2004,COM,0.0
2005,COM,0.0
2006,COM,0.0
2007,COM,0.0
2008,COM,0.0
2009,COM,0.0
2010,COM,0.0
2011,COM,0.0
2012,COM,0.0
2013,COM,0.0
2014,COM,0.0
2015,COM,0.0
2016,COM,0.0
2017,COM,0.0
2018,COM,0.0
2019,COM,0.0
2020,COM,0.0
2021,COM,0.0
1995,CPV,0.0
1996,CPV,0.0
1997,CPV,0.0
1998,CPV,0.0
1999,CPV,0.0
2000,CPV,0.0
2001,CPV,0.0
2002,CPV,0.0
2003,CPV,0.0
2004,CPV,0.0
2005,CPV,0.0
2006,CPV,0.0
2007,CPV,0.0
2008,CPV,0.0
2009,CPV,0.0
2010,CPV,0.0
2011,CPV,0.0
2012,CPV,0.0
2013,CPV,0.0
2014,CPV,0.0
2015,CPV,0.0
2016,CPV,0.0
2017,CPV,0.0
2018,CPV,0.0
2019,CPV,0.0
2020,CPV,0.0
2021,CPV,0.0
1995,CRI,0.0198851199311391
1996,CRI,0.0203766895261232
1997,CRI,0.010574299244613
1998,CRI,0.00540689366699148
1999,CRI,0.00170714970915606
2000,CRI,0.000646314517951147
2001,CRI,0.000497762772491522
2002,CRI,0.00095180489289832
2003,CRI,0.00200982825469008
2004,CRI,0.00490037392806359
2005,CRI,0.0149614957385484
2006,CRI,0.0583936415535772
2007,CRI,0.0883425044126957
2008,CRI,0.00701556216592066
2009,CRI,0.00794854259965576
2010,CRI,0.0173466150644474
2011,CRI,0.033253848839724
2012,CRI,0.0242863788778182
2013,CRI,0.00342713896408193
2014,CRI,0.00229688333739257
2015,CRI,0.00141785290308843
2016,CRI,0.00213415610925803
2017,CRI,0.00200025050881263
2018,CRI,0.0
2019,CRI,0.0
2020,CRI,0.0
2021,CRI,0.0
1995,CSS,1.16885315907
1996,CSS,1.35459727299718
1997,CSS,0.953414587596739
1998,CSS,0.701183311257921
1999,CSS,0.552488007633495
2000,CSS,0.574899055970729
2001,CSS,0.510336851596566
2002,CSS,0.377193936402316
2003,CSS,0.384374412306353
2004,CSS,0.651226100500374
2005,CSS,0.830240447481376
2006,CSS,0.939990558897995
2007,CSS,1.05751593995705
2008,CSS,0.822324284681705
2009,CSS,0.941736935727358
2010,CSS,1.66192559826087
2011,CSS,2.20966216894139
2012,CSS,2.19424267131349
2013,CSS,1.4774658734762
2014,CSS,0.832958184149626
2015,CSS,0.48505885303738
2016,CSS,1.35364378404144
2017,CSS,1.41902643359895
2018,CSS,0.40773635939989
2019,CSS,0.161818989646639
2020,CSS,0.220477988327613
2021,CSS,1.00191511835111
1995,CUB,0.522060943731005
1996,CUB,0.54055045575281
1997,CUB,0.273632762886802
1998,CUB,0.0690646560643225
1999,CUB,0.150182890936726
2000,CUB,0.758448871373936
2001,CUB,0.286976709278629
2002,CUB,0.398376406700825
2003,CUB,0.801614763360525
2004,CUB,1.41256359931533
2005,CUB,1.14142467909218
2006,CUB,2.08765491529857
2007,CUB,4.9731457818943
2008,CUB,0.989721930731839
2009,CUB,0.592984043923936
2010,CUB,1.1702972760544
2011,CUB,0.884147807708422
2012,CUB,0.326318370339285
2013,CUB,0.0536041471000662
2014,CUB,0.195859030603102
2015,CUB,0.109233697562895
2016,CUB,0.0238749644752808
2017,CUB,0.0906302871023188
2018,CUB,0.243514309322097
2019,CUB,0.261017130526117
2020,CUB,0.244316813023768
2011,CUW,0.0
2012,CUW,0.0
2013,CUW,0.0
2014,CUW,0.0
2015,CUW,0.0
2016,CUW,0.0
2017,CUW,0.0
2018,CUW,0.0
2019,CUW,0.0
2020,CUW,0.0
2021,CUW,0.0
2006,CYM,0.0
2007,CYM,0.0
2008,CYM,0.0
2009,CYM,0.0
2010,CYM,0.0
2011,CYM,0.0
2012,CYM,0.0
2013,CYM,0.0
2014,CYM,0.0
2015,CYM,0.0
2016,CYM,0.0
2017,CYM,0.0
2018,CYM,0.0
2019,CYM,0.0
2020,CYM,0.0
2021,CYM,0.0
1995,CYP,0.0
1996,CYP,0.00655077086202969
1997,CYP,0.0180628486040296
1998,CYP,0.00702441436401552
1999,CYP,0.00965008203372152
2000,CYP,0.0168027182428898
2001,CYP,0.00786149446271734
2002,CYP,0.00949225875864242
2003,CYP,0.00686359832762761
2004,CYP,0.00798728378322582
2005,CYP,0.0
2006,CYP,0.0
2007,CYP,0.00494683036744994
2008,CYP,0.00300667236227514
2009,CYP,0.0178052349957399
2010,CYP,0.0384173210170689
2011,CYP,0.0610565826464798
2012,CYP,0.0612559497233609
2013,CYP,0.0409904332747014
2014,CYP,0.0318131656258371
2015,CYP,0.0188605287867583
2016,CYP,0.0
2017,CYP,0.00409708338237163
2018,CYP,0.00373416802406763
2019,CYP,0.00280269409965182
2020,CYP,0.00712423748271897
2021,CYP,0.0119250208694213
1995,CZE,0.00885415993529177
1996,CZE,0.00696964674161958
1997,CZE,0.00642267451709681
1998,CZE,0.0
1999,CZE,0.0
2000,CZE,0.0
2001,CZE,0.0
2002,CZE,0.0
2003,CZE,0.0
2004,CZE,0.0
2005,CZE,0.0
2006,CZE,0.0
2007,CZE,0.0
2008,CZE,0.0
2009,CZE,0.0
2010,CZE,0.0
2011,CZE,0.0
2012,CZE,0.0
2013,CZE,0.0
2014,CZE,0.0
2015,CZE,0.0
2016,CZE,0.0
2017,CZE,0.0
2018,CZE,0.0
2019,CZE,0.0
2020,CZE,0.0
2021,CZE,0.0
1995,DEU,9.42432970649036e-06
1996,DEU,6.64955581058908e-06
1997,DEU,1.08792805309918e-05
1998,DEU,9.48144834711453e-05
1999,DEU,6.4064240215426e-05
2000,DEU,0.000222783857547795
2001,DEU,0.000135057831713304
2002,DEU,0.000117724703520263
2003,DEU,6.14627294705321e-05
2004,DEU,9.51458181304022e-05
2005,DEU,0.000264918426255141
2006,DEU,0.000312536126871344
2007,DEU,0.000747533916287596
2008,DEU,0.00102210231944589
2009,DEU,0.000234753701460163
2010,DEU,0.000979580824080147
2011,DEU,0.00124543609878311
2012,DEU,0.00074976914783629
2013,DEU,0.000688312398977174
2014,DEU,0.000392191974926981
2015,DEU,0.0
2016,DEU,0.0
2017,DEU,0.0
2018,DEU,0.0
2019,DEU,0.0303655728087302
2020,DEU,0.0317233744566275
2021,DEU,0.0
1995,DJI,0.0
1996,DJI,0.0
1997,DJI,0.0
1998,DJI,0.0
1999,DJI,0.0
2000,DJI,0.0
2001,DJI,0.0
2002,DJI,0.0
2003,DJI,0.0
2004,DJI,0.0
2005,DJI,0.0
2006,DJI,0.0
2007,DJI,0.0
2008,DJI,0.0
2009,DJI,0.0
2010,DJI,0.0
2011,DJI,0.0
2012,DJI,0.0
2013,DJI,0.0
2014,DJI,0.0
2015,DJI,0.0
2016,DJI,0.0
2017,DJI,0.0
2018,DJI,0.0
2019,DJI,0.0
2020,DJI,0.0
2021,DJI,0.0
1995,DMA,0.0
1996,DMA,0.0
1997,DMA,0.0
1998,DMA,0.0
1999,DMA,0.0
2000,DMA,0.0
2001,DMA,0.0
2002,DMA,0.0
2003,DMA,0.0
2004,DMA,0.0
2005,DMA,0.0
2006,DMA,0.0
2007,DMA,0.0
2008,DMA,0.0
2009,DMA,0.0
2010,DMA,0.0
2011,DMA,0.0
2012,DMA,0.0
2013,DMA,0.0
2014,DMA,0.0
2015,DMA,0.0
2016,DMA,0.0
2017,DMA,0.0
2018,DMA,0.0
2019,DMA,0.0
2020,DMA,0.0
2021,DMA,0.0
1995,DNK,0.0
1996,DNK,0.0
1997,DNK,0.0
1998,DNK,0.0
1999,DNK,0.0
2000,DNK,0.0
2001,DNK,0.0
2002,DNK,0.0
2003,DNK,0.0
2004,DNK,0.0
2005,DNK,0.00298278138657987
2006,DNK,0.00279857476941565
2007,DNK,0.00480264927966494
2008,DNK,0.00603744624773316
2009,DNK,0.00561807105668662
2010,DNK,0.0
2011,DNK,0.000892637102572135
2012,DNK,0.00281871358647831
2013,DNK,0.000595737548355968
2014,DNK,0.0
2015,DNK,0.0
2016,DNK,0.0
2017,DNK,0.0
2018,DNK,0.0
2019,DNK,0.0
2020,DNK,0.0
2021,DNK,0.0
1995,DOM,1.09234745026709
1996,DOM,0.671155358607122
1997,DOM,0.46365724204154
1998,DOM,0.0163062445282127
1999,DOM,0.163860528829725
2000,DOM,0.317058364257036
2001,DOM,0.0
2002,DOM,0.00818310706534512
2003,DOM,0.515241558007629
2004,DOM,1.18793379308578
2005,DOM,0.704552608290341
2006,DOM,1.57147795106193
2007,DOM,2.49633606037311
2008,DOM,0.203833346821756
2009,DOM,0.0957122813826542
2010,DOM,0.116273238164466
2011,DOM,0.295353946361018
2012,DOM,0.404673373832009
2013,DOM,0.974400856614988
2014,DOM,0.9733496247505
2015,DOM,0.487794699076486
2016,DOM,1.22105831015897
2017,DOM,0.98408437077863
2018,DOM,0.83234888656992
2019,DOM,1.0218209372648
2020,DOM,1.19539932542519
2021,DOM,2.0447901942435
1995,DZA,0.0232419159888825
1996,DZA,0.0240730637079515
1997,DZA,0.0167029949615872
1998,DZA,0.043122511921964
1999,DZA,0.0259486752552404
2000,DZA,0.0216085733371284
2001,DZA,0.0209913566660275
2002,DZA,0.0173275115286968
2003,DZA,0.0108310764410362
2004,DZA,0.0143692812615109
2005,DZA,0.0488688923690098
2006,DZA,0.0724122609853375
2007,DZA,0.130378859112722
2008,DZA,0.334277849762946
2009,DZA,0.171442811044615
2010,DZA,0.15354556834639
2011,DZA,0.155584161415637
2012,DZA,0.142947452820782
2013,DZA,0.079994049293044
2014,DZA,0.0545536170787534
2015,DZA,0.0564100379035482
2016,DZA,0.0507846759461622
2017,DZA,0.0407837177161842
2018,DZA,0.0265132651271735
2019,DZA,0.00290128738989528
2020,DZA,0.00200999741569609
2021,DZA,0.00378676836519861
1995,EAP,0.359364300155402
1996,EAP,0.259749193080924
1997,EAP,0.244578904375801
1998,EAP,0.425985572051652
1999,EAP,0.337726927921091
2000,EAP,0.221325509529304
2001,EAP,0.184832364202322
2002,EAP,0.189967861503596
2003,EAP,0.210876992061133
2004,EAP,0.327083888925858
2005,EAP,0.721911639211844
2006,EAP,1.13894802856822
2007,EAP,2.00554244314734
2008,EAP,1.98973296476389
2009,EAP,0.959548305556759
2010,EAP,1.81624053513828
2011,EAP,2.08797220983964
2012,EAP,0.750422649097653
2013,EAP,0.606354382561797
2014,EAP,0.364192166541124
2015,EAP,0.209545685430488
2016,EAP,0.199514006479841
2017,EAP,0.255666281533215
2018,EAP,0.226604288667557
2019,EAP,0.283782795358605
2020,EAP,0.193186928288583
2021,EAP,0.624624533581064
1995,EAR,0.290578675270166
1996,EAR,0.272544129926017
1997,EAR,0.211172541961032
1998,EAR,0.193737100071017
1999,EAR,0.163188956654049
2000,EAR,0.185895093694264
2001,EAR,0.159618563931348
2002,EAR,0.193372137240708
2003,EAR,0.18906866765624
2004,EAR,0.305845872536235
2005,EAR,0.508296528905634
2006,EAR,0.804805220342133
2007,EAR,1.10621978908293
2008,EAR,1.01821062910267
2009,EAR,0.700285658048941
2010,EAR,1.08538236603551
2011,EAR,1.24363705817648
2012,EAR,0.84564372075559
2013,EAR,0.758428592875069
2014,EAR,0.515650901676118
2015,EAR,0.324137328177395
2016,EAR,0.417379818146803
2017,EAR,0.511882121272797
2018,EAR,0.513586309080249
2019,EAR,0.459517990459924
2020,EAR,0.549720012201561
2021,EAR,1.46399469517794
1995,EAS,0.105072067084967
1996,EAS,0.0988200974670631
1997,EAS,0.102554216543979
1998,EAS,0.155721936620192
1999,EAS,0.121422408303036
2000,EAS,0.10321208995824
2001,EAS,0.107018224425513
2002,EAS,0.108553213418449
2003,EAS,0.107187858336512
2004,EAS,0.160631779519971
2005,EAS,0.36223251194029
2006,EAS,0.611829910312308
2007,EAS,1.12844540011388
2008,EAS,1.18259648531285
2009,EAS,0.594560539559253
2010,EAS,1.20528709347475
2011,EAS,1.41409782922458
2012,EAS,0.621987299562963
2013,EAS,0.615639944632195
2014,EAS,0.417168046621357
2015,EAS,0.248178518425821
2016,EAS,0.263953842111813
2017,EAS,0.339761589163956
2018,EAS,0.305051787282205
2019,EAS,0.376940790022222
2020,EAS,0.351274401180655
2021,EAS,0.977164936646699
1995,ECA,0.418222571052938
1996,ECA,0.293564891651281
1997,ECA,0.20166965548482
1998,ECA,0.299296693925238
1999,ECA,0.387658975952352
2000,ECA,0.375798514360107
2001,ECA,0.260453990267507
2002,ECA,0.308926329917963
2003,ECA,0.229983519311829
2004,ECA,0.316224651040289
2005,ECA,0.485773787830587
2006,ECA,0.867997359058276
2007,ECA,1.23743476019558
2008,ECA,0.960533854023139
2009,ECA,0.675036809955298
2010,ECA,1.3008148398542
2011,ECA,1.330961286757
2012,ECA,0.993888044320998
2013,ECA,0.82611546819484
2014,ECA,0.67827325022607
2015,ECA,0.589477123598291
2016,ECA,0.786694940400558
2017,ECA,0.829461008011544
2018,ECA,0.849080821368681
2019,ECA,0.744774246000155
2020,ECA,1.02430903115043
2021,ECA,2.31088353621469
1995,ECS,0.0371721636295733
1996,ECS,0.0239193872442272
1997,ECS,0.0217948004654127
1998,ECS,0.0227374922169786
1999,ECS,0.0246040498862327
2000,ECS,0.0298249935810065
2001,ECS,0.0193518827648198
2002,ECS,0.0227506413270717
2003,ECS,0.0180394382405795
2004,ECS,0.0326188165757264
2005,ECS,0.0576627613439358
2006,ECS,0.121390834296854
2007,ECS,0.177624952968056
2008,ECS,0.147656649414323
2009,ECS,0.090855244256071
2010,ECS,0.291403690371062
2011,ECS,0.354648922468916
2012,ECS,0.268092932285728
2013,ECS,0.232281035883811
2014,ECS,0.190919065114696
2015,ECS,0.112080985526509
2016,ECS,0.158157346349577
2017,ECS,0.206286492754364
2018,ECS,0.194883900812444
2019,ECS,0.122830354023237
2020,ECS,0.15344070058134
2021,ECS,0.36903448733829
1995,ECU,0.175258715274091
1996,ECU,0.134112001929738
1997,ECU,0.0297507017148644
1998,ECU,0.0129509600672262
1999,ECU,0.0159090707299482
2000,ECU,0.0312504676242629
2001,ECU,0.0101999192713221
2002,ECU,0.0591764232924235
2003,ECU,0.104498850632412
2004,ECU,0.0862266175887913
2005,ECU,0.0904096131303906
2006,ECU,0.120095801469637
2007,ECU,0.0715927422537484
2008,ECU,0.0223541929369212
2009,ECU,0.140750723222177
2010,ECU,0.144998503952396
2011,ECU,0.193071406393461
2012,ECU,0.183332769961552
2013,ECU,0.164424799645526
2014,ECU,0.0892047794978054
2015,ECU,0.0643810131639396
2016,ECU,0.0828958421781742
2017,ECU,0.0849569513997177
2018,ECU,0.0
2019,ECU,0.0
2020,ECU,0.0
2021,ECU,0.0
1995,EGY,0.0131293718550867
1996,EGY,0.0163292304660992
1997,EGY,0.0153523678026593
1998,EGY,0.0402208069832633
1999,EGY,0.027137317018381
2000,EGY,0.0130912613990578
2001,EGY,0.0238511839077044
2002,EGY,0.021749873798385
2003,EGY,0.0190720913893449
2004,EGY,0.0153400376478508
2005,EGY,0.0486708417393921
2006,EGY,0.0612878709250083
2007,EGY,0.0966122421911583
2008,EGY,0.693023407802065
2009,EGY,0.619163373480266
2010,EGY,0.214767137416821
2011,EGY,0.468680136986449
2012,EGY,0.501480973530533
2013,EGY,0.284318834974563
2014,EGY,0.182287318747029
2015,EGY,0.125986889944651
2016,EGY,0.176063334468341
2017,EGY,0.213844527771503
2018,EGY,0.073788825824687
2019,EGY,0.0
2020,EGY,0.0
2021,EGY,0.0
1995,EMU,0.00432076696116024
1996,EMU,0.00214864873121814
1997,EMU,0.00275953743729003
1998,EMU,0.00116754693147511
1999,EMU,0.00153881139004821
2000,EMU,0.00223492030298569
2001,EMU,0.000762277988004893
2002,EMU,0.000955763258585485
2003,EMU,0.000753038322839735
2004,EMU,0.00308850702693156
2005,EMU,0.00493103996518162
2006,EMU,0.0152572933458131
2007,EMU,0.0186419438433926
2008,EMU,0.00818986437512522
2009,EMU,0.00389407235939286
2010,EMU,0.0116808078927755
2011,EMU,0.0132328404368988
2012,EMU,0.0139558534929438
2013,EMU,0.00874710333910065
2014,EMU,0.00647741827881454
2015,EMU,0.0036624005548053
2016,EMU,0.00397939579870126
2017,EMU,0.00822994303069825
2018,EMU,0.00792787100881255
2019,EMU,0.0129772172579597
2020,EMU,0.013530142133279
2021,EMU,0.0164167525991102
1995,ERI,0.0142755358019345
1996,ERI,0.0507415496165848
1997,ERI,0.194796200910171
1998,ERI,0.133854767997926
1999,ERI,0.0964827400906808
2000,ERI,0.0765427492085766
2001,ERI,0.0287429038263754
2002,ERI,0.0
2003,ERI,0.0
2004,ERI,0.00375311022046128
2005,ERI,0.0053283500262208
2006,ERI,0.0135063317087056
2007,ERI,0.0141651728193634
2008,ERI,0.0177377732232871
2009,ERI,0.015535992266264
2010,ERI,0.0390277466462253
2011,ERI,24.6305983607814
1995,ESP,0.0127272866680834
1996,ESP,0.0070443080445244
1997,ESP,0.00964884197572713
1998,ESP,0.00346867413199905
1999,ESP,0.00394019798425575
2000,ESP,0.00693067970674643
2001,ESP,0.00247725806163817
2002,ESP,0.00215299848149134
2003,ESP,0.00127951900827998
2004,ESP,0.00147375994031724
2005,ESP,0.00243183131753642
2006,ESP,0.00809150065294647
2007,ESP,0.0136510189388135
2008,ESP,0.00391674869038538
2009,ESP,0.000640180458388312
2010,ESP,0.0139881601793812
2011,ESP,0.0214589072174111
2012,ESP,0.0355228559044684
2013,ESP,0.0233442583481522
2014,ESP,0.0211391249884552
2015,ESP,0.0142370942540763
2016,ESP,0.013036681679736
2017,ESP,0.0262287721233401
2018,ESP,0.0298408417940036
2019,ESP,0.01641471391084
2020,ESP,0.0182082095958886
2021,ESP,0.0964957986887776
1995,EST,0.0
1996,EST,0.0
1997,EST,0.0
1998,EST,0.0
1999,EST,0.0
2000,EST,0.0
2001,EST,0.0
2002,EST,0.0
2003,EST,0.0
2004,EST,0.0
2005,EST,0.0
2006,EST,0.0
2007,EST,0.0
2008,EST,0.0
2009,EST,0.0
2010,EST,0.0
2011,EST,0.0
2012,EST,0.0
2013,EST,0.0
2014,EST,0.0
2015,EST,0.0
2016,EST,0.0
2017,EST,0.0
2018,EST,0.0
2019,EST,0.0
2020,EST,0.0
2021,EST,0.0
1995,ETH,0.0821179079325106
1996,ETH,0.105023185856673
1997,ETH,0.0763187583625549
1998,ETH,0.0556895818565308
1999,ETH,0.0793000058613617
2000,ETH,0.128654580125834
2001,ETH,0.127735991152237
2002,ETH,0.175343492663719
2003,ETH,0.0811136221682243
2004,ETH,0.0430245623456206
2005,ETH,0.0690212146807151
2006,ETH,0.144218575298411
2007,ETH,0.138498847152681
2008,ETH,0.105336515691304
2009,ETH,0.118868129460701
2010,ETH,0.281800575724129
2011,ETH,0.704513480541926
2012,ETH,0.54884423822428
2013,ETH,0.343869213386082
2014,ETH,0.22916319835117
2015,ETH,0.112168490610375
2016,ETH,0.118963294088809
2017,ETH,0.112045765891954
2018,ETH,0.0361203941244651
2019,ETH,0.027894091470397
2020,ETH,0.0846223803550529
2021,ETH,0.264587228725472
1995,EUU,0.0131095802554825
1996,EUU,0.006518521347379
1997,EUU,0.0102740258688357
1998,EUU,0.00461980686223056
1999,EUU,0.00433438403013985
2000,EUU,0.0070860243246138
2001,EUU,0.00358093622137346
2002,EUU,0.00269617833423559
2003,EUU,0.00270242122422103
2004,EUU,0.0105276885981986
2005,EUU,0.017046257200056
2006,EUU,0.0432236629281412
2007,EUU,0.0477847908325108
2008,EUU,0.0289913423009185
2009,EUU,0.0152195091370023
2010,EUU,0.157252856844086
2011,EUU,0.214991692996121
2012,EUU,0.146781989004829
2013,EUU,0.132638703459236
2014,EUU,0.123749783396601
2015,EUU,0.0428959140427855
2016,EUU,0.0757394006372185
2017,EUU,0.128460385060133
2018,EUU,0.114715351925169
2019,EUU,0.0261307064126343
2020,EUU,0.0259850328777155
2021,EUU,0.07337702049851
1995,FCS,0.359157346598759
1996,FCS,0.278179102792704
1997,FCS,0.14731160995565
1998,FCS,0.150046543060552
1999,FCS,0.0707753362329315
2000,FCS,0.0967303345062911
2001,FCS,0.07493139148731
2002,FCS,0.120382766871646
2003,FCS,0.123306993638924
2004,FCS,0.165501991974893
2005,FCS,0.368472747496817
2006,FCS,0.516062416088016
2007,FCS,0.723768477588118
2008,FCS,0.740421158581593
2009,FCS,0.347364390127535
2010,FCS,0.712327088311469
2011,FCS,1.06773393319506
2012,FCS,0.642639409514991
2013,FCS,0.558246736587705
2014,FCS,0.395057039684908
2015,FCS,0.274418591367873
2016,FCS,0.419348392519704
2017,FCS,0.613805484836534
2018,FCS,0.618921362019044
2019,FCS,0.423580364855391
2020,FCS,0.569602530062083
2021,FCS,2.86880550070892
1995,FIN,0.016790430332325
1996,FIN,0.01405763813248
1997,FIN,0.0292886609623288
1998,FIN,0.0143944410379659
1999,FIN,0.022966988525493
2000,FIN,0.0229423943544132
2001,FIN,0.00155901679470144
2002,FIN,0.0112387831716487
2003,FIN,0.0158081124150463
2004,FIN,0.0344008520434289
2005,FIN,0.0462401384674904
2006,FIN,0.105546886019445
2007,FIN,0.103473990479585
2008,FIN,0.0973000473486769
2009,FIN,0.0806358905411379
2010,FIN,0.14674086949288
2011,FIN,0.191800290602006
2012,FIN,0.23932516251574
2013,FIN,0.129280420521769
2014,FIN,0.0965710485835301
2015,FIN,0.0669563371318421
2016,FIN,0.0583982051447675
2017,FIN,0.119924227964149
2018,FIN,0.110866113285585
2019,FIN,0.0169941990633999
2020,FIN,0.0143024115186818
2021,FIN,0.109078885852519
1995,FJI,0.58523386889858
1996,FJI,0.524863049925909
1997,FJI,0.435359837334568
1998,FJI,0.420758277118292
1999,FJI,0.395960754724495
2000,FJI,0.474080642358969
2001,FJI,0.444216372793902
2002,FJI,0.516580758343709
2003,FJI,0.463739515727251
2004,FJI,0.521507989873428
2005,FJI,0.49385897439813
2006,FJI,0.501825408425044
2007,FJI,0.219696221996603
2008,FJI,0.259287172970978
2009,FJI,0.497807906772264
2010,FJI,1.10422228776011
2011,FJI,1.04900712995513
2012,FJI,1.14080955796933
2013,FJI,0.515173924299496
2014,FJI,0.376605837278412
2015,FJI,0.312966359793855
2016,FJI,0.35691144765048
2017,FJI,0.35164561637814
2018,FJI,0.32414700542396
2019,FJI,0.312629925115531
2020,FJI,0.47958280802081
2021,FJI,1.12613724018633
1995,FRA,0.0017614590092542
1996,FRA,0.00167199588550068
1997,FRA,0.00069857922369228
1998,FRA,0.000451090167949082
1999,FRA,0.000620909712024279
2000,FRA,0.000414116623984834
2001,FRA,0.000396138286589849
2002,FRA,0.00049109279852457
2003,FRA,0.00037699915829033
2004,FRA,0.000206076199611025
2005,FRA,0.000298559427163688
2006,FRA,0.000581288296468117
2007,FRA,0.000624905015499963
2008,FRA,0.00103942259758142
2009,FRA,0.00127715152883219
2010,FRA,0.00136395896236241
2011,FRA,0.000264007930001232
2012,FRA,0.000290143238489028
2013,FRA,0.000168557450175002
2014,FRA,0.000119124398037033
2015,FRA,1.87555793173613e-05
2016,FRA,2.04491850940137e-05
