,0
theta,0.3540514593305501
coef,0.3540514593305499
se_cluster,0.2876031013470395
tstat,1.2310418687152116
pval,0.2183072053539753
median_p_oos_r2,0.8805020364581995
median_m_oos_r2,0.8269505559141426
