spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_debtfiscal_pc1,-3.526717688804161,7.885941434274061,0.6547192470044347,0.8433333333333334,1566,29,0.8086975063532452,0.785631779998622
