spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_all_pc1,0.8112017542683483,2.153942748325826,0.7064616001215966,0.71,1566,29,0.7677341330562347,0.6426034175874648
