spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_wgi_pc1,-8.086021952848492,9.204756869814744,0.37969347381611895,0.7166666666666667,1566,29,0.7866443897889019,0.807653568677258
