spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_all_pc12,1.3459029605223762,2.0697527003566165,0.5155163115995152,0.48333333333333334,1566,29,0.7800253205879237,0.6424109452371627
