spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
resid_vul,2.1739770370640428,2.3600335635466023,0.35696501403191805,0.3933333333333333,1260,29,0.7608095243926991,-0.06270811646254937
