spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_gdp_pc12,-5.27424498028354,8.254578617724144,0.5228568802182829,0.7166666666666667,1566,29,0.7816316041334315,0.8055009613456298
