spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_gdp_pc1,2.766809590855464,2.507568931503266,0.2698607617034984,0.2966666666666667,1566,29,0.7980989810883974,0.6656576201045299
