spec,theta,se,pval,p_wild,n_rows,folds_used,m_oos_r2_med,p_oos_r2_med
pca_debtfiscal_pc12,-3.5355931739730244,7.788220640103565,0.6498527622496149,0.8066666666666666,1566,29,0.8082839577885212,0.7854624787765532
