"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","IND.BCA_NGDPD.A","OBS_VALUE","India","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.998","-0.433","-1.705","-0.415","-1.03","-1.637","-1.144","-1.323","-0.958","-1.024","-0.569","0.7","1.232","2.317","-0.348","-1.207","-1.017","-1.293","-2.328","-2.864","-2.857","-4.29","-4.806","-1.737","-1.314","-1.05","-0.625","-1.835","-2.116","-0.866","0.898","-1.222","-2.002","-0.716","-0.793","-0.946"
"IMF.RES:WEO(6.0.0)","IDN.BCA_NGDPD.A","OBS_VALUE","Indonesia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.315","-2.847","-1.842","-1.205","-1.404","-2.784","-2.657","-1.458","3.469","3.4","4.452","3.954","3.676","3.175","1.882","0.513","2.406","1.446","0.022","1.837","0.702","0.189","-2.66","-3.19","-3.088","-2.035","-1.819","-1.595","-2.939","-2.706","-0.419","0.296","1.002","-0.149","-0.634","-1.485"
"IMF.RES:WEO(6.0.0)","IRN.BCA_NGDPD.A","OBS_VALUE","Iran, Islamic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.465","-3.683","-14.464","-6.517","6.264","2.922","3.311","1.202","-1.044","2.395","3.407","1.808","2.702","0.515","0.763","6.738","7.558","9.031","5.365","2.152","5.32","9.355","5.538","5.861","2.945","0.303","2.89","3.064","7.884","-0.684","-1.867","3.852","3.775","2.789","2.739","0.9"
"IMF.RES:WEO(6.0.0)","HUN.BCA_NGDPD.A","OBS_VALUE","Hungary","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.84","-3.577","-1.989","-12.112","-11.722","-3.482","-3.815","-4.052","-7.055","-7.876","-8.493","-5.819","-6.341","-7.995","-8.537","-7.195","-7.46","-7.375","-7.482","-1.318","-0.263","0.321","1.136","3.084","0.881","2.165","4.372","1.785","0.243","-0.64","-0.945","-4.105","-8.491","0.315","2.228","1.036"
"IMF.RES:WEO(6.0.0)","ISL.BCA_NGDPD.A","OBS_VALUE","Iceland","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.037","-3.908","-2.338","0.693","1.907","0.182","-2.452","-2.353","-7.199","-7.116","-10.197","-4.255","1.209","-4.888","-10.048","-15.708","-22.711","-13.576","-20.791","-8.913","-6.095","-4.727","-3.579","6.252","4.403","5.626","8.097","4.221","4.258","6.547","1.096","-2.819","-2.377","0.84","-2.53","-1.949"
"IMF.RES:WEO(6.0.0)","IRL.BCA_NGDPD.A","OBS_VALUE","Ireland","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.772","0.696","0.993","3.563","2.678","2.478","2.666","2.348","0.363","-0.115","0.614","0.179","0.247","0.492","-0.098","-3.54","-5.353","-6.511","-6.255","-4.667","-1.287","-1.681","-3.355","2.395","2.062","6.133","-1.243","1.143","4.291","-20.724","-7.07","12.165","8.762","8.092","17.158","11.598"
"IMF.RES:WEO(6.0.0)","ITA.BCA_NGDPD.A","OBS_VALUE","Italy","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.863","-2.435","-2.615","1.135","1.168","2.073","2.939","2.596","1.651","0.8","-0.272","0.154","-0.496","-0.785","-0.48","-0.88","-1.469","-1.362","-2.723","-1.822","-3.223","-2.742","-0.201","1.03","1.754","1.243","2.461","2.439","2.501","3.157","3.761","2.1","-1.725","0.138","1.13","0.907"
"IMF.RES:WEO(6.0.0)","JOR.BCA_NGDPD.A","OBS_VALUE","Jordan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.425","-9.0","-15.458","-11.204","-6.296","-3.826","-3.145","0.397","0.173","4.812","0.315","-0.269","5.032","10.691","0.332","-17.298","-10.928","-16.007","-9.075","-5.075","-6.946","-10.026","-14.892","-10.169","-7.083","-8.995","-9.656","-10.557","-6.831","-1.737","-5.732","-8.03","-8.131","-3.577","-5.759","-5.539"
"IMF.RES:WEO(6.0.0)","JPN.BCA_NGDPD.A","OBS_VALUE","Japan","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.403","1.867","2.823","2.908","2.611","1.991","1.4","2.117","2.809","2.465","2.628","1.97","2.609","3.085","3.721","3.521","3.792","4.633","2.792","2.745","3.838","2.084","0.951","0.882","0.751","3.07","3.953","4.128","3.528","3.446","2.967","3.894","2.108","3.762","4.793","3.39"
"IMF.RES:WEO(6.0.0)","JAM.BCA_NGDPD.A","OBS_VALUE","Jamaica","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.692","-5.603","0.658","-3.382","1.497","-1.51","-1.929","-3.955","-3.799","-2.434","-4.053","-8.253","-11.051","-8.201","-4.93","-9.538","-9.901","-15.76","-20.33","-9.313","-7.086","-13.634","-9.754","-9.546","-8.037","-3.039","-0.308","-2.694","-1.501","-1.914","-1.13","1.017","-0.8","2.946","0.998","0.872"
"IMF.RES:WEO(6.0.0)","ISR.BCA_NGDPD.A","OBS_VALUE","Israel","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.277","-1.837","-1.123","-3.187","-3.837","-4.703","-4.646","-3.048","-0.971","-1.267","-1.457","-1.43","-0.863","0.582","1.45","2.957","3.955","3.042","0.999","3.163","3.381","1.541","0.379","2.975","4.213","5.222","3.76","3.636","3.002","3.205","4.024","3.274","3.329","3.748","3.135","2.779"
"IMF.RES:WEO(6.0.0)","KIR.BCA_NGDPD.A","OBS_VALUE","Kiribati","Current account balance (credit less debit), Percent of GDP","Annual","Units","-17.196","21.011","-14.045","-1.319","0.629","-8.717","-20.349","5.185","21.325","2.351","-3.29","-9.554","-11.404","-8.724","-7.172","-25.04","-8.61","-1.814","-3.5","-11.647","0.117","-8.823","1.748","-5.007","27.943","29.311","9.302","31.618","32.64","39.996","32.163","7.094","-12.021","-1.772","-2.025","-0.599"
"IMF.RES:WEO(6.0.0)","KEN.BCA_NGDPD.A","OBS_VALUE","Kenya","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.348","-1.878","-2.37","8.574","5.807","-1.779","0.364","0.345","1.364","5.689","-1.095","-1.713","-0.618","0.619","-0.578","-1.046","-1.688","-2.882","-4.775","-3.856","-5.22","-8.204","-7.474","-7.847","-9.325","-6.282","-5.397","-7.003","-5.411","-5.241","-4.748","-5.228","-5.025","-3.97","-3.71","-3.898"
"IMF.RES:WEO(6.0.0)","KOR.BCA_NGDPD.A","OBS_VALUE","Korea, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.96","-2.357","-0.791","0.416","-1.001","-1.745","-3.875","-1.832","10.109","4.227","1.703","0.381","0.626","1.552","3.561","1.257","0.191","0.858","0.16","3.366","2.343","1.273","3.654","5.385","5.335","6.829","6.202","4.399","4.246","3.408","4.351","4.388","1.435","1.785","5.297","3.5"
"IMF.RES:WEO(6.0.0)","LAO.BCA_NGDPD.A","OBS_VALUE","Lao People's Democratic Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.465","-1.218","-1.746","-1.607","-3.451","-3.464","-6.26","-5.738","-5.679","-6.805","1.459","-12.26","-9.34","-11.589","-13.873","-15.668","-9.264","-10.386","-15.608","-17.769","-16.482","-15.264","-7.337","-7.834","-14.507","-15.727","-8.708","-7.387","-9.095","-7.03","-1.645","2.329","-3.034","2.701","3.347","-0.058"
"IMF.RES:WEO(6.0.0)","LSO.BCA_NGDPD.A","OBS_VALUE","Lesotho, Kingdom of","Current account balance (credit less debit), Percent of GDP","Annual","Units","28.843","-31.965","-19.021","-8.49","-6.814","-17.07","-22.561","-27.568","-15.359","-23.161","-4.375","6.199","6.335","-2.96","4.999","4.759","13.962","16.405","14.714","-3.756","-13.353","-18.158","-12.577","-9.265","-8.062","-6.781","-10.192","-6.962","-6.955","-6.335","-5.687","-9.051","-13.96","-0.261","0.475","-5.629"
"IMF.RES:WEO(6.0.0)","LBY.BCA_NGDPD.A","OBS_VALUE","Libya","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.789","1.234","5.051","-2.646","0.507","2.811","-0.218","-0.29","-1.804","2.641","13.262","6.419","-7.035","-7.872","20.647","35.669","46.748","43.724","42.72","15.436","19.339","6.587","25.757","0.013","-33.112","-18.894","-9.425","6.573","14.702","6.7","-10.212","16.135","23.175","18.27","6.933","10.399"
"IMF.RES:WEO(6.0.0)","MDG.BCA_NGDPD.A","OBS_VALUE","Madagascar, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.74","-7.059","-5.32","-6.354","-7.865","-7.191","-3.095","-4.734","-6.573","-5.248","-5.627","-2.575","-8.914","-5.146","-7.878","-12.531","-9.155","-9.886","-15.636","-18.172","-8.949","-6.728","-7.463","-6.505","-0.269","-1.626","0.482","-0.422","0.716","-2.289","-5.375","-4.928","-5.361","-4.055","-5.352","-6.529"
"IMF.RES:WEO(6.0.0)","MDV.BCA_NGDPD.A","OBS_VALUE","Maldives","Current account balance (credit less debit), Percent of GDP","Annual","Units","12.404","2.377","-6.411","-15.538","-2.906","-3.902","-1.412","-5.32","-3.153","-10.435","-6.421","-7.653","-4.297","-2.975","-9.971","-23.467","-19.171","-14.212","-26.863","-9.647","-7.322","-14.819","-6.645","-4.303","-3.656","-7.451","-23.474","-20.695","-27.837","-26.07","-35.072","-8.651","-16.273","-21.288","-17.927","-14.414"
"IMF.RES:WEO(6.0.0)","MYS.BCA_NGDPD.A","OBS_VALUE","Malaysia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.841","-7.816","-3.364","-4.105","-5.57","-8.947","-4.062","-5.439","12.117","14.621","8.309","7.211","6.546","11.149","11.099","13.764","15.362","14.663","16.295","14.829","9.941","10.741","5.094","3.435","4.327","2.987","2.393","2.791","2.231","3.498","4.166","3.886","3.19","1.547","1.7","1.643"
"IMF.RES:WEO(6.0.0)","MWI.BCA_NGDPD.A","OBS_VALUE","Malawi","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.041","-4.232","-6.485","-3.275","-6.168","-2.287","-2.647","-4.247","-0.102","-3.633","-1.727","-1.435","-9.608","-7.315","-7.414","-9.432","-12.373","-5.84","-10.724","-7.244","-6.096","-6.117","-6.94","-6.499","-6.994","-12.214","-13.105","-15.529","-12.044","-12.611","-13.828","-15.235","-17.616","-17.334","-21.817","-14.726"
"IMF.RES:WEO(6.0.0)","MLI.BCA_NGDPD.A","OBS_VALUE","Mali","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.931","1.26","-0.231","0.462","-3.5","-3.054","-7.119","-5.607","-5.43","-6.306","-8.672","-8.861","-2.046","-5.894","-6.871","-7.115","-3.258","-5.563","-13.542","-10.9","-10.719","-5.057","-2.193","-2.887","-4.708","-5.323","-7.242","-7.285","-4.899","-7.457","-2.174","-7.605","-7.654","-7.602","-6.112","-5.062"
"IMF.RES:WEO(6.0.0)","MUS.BCA_NGDPD.A","OBS_VALUE","Mauritius","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.35","-0.551","-0.004","-2.628","-5.971","-0.492","0.741","-2.064","0.076","-2.702","-0.694","5.652","4.867","1.548","-1.661","-4.725","-8.589","-5.122","-9.592","-7.086","-9.919","-13.175","-6.997","-6.104","-5.278","-3.473","-3.901","-4.464","-3.769","-4.977","-8.884","-13.096","-11.112","-5.141","-6.498","-4.848"
"IMF.RES:WEO(6.0.0)","MEX.BCA_NGDPD.A","OBS_VALUE","Mexico","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.365","-5.859","-8.452","-6.443","-7.751","-0.415","-0.58","-1.464","-2.869","-2.218","-2.527","-2.197","-1.529","-0.527","-0.465","-0.624","-0.317","-0.845","-1.407","-0.751","-0.34","-0.858","-1.41","-2.394","-1.821","-2.599","-2.273","-1.797","-2.064","-0.297","2.397","-0.347","-1.207","-0.313","-0.323","-0.492"
"IMF.RES:WEO(6.0.0)","G510.BCA_NGDPD.A","OBS_VALUE","ASEAN-5","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.001","-3.029","-1.458","-2.048","-1.235","-2.42","-2.152","-0.213","10.259","7.718","5.819","5.402","5.231","7.058","5.881","5.234","7.979","8.587","4.762","7.245","5.806","5.351","2.096","1.466","2.94","3.86","3.941","3.997","2.134","2.717","3.959","3.031","2.697","2.743","2.622","2.077"
"IMF.RES:WEO(6.0.0)","MOZ.BCA_NGDPD.A","OBS_VALUE","Mozambique, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-14.663","-14.363","-17.916","-21.137","-21.892","-15.162","-13.923","-8.977","-13.937","-13.596","-11.75","-11.493","-14.606","-12.403","-6.038","-8.576","-7.944","-7.272","-8.879","-9.998","-14.717","-22.769","-40.687","-39.978","-35.806","-36.818","-31.866","-19.492","-29.467","-16.138","-26.521","-21.251","-36.435","-10.91","-11.597","-41.251"
"IMF.RES:WEO(6.0.0)","MAR.BCA_NGDPD.A","OBS_VALUE","Morocco","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.185","-2.342","-2.394","-2.453","-3.099","-4.418","-1.4","-1.893","-2.044","-2.235","-3.411","1.865","3.231","2.825","1.495","1.577","1.901","-0.059","-4.632","-4.923","-4.042","-7.279","-8.789","-6.806","-5.514","-1.961","-3.75","-3.163","-4.883","-3.421","-1.166","-2.344","-3.557","-0.618","-1.45","-1.951"
"IMF.RES:WEO(6.0.0)","NZL.BCA_NGDPD.A","OBS_VALUE","New Zealand","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.858","-2.394","-3.676","-3.314","-3.154","-3.952","-4.721","-5.204","-2.782","-5.002","-3.342","-0.822","-2.127","-2.483","-4.594","-7.142","-7.189","-6.854","-7.749","-2.172","-2.283","-2.794","-3.926","-3.168","-3.129","-2.818","-2.052","-2.867","-4.236","-2.859","-1.07","-6.025","-9.245","-6.936","-6.03","-4.916"
"IMF.RES:WEO(6.0.0)","NLD.BCA_NGDPD.A","OBS_VALUE","Netherlands, The","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.513","2.252","1.868","3.704","4.514","5.685","4.762","5.999","2.967","3.499","1.737","2.269","2.322","5.134","7.632","6.631","8.14","5.314","3.937","3.542","6.634","7.26","7.809","8.269","8.862","4.879","7.316","8.129","8.995","6.841","5.584","10.018","6.615","9.854","9.94","10.354"
"IMF.RES:WEO(6.0.0)","NER.BCA_NGDPD.A","OBS_VALUE","Niger","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.757","-5.387","-4.721","-3.196","-6.519","-6.605","-4.538","-5.818","-5.774","-5.419","-4.67","-3.782","-5.972","-6.48","-6.174","-7.127","-6.62","-6.153","-8.986","-18.097","-14.507","-16.369","-10.854","-11.274","-12.068","-15.347","-11.417","-11.397","-12.681","-12.173","-13.192","-14.066","-16.174","-13.878","-5.522","-3.767"
"IMF.RES:WEO(6.0.0)","NIC.BCA_NGDPD.A","OBS_VALUE","Nicaragua","Current account balance (credit less debit), Percent of GDP","Annual","Units","-58.781","-7.183","-19.748","-16.217","-23.591","-17.449","-19.144","-19.152","-14.814","-19.119","-18.314","-15.375","-15.01","-13.257","-11.866","-12.396","-13.08","-16.259","-17.068","-8.455","-8.875","-11.908","-11.724","-12.569","-8.028","-9.873","-8.483","-7.16","-1.797","5.932","3.758","-2.785","-2.905","8.213","4.143","5.726"
"IMF.RES:WEO(6.0.0)","NPL.BCA_NGDPD.A","OBS_VALUE","Nepal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.62","-6.749","-5.055","-4.598","-5.159","-1.861","-4.383","-0.624","-0.823","3.538","5.593","6.705","3.403","2.125","2.368","1.751","1.865","-0.117","2.403","3.655","-2.071","-0.834","4.188","2.864","3.998","4.381","5.459","-0.323","-7.098","-6.929","-1.013","-7.701","-12.564","-0.882","3.829","0.656"
"IMF.RES:WEO(6.0.0)","NOR.BCA_NGDPD.A","OBS_VALUE","Norway","Current account balance (credit less debit), Percent of GDP","Annual","Units","2.162","3.303","3.137","2.623","2.692","3.194","6.453","5.872","-0.394","5.339","14.631","15.771","12.43","12.166","12.644","16.447","16.609","12.566","16.137","11.314","11.636","13.227","13.533","11.222","11.823","8.994","5.219","6.313","8.954","3.792","1.103","14.885","29.631","17.38","17.127","15.898"
"IMF.RES:WEO(6.0.0)","OMN.BCA_NGDPD.A","OBS_VALUE","Oman","Current account balance (credit less debit), Percent of GDP","Annual","Units","8.206","-1.513","-3.908","-9.615","-5.082","-5.17","1.174","-1.076","-19.45","-2.583","14.063","8.901","7.365","5.875","3.18","14.583","13.299","5.097","7.23","-0.901","7.595","11.444","8.991","5.88","4.63","-13.763","-16.555","-13.614","-4.873","-4.918","-16.549","-5.538","3.971","2.489","2.177","-1.467"
"IMF.RES:WEO(6.0.0)","PAK.BCA_NGDPD.A","OBS_VALUE","Pakistan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.112","-2.323","-1.343","-3.994","-1.962","-2.192","-4.039","-3.532","-1.681","-1.933","-0.216","0.335","2.886","3.618","1.385","-1.015","-3.026","-3.678","-6.819","-4.95","-2.006","0.093","-1.863","-0.965","-1.153","-0.939","-1.582","-3.617","-5.389","-4.184","-1.481","-0.809","-4.663","-0.97","-0.454","-0.056"
"IMF.RES:WEO(6.0.0)","PRY.BCA_NGDPD.A","OBS_VALUE","Paraguay","Current account balance (credit less debit), Percent of GDP","Annual","Units","7.954","1.218","-0.801","0.815","-3.482","-2.399","-0.707","-5.506","1.425","1.57","-2.79","-0.376","8.613","0.221","-0.102","-0.629","1.244","4.362","0.36","1.741","-1.137","-0.678","-1.818","0.866","-0.787","-0.211","4.601","3.357","-0.233","-0.578","1.873","-1.108","-7.155","-0.564","-3.943","-2.356"
"IMF.RES:WEO(6.0.0)","PNG.BCA_NGDPD.A","OBS_VALUE","Papua New Guinea","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.936","-2.711","-0.02","7.054","6.047","12.826","2.554","-6.261","-5.63","-2.26","4.428","4.921","1.409","1.455","-0.263","8.518","-1.157","2.47","5.427","-10.969","-9.852","-9.605","-19.981","-23.907","12.382","11.165","13.638","15.895","13.623","14.377","14.358","12.575","14.43","9.022","14.546","10.703"
"IMF.RES:WEO(6.0.0)","PAN.BCA_NGDPD.A","OBS_VALUE","Panama","Current account balance (credit less debit), Percent of GDP","Annual","Units","3.526","-3.697","-3.564","-1.182","0.184","-5.332","-1.928","-4.506","-8.334","-9.071","-5.394","-1.451","-0.826","-3.988","-6.612","-6.171","-2.422","-5.344","-8.773","-0.755","-10.23","-12.566","-8.914","-8.641","-12.905","-8.648","-7.511","-5.81","-7.887","-5.054","0.675","-1.155","-0.621","-4.484","-0.873","-0.951"
"IMF.RES:WEO(6.0.0)","PHL.BCA_NGDPD.A","OBS_VALUE","Philippines","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.336","-1.997","-1.655","-4.862","-4.032","-2.339","-4.176","-4.623","2.075","-3.357","-2.663","-2.217","-0.334","0.327","1.71","1.853","5.455","5.175","0.08","4.797","3.445","2.409","2.653","4.01","3.616","2.371","-0.376","-0.652","-2.559","-0.809","3.201","-1.508","-4.516","-2.834","-3.794","-3.424"
"IMF.RES:WEO(6.0.0)","POL.BCA_NGDPD.A","OBS_VALUE","Poland, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","4.915","-2.654","-3.481","-6.372","0.608","0.611","-2.073","-3.636","-3.991","-7.404","-6.008","-3.107","-2.776","-2.504","-5.955","-3.305","-4.652","-6.689","-6.752","-3.975","-5.152","-5.123","-4.09","-1.973","-2.97","-1.324","-1.072","-1.194","-1.964","-0.276","2.417","-1.297","-2.288","1.78","0.136","-0.293"
"IMF.RES:WEO(6.0.0)","PER.BCA_NGDPD.A","OBS_VALUE","Peru","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.148","-4.464","-5.417","-7.174","-6.242","-8.999","-6.823","-5.983","-6.193","-2.833","-3.064","-2.351","-2.031","-1.592","0.094","1.563","3.331","1.488","-4.357","-0.519","-2.387","-1.97","-2.782","-4.721","-4.219","-4.535","-2.154","-0.836","-1.146","-0.611","0.915","-2.066","-4.129","0.686","2.192","1.693"
"IMF.RES:WEO(6.0.0)","PRT.BCA_NGDPD.A","OBS_VALUE","Portugal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.228","-0.797","-0.17","0.245","-2.203","-0.112","-4.49","-6.109","-7.548","-8.868","-10.796","-10.449","-8.383","-6.634","-7.957","-9.585","-10.26","-9.62","-11.838","-10.356","-10.257","-6.103","-1.489","1.534","0.343","0.505","1.421","1.484","0.752","0.78","-0.689","-0.663","-2.024","0.553","2.154","1.699"
"IMF.RES:WEO(6.0.0)","QAT.BCA_NGDPD.A","OBS_VALUE","Qatar","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.599","-15.592","-16.701","-21.638","-19.17","-27.601","-27.269","-30.859","-25.459","0.813","9.175","23.728","19.778","24.261","24.638","16.762","16.133","15.079","23.614","7.244","20.009","31.068","33.185","30.424","23.959","8.502","-5.45","3.989","9.083","2.415","-2.068","14.644","26.778","17.114","17.212","10.802"
"IMF.RES:WEO(6.0.0)","G110.BCA_NGDPD.A","OBS_VALUE","Advanced Economies","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.447","-0.146","-0.132","0.279","0.083","0.106","0.062","0.245","0.07","-0.35","-0.901","-0.881","-0.837","-0.766","-0.622","-1.097","-1.219","-1.005","-1.352","-0.203","0.038","-0.086","0.016","0.482","0.495","0.568","0.82","0.987","0.786","0.711","0.234","0.759","-0.465","0.04","0.159","-0.107"
"IMF.RES:WEO(6.0.0)","RWA.BCA_NGDPD.A","OBS_VALUE","Rwanda","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.864","-1.549","-3.585","-5.786","6.99","3.911","-0.534","-2.905","-3.611","-6.634","-4.606","-5.21","-6.94","-4.915","-1.846","-2.226","-4.185","-2.096","-4.675","-6.672","-6.518","-6.928","-9.681","-7.482","-11.343","-12.68","-15.306","-9.46","-10.114","-11.894","-12.063","-10.909","-9.367","-11.496","-12.676","-13.805"
"IMF.RES:WEO(6.0.0)","ROU.BCA_NGDPD.A","OBS_VALUE","Romania","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.564","-4.303","-8.519","-4.417","-1.646","-4.42","-6.584","-5.35","-6.798","-4.022","-2.596","-3.182","-2.675","-4.677","-7.58","-8.751","-10.503","-13.56","-11.455","-4.644","-5.13","-4.718","-4.641","-1.121","-0.322","-0.65","-2.085","-3.185","-4.605","-4.85","-5.069","-7.192","-9.522","-6.625","-8.273","-7.568"
"IMF.RES:WEO(6.0.0)","WSM.BCA_NGDPD.A","OBS_VALUE","Samoa","Current account balance (credit less debit), Percent of GDP","Annual","Units","7.143","-17.417","-13.173","-17.565","2.409","4.013","4.383","-3.139","0.901","-8.217","-1.653","-3.978","-8.296","-3.768","-3.324","-7.139","-8.521","-13.453","-4.748","-4.615","-5.391","-2.967","-6.48","-1.454","-8.631","-2.635","-4.233","-1.793","0.801","2.839","0.949","-14.823","-11.298","-3.309","4.824","-0.479"
"IMF.RES:WEO(6.0.0)","STP.BCA_NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-24.914","-31.607","-28.444","-23.593","-18.827","-26.16","-17.559","-14.668","-17.135","-15.659","-21.02","-22.521","-20.867","-15.875","-22.23","-20.892","-33.94","84.849","-17.611","-24.241","-23.589","-28.568","-23.877","-16.353","-24.527","-14.54","-7.183","-15.291","-12.952","-12.778","-11.193","-13.056","-14.367","-12.501","-10.179","-5.108"
"IMF.RES:WEO(6.0.0)","SAU.BCA_NGDPD.A","OBS_VALUE","Saudi Arabia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.53","-20.833","-12.941","-12.986","-7.758","-3.715","0.429","0.184","-8.947","0.254","7.555","5.08","6.262","12.997","20.069","27.419","27.389","23.913","26.884","6.603","14.088","24.378","23.41","18.978","10.47","-7.863","-3.672","1.696","8.618","4.585","-3.479","4.637","13.563","3.291","-0.524","-4.015"
"IMF.RES:WEO(6.0.0)","SEN.BCA_NGDPD.A","OBS_VALUE","Senegal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.278","-6.481","-6.8","-6.498","-6.092","-5.365","-5.345","-4.608","-5.291","-5.165","-5.452","-3.78","-4.619","-4.99","-5.097","-6.154","-6.191","-9.551","-11.312","-5.307","-3.522","-6.504","-8.759","-8.264","-6.981","-5.715","-4.188","-7.276","-8.808","-7.918","-10.867","-12.068","-20.015","-18.997","-12.132","-8.19"
"IMF.RES:WEO(6.0.0)","SLE.BCA_NGDPD.A","OBS_VALUE","Sierra Leone","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.599","0.846","-0.347","-3.234","-4.207","-5.827","-6.879","-2.779","-2.128","-6.386","-7.495","-5.671","-3.68","-3.734","-4.234","-3.833","-3.022","-4.641","-5.742","-8.616","-14.022","-39.875","-21.061","-10.943","-7.25","-14.859","-4.867","-11.671","-10.919","-12.153","-4.795","-5.52","-6.35","-9.479","-5.459","-4.766"
"IMF.RES:WEO(6.0.0)","SGP.BCA_NGDPD.A","OBS_VALUE","Singapore","Current account balance (credit less debit), Percent of GDP","Annual","Units","8.08","10.72","11.229","6.777","15.286","16.497","14.627","15.57","21.792","17.204","11.072","14.433","14.877","24.302","19.311","23.26","26.893","27.143","15.083","16.393","22.933","22.218","17.643","15.707","17.95","18.693","18.006","18.604","15.693","15.384","17.501","19.798","18.422","17.688","17.541","17.15"
"IMF.RES:WEO(6.0.0)","SYC.BCA_NGDPD.A","OBS_VALUE","Seychelles","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.521","-2.182","-1.592","1.82","6.452","0.279","-10.42","-11.741","-17.469","-18.743","-6.981","-24.597","-14.519","-1.327","-7.187","-18.939","-13.161","-10.773","-18.483","-14.837","-19.38","-22.959","-21.138","-11.945","-22.368","-17.888","-2.867","3.894","-2.352","-2.847","-12.521","-10.259","-7.089","-7.155","-7.522","-8.858"
"IMF.RES:WEO(6.0.0)","ZAF.BCA_NGDPD.A","OBS_VALUE","South Africa","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.226","1.047","1.336","1.887","0.01","-1.452","-1.014","-1.314","-1.549","-0.449","-0.113","0.246","0.807","-0.735","-2.472","-2.792","-4.028","-4.846","-5.018","-2.435","-1.336","-2.006","-4.689","-5.326","-4.806","-4.339","-2.676","-2.368","-2.929","-2.604","1.969","3.691","-0.5","-1.596","-0.644","-1.232"
"IMF.RES:WEO(6.0.0)","LCA.BCA_NGDPD.A","OBS_VALUE","St. Lucia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-10.159","-11.979","-8.32","-7.332","-6.784","-4.751","-7.338","-9.77","-6.863","-12.047","-17.845","-18.843","-17.633","-20.946","-14.882","-15.515","-29.348","-18.455","-24.429","-8.48","-12.666","-14.304","-10.025","-6.531","-2.429","-0.477","-6.338","-1.908","1.472","3.326","-18.939","-11.296","-3.562","-1.567","-1.364","-0.978"
"IMF.RES:WEO(6.0.0)","SWE.BCA_NGDPD.A","OBS_VALUE","Sweden","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.413","-1.741","-2.659","-1.257","0.997","3.123","3.259","3.794","3.501","3.816","3.815","4.599","4.352","5.801","5.934","5.951","8.08","8.07","7.754","5.926","5.876","5.466","5.496","4.334","3.287","2.599","1.876","2.064","2.224","5.324","5.839","6.688","4.701","6.973","7.431","6.761"
