"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","COM.NGDPDPC.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","931.447","905.748","963.711","923.237","664.841","811.987","793.967","718.393","705.347","707.442","632.79","680.521","763.902","958.891","1070.966","1106.386","1138.719","1289.946","1454.493","1407.577","1385.195","1526.567","1484.891","1596.013","1609.102","1323.072","1356.892","1414.088","1518.8","1501.981","1510.592","1549.471","1438.176","1534.981","1636.893","1701.519"
"IMF.RES:WEO(6.0.0)","FIN.NGDPDPC.A","OBS_VALUE","Finland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","28491.135","25650.711","22497.298","17641.392","20406.2","26322.115","25806.206","24750.37","26064.759","26236.007","24369.776","24998.587","26999.895","32954.317","37812.031","39142.224","41300.022","48586.821","53894.581","47538.607","46647.994","51174.768","47693.7","49804.351","50180.785","42625.16","43502.557","46109.916","49698.347","48395.834","48827.138","53203.799","50551.801","53026.111","53326.396","54162.987"
"IMF.RES:WEO(6.0.0)","DNK.NGDPDPC.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","26914.854","27044.086","29632.327","27624.212","30023.075","35440.899","35703.887","32841.426","33405.3","33477.76","30777.178","30823.475","33304.059","40572.443","46684.835","48998.314","52213.64","58786.14","64826.681","58536.553","58240.45","61920.301","58559.563","61512.411","62700.908","53316.984","54699.182","57683.746","61456.783","59489.614","61075.932","69927.264","68434.674","68618.872","72041.536","74969.186"
"IMF.RES:WEO(6.0.0)","CZE.NGDPDPC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","5861.187","6569.378","6065.51","6521.063","6374.041","6048.872","6659.088","8096.686","9857.191","11784.605","13458.775","15281.951","18513.803","22895.716","19863.767","20184.18","22068.782","20024.209","20256.925","20063.059","17944.844","18731.83","20882.415","23661.699","24013.061","23464.296","27667.664","27876.28","31630.134","31542.861","33039.214"
"IMF.RES:WEO(6.0.0)","ECU.NGDPDPC.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1127.223","1236.273","1321.881","1511.298","1785.609","1902.883","1957.419","2165.066","2169.513","1536.21","1404.638","1823.704","2097.116","2358.041","2633.053","2960.733","3298.408","3533.67","4257.891","4111.478","4578.936","5209.999","5682.119","6144.123","6422.124","5975.078","5907.928","6220.968","6293.459","6199.031","5469.758","6084.743","6555.526","6792.722","6775.257","6942.1"
"IMF.RES:WEO(6.0.0)","SWZ.NGDPDPC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1558.18","1574.778","1703.465","1747.48","1851.22","2160.27","2005.245","2105.168","1914.241","1861.496","1818.67","1599.207","1473.717","2235.678","2797.022","3174.588","3262.223","3402.163","3214.488","3479.71","4263.91","4603.196","4628.132","4325.841","4133.645","3766.458","3513.8","4031.056","4226.975","4031.719","3535.09","4259.206","4161.741","4175.555","4420.762","4613.023"
"IMF.RES:WEO(6.0.0)","CYP.NGDPDPC.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10359.863","10413.59","12158.438","11342.259","12525.154","15396.718","15260.553","14324.09","15181.635","15379.835","14464.816","14905.024","16188.394","20389.495","23969.991","25527.252","27448.397","31774.245","36009.56","32650.09","31522.055","32910.616","29075.12","27671.485","27076.651","23507.588","24802.599","26834.797","29813.404","29911.926","28755.514","33920.585","34266.25","36605.306","38624.883","41131.617"
"IMF.RES:WEO(6.0.0)","DMA.NGDPDPC.A","OBS_VALUE","Dominica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2819.552","3087.299","3287.848","3448.673","3713.105","3855.291","4104.42","4254.367","4526.684","4657.561","4681.178","4775.344","4680.264","4825.77","5165.218","5127.438","5497.251","5939.91","6463.44","6903.996","6980.957","7160.275","6994.866","7153.468","7388.583","7596.222","8089.25","7507.368","7981.044","8466.407","6872.22","7530.367","8193.119","8781.135","9307.924","9869.015"
"IMF.RES:WEO(6.0.0)","ETH.NGDPDPC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","284.636","304.279","310.307","186.665","160.749","151.063","163.498","155.766","137.366","128.578","136.056","131.565","123.874","132.704","152.16","181.49","218.637","266.894","350.57","373.199","341.103","377.694","510.537","548.869","622.592","707.975","790.789","822.704","839.861","948.851","969.014","974.103","1142.927","1511.357","1320.157","1066.36"
"IMF.RES:WEO(6.0.0)","SLV.NGDPDPC.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","891.759","959.119","1047.044","1186.338","1348.916","1552.129","1653.641","1749.514","1858.366","1904.858","1977.835","2051.156","2106.732","2197.501","2273.938","2434.33","2651.445","2814.604","2964.17","2889.68","3017.326","3305.002","3471.047","3555.186","3638.533","3761.493","3870.318","3986.02","4145.89","4280.298","3960.332","4599.655","5048.438","5344.25","5526.955","5722.048"
"IMF.RES:WEO(6.0.0)","DJI.NGDPDPC.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","1070.407","1091.835","1058.462","1109.77","1109.097","1078.124","1068.48","1061.623","1084.925","1088.219","1106.677","1121.167","1160.467","1212.849","1271.217","1359.487","1478.419","1692.43","1722.341","1837.212","2038.56","2190.283","2314.559","2470.925","2652.513","2803.689","2926.153","3038.268","3172.748","3182.318","3385.359","3506.369","3804.163","4081.528","4343.352"
"IMF.RES:WEO(6.0.0)","EST.NGDPDPC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","1194.185","1711.265","2720.996","3379.95","3686.89","4096.119","4151.424","4084.932","4513.019","5359.979","7218.163","8925.153","10428.693","12659.144","16765.784","18274.232","14757.1","14697.472","17552.466","17579.346","19310.675","20574.581","17723.954","18661.231","20844.174","23628.862","24023.899","23914.829","27972.351","28473.526","30142.009","31174.35","32760.31"
"IMF.RES:WEO(6.0.0)","DOM.NGDPDPC.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1123.244","1365.232","1573.686","1741.669","1916.439","2141.061","2309.916","2495.032","2658.543","2674.828","2894.303","3007.381","3158.393","2460.554","2540.849","4008.356","4188.715","4803.473","5191.435","5147.191","5682.505","6054.833","6262.467","6400.965","6788.883","7119.639","7506.192","7783.612","8286.301","8614.967","7524.961","9023.429","10714.918","11279.604","11541.579","11743.088"
"IMF.RES:WEO(6.0.0)","GHA.NGDPDPC.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1031.664","1127.156","1091.486","875.974","790.464","901.888","933.683","933.36","991.413","1000.783","628.881","650.209","734.677","882.299","994.77","1176.627","1343.837","1545.724","1704.06","1493.287","1783.977","2055.0","2087.204","2294.796","1949.906","1722.771","1912.48","2012.288","2195.321","2186.659","2195.455","2445.187","2229.891","2383.904","2405.795","2519.144"
"IMF.RES:WEO(6.0.0)","HTI.NGDPDPC.A","OBS_VALUE","Haiti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","240.23","211.528","124.533","147.025","397.214","618.383","626.299","706.797","773.837","847.945","794.059","720.822","684.333","540.556","660.218","773.35","794.79","991.684","1074.359","1168.747","1175.199","1269.346","1316.496","1408.807","1408.669","1359.209","1263.434","1337.16","1441.864","1277.213","1235.476","1765.242","1643.221","1603.278","2116.754","2671.65"
"IMF.RES:WEO(6.0.0)","GNB.NGDPDPC.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","571.817","787.213","843.597","636.881","344.118","725.815","676.103","628.438","517.661","496.411","327.943","338.362","374.5","435.072","447.804","482.181","467.998","543.408","672.251","613.569","644.344","775.206","688.497","711.927","712.826","707.897","748.089","864.141","894.667","836.954","838.847","928.35","907.623","1035.294","1104.288","1126.259"
"IMF.RES:WEO(6.0.0)","GIN.NGDPDPC.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","616.321","660.444","678.626","639.332","626.432","655.749","656.708","628.192","591.511","557.831","461.784","427.879","444.663","517.03","534.339","470.57","426.419","628.711","675.387","637.478","630.549","607.035","645.096","713.128","728.729","712.025","679.964","796.038","891.887","986.528","1008.687","1139.967","1334.939","1512.523","1670.734","1904.336"
"IMF.RES:WEO(6.0.0)","GEO.NGDPDPC.A","OBS_VALUE","Georgia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","172.501","413.486","688.363","818.054","869.519","690.373","763.707","820.006","875.188","1034.533","1338.086","1682.527","2052.257","2700.417","3419.915","2890.71","3269.917","4100.982","4518.061","4710.606","4833.664","4090.214","4142.174","4420.41","4800.794","4738.796","4308.286","5055.161","6773.539","8237.416","9141.846","9571.019"
"IMF.RES:WEO(6.0.0)","DEU.NGDPDPC.A","OBS_VALUE","Germany","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20323.326","23538.989","26660.209","25697.119","27359.713","31918.986","30778.982","27254.373","27636.064","27217.026","24158.215","24122.365","25752.683","31074.334","35000.56","35592.675","37530.238","43021.966","47153.994","43189.389","43233.452","47637.891","44763.54","47220.321","48983.25","41914.927","42949.139","45510.535","48897.189","47629.1","47341.768","52300.607","49725.343","53565.041","54989.76","55911.042"
"IMF.RES:WEO(6.0.0)","FRA.NGDPDPC.A","OBS_VALUE","France","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","21735.528","21675.374","23775.543","22357.695","23505.585","26927.038","26883.799","24309.419","25024.875","24755.925","22502.094","22486.945","24295.367","29675.139","33876.29","34964.765","36685.03","41762.59","45753.56","41943.313","40988.558","44197.638","41150.451","42951.716","43277.417","36775.676","37081.496","38756.651","41539.756","40487.302","39230.928","43848.345","41096.683","44792.016","46203.675","46792.41"
"IMF.RES:WEO(6.0.0)","GRD.NGDPDPC.A","OBS_VALUE","Grenada","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2887.011","3117.904","3192.22","3153.808","3272.547","3411.983","3632.676","3861.381","4370.62","4705.807","5056.978","5045.854","5192.154","5641.159","5721.585","6658.021","6672.843","7226.881","7844.193","7333.246","7340.342","7299.874","7433.912","7760.348","8333.757","9055.801","9572.093","10098.821","10419.126","10779.062","9222.709","9868.861","10762.835","11516.003","12033.337","12590.858"
"IMF.RES:WEO(6.0.0)","GUY.NGDPDPC.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","950.968","1036.884","1145.783","1392.984","1626.898","1832.399","2048.527","2161.647","2035.856","2010.769","2017.2","2023.617","2092.961","2144.109","2232.996","2305.907","2551.768","2982.217","3329.637","3457.367","3837.303","4402.775","5360.276","5476.744","5402.703","5579.974","5796.819","6104.158","6120.536","6594.375","6952.701","10188.148","18591.944","21307.161","30962.252","32326.323"
"IMF.RES:WEO(6.0.0)","GRC.NGDPDPC.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","9544.71","10139.849","11077.903","10306.377","10968.169","12816.689","13459.426","13070.508","13075.654","13369.562","11826.517","12186.368","13789.85","18036.4","21468.468","22101.329","24452.035","28476.246","31740.794","29426.018","26679.741","25457.905","21557.251","21498.365","21412.642","17921.051","17901.38","18602.048","19867.086","19332.053","17839.122","20456.642","20942.384","23388.611","24716.307","25756.247"
"IMF.RES:WEO(6.0.0)","FJI.NGDPDPC.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1959.194","2012.454","2208.958","2339.817","2590.933","2779.973","2975.914","2900.261","2270.075","2638.512","2274.643","2234.467","2463.316","3072.964","3596.695","3940.024","4050.9","4405.164","4553.695","3682.455","4010.982","4802.511","5022.15","5277.41","5622.351","5397.131","5658.236","6049.889","6269.882","6079.485","4920.014","4750.073","5450.487","5933.167","6446.922","6740.344"
"IMF.RES:WEO(6.0.0)","GAB.NGDPDPC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6815.634","5993.32","6015.511","5677.618","4293.942","4956.842","5552.917","5068.093","4161.617","4222.734","4477.321","4065.933","4210.284","5015.596","5837.617","6942.698","7271.093","8652.145","10418.276","7856.853","8933.306","10893.464","9903.41","9760.747","9746.786","7453.114","7082.218","7370.349","8198.56","8111.318","7289.453","9113.808","9478.244","9079.289","9201.947","8841.712"
"IMF.RES:WEO(6.0.0)","HUN.NGDPDPC.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3323.178","3361.207","3745.666","3883.74","4184.221","4505.914","4537.717","4601.357","4745.566","4794.713","4624.923","5274.516","6647.318","8399.771","10281.244","11200.063","11472.076","13920.455","15751.94","13040.321","13171.433","14191.149","12934.984","13708.545","14327.786","12759.182","13188.503","14716.129","16593.03","17002.758","16355.505","18991.056","18555.74","22301.861","23271.805","24808.806"
"IMF.RES:WEO(6.0.0)","ISR.NGDPDPC.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13117.723","14011.679","15115.703","14800.871","16470.651","19047.02","20271.918","20522.98","20207.806","19849.194","21717.968","20973.123","19087.376","19671.531","20593.467","21285.46","22558.596","25738.706","30278.46","28521.786","31450.574","34534.693","33335.488","37050.035","38360.456","36227.66","37683.004","41155.578","42378.813","44265.482","44579.44","52293.574","54986.351","52023.616","54191.61","57760.129"
"IMF.RES:WEO(6.0.0)","ITA.NGDPDPC.A","OBS_VALUE","Italy","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","20536.935","21674.463","22988.054","18469.667","19043.086","20722.958","23135.807","21913.138","22395.127","22074.693","20205.515","20576.46","22473.552","27673.263","31451.559","32148.046","33602.692","37989.367","40968.981","37143.445","35963.743","38475.823","34926.415","35722.542","36022.564","30609.504","31357.601","32797.298","35042.793","33767.024","31956.874","36812.887","35671.989","39074.242","40224.012","41091.258"
"IMF.RES:WEO(6.0.0)","ISL.NGDPDPC.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","25629.431","27159.576","27357.171","23725.669","24117.987","26682.487","27713.605","28048.9","31220.008","32577.642","32344.364","29061.339","32516.441","39620.411","47579.937","57405.559","58238.886","70375.326","57296.251","41188.906","43293.021","48812.138","47102.062","51059.38","55885.704","54228.826","63775.711","74369.205","76745.081","70625.477","61094.329","71924.34","78638.274","83823.855","87204.974","90283.813"
"IMF.RES:WEO(6.0.0)","IRL.NGDPDPC.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13648.961","13752.398","15336.579","14267.157","15460.077","19092.631","20787.743","22475.477","24209.898","26236.841","26187.426","28120.751","32482.159","40939.423","47387.991","50475.16","53737.841","60769.642","60989.707","51943.659","48636.309","52631.463","49386.473","52544.104","57175.016","64154.626","63933.925","71869.427","80411.7","81504.874","86309.503","103766.935","104717.913","103456.813","106455.886","108919.254"
"IMF.RES:WEO(6.0.0)","IDN.NGDPDPC.A","OBS_VALUE","Indonesia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","770.757","847.573","907.767","1013.057","1115.613","1254.023","1394.497","1308.114","572.09","829.574","870.154","834.139","1002.907","1186.465","1279.721","1404.348","1765.794","2064.003","2416.785","2469.384","3177.453","3690.097","3739.917","3667.435","3532.669","3373.489","3604.99","3885.967","3945.583","4192.768","3919.465","4351.304","4784.207","4919.943","4958.385","5026.539"
"IMF.RES:WEO(6.0.0)","IRQ.NGDPDPC.A","OBS_VALUE","Iraq","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","","","","608.655","1373.738","1828.738","2321.258","3090.851","4472.118","3701.862","4473.71","5848.537","6692.576","7021.406","6704.313","5044.624","4656.709","5117.127","6037.885","6048.921","4547.33","5116.534","6818.152","6250.549","6247.414","5668.215"
"IMF.RES:WEO(6.0.0)","HND.NGDPDPC.A","OBS_VALUE","Honduras","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","993.487","911.761","942.61","919.585","836.608","948.437","888.005","948.716","1023.397","1003.065","1080.511","1120.848","1121.999","1145.346","1204.108","1296.669","1420.252","1572.152","1727.787","1777.274","1891.159","2074.151","2129.351","2087.834","2190.499","2286.213","2325.495","2435.621","2489.849","2529.203","2332.526","2762.804","3033.97","3267.648","3467.846","3519.256"
"IMF.RES:WEO(6.0.0)","IND.NGDPDPC.A","OBS_VALUE","India","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","368.75","303.85","317.56","301.5","346.227","373.627","399.583","414.926","412.536","440.962","442.036","449.91","468.845","543.845","624.108","710.512","802.014","1022.732","993.503","1096.637","1350.634","1449.604","1434.018","1438.057","1559.864","1590.174","1714.28","1957.97","1974.378","2050.163","1915.552","2250.179","2361.114","2546.842","2711.412","2878.453"
"IMF.RES:WEO(6.0.0)","HKG.NGDPDPC.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","13374.312","15297.577","17710.506","20065.68","22194.005","23070.541","24698.956","27214.595","25649.085","24969.005","25574.491","25166.902","24731.081","23856.482","24873.898","26551.769","28028.157","30494.551","31487.94","30593.991","32421.361","34955.147","36623.745","38233.352","40185.303","42325.352","43488.204","46025.665","48310.038","48277.982","46446.056","49848.567","47999.297","50620.543","54034.499","56030.943"
"IMF.RES:WEO(6.0.0)","KEN.NGDPDPC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","737.207","674.68","644.596","434.811","505.902","623.706","686.838","677.763","742.079","647.881","617.139","617.047","611.893","668.475","692.709","778.323","854.981","1028.226","1118.755","1123.268","1176.311","1178.599","1396.22","1490.422","1613.101","1625.176","1688.852","1805.398","1987.302","2107.735","2067.987","2208.691","2265.658","2110.0","2305.312","2467.923"
"IMF.RES:WEO(6.0.0)","KAZ.NGDPDPC.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","168.645","304.85","751.981","1061.476","1358.805","1459.417","1480.092","1132.127","1229.001","1490.927","1658.031","2068.124","2874.288","3771.35","5291.55","6771.417","8513.567","7165.225","9070.488","11633.999","12386.7","13890.635","12807.263","10510.77","7714.842","9247.587","9812.625","9812.591","9121.637","10373.79","11484.417","13157.579","14149.097","14768.019"
"IMF.RES:WEO(6.0.0)","LAO.NGDPDPC.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","406.199","464.923","517.905","567.21","641.635","727.106","739.317","682.509","254.24","264.926","316.667","318.271","328.928","397.312","459.603","525.985","661.572","787.382","969.073","1032.328","1187.022","1397.003","1566.197","1813.802","1982.523","2124.256","2307.838","2437.127","2551.83","2602.623","2528.997","2495.962","2022.383","1975.533","2066.017","2095.808"
"IMF.RES:WEO(6.0.0)","KOR.NGDPDPC.A","OBS_VALUE","Korea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6812.886","7872.91","8386.948","9181.481","10729.637","13002.046","13864.865","12840.576","8572.751","11056.713","12716.99","11983.382","13637.337","15211.145","17107.739","20162.881","22596.681","25075.287","22291.166","19933.009","24069.073","26177.945","26600.549","28449.357","30667.091","30171.791","30825.524","33296.984","35363.952","33826.944","33653.204","37518.466","34822.405","35563.046","36128.987","34641.743"
"IMF.RES:WEO(6.0.0)","JOR.NGDPDPC.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1202.925","1192.601","1397.279","1377.572","1477.449","1516.116","1530.654","1560.985","1685.036","1699.599","1725.576","1795.047","1890.254","1959.792","2127.613","2312.884","2599.815","2773.893","3414.521","3618.892","3914.701","4152.495","4392.657","4483.942","4261.906","4069.994","4009.059","4078.871","4152.265","4165.547","4004.321","4158.625","4317.09","4512.693","4692.842","4903.104"
"IMF.RES:WEO(6.0.0)","KWT.NGDPDPC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","15825.24","14766.792","15088.376","16623.468","15330.442","12796.952","14296.611","17639.079","15992.659","16856.637","20584.985","24863.764","35990.561","43618.251","47539.015","53059.162","38156.094","39342.103","47439.996","50783.678","48543.741","43458.841","29195.283","26795.706","28552.15","31369.182","31549.877","25610.725","35204.773","38380.031","33321.28","31640.653","29950.731"
"IMF.RES:WEO(6.0.0)","JPN.NGDPDPC.A","OBS_VALUE","Japan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","25809.663","29436.88","32007.708","36362.508","39953.203","44210.234","39164.322","35651.27","32436.929","36622.892","39172.971","34410.68","32832.296","35410.229","38307.103","37819.107","36021.9","35847.232","39992.06","41469.773","45135.796","48760.915","49175.035","40934.756","38522.771","35005.662","39411.424","38903.298","39850.331","40547.967","40159.866","40155.188","34080.084","33845.481","32498.146","33955.711"
"IMF.RES:WEO(6.0.0)","JAM.NGDPDPC.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1971.695","1799.773","1804.411","2249.32","2234.803","2660.153","2975.134","3347.367","3467.544","3473.435","3510.575","3529.711","3709.572","3586.441","3855.674","4241.399","4494.63","4829.296","5134.246","4507.186","4894.369","5332.52","5448.456","5238.147","5105.511","5204.825","5183.462","5413.03","5729.757","5781.785","5072.599","5354.83","6197.798","7032.24","7298.781","7777.811"
"IMF.RES:WEO(6.0.0)","KOS.NGDPDPC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","1506.094","1704.288","1807.197","2205.535","2274.678","2318.3","2400.14","2865.639","3025.013","2878.492","3013.162","3518.244","3453.93","3807.298","4037.742","3627.059","3885.542","4215.419","4674.29","4731.284","4674.732","5754.653","5786.65","6529.135","7026.332","7146.994"
"IMF.RES:WEO(6.0.0)","MAC.NGDPDPC.A","OBS_VALUE","Macao Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","","15723.751","16733.977","18461.835","23005.586","25109.973","28970.428","34268.703","38286.226","39822.349","51135.159","66111.715","74209.14","84833.692","86298.091","69647.776","69887.827","77145.531","82695.455","81051.045","37100.934","45329.599","37155.396","66991.283","72906.947","76314.4"
"IMF.RES:WEO(6.0.0)","KIR.NGDPDPC.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","505.422","562.267","827.265","781.484","876.462","883.582","1031.874","1001.068","918.686","930.929","890.425","755.273","853.916","1082.547","1147.277","1231.148","1188.669","1432.089","1518.603","1410.095","1609.343","1877.755","1956.664","1886.873","1845.476","1742.421","1845.78","1959.95","2022.227","1847.108","1855.475","2351.782","2192.916","2303.257","2418.727","2414.191"
"IMF.RES:WEO(6.0.0)","MYS.NGDPDPC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2586.278","2885.568","3378.909","3716.921","4029.272","4671.084","5175.901","5012.378","3521.119","3762.769","4347.73","4189.053","4441.824","4740.324","5244.873","5678.332","6351.127","7480.893","8766.175","7543.882","9046.978","10397.902","10806.823","10851.657","11165.249","9663.122","9523.316","9965.123","11079.617","11228.293","10400.219","11474.232","12483.323","12090.6","12540.71","13144.983"
"IMF.RES:WEO(6.0.0)","MLI.NGDPDPC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","360.285","359.96","362.204","353.655","265.119","336.392","337.183","309.659","313.318","315.484","263.615","299.414","326.736","381.853","427.523","474.257","506.939","579.325","678.346","681.803","688.89","810.04","753.869","778.808","818.665","723.581","749.846","795.387","856.743","840.211","824.095","881.973","855.051","909.451","945.612","936.158"
"IMF.RES:WEO(6.0.0)","MLT.NGDPDPC.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","8906.769","9034.511","9074.529","9544.694","9903.714","10397.838","10403.09","11307.263","13654.823","15276.944","15873.473","16748.278","19655.101","22487.727","21318.804","21989.786","23585.252","23028.989","25617.752","27772.945","25847.297","26738.152","30816.538","34035.11","33145.433","31847.185","38240.206","37015.18","40987.246","43991.583","45734.952"
"IMF.RES:WEO(6.0.0)","LBR.NGDPDPC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","","","","303.143","305.909","311.768","231.891","286.104","293.471","333.151","388.154","464.437","470.218","505.363","582.614","646.662","716.576","708.816","691.369","709.824","706.239","677.356","623.887","600.475","677.387","749.187","808.259","866.452","907.636"
"IMF.RES:WEO(6.0.0)","LBY.NGDPDPC.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7424.17","8026.293","7950.512","6998.262","6391.134","7102.861","7608.817","7663.003","6171.767","7294.482","7625.01","6693.083","3956.483","4986.326","6180.388","8739.202","10561.378","11801.274","14762.577","10195.762","12478.014","8132.318","14728.068","12026.021","9168.285","7706.743","7817.631","10413.84","11773.86","10525.706","7058.334","5248.302","6386.468","6422.118","6098.355","6800.756"
"IMF.RES:WEO(6.0.0)","MHL.NGDPDPC.A","OBS_VALUE","Marshall Islands, Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","","","2229.856","2241.09","2230.968","2246.583","2426.822","2657.16","2625.136","2634.183","2695.09","2780.785","2904.991","2793.934","2892.871","3043.357","3241.393","3437.541","3595.842","3651.958","3680.813","4143.728","4547.783","4850.533","5274.862","5502.426","6103.305","6118.995","6417.177","7302.982","8132.554"
"IMF.RES:WEO(6.0.0)","LVA.NGDPDPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","613.21","990.424","1671.291","2096.127","2348.382","2597.492","2882.142","3053.208","3260.181","3480.782","3987.891","4892.173","6075.411","7259.743","9180.485","13338.82","15647.205","11909.596","11086.477","12933.575","13270.873","14407.0","15131.397","13265.841","13768.519","15066.124","17195.706","17241.515","17483.696","20181.834","20282.275","22615.109","23242.742","24374.291"
"IMF.RES:WEO(6.0.0)","LTU.NGDPDPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","","","","","","1857.7","2343.386","2841.471","3179.124","3126.106","3297.87","3532.166","4148.234","5505.057","6724.743","7861.04","9216.84","12306.172","15009.647","11884.94","11846.807","14266.787","14303.541","15661.051","16501.197","14302.653","14975.135","16880.448","19380.188","19731.247","20520.439","23945.755","25170.24","27684.698","29338.624","30835.023"
