"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","PAN.NGDPD.A","OBS_VALUE","Panama","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5.931","6.522","7.414","8.096","8.633","8.825","10.406","11.245","12.191","12.775","12.958","13.166","13.685","14.422","15.811","17.244","19.109","22.072","26.072","28.104","30.513","35.95","41.902","47.261","51.74","56.062","60.017","64.468","67.294","69.722","57.087","67.407","76.523","83.382","87.688","91.675"
"IMF.RES:WEO(6.0.0)","PER.NGDPD.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","28.326","33.988","35.377","34.33","43.225","51.38","53.412","56.281","53.918","48.719","50.414","51.034","53.954","58.537","66.126","74.232","87.459","102.187","121.308","121.892","149.23","171.369","193.276","203.042","203.785","192.85","196.348","216.578","227.583","233.004","206.461","226.268","244.419","267.482","289.07","303.293"
"IMF.RES:WEO(6.0.0)","PRY.NGDPD.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.904","6.984","7.158","7.249","7.871","9.062","9.788","9.965","9.26","8.837","8.856","8.496","7.196","7.691","9.624","10.738","13.43","17.856","24.615","22.355","27.129","33.737","33.296","38.651","40.378","36.211","36.09","38.997","40.225","37.925","35.432","39.951","41.953","43.118","43.989","45.465"
"IMF.RES:WEO(6.0.0)","PHL.NGDPD.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","50.508","51.784","60.422","62.037","73.159","84.644","94.65","94.106","74.492","85.64","83.667","78.921","84.307","87.039","95.002","107.42","127.653","155.98","181.007","176.132","208.369","234.217","261.92","283.903","297.484","306.446","318.627","328.481","346.842","376.823","361.751","394.087","404.353","437.055","461.617","497.495"
"IMF.RES:WEO(6.0.0)","PRT.NGDPD.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","79.439","89.904","108.119","95.139","99.692","118.182","122.655","117.211","124.124","127.597","118.658","121.605","134.7","165.185","189.296","197.363","208.767","240.524","263.388","244.402","238.639","245.383","216.674","226.681","230.138","199.059","206.249","220.785","242.203","240.142","229.435","256.226","257.101","289.781","308.59","321.44"
"IMF.RES:WEO(6.0.0)","QAT.NGDPD.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.266","5.579","6.384","5.804","5.946","6.861","7.761","9.976","8.488","11.266","18.085","17.498","19.334","23.716","30.651","44.636","58.629","75.987","112.621","88.196","119.707","167.775","186.834","198.728","206.225","161.74","151.732","161.099","183.335","176.371","144.411","179.732","235.709","213.003","221.452","222.776"
"IMF.RES:WEO(6.0.0)","PRI.NGDPD.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","30.604","32.287","34.63","36.923","39.691","42.647","45.341","48.187","54.086","57.841","61.702","69.669","72.546","75.834","80.322","83.915","87.276","89.524","93.639","96.386","98.381","100.352","101.565","102.45","102.446","103.376","104.337","103.446","100.958","105.126","103.131","106.427","113.567","117.902","120.978","122.522"
"IMF.RES:WEO(6.0.0)","ROU.NGDPD.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","38.516","29.07","19.779","26.624","30.376","35.838","35.692","35.644","42.543","35.953","37.447","40.396","46.035","57.79","75.059","98.547","122.114","174.831","215.567","174.572","170.329","192.846","179.228","189.839","199.989","177.878","185.337","210.53","243.651","251.652","252.372","286.783","296.928","350.847","384.148","403.395"
"IMF.RES:WEO(6.0.0)","WSM.NGDPD.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.182","0.176","0.193","0.198","0.158","0.242","0.258","0.28","0.286","0.262","0.271","0.273","0.289","0.342","0.418","0.486","0.516","0.568","0.684","0.618","0.68","0.744","0.773","0.798","0.797","0.824","0.844","0.885","0.878","0.913","0.869","0.844","0.833","0.938","1.068","1.16"
"IMF.RES:WEO(6.0.0)","RWA.NGDPD.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.954","2.179","2.313","2.231","1.418","1.47","1.593","2.144","2.29","2.131","2.049","1.967","1.963","2.139","2.388","2.945","3.318","4.069","5.183","5.675","6.124","6.885","7.654","7.821","8.24","8.546","8.695","9.253","9.638","10.349","10.174","11.066","13.313","14.331","14.251","14.771"
"IMF.RES:WEO(6.0.0)","STP.NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.12","0.108","0.096","0.127","0.132","0.104","0.136","0.093","0.073","0.078","0.077","0.072","0.08","0.096","0.104","0.125","0.133","0.145","0.188","0.201","0.191","0.228","0.231","0.269","0.295","0.262","0.294","0.325","0.387","0.416","0.476","0.529","0.546","0.684","0.796","0.864"
"IMF.RES:WEO(6.0.0)","SEN.NGDPD.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","7.078","6.955","7.435","7.014","4.746","6.026","6.3","5.867","6.416","6.599","6.016","6.508","7.001","8.767","10.072","11.015","11.699","13.996","16.852","16.128","16.134","17.811","17.672","18.919","19.802","17.777","19.035","20.989","23.127","23.405","24.534","27.584","27.75","30.625","32.892","34.728"
"IMF.RES:WEO(6.0.0)","SYC.NGDPD.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.369","0.374","0.434","0.474","0.486","0.508","0.503","0.563","0.608","0.623","0.615","0.622","0.698","0.706","0.839","0.919","1.016","1.034","0.998","0.847","0.97","1.018","1.06","1.328","1.388","1.432","1.568","1.675","1.777","1.867","1.384","1.49","2.018","2.187","2.168","2.198"
"IMF.RES:WEO(6.0.0)","SGP.NGDPD.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","38.892","45.465","52.131","60.604","73.689","87.813","96.293","100.124","85.728","86.287","96.077","89.794","92.538","97.646","115.034","127.808","148.627","180.942","193.617","194.15","239.808","279.357","295.093","307.576","314.864","307.999","319.646","343.673","377.124","376.162","349.166","436.591","509.018","505.44","547.387","564.774"
"IMF.RES:WEO(6.0.0)","SLE.NGDPD.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.509","1.812","1.58","1.786","2.118","2.026","2.188","1.974","1.562","1.555","1.498","1.726","1.99","2.218","2.339","2.738","3.144","3.451","3.926","3.795","4.174","4.799","5.746","6.736","6.521","6.75","6.038","5.823","6.39","6.519","6.682","7.165","7.119","6.397","7.653","8.386"
"IMF.RES:WEO(6.0.0)","SLB.NGDPD.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.215","0.228","0.269","0.301","0.403","0.469","0.511","0.527","0.458","0.488","0.42","0.41","0.346","0.353","0.398","0.477","0.539","0.62","0.699","0.736","0.847","1.05","1.185","1.286","1.336","1.308","1.379","1.47","1.615","1.619","1.536","1.523","1.566","1.661","1.777","1.898"
"IMF.RES:WEO(6.0.0)","ZAF.NGDPD.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","126.027","135.227","146.97","147.236","153.569","171.736","163.34","169.004","152.885","151.426","151.855","135.527","129.385","197.017","256.188","288.749","304.055","332.65","316.491","331.184","417.315","458.708","434.4","400.877","381.195","346.663","323.493","381.317","405.093","389.245","337.876","420.778","406.755","380.592","400.191","410.338"
"IMF.RES:WEO(6.0.0)","KNA.NGDPD.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.203","0.201","0.223","0.243","0.272","0.293","0.312","0.351","0.366","0.389","0.421","0.458","0.481","0.469","0.507","0.547","0.644","0.689","0.778","0.774","0.779","0.836","0.825","0.875","0.953","0.957","1.007","1.058","1.076","1.107","0.884","0.859","0.981","1.056","1.117","1.129"
"IMF.RES:WEO(6.0.0)","SDN.NGDPD.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.245","2.528","3.1","5.246","5.961","6.694","8.377","10.241","10.924","10.714","13.134","15.716","18.137","21.355","26.646","35.183","45.264","59.44","64.833","54.812","65.716","66.448","48.948","52.892","60.726","64.534","64.888","48.906","33.59","31.484","35.237","35.142","33.517","36.998","28.27","31.506"
"IMF.RES:WEO(6.0.0)","LCA.NGDPD.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.579","0.613","0.674","0.684","0.713","0.762","0.788","0.805","0.877","0.921","0.932","0.892","0.899","0.987","1.066","1.135","1.268","1.331","1.427","1.4","1.483","1.569","1.598","1.66","1.749","1.808","1.869","1.999","2.061","2.095","1.499","1.867","2.343","2.43","2.523","2.632"
"IMF.RES:WEO(6.0.0)","SUR.NGDPD.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.577","0.637","0.59","0.465","0.523","0.993","1.234","1.322","1.588","1.308","1.355","1.167","1.474","1.729","2.0","2.393","2.812","3.144","3.783","4.15","4.677","4.735","5.332","5.51","5.612","5.126","3.317","3.592","3.996","4.016","2.912","3.084","3.631","3.445","4.458","4.506"
"IMF.RES:WEO(6.0.0)","SWE.NGDPD.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","258.395","270.629","281.588","212.646","228.703","267.054","291.954","268.252","270.891","274.319","262.904","242.498","267.373","334.074","384.548","391.691","422.528","490.052","514.617","434.313","492.753","570.541","549.742","584.128","577.73","501.698","514.218","536.084","551.312","532.169","545.148","637.187","579.896","585.49","610.118","620.297"
"IMF.RES:WEO(6.0.0)","TWN.NGDPD.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","166.622","187.14","222.911","236.339","256.247","279.059","292.494","303.284","279.964","303.83","330.68","299.276","307.439","317.381","346.924","374.06","386.45","406.907","415.901","390.829","444.281","483.974","495.61","512.943","535.328","534.515","543.081","591.687","610.69","613.512","676.861","776.965","765.624","757.335","782.441","804.889"
"IMF.RES:WEO(6.0.0)","TON.NGDPD.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.144","0.169","0.178","0.183","0.189","0.207","0.218","0.222","0.212","0.197","0.203","0.181","0.183","0.202","0.231","0.262","0.292","0.299","0.344","0.312","0.367","0.415","0.427","0.452","0.441","0.438","0.421","0.46","0.481","0.494","0.503","0.52","0.515","0.512","0.539","0.568"
"IMF.RES:WEO(6.0.0)","TTO.NGDPD.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5.155","5.399","5.533","4.656","5.032","5.421","5.859","5.837","6.148","6.926","8.295","8.96","9.148","11.464","13.472","16.17","18.6","21.937","28.193","19.52","22.522","25.789","27.147","28.561","29.474","26.841","23.624","23.848","23.889","23.588","20.991","24.177","28.51","25.489","25.524","26.467"
"IMF.RES:WEO(6.0.0)","TZA.NGDPD.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5.172","6.019","5.588","5.17","5.478","6.382","7.889","9.341","11.481","11.777","12.369","12.61","13.123","14.159","15.576","17.174","18.878","21.81","27.779","29.301","31.86","34.369","39.65","45.677","49.982","47.424","49.774","54.0","54.775","58.797","63.373","67.964","74.173","79.138","80.171","85.977"
"IMF.RES:WEO(6.0.0)","THA.NGDPD.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","88.467","101.247","115.576","128.889","146.684","169.279","183.035","150.18","113.676","126.669","126.392","120.296","134.301","152.281","172.896","189.318","221.758","262.943","291.383","281.711","341.105","370.819","397.558","420.334","407.339","401.296","413.366","456.357","506.754","543.977","500.462","506.195","495.645","515.906","526.411","546.224"
"IMF.RES:WEO(6.0.0)","TUN.NGDPD.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14.133","14.897","17.809","16.724","17.886","20.616","22.324","21.762","22.87","24.066","22.524","23.146","24.274","28.797","32.71","33.851","36.059","40.819","47.039","45.593","46.21","48.122","47.311","48.681","50.273","45.779","44.36","42.167","42.687","41.905","42.494","46.813","44.596","48.541","53.063","56.291"
"IMF.RES:WEO(6.0.0)","TGO.NGDPD.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.772","2.74","2.873","2.189","1.697","2.24","2.448","2.494","2.361","2.37","2.014","2.0","2.301","2.854","3.048","3.08","3.173","3.76","4.578","4.717","4.75","5.421","5.417","6.022","6.395","5.756","6.069","6.385","7.033","6.993","7.4","8.338","8.144","9.081","9.776","10.023"
"IMF.RES:WEO(6.0.0)","UGA.NGDPD.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","7.452","3.897","3.645","4.311","6.24","7.473","7.713","8.407","8.23","7.823","7.756","7.835","8.425","8.725","10.75","12.46","14.079","17.512","22.419","24.107","24.683","27.501","30.939","32.331","34.754","30.122","30.232","31.589","34.126","37.895","37.889","42.805","47.276","51.934","56.453","64.277"
"IMF.RES:WEO(6.0.0)","ARE.NGDPD.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","50.682","49.3","51.952","52.144","57.395","63.432","72.853","77.167","75.304","84.42","102.987","103.312","109.816","124.346","147.812","180.616","222.117","257.883","315.464","253.547","300.189","360.833","384.61","400.219","414.105","370.276","369.255","390.517","427.049","417.99","349.473","415.179","502.732","514.13","537.079","548.598"
"IMF.RES:WEO(6.0.0)","VUT.NGDPD.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.169","0.201","0.209","0.2","0.234","0.249","0.261","0.273","0.262","0.268","0.272","0.257","0.262","0.315","0.365","0.39","0.435","0.517","0.582","0.59","0.652","0.738","0.736","0.755","0.775","0.774","0.798","0.88","0.928","0.93","1.008","0.921","1.072","1.158","1.206","1.267"
"IMF.RES:WEO(6.0.0)","URY.NGDPD.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","11.204","13.502","15.515","18.064","21.04","23.267","24.73","26.155","27.704","26.178","24.892","22.802","14.863","13.159","14.959","18.986","21.416","25.603","33.151","34.565","43.967","52.354","55.938","62.857","62.546","58.218","57.58","65.068","65.37","62.229","53.557","60.742","70.6","77.997","80.961","79.731"
"IMF.RES:WEO(6.0.0)","VNM.NGDPD.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","8.217","9.704","12.528","16.736","20.712","26.407","31.352","34.146","34.58","36.444","39.585","41.297","44.563","50.233","62.877","73.197","84.301","98.426","124.756","129.022","143.212","171.312","195.169","212.728","232.888","236.795","252.146","277.071","304.47","331.818","346.31","370.076","411.068","433.008","459.472","490.97"
"IMF.RES:WEO(6.0.0)","ZMB.NGDPD.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.085","3.69","3.614","3.549","3.657","3.799","3.599","4.303","3.538","3.405","3.601","3.87","4.194","4.902","6.221","8.329","12.762","14.06","17.914","15.332","20.264","23.455","25.502","28.042","27.145","21.245","20.965","25.874","26.312","23.309","18.138","22.096","29.164","27.578","26.326","28.91"
"IMF.RES:WEO(6.0.0)","GNQ.NGDPD.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.133","0.132","0.16","0.162","0.12","0.169","0.276","0.526","0.44","0.738","1.159","1.674","2.07","3.733","5.935","8.191","10.096","13.091","19.828","15.072","16.328","21.354","22.403","21.949","21.771","13.187","11.238","12.197","13.309","11.365","9.908","12.222","13.717","12.339","12.544","12.684"
"IMF.RES:WEO(6.0.0)","TCD.NGDPD.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.369","2.347","2.446","2.138","1.732","2.123","2.36","2.268","2.561","2.256","2.039","2.512","2.928","4.025","6.49","8.66","9.71","10.867","13.384","12.304","14.07","16.682","17.904","17.866","18.149","14.561","13.023","13.344","15.334","14.906","14.954","16.881","17.867","18.343","19.078","18.792"
"IMF.RES:WEO(6.0.0)","ETH.NGDPD.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","12.595","13.928","14.696","9.143","8.135","7.887","8.794","8.621","7.815","7.515","8.167","8.103","7.828","8.604","10.122","12.387","15.31","19.329","26.25","28.672","26.887","30.48","42.221","46.544","54.165","63.081","72.12","76.841","80.207","92.608","96.611","99.261","118.958","159.761","143.123","117.457"
"IMF.RES:WEO(6.0.0)","MWI.NGDPD.A","OBS_VALUE","Malawi","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.222","5.38","4.394","5.056","2.93","3.412","5.569","6.504","4.275","4.336","4.257","4.178","4.922","4.521","4.895","5.148","5.63","6.24","7.492","8.723","9.796","11.241","8.421","7.648","8.526","9.014","7.733","8.943","9.882","11.031","11.847","12.475","12.531","13.439","11.797","13.959"
"IMF.RES:WEO(6.0.0)","MLI.NGDPD.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.223","3.284","3.372","3.362","2.575","3.337","3.416","3.208","3.328","3.444","2.963","3.468","3.905","4.713","5.452","6.251","6.906","8.157","9.871","10.249","10.698","12.993","12.45","13.243","14.369","13.106","14.022","15.36","17.079","17.281","17.491","19.32","19.319","21.184","22.724","23.208"
"IMF.RES:WEO(6.0.0)","MDV.NGDPD.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.231","0.262","0.306","0.346","0.382","0.466","0.527","0.652","0.693","0.756","0.801","0.767","0.828","1.052","1.227","1.163","1.575","1.868","2.272","2.345","2.588","2.629","2.885","3.286","3.69","4.118","4.398","4.809","5.398","5.716","3.706","5.242","6.168","6.581","7.019","7.48"
"IMF.RES:WEO(6.0.0)","VCT.NGDPD.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.259","0.275","0.3","0.309","0.312","0.341","0.358","0.375","0.403","0.421","0.427","0.461","0.488","0.508","0.549","0.58","0.643","0.713","0.731","0.714","0.72","0.713","0.727","0.766","0.771","0.786","0.814","0.844","0.884","0.91","0.864","0.888","0.97","1.071","1.162","1.242"
"IMF.RES:WEO(6.0.0)","PNG.NGDPD.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.757","5.596","6.466","7.349","8.077","7.149","7.608","7.272","5.558","5.072","5.169","4.531","4.387","5.488","6.279","7.339","8.355","9.545","11.671","11.619","14.251","17.985","21.295","21.261","23.211","21.723","20.759","22.743","24.11","24.751","23.848","26.113","31.653","30.729","31.654","32.835"
"IMF.RES:WEO(6.0.0)","AFG.NGDPD.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","","","","","","","","4.367","4.553","5.146","6.167","6.925","8.556","10.297","12.066","15.325","17.89","20.293","20.17","20.616","20.057","18.02","18.883","18.336","18.876","20.136","14.278","14.501","17.248","",""
"IMF.RES:WEO(6.0.0)","LVA.NGDPD.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","1.641","2.643","4.391","5.242","5.799","6.351","6.977","7.325","7.765","8.192","9.256","11.249","13.831","16.332","20.453","29.463","34.296","25.758","23.509","26.832","27.136","29.157","30.285","26.347","27.11","29.381","33.263","33.103","33.353","38.209","38.045","42.584","43.508","45.535"
"IMF.RES:WEO(6.0.0)","MLT.NGDPD.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","","","","","3.353","3.419","3.461","3.667","3.827","4.042","4.072","4.462","5.425","6.109","6.392","6.783","7.972","9.171","8.76","9.104","9.788","9.616","10.797","11.891","11.342","12.022","14.156","16.161","16.34","16.397","19.737","19.254","22.217","24.315","25.75"
"IMF.RES:WEO(6.0.0)","ALB.NGDPD.A","OBS_VALUE","Albania","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.247","1.349","0.853","1.478","2.389","2.916","3.238","2.251","2.585","3.264","3.529","3.974","4.408","5.628","7.263","8.148","9.002","10.804","13.035","12.187","12.079","13.052","12.47","12.936","13.404","11.525","12.003","13.209","15.337","15.582","15.271","18.086","19.185","23.388","27.259","28.372"
"IMF.RES:WEO(6.0.0)","ATG.NGDPD.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.479","0.504","0.525","0.566","0.625","0.616","0.679","0.734","0.79","0.836","0.901","0.878","0.898","0.948","1.026","1.144","1.304","1.487","1.558","1.387","1.298","1.287","1.365","1.325","1.379","1.437","1.49","1.535","1.662","1.726","1.412","1.602","1.867","2.006","2.225","2.373"
"IMF.RES:WEO(6.0.0)","DZA.NGDPD.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","67.171","50.65","53.414","55.309","46.044","45.654","50.945","52.287","52.297","53.011","59.418","59.413","61.516","73.482","91.914","107.047","123.084","142.483","180.384","150.317","177.785","218.332","227.144","229.701","238.943","187.494","180.764","190.004","194.507","193.361","164.774","185.85","225.709","247.789","264.913","268.885"
"IMF.RES:WEO(6.0.0)","ARG.NGDPD.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","158.024","211.979","255.787","264.429","287.835","288.497","304.282","327.436","334.244","316.998","317.759","300.421","112.458","142.431","164.911","199.273","232.892","287.921","363.545","334.633","424.729","527.644","579.666","611.471","563.614","642.464","556.774","643.861","524.431","446.762","385.218","486.04","632.318","645.511","632.145","683.533"
"IMF.RES:WEO(6.0.0)","AGO.NGDPD.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","16.529","16.022","12.354","8.966","6.529","8.148","10.51","12.344","10.464","9.895","12.646","12.378","17.312","20.342","26.998","41.397","58.654","73.038","98.79","81.705","95.547","125.552","143.573","153.761","164.448","131.661","114.764","139.835","114.189","94.671","66.521","84.375","142.442","109.764","115.946","113.343"
"IMF.RES:WEO(6.0.0)","AUT.NGDPD.A","OBS_VALUE","Austria","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","165.953","173.481","194.436","189.342","202.854","239.914","236.044","211.978","217.363","216.637","196.268","196.479","212.687","260.714","299.075","314.126","333.924","386.806","429.187","398.857","390.146","428.879","407.008","426.587","438.669","379.584","393.579","414.78","452.787","443.033","434.05","480.786","472.339","512.509","521.269","534.301"
"IMF.RES:WEO(6.0.0)","G001.NGDPD.A","OBS_VALUE","World","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","22641.364","23672.872","25360.511","26088.666","28050.234","31274.285","32148.648","32066.41","31903.034","33030.967","34150.012","33911.736","35030.455","39338.58","44280.121","47982.769","51984.475","58694.988","64441.24","61050.146","66796.823","74181.723","75628.373","77866.03","79983.454","75519.147","76817.027","81715.594","86771.739","88027.469","85764.149","97843.988","101948.241","106431.756","110549.443","113795.678"
"IMF.RES:WEO(6.0.0)","G163.NGDPD.A","OBS_VALUE","Euro Area (EA)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","","6116.23","6745.314","6130.922","6476.245","7643.425","7760.35","6969.933","7134.182","7152.338","6524.117","6622.737","7227.109","8906.314","10212.685","10605.219","11277.463","12994.498","14294.727","13072.002","12798.377","13808.527","12795.118","13358.652","13686.101","11829.267","12121.249","12835.883","13875.203","13589.484","13256.232","14927.716","14464.527","15789.108","16396.118","16818.956"
"IMF.RES:WEO(6.0.0)","G110.NGDPD.A","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","18407.975","19663.666","21157.62","21326.953","22913.224","25382.574","25563.302","25064.386","25147.983","26493.407","26957.515","26684.738","27842.524","31238.071","34660.622","36486.946","38376.318","41926.807","44294.591","41796.873","43656.747","46890.18","46705.353","47171.297","48284.23","45704.434","46947.822","49009.783","51860.646","52399.625","51533.495","57558.482","58856.781","62179.665","64714.559","66868.255"
"IMF.RES:WEO(6.0.0)","G200.NGDPD.A","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4233.389","4009.206","4202.891","4761.713","5137.011","5891.711","6585.347","7002.024","6755.052","6537.56","7192.496","7226.998","7187.931","8100.509","9619.499","11495.823","13608.158","16768.181","20146.649","19253.273","23140.076","27291.543","28923.02","30694.733","31699.224","29814.713","29869.205","32705.811","34911.093","35627.843","34230.654","40285.506","43091.46","44252.091","45834.884","46927.423"
"IMF.RES:WEO(6.0.0)","G510.NGDPD.A","OBS_VALUE","ASEAN-5","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","363.369","406.573","460.837","515.3","588.415","682.569","758.546","714.207","467.858","553.957","587.767","564.573","633.787","712.337","798.144","885.81","1064.967","1272.689","1466.244","1442.416","1803.016","2079.545","2191.351","2252.206","2253.369","2177.95","2284.773","2463.239","2631.775","2781.24","2607.89","2897.168","3135.723","3229.276","3351.332","3483.219"
"IMF.RES:WEO(6.0.0)","G998.NGDPD.A","OBS_VALUE","European Union (EU)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6202.85","6614.341","7296.784","6670.649","7080.437","8288.279","8422.222","7732.932","7967.916","7936.624","7283.954","7397.939","8085.038","9941.999","11430.646","11947.118","12756.246","14781.992","16361.932","14832.868","14653.879","15874.418","14741.854","15400.217","15768.826","13655.983","13986.925","14866.267","16098.723","15810.681","15495.537","17508.784","17007.799","18608.659","19412.831","19991.16"
"IMF.RES:WEO(6.0.0)","G505.NGDPD.A","OBS_VALUE","Emerging and Developing Asia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1124.698","1136.185","1286.421","1456.263","1519.959","1819.523","2061.913","2142.565","1985.362","2179.815","2339.509","2471.621","2710.464","3091.907","3587.588","4145.507","4927.03","6234.476","7509.732","8170.76","9842.143","11801.643","13007.368","14237.573","15381.723","16019.923","16500.293","18140.744","20011.641","20830.87","21061.165","24920.539","25472.431","25850.513","26733.343","27671.608"
"IMF.RES:WEO(6.0.0)","G903.NGDPD.A","OBS_VALUE","Emerging and Developing Europe","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","375.032","357.478","489.617","660.665","723.169","868.402","989.212","1051.545","936.416","802.834","892.418","913.73","1034.197","1279.014","1648.881","2051.27","2449.515","3148.581","3881.95","3026.52","3533.023","4141.832","4274.284","4517.898","4254.883","3302.048","3233.106","3652.988","3833.369","3889.959","3638.33","4299.233","4853.336","5100.312","5572.347","5735.449"
"IMF.RES:WEO(6.0.0)","G400.NGDPD.A","OBS_VALUE","Middle East and Central Asia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1135.804","819.682","611.722","652.439","699.266","789.885","896.776","949.647","950.793","1062.888","1272.628","1225.066","1042.228","1182.628","1418.578","1726.035","2059.61","2464.817","3046.837","2736.486","3211.156","3793.275","3908.08","4047.876","4150.172","3709.045","3664.125","3776.477","3937.511","3856.637","3445.278","4043.615","4873.403","4758.94","4927.489","4935.906"
