"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","BWA.NGDPD.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.799","3.802","3.928","3.957","4.258","4.805","4.926","5.011","4.808","5.413","5.682","5.46","5.395","7.469","8.819","9.833","9.919","10.566","10.731","10.118","12.637","15.111","13.907","14.272","15.47","13.531","15.083","16.105","17.032","16.696","14.93","18.75","20.321","19.411","19.356","19.4"
"IMF.RES:WEO(6.0.0)","BTN.NGDPD.A","OBS_VALUE","Bhutan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.293","0.254","0.248","0.26","0.263","0.308","0.324","0.362","0.398","0.418","0.454","0.474","0.517","0.616","0.7","0.818","0.876","1.071","1.353","1.274","1.528","1.88","1.967","1.999","1.963","2.159","2.252","2.462","2.651","2.618","2.586","2.623","2.869","2.923","3.092","3.422"
"IMF.RES:WEO(6.0.0)","BGR.NGDPD.A","OBS_VALUE","Bulgaria","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","29.882","2.928","11.882","6.449","11.338","18.992","12.295","11.317","15.031","13.628","13.246","14.183","16.403","21.146","26.158","29.868","34.38","44.432","54.476","52.024","50.69","57.682","54.297","55.82","57.081","50.766","53.929","59.288","66.318","68.639","70.658","84.477","90.719","102.434","112.232","117.007"
"IMF.RES:WEO(6.0.0)","BFA.NGDPD.A","OBS_VALUE","Burkina Faso","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.488","3.526","3.775","3.599","2.164","2.676","2.909","2.753","3.155","3.388","2.961","3.19","3.62","4.74","5.449","6.15","6.548","7.627","9.45","9.44","10.118","12.078","12.569","13.444","13.947","11.833","12.829","14.094","15.916","16.092","17.837","19.747","19.588","21.181","23.975","27.056"
"IMF.RES:WEO(6.0.0)","CMR.NGDPD.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14.641","16.325","14.963","15.611","10.622","10.075","11.227","11.352","11.338","11.553","10.245","10.95","12.369","15.944","18.803","19.534","20.912","23.931","27.712","27.903","27.53","30.626","30.174","33.729","36.396","32.213","33.805","36.086","39.992","39.673","40.863","45.036","44.442","49.283","52.784","56.011"
"IMF.RES:WEO(6.0.0)","BDI.NGDPD.A","OBS_VALUE","Burundi","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.131","1.167","1.082","0.938","0.924","1.0","0.868","0.972","0.893","0.866","0.87","0.877","0.825","0.785","0.915","1.117","1.273","1.356","1.612","1.775","2.032","2.236","2.333","2.456","2.706","3.104","2.96","3.172","3.037","3.009","3.089","3.356","3.922","4.246","4.743","6.745"
"IMF.RES:WEO(6.0.0)","CPV.NGDPD.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.413","0.443","0.479","0.431","0.45","0.57","0.611","0.609","0.648","0.693","0.699","0.791","0.867","1.105","1.263","1.395","1.452","1.65","1.96","1.852","1.825","2.047","1.913","2.029","2.042","1.75","1.85","1.997","2.205","2.251","1.831","2.053","2.309","2.588","2.726","2.786"
"IMF.RES:WEO(6.0.0)","CAF.NGDPD.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.572","1.498","1.494","1.309","0.858","1.117","1.0","0.979","1.036","1.039","0.868","0.899","0.983","1.188","1.31","1.413","1.538","1.755","2.033","2.059","2.141","2.435","2.512","1.692","1.896","1.696","1.825","2.072","2.28","2.279","2.389","2.585","2.46","2.602","2.831","2.932"
"IMF.RES:WEO(6.0.0)","COL.NGDPD.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","56.071","57.954","68.579","77.721","97.665","110.564","116.13","127.49","117.725","103.132","99.27","97.606","97.353","94.072","116.382","145.6","161.793","206.23","242.504","232.469","286.499","334.966","370.692","382.094","381.241","293.493","282.72","311.89","334.124","323.055","270.348","318.525","345.632","366.292","418.542","427.766"
"IMF.RES:WEO(6.0.0)","COD.NGDPD.A","OBS_VALUE","Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","41.448","40.25","36.333","47.45","25.746","25.021","32.099","28.819","21.089","19.147","19.077","7.246","8.72","9.022","10.275","12.72","15.403","18.598","22.665","18.626","22.34","26.406","30.074","34.908","38.355","40.154","38.086","39.461","48.037","50.891","49.613","55.327","63.324","64.402","71.011","79.119"
"IMF.RES:WEO(6.0.0)","COG.NGDPD.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.909","3.035","3.28","3.004","2.068","2.457","2.84","2.568","2.24","2.646","3.624","3.038","3.33","3.863","5.101","6.654","8.073","8.784","11.649","9.713","13.159","15.653","17.704","17.959","17.918","11.891","10.928","11.83","14.781","13.977","11.485","13.387","13.967","14.169","14.893","15.281"
"IMF.RES:WEO(6.0.0)","COM.NGDPD.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.402","0.401","0.437","0.428","0.315","0.393","0.392","0.363","0.364","0.372","0.34","0.373","0.427","0.547","0.622","0.656","0.689","0.796","0.916","0.904","0.909","1.023","1.016","1.116","1.15","0.966","1.013","1.077","1.179","1.188","1.218","1.273","1.223","1.335","1.456","1.548"
"IMF.RES:WEO(6.0.0)","CHL.NGDPD.A","OBS_VALUE","Chile","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","33.231","38.249","46.597","49.855","57.517","74.119","78.575","85.73","81.996","75.596","78.25","71.517","70.295","76.508","99.079","122.315","153.84","172.565","179.663","171.794","217.105","251.225","267.165","277.218","259.394","242.515","249.306","276.357","295.428","278.04","254.06","315.411","301.27","335.627","330.21","343.823"
"IMF.RES:WEO(6.0.0)","CRI.NGDPD.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5.737","7.197","8.566","9.586","10.489","11.578","11.683","12.618","13.688","14.259","15.016","15.979","16.584","17.277","18.615","20.049","22.717","26.885","30.802","30.746","37.656","42.762","47.231","50.949","52.017","56.442","58.847","60.517","62.422","64.412","62.382","64.954","69.235","86.509","95.365","102.591"
"IMF.RES:WEO(6.0.0)","CIV.NGDPD.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14.923","14.504","15.416","15.268","11.492","15.205","16.78","16.203","17.433","17.114","14.851","15.485","17.148","21.206","22.924","23.626","24.628","28.158","33.621","33.693","34.431","35.529","37.03","43.228","48.882","45.815","48.408","52.512","58.522","60.383","63.119","72.833","71.075","79.63","87.096","94.483"
"IMF.RES:WEO(6.0.0)","DMA.NGDPD.A","OBS_VALUE","Dominica","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.201","0.22","0.234","0.246","0.264","0.275","0.292","0.303","0.322","0.332","0.333","0.34","0.333","0.343","0.367","0.364","0.39","0.421","0.458","0.489","0.494","0.501","0.486","0.498","0.52","0.541","0.576","0.522","0.555","0.612","0.504","0.555","0.607","0.654","0.697","0.742"
"IMF.RES:WEO(6.0.0)","DOM.NGDPD.A","OBS_VALUE","Dominican Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","7.995","9.887","11.605","13.081","14.645","16.637","18.242","20.017","21.672","22.137","24.306","25.602","27.249","21.518","22.506","35.948","37.998","44.067","48.174","48.281","53.862","58.006","60.627","62.631","67.098","71.056","75.625","79.153","85.068","89.237","78.625","95.067","113.813","120.794","124.613","127.828"
"IMF.RES:WEO(6.0.0)","DNK.NGDPD.A","OBS_VALUE","Denmark","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","138.219","139.182","152.966","143.11","156.019","184.85","187.482","173.242","176.876","177.887","164.043","164.881","178.788","218.422","251.988","265.15","283.387","320.213","354.977","322.621","322.346","344.316","326.793","344.631","352.833","301.759","312.182","331.611","355.293","345.402","355.631","408.378","401.946","407.092","429.458","449.94"
"IMF.RES:WEO(6.0.0)","CYP.NGDPD.A","OBS_VALUE","Cyprus","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.003","6.195","7.424","7.098","8.004","9.937","10.016","9.544","10.251","10.502","9.988","10.397","11.422","14.552","17.328","18.713","20.422","24.082","27.955","26.02","25.821","27.637","25.063","23.96","23.232","19.911","21.041","22.938","25.766","26.2","25.535","30.393","31.001","33.897","36.156","38.736"
"IMF.RES:WEO(6.0.0)","ECU.NGDPD.A","OBS_VALUE","Ecuador","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","11.71","13.139","14.367","16.783","20.238","21.98","23.001","25.847","26.292","18.891","17.531","23.127","27.054","30.965","35.195","40.279","45.691","49.849","61.139","60.095","68.151","78.987","87.735","96.57","102.718","97.21","97.671","104.467","107.479","107.596","95.865","107.179","116.133","121.147","121.728","125.677"
"IMF.RES:WEO(6.0.0)","EGY.NGDPD.A","OBS_VALUE","Egypt, Arab Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","96.087","48.431","44.168","49.526","54.55","63.25","71.118","79.777","89.189","95.039","104.752","102.273","90.261","85.163","82.855","94.127","112.902","137.055","170.797","198.316","230.024","247.726","294.482","303.194","321.634","350.119","351.443","246.826","263.156","317.894","382.525","423.3","475.231","393.828","383.109","347.342"
"IMF.RES:WEO(6.0.0)","SLV.NGDPD.A","OBS_VALUE","El Salvador","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.818","5.252","5.813","6.68","7.679","8.922","9.586","10.222","10.937","11.284","11.785","12.283","12.664","13.244","13.725","14.698","16.0","17.012","17.987","17.602","18.448","20.284","21.386","21.991","22.593","23.438","24.191","24.979","26.021","26.881","24.921","29.043","31.989","34.016","35.337","36.749"
"IMF.RES:WEO(6.0.0)","SWZ.NGDPD.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.237","1.285","1.425","1.497","1.621","1.932","1.83","1.957","1.797","1.764","1.739","1.544","1.436","2.198","2.774","3.177","3.293","3.465","3.298","3.596","4.438","4.826","4.887","4.6","4.426","4.061","3.815","4.407","4.667","4.495","3.984","4.851","4.791","4.858","5.199","5.483"
"IMF.RES:WEO(6.0.0)","FIN.NGDPD.A","OBS_VALUE","Finland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","141.726","128.215","113.139","89.177","103.621","134.21","132.046","127.027","134.164","135.369","126.023","129.521","140.262","171.57","197.369","204.973","217.056","256.39","285.667","253.206","249.633","275.079","257.606","270.272","273.549","233.234","238.712","253.757","273.993","267.044","269.784","294.419","280.474","295.036","298.833","303.945"
"IMF.RES:WEO(6.0.0)","FJI.NGDPD.A","OBS_VALUE","Fiji, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.448","1.5","1.659","1.772","1.977","2.134","2.307","2.268","1.795","2.104","1.824","1.798","1.996","2.509","2.954","3.257","3.361","3.688","3.816","3.106","3.402","4.094","4.303","4.539","4.857","4.682","4.93","5.353","5.581","5.444","4.432","4.305","4.97","5.442","5.949","6.257"
"IMF.RES:WEO(6.0.0)","GAB.NGDPD.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.339","5.754","5.955","5.757","4.463","5.281","6.064","5.673","4.774","4.966","5.397","5.023","5.332","6.51","7.767","9.468","10.164","12.457","15.57","12.188","14.384","18.207","17.181","17.596","18.209","14.385","14.02","14.924","16.83","16.875","15.364","19.455","20.485","20.059","20.774","20.391"
"IMF.RES:WEO(6.0.0)","GRC.NGDPD.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","96.601","104.164","114.846","107.505","115.055","135.036","142.513","138.93","139.821","143.693","127.438","132.051","150.148","196.881","234.873","242.45","269.088","314.264","351.083","326.474","296.66","283.178","238.992","236.56","233.972","194.587","193.044","200.31","213.396","207.329","191.21","218.449","219.053","243.569","257.067","267.348"
"IMF.RES:WEO(6.0.0)","GHA.NGDPD.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","15.882","17.795","17.666","14.532","13.433","15.692","16.629","17.024","18.528","19.165","12.349","13.113","15.229","18.79","21.754","26.415","30.963","36.544","41.323","37.127","45.447","53.625","55.8","62.846","54.678","49.437","56.144","60.385","67.259","68.353","70.008","79.514","73.919","80.547","82.825","88.332"
"IMF.RES:WEO(6.0.0)","GMB.NGDPD.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.721","0.76","0.82","0.878","0.87","0.909","0.949","0.983","1.009","1.036","1.01","1.002","0.887","0.843","0.962","1.028","1.054","1.28","1.562","1.45","1.543","1.41","1.415","1.376","1.229","1.355","1.47","1.498","1.662","1.806","1.809","2.045","2.135","2.345","2.558","2.771"
"IMF.RES:WEO(6.0.0)","GIN.NGDPD.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.71","4.195","4.57","4.562","4.707","5.139","5.316","5.212","5.003","4.798","4.039","3.806","4.022","4.759","5.012","4.506","4.178","6.317","6.966","6.753","6.858","6.775","7.387","8.376","8.777","8.79","8.604","10.325","11.857","13.443","14.089","16.32","19.589","22.75","25.758","30.094"
"IMF.RES:WEO(6.0.0)","GRD.NGDPD.A","OBS_VALUE","Grenada","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.278","0.301","0.31","0.31","0.325","0.342","0.367","0.392","0.446","0.482","0.52","0.52","0.54","0.591","0.599","0.695","0.699","0.759","0.826","0.771","0.771","0.779","0.8","0.843","0.911","0.997","1.062","1.126","1.167","1.213","1.043","1.123","1.231","1.325","1.392","1.464"
"IMF.RES:WEO(6.0.0)","GTM.NGDPD.A","OBS_VALUE","Guatemala","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","7.535","9.174","10.138","11.045","12.482","14.05","14.992","16.982","18.461","17.422","18.124","19.735","21.924","23.092","24.977","28.179","31.308","35.028","40.242","37.997","41.493","47.419","49.902","52.989","57.835","62.18","66.034","71.624","73.331","77.156","77.718","86.467","95.631","104.436","112.575","121.177"
"IMF.RES:WEO(6.0.0)","GNB.NGDPD.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.548","0.772","0.846","0.653","0.361","0.778","0.741","0.704","0.592","0.58","0.392","0.413","0.466","0.553","0.582","0.64","0.635","0.753","0.953","0.889","0.941","1.157","1.05","1.11","1.136","1.153","1.245","1.469","1.555","1.487","1.523","1.722","1.721","2.005","2.184","2.274"
"IMF.RES:WEO(6.0.0)","HTI.NGDPD.A","OBS_VALUE","Haiti","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.706","1.53","0.918","1.107","3.054","4.846","5.0","5.748","6.408","7.148","6.81","6.285","6.064","4.866","6.037","7.186","7.507","9.522","10.488","11.598","11.852","13.009","13.709","14.904","15.137","14.831","13.996","15.036","16.454","14.787","14.508","21.017","19.826","19.603","26.229","33.548"
"IMF.RES:WEO(6.0.0)","GUY.NGDPD.A","OBS_VALUE","Guyana","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.685","0.744","0.823","1.003","1.176","1.332","1.495","1.587","1.5","1.488","1.497","1.504","1.555","1.592","1.657","1.712","1.899","2.225","2.491","2.596","2.889","3.328","4.063","4.168","4.128","4.28","4.483","4.748","4.788","5.174","5.471","8.041","14.718","16.919","24.659","25.822"
"IMF.RES:WEO(6.0.0)","HND.NGDPD.A","OBS_VALUE","Honduras","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.923","4.649","4.944","4.961","4.642","5.415","5.217","5.736","6.366","6.417","7.104","7.568","7.775","8.139","8.769","9.672","10.843","12.276","13.789","14.486","15.73","17.59","18.399","18.37","19.617","20.834","21.564","22.982","23.907","24.711","23.19","27.95","31.233","34.229","36.965","38.172"
"IMF.RES:WEO(6.0.0)","ISL.NGDPD.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.504","6.949","7.105","6.225","6.393","7.124","7.426","7.57","8.504","8.982","9.026","8.235","9.318","11.429","13.825","16.853","17.465","21.653","18.075","13.154","13.751","15.222","14.752","16.125","17.868","17.517","20.793","24.728","26.261","24.681","21.63","25.77","28.696","31.452","33.463","35.309"
"IMF.RES:WEO(6.0.0)","HKG.NGDPD.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","76.929","88.96","104.272","120.354","135.812","144.652","159.718","177.349","168.858","165.734","171.643","169.381","166.336","161.37","169.085","181.556","193.515","211.583","219.279","214.048","228.639","248.514","262.629","275.697","291.46","309.386","320.86","341.271","361.731","363.075","344.941","368.954","358.68","381.066","407.107","423.999"
"IMF.RES:WEO(6.0.0)","HUN.NGDPD.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","34.478","34.867","38.857","40.256","43.308","46.578","46.834","47.399","48.784","49.16","47.276","53.8","67.636","85.19","104.015","113.098","115.604","140.123","158.228","130.807","131.899","141.713","128.47","135.646","141.129","125.244","128.984","143.335","161.185","164.927","158.468","183.283","178.321","214.098","223.06","237.07"
"IMF.RES:WEO(6.0.0)","IRN.NGDPD.A","OBS_VALUE","Iran, Islamic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","581.008","304.065","50.472","64.449","79.818","114.941","158.032","184.138","205.0","275.092","366.917","330.978","132.682","158.416","188.961","228.428","272.361","360.928","425.699","440.408","517.899","625.43","421.882","428.321","460.809","408.288","458.042","486.829","332.846","241.658","195.528","289.294","376.254","372.82","401.357","341.013"
"IMF.RES:WEO(6.0.0)","JAM.NGDPD.A","OBS_VALUE","Jamaica","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.663","4.285","4.328","5.44","5.453","6.549","7.394","8.4","8.787","8.887","9.065","9.195","9.719","9.43","10.175","11.233","11.946","12.881","13.743","12.107","13.193","14.413","14.765","14.213","13.865","14.154","14.108","14.755","15.648","15.808","13.885","14.674","17.003","19.315","20.069","21.411"
"IMF.RES:WEO(6.0.0)","IRL.NGDPD.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","48.199","48.84","54.911","51.364","55.843","69.26","75.928","82.957","90.305","98.993","100.253","109.347","128.505","164.63","194.283","211.993","232.193","270.112","275.417","236.187","222.167","241.295","227.415","243.305","266.857","302.422","305.649","348.411","395.641","407.17","436.205","531.66","549.003","551.554","577.216","598.84"
"IMF.RES:WEO(6.0.0)","ISR.NGDPD.A","OBS_VALUE","Israel","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","61.097","69.307","77.446","77.837","88.852","105.553","115.181","119.516","120.586","121.425","136.516","134.99","125.339","131.544","140.162","147.442","159.076","184.706","221.231","213.401","239.679","268.095","263.591","298.479","315.019","303.469","321.941","358.453","376.301","400.648","410.771","489.854","525.183","512.185","540.381","583.361"
"IMF.RES:WEO(6.0.0)","KIR.NGDPD.A","OBS_VALUE","Kiribati","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.037","0.041","0.062","0.059","0.067","0.069","0.081","0.08","0.075","0.077","0.075","0.065","0.075","0.097","0.104","0.114","0.112","0.138","0.15","0.142","0.166","0.196","0.207","0.202","0.201","0.192","0.207","0.223","0.234","0.217","0.222","0.285","0.271","0.289","0.308","0.312"
"IMF.RES:WEO(6.0.0)","KEN.NGDPD.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","16.219","15.315","15.084","10.479","12.546","15.905","18.064","18.3","20.63","18.594","18.206","18.697","19.03","21.391","22.79","26.307","29.668","36.708","41.058","42.347","45.406","46.555","56.407","61.703","68.395","70.37","74.816","81.965","92.211","100.328","100.912","109.875","114.733","108.747","120.899","131.673"
"IMF.RES:WEO(6.0.0)","JOR.NGDPD.A","OBS_VALUE","Jordan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.187","4.373","5.403","5.615","6.321","6.759","7.054","7.389","8.163","8.414","8.725","9.268","9.972","10.575","11.771","13.134","15.795","17.957","22.648","24.538","27.134","29.524","31.679","34.503","36.9","38.642","39.949","41.667","43.432","44.566","43.762","46.362","48.722","51.161","53.428","56.102"
"IMF.RES:WEO(6.0.0)","LAO.NGDPD.A","OBS_VALUE","Lao People's Democratic Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.742","2.053","2.354","2.652","3.081","3.579","3.726","3.515","1.334","1.415","1.72","1.757","1.844","2.26","2.651","3.079","3.934","4.757","5.946","6.431","7.506","8.964","10.194","11.972","13.266","14.418","15.904","17.055","18.131","18.77","18.511","18.533","15.121","14.978","15.879","16.322"
"IMF.RES:WEO(6.0.0)","LUX.NGDPD.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","12.628","13.683","15.328","15.714","17.487","20.571","20.464","18.428","19.263","21.088","21.24","21.388","23.633","29.66","35.049","37.693","42.912","51.594","58.838","54.408","56.26","61.685","59.814","65.204","68.823","60.078","62.2","65.689","71.118","69.88","73.612","86.444","80.865","87.599","93.169","96.613"
"IMF.RES:WEO(6.0.0)","LSO.NGDPD.A","OBS_VALUE","Lesotho, Kingdom of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.635","0.743","0.863","0.865","0.915","1.032","0.977","1.027","0.949","0.937","0.922","0.774","0.856","1.256","1.598","1.73","1.72","1.759","1.652","1.937","2.356","2.571","2.465","2.345","2.477","2.202","2.206","2.424","2.472","2.323","2.092","2.445","2.275","2.213","2.309","2.404"
"IMF.RES:WEO(6.0.0)","MDG.NGDPD.A","OBS_VALUE","Madagascar, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.931","3.255","3.715","4.063","3.522","3.838","4.932","4.263","4.402","4.278","4.629","5.438","5.352","6.372","5.065","5.859","6.396","8.525","10.725","9.617","9.983","11.552","11.579","12.424","12.523","11.323","11.849","13.176","13.76","14.105","13.051","14.355","15.326","15.87","17.42","18.708"
"IMF.RES:WEO(6.0.0)","LBY.NGDPD.A","OBS_VALUE","Libya","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","31.627","34.995","35.459","31.912","29.719","33.739","36.827","37.702","30.921","37.129","39.498","35.206","21.128","27.026","34.054","48.852","60.094","68.211","86.804","60.767","75.381","48.17","92.542","75.355","57.384","48.718","49.913","67.153","76.682","69.237","46.893","35.216","43.281","43.958","42.159","47.484"
"IMF.RES:WEO(6.0.0)","MYS.NGDPD.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","47.245","53.519","64.427","72.857","81.156","96.606","109.846","109.116","78.639","86.203","102.149","101.054","109.833","120.025","135.869","150.345","170.41","202.732","241.946","211.847","258.64","302.184","318.909","327.869","342.868","301.355","301.256","319.109","358.783","365.178","337.456","373.785","407.605","399.705","419.617","444.984"
"IMF.RES:WEO(6.0.0)","MUS.NGDPD.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.743","3.017","3.398","3.502","3.887","4.439","4.59","4.31","4.354","4.597","4.935","4.882","5.123","6.155","6.962","6.867","7.123","8.26","10.125","9.252","10.138","11.673","11.826","12.293","13.074","12.007","12.594","13.714","14.736","14.436","11.408","11.484","12.908","14.101","14.953","15.495"
"IMF.RES:WEO(6.0.0)","MNG.NGDPD.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.678","2.821","1.566","0.771","0.926","1.452","1.348","1.181","1.125","1.057","1.137","1.268","1.397","1.595","1.992","2.523","3.414","4.235","5.623","4.584","7.185","10.41","12.278","12.582","12.227","11.62","11.154","11.481","13.207","14.206","13.313","15.286","17.146","20.315","23.586","25.804"
"IMF.RES:WEO(6.0.0)","MAR.NGDPD.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","32.661","34.94","36.483","34.259","38.532","42.238","46.71","42.366","45.243","45.055","42.053","42.704","45.711","56.345","64.528","67.468","74.284","85.539","100.112","100.535","100.881","109.705","106.345","115.608","119.131","110.414","111.573","118.541","127.341","128.92","121.354","142.022","130.952","144.438","155.35","165.835"
"IMF.RES:WEO(6.0.0)","NPL.NGDPD.A","OBS_VALUE","Nepal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","4.442","4.861","4.417","4.743","4.954","5.379","5.544","6.027","5.992","6.164","6.537","6.719","6.816","7.218","8.297","9.331","10.316","11.777","14.31","14.663","18.253","21.685","21.703","22.162","22.722","24.361","24.524","28.972","33.112","34.186","33.434","36.927","41.183","40.907","43.419","46.08"
"IMF.RES:WEO(6.0.0)","MOZ.NGDPD.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.529","3.855","2.799","2.883","2.958","3.062","4.03","4.874","5.551","6.285","5.931","5.65","5.951","6.584","7.937","8.868","9.51","10.811","12.92","12.264","11.412","14.619","16.688","17.198","17.978","16.209","12.069","13.265","15.017","15.513","14.235","16.168","18.884","20.954","21.944","23.771"
"IMF.RES:WEO(6.0.0)","NZL.NGDPD.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","45.722","43.44","41.515","44.807","52.92","62.241","69.1","68.869","56.815","58.898","54.127","53.128","62.061","82.408","101.601","113.264","109.74","134.859","135.606","122.011","145.736","167.167","175.361","187.292","200.305","176.455","186.081","203.819","209.747","210.995","210.541","249.775","245.203","253.436","257.728","248.666"
"IMF.RES:WEO(6.0.0)","NER.NGDPD.A","OBS_VALUE","Niger","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.491","3.271","3.372","3.041","1.935","2.296","2.397","2.285","2.639","2.532","2.235","2.442","2.772","3.382","3.746","4.372","4.743","5.716","7.279","7.324","7.838","8.754","9.412","10.206","10.83","9.684","10.35","11.181","12.814","12.917","13.764","14.923","15.458","16.809","19.866","21.874"
"IMF.RES:WEO(6.0.0)","NIC.NGDPD.A","OBS_VALUE","Nicaragua","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.519","3.678","3.894","3.726","3.861","4.14","4.308","4.39","4.635","4.856","5.109","5.335","5.224","5.322","5.793","6.321","6.764","7.423","8.497","8.297","8.759","9.774","10.532","10.983","11.88","12.757","13.286","13.786","13.025","12.713","12.73","14.208","15.634","17.82","19.71","21.155"
"IMF.RES:WEO(6.0.0)","OMN.NGDPD.A","OBS_VALUE","Oman","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","13.395","13.0","14.274","14.321","14.808","15.821","17.512","18.154","16.044","17.833","22.259","22.206","23.066","24.734","28.379","35.507","42.578","48.3","69.805","55.454","64.994","77.497","87.409","89.936","92.699","78.711","75.129","80.857","91.506","88.061","75.909","87.324","109.853","105.896","106.943","104.351"
"IMF.RES:WEO(6.0.0)","NOR.NGDPD.A","OBS_VALUE","Norway","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","119.791","121.872","130.838","120.579","127.132","152.031","163.52","161.357","154.23","162.384","171.456","174.24","195.915","229.385","265.267","309.979","346.914","402.646","464.915","387.974","431.052","501.361","512.777","526.014","501.737","388.16","370.957","401.745","439.789","408.743","367.633","503.368","596.298","482.95","483.727","504.276"
