Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
IGPAK10D,Pakistan 10-year Government Bond Yield (with GFD Extension),Government Bond Yields,Pakistan Rupee,Pakistan,,,,,,,Percent per Annum,Units,Stock,none,Monthly From Jan 1949 To Sep 2010<BR>Weekly From Sep 2010 To May 2011<BR>Daily From May 2011 To Jul 2025<BR>,"Sources: State Bank of Pakistan, Bulletin (1949-) <br />Notes: From July 1970 through January 1980, the 5.75% bond maturing in 1989 is used; from February 1980 through May 1989, the 11.50% bond maturing in 1999 is used, and beginning in June 1989, the 11.75% bond due for redemption in 2002 is used. This series was discontinued in May 2000 when the maturity was less than two years. A new series with a constant 10-year maturity was introduced in December 2000.",
Date,Ticker,Open,High,Low,Close
01/31/1949,IGPAK10D,,,,2.8800000
02/28/1949,IGPAK10D,,,,2.8800000
03/31/1949,IGPAK10D,,,,2.8400000
04/30/1949,IGPAK10D,,,,2.8300000
05/31/1949,IGPAK10D,,,,2.8200000
06/30/1949,IGPAK10D,,,,2.8200000
07/31/1949,IGPAK10D,,,,2.8200000
08/31/1949,IGPAK10D,,,,2.8200000
09/30/1949,IGPAK10D,,,,2.7900000
10/31/1949,IGPAK10D,,,,2.7900000
11/30/1949,IGPAK10D,,,,2.7900000
12/31/1949,IGPAK10D,,,,2.7400000
01/31/1950,IGPAK10D,,,,2.7400000
02/28/1950,IGPAK10D,,,,2.7300000
03/31/1950,IGPAK10D,,,,2.7200000
04/30/1950,IGPAK10D,,,,2.9900000
05/31/1950,IGPAK10D,,,,2.9900000
06/30/1950,IGPAK10D,,,,2.9600000
07/31/1950,IGPAK10D,,,,2.9600000
08/31/1950,IGPAK10D,,,,2.9600000
09/30/1950,IGPAK10D,,,,2.9600000
10/31/1950,IGPAK10D,,,,2.9600000
11/30/1950,IGPAK10D,,,,2.9600000
12/31/1950,IGPAK10D,,,,2.9700000
01/31/1951,IGPAK10D,,,,2.9900000
02/28/1951,IGPAK10D,,,,2.9900000
03/31/1951,IGPAK10D,,,,2.9900000
04/30/1951,IGPAK10D,,,,2.9800000
05/31/1951,IGPAK10D,,,,2.9800000
06/30/1951,IGPAK10D,,,,2.9800000
07/31/1951,IGPAK10D,,,,2.9800000
08/30/1951,IGPAK10D,,,,2.9800000
09/30/1951,IGPAK10D,,,,2.9900000
10/31/1951,IGPAK10D,,,,2.9900000
11/30/1951,IGPAK10D,,,,2.9900000
12/31/1951,IGPAK10D,,,,2.9900000
01/31/1952,IGPAK10D,,,,2.9800000
02/29/1952,IGPAK10D,,,,2.9800000
03/31/1952,IGPAK10D,,,,2.9800000
04/30/1952,IGPAK10D,,,,2.9800000
05/31/1952,IGPAK10D,,,,2.9800000
06/30/1952,IGPAK10D,,,,2.9800000
07/31/1952,IGPAK10D,,,,2.9800000
08/31/1952,IGPAK10D,,,,2.9800000
09/30/1952,IGPAK10D,,,,2.9700000
10/31/1952,IGPAK10D,,,,2.9800000
11/30/1952,IGPAK10D,,,,3.0000000
12/31/1952,IGPAK10D,,,,3.0000000
01/31/1953,IGPAK10D,,,,3.0000000
02/28/1953,IGPAK10D,,,,3.0000000
03/31/1953,IGPAK10D,,,,2.9900000
04/30/1953,IGPAK10D,,,,2.9900000
05/31/1953,IGPAK10D,,,,2.9900000
06/30/1953,IGPAK10D,,,,3.0500000
07/31/1953,IGPAK10D,,,,3.0600000
08/31/1953,IGPAK10D,,,,3.1100000
09/30/1953,IGPAK10D,,,,3.1400000
10/31/1953,IGPAK10D,,,,3.1400000
11/30/1953,IGPAK10D,,,,3.1400000
12/31/1953,IGPAK10D,,,,3.1400000
01/31/1954,IGPAK10D,,,,3.1400000
02/28/1954,IGPAK10D,,,,3.1400000
03/31/1954,IGPAK10D,,,,3.1400000
04/30/1954,IGPAK10D,,,,3.1300000
05/31/1954,IGPAK10D,,,,3.1300000
06/30/1954,IGPAK10D,,,,3.1300000
07/31/1954,IGPAK10D,,,,3.1300000
08/31/1954,IGPAK10D,,,,3.1300000
09/30/1954,IGPAK10D,,,,3.1400000
10/31/1954,IGPAK10D,,,,3.1400000
11/30/1954,IGPAK10D,,,,3.1500000
12/31/1954,IGPAK10D,,,,3.1500000
01/31/1955,IGPAK10D,,,,3.1500000
02/28/1955,IGPAK10D,,,,3.1600000
03/31/1955,IGPAK10D,,,,3.1500000
04/30/1955,IGPAK10D,,,,3.1500000
05/31/1955,IGPAK10D,,,,3.1300000
06/30/1955,IGPAK10D,,,,3.1300000
07/31/1955,IGPAK10D,,,,3.1900000
08/31/1955,IGPAK10D,,,,3.1900000
09/30/1955,IGPAK10D,,,,3.1500000
10/31/1955,IGPAK10D,,,,3.1500000
11/30/1955,IGPAK10D,,,,3.1500000
12/31/1955,IGPAK10D,,,,3.1500000
01/31/1956,IGPAK10D,,,,3.1500000
02/29/1956,IGPAK10D,,,,3.1500000
03/31/1956,IGPAK10D,,,,3.1500000
04/30/1956,IGPAK10D,,,,3.1500000
05/31/1956,IGPAK10D,,,,3.1400000
06/30/1956,IGPAK10D,,,,3.1300000
07/31/1956,IGPAK10D,,,,3.1300000
08/31/1956,IGPAK10D,,,,3.1300000
09/30/1956,IGPAK10D,,,,3.1300000
10/31/1956,IGPAK10D,,,,3.1300000
11/30/1956,IGPAK10D,,,,3.1500000
12/31/1956,IGPAK10D,,,,3.1900000
01/31/1957,IGPAK10D,,,,3.1900000
02/28/1957,IGPAK10D,,,,3.2000000
03/31/1957,IGPAK10D,,,,3.1900000
04/30/1957,IGPAK10D,,,,3.1900000
05/31/1957,IGPAK10D,,,,3.2000000
06/30/1957,IGPAK10D,,,,3.2000000
07/31/1957,IGPAK10D,,,,3.2000000
08/31/1957,IGPAK10D,,,,3.2000000
09/30/1957,IGPAK10D,,,,3.2000000
10/31/1957,IGPAK10D,,,,3.2000000
11/30/1957,IGPAK10D,,,,3.2000000
12/31/1957,IGPAK10D,,,,3.2000000
01/31/1958,IGPAK10D,,,,3.2100000
02/28/1958,IGPAK10D,,,,3.1900000
03/31/1958,IGPAK10D,,,,3.2000000
04/30/1958,IGPAK10D,,,,3.2000000
05/31/1958,IGPAK10D,,,,3.2000000
06/30/1958,IGPAK10D,,,,3.2000000
07/31/1958,IGPAK10D,,,,3.2000000
08/31/1958,IGPAK10D,,,,3.2000000
09/30/1958,IGPAK10D,,,,3.2000000
10/31/1958,IGPAK10D,,,,3.2000000
11/30/1958,IGPAK10D,,,,3.2200000
12/31/1958,IGPAK10D,,,,3.2200000
01/31/1959,IGPAK10D,,,,3.2200000
02/28/1959,IGPAK10D,,,,3.2300000
03/31/1959,IGPAK10D,,,,3.2300000
04/30/1959,IGPAK10D,,,,3.2500000
05/31/1959,IGPAK10D,,,,3.2300000
06/30/1959,IGPAK10D,,,,3.2300000
07/31/1959,IGPAK10D,,,,3.2300000
08/31/1959,IGPAK10D,,,,3.2300000
09/30/1959,IGPAK10D,,,,3.2300000
10/31/1959,IGPAK10D,,,,3.2400000
11/30/1959,IGPAK10D,,,,3.2500000
12/31/1959,IGPAK10D,,,,3.4400000
01/31/1960,IGPAK10D,,,,3.4700000
02/29/1960,IGPAK10D,,,,3.4700000
03/31/1960,IGPAK10D,,,,3.4700000
04/30/1960,IGPAK10D,,,,3.4800000
05/31/1960,IGPAK10D,,,,3.4900000
06/30/1960,IGPAK10D,,,,3.4900000
07/31/1960,IGPAK10D,,,,3.4900000
08/31/1960,IGPAK10D,,,,3.5000000
09/30/1960,IGPAK10D,,,,3.5100000
10/31/1960,IGPAK10D,,,,3.5200000
11/30/1960,IGPAK10D,,,,3.5200000
12/31/1960,IGPAK10D,,,,3.6500000
01/31/1961,IGPAK10D,,,,3.6500000
02/28/1961,IGPAK10D,,,,3.6500000
03/31/1961,IGPAK10D,,,,3.6600000
04/30/1961,IGPAK10D,,,,3.6900000
05/31/1961,IGPAK10D,,,,3.6800000
06/30/1961,IGPAK10D,,,,3.7300000
07/31/1961,IGPAK10D,,,,3.6900000
08/31/1961,IGPAK10D,,,,3.7000000
09/30/1961,IGPAK10D,,,,3.7100000
10/31/1961,IGPAK10D,,,,3.7200000
11/30/1961,IGPAK10D,,,,3.7200000
12/31/1961,IGPAK10D,,,,3.7300000
01/31/1962,IGPAK10D,,,,3.7400000
02/28/1962,IGPAK10D,,,,3.7500000
03/31/1962,IGPAK10D,,,,3.7600000
04/30/1962,IGPAK10D,,,,3.8800000
05/31/1962,IGPAK10D,,,,3.7800000
06/30/1962,IGPAK10D,,,,3.7900000
07/31/1962,IGPAK10D,,,,3.8000000
08/31/1962,IGPAK10D,,,,3.8200000
09/30/1962,IGPAK10D,,,,3.8200000
10/31/1962,IGPAK10D,,,,3.8400000
11/30/1962,IGPAK10D,,,,3.8500000
12/31/1962,IGPAK10D,,,,3.8600000
01/31/1963,IGPAK10D,,,,3.9400000
02/28/1963,IGPAK10D,,,,3.9300000
03/31/1963,IGPAK10D,,,,3.9300000
04/30/1963,IGPAK10D,,,,3.9300000
05/31/1963,IGPAK10D,,,,3.9300000
06/30/1963,IGPAK10D,,,,3.9300000
07/31/1963,IGPAK10D,,,,3.9300000
08/31/1963,IGPAK10D,,,,3.9300000
09/30/1963,IGPAK10D,,,,3.9300000
10/31/1963,IGPAK10D,,,,3.9300000
11/30/1963,IGPAK10D,,,,3.9200000
12/31/1963,IGPAK10D,,,,3.9100000
01/31/1964,IGPAK10D,,,,3.9100000
02/29/1964,IGPAK10D,,,,3.9100000
03/31/1964,IGPAK10D,,,,3.9100000
04/30/1964,IGPAK10D,,,,3.9000000
05/31/1964,IGPAK10D,,,,3.9000000
06/30/1964,IGPAK10D,,,,3.9000000
07/31/1964,IGPAK10D,,,,3.9000000
08/31/1964,IGPAK10D,,,,3.9000000
09/30/1964,IGPAK10D,,,,3.9000000
10/31/1964,IGPAK10D,,,,3.9000000
11/30/1964,IGPAK10D,,,,3.9000000
12/31/1964,IGPAK10D,,,,3.9000000
01/31/1965,IGPAK10D,,,,3.9000000
02/28/1965,IGPAK10D,,,,3.9000000
03/31/1965,IGPAK10D,,,,3.9000000
04/30/1965,IGPAK10D,,,,3.9600000
05/31/1965,IGPAK10D,,,,3.9600000
06/30/1965,IGPAK10D,,,,3.9600000
07/31/1965,IGPAK10D,,,,4.4800000
08/31/1965,IGPAK10D,,,,4.4800000
09/30/1965,IGPAK10D,,,,4.4800000
10/31/1965,IGPAK10D,,,,4.4800000
11/30/1965,IGPAK10D,,,,4.4800000
12/31/1965,IGPAK10D,,,,4.4800000
01/31/1966,IGPAK10D,,,,4.4800000
02/28/1966,IGPAK10D,,,,4.4800000
03/31/1966,IGPAK10D,,,,4.4800000
04/30/1966,IGPAK10D,,,,4.4800000
05/31/1966,IGPAK10D,,,,4.4800000
06/30/1966,IGPAK10D,,,,4.4800000
07/31/1966,IGPAK10D,,,,4.4800000
08/31/1966,IGPAK10D,,,,4.4800000
09/30/1966,IGPAK10D,,,,4.4800000
10/31/1966,IGPAK10D,,,,4.4800000
11/30/1966,IGPAK10D,,,,4.4800000
12/31/1966,IGPAK10D,,,,4.4800000
01/31/1967,IGPAK10D,,,,4.4700000
02/28/1967,IGPAK10D,,,,4.4700000
03/31/1967,IGPAK10D,,,,4.4700000
04/30/1967,IGPAK10D,,,,4.4700000
05/31/1967,IGPAK10D,,,,4.4700000
06/30/1967,IGPAK10D,,,,4.4700000
07/31/1967,IGPAK10D,,,,4.4700000
08/30/1967,IGPAK10D,,,,4.4700000
09/30/1967,IGPAK10D,,,,4.4700000
10/31/1967,IGPAK10D,,,,4.4700000
11/30/1967,IGPAK10D,,,,4.4700000
12/31/1967,IGPAK10D,,,,4.4700000
01/31/1968,IGPAK10D,,,,4.4700000
02/29/1968,IGPAK10D,,,,4.4700000
03/31/1968,IGPAK10D,,,,4.4700000
04/30/1968,IGPAK10D,,,,4.4700000
05/31/1968,IGPAK10D,,,,4.4700000
06/30/1968,IGPAK10D,,,,4.4700000
07/31/1968,IGPAK10D,,,,4.4700000
08/30/1968,IGPAK10D,,,,5.1600000
09/30/1968,IGPAK10D,,,,5.1600000
10/31/1968,IGPAK10D,,,,5.1700000
11/30/1968,IGPAK10D,,,,5.1700000
12/31/1968,IGPAK10D,,,,5.1800000
01/31/1969,IGPAK10D,,,,5.1800000
02/28/1969,IGPAK10D,,,,5.1900000
03/31/1969,IGPAK10D,,,,5.1900000
04/30/1969,IGPAK10D,,,,5.1900000
05/31/1969,IGPAK10D,,,,5.2000000
06/30/1969,IGPAK10D,,,,5.2100000
07/31/1969,IGPAK10D,,,,5.2200000
08/31/1969,IGPAK10D,,,,5.2200000
09/30/1969,IGPAK10D,,,,5.2300000
10/31/1969,IGPAK10D,,,,5.2300000
11/30/1969,IGPAK10D,,,,5.2300000
12/31/1969,IGPAK10D,,,,5.2400000
01/31/1970,IGPAK10D,,,,5.2400000
02/28/1970,IGPAK10D,,,,5.2400000
03/31/1970,IGPAK10D,,,,5.2500000
04/30/1970,IGPAK10D,,,,5.2600000
05/31/1970,IGPAK10D,,,,5.2600000
06/30/1970,IGPAK10D,,,,5.2700000
07/31/1970,IGPAK10D,,,,5.7500000
08/31/1970,IGPAK10D,,,,5.7500000
09/30/1970,IGPAK10D,,,,5.7500000
10/31/1970,IGPAK10D,,,,5.7500000
11/30/1970,IGPAK10D,,,,5.7500000
12/31/1970,IGPAK10D,,,,5.7500000
01/31/1971,IGPAK10D,,,,5.7500000
02/28/1971,IGPAK10D,,,,5.7600000
03/31/1971,IGPAK10D,,,,5.7600000
04/30/1971,IGPAK10D,,,,5.7600000
05/31/1971,IGPAK10D,,,,5.7600000
06/30/1971,IGPAK10D,,,,5.7600000
07/31/1971,IGPAK10D,,,,5.7600000
08/31/1971,IGPAK10D,,,,5.7600000
09/30/1971,IGPAK10D,,,,5.7600000
10/31/1971,IGPAK10D,,,,5.7600000
11/30/1971,IGPAK10D,,,,5.7600000
12/31/1971,IGPAK10D,,,,5.7600000
01/31/1972,IGPAK10D,,,,5.7600000
02/29/1972,IGPAK10D,,,,5.7600000
03/31/1972,IGPAK10D,,,,5.7600000
04/30/1972,IGPAK10D,,,,5.7600000
05/31/1972,IGPAK10D,,,,5.7600000
06/30/1972,IGPAK10D,,,,5.7600000
07/31/1972,IGPAK10D,,,,5.7600000
08/31/1972,IGPAK10D,,,,5.7600000
09/30/1972,IGPAK10D,,,,5.7600000
10/31/1972,IGPAK10D,,,,5.7600000
11/30/1972,IGPAK10D,,,,5.7600000
12/31/1972,IGPAK10D,,,,5.7600000
01/31/1973,IGPAK10D,,,,5.7600000
02/28/1973,IGPAK10D,,,,5.7600000
03/31/1973,IGPAK10D,,,,5.7600000
04/30/1973,IGPAK10D,,,,5.7600000
05/31/1973,IGPAK10D,,,,5.7600000
06/30/1973,IGPAK10D,,,,5.7600000
07/31/1973,IGPAK10D,,,,5.7600000
08/31/1973,IGPAK10D,,,,5.7600000
09/30/1973,IGPAK10D,,,,5.7600000
10/31/1973,IGPAK10D,,,,5.7600000
11/30/1973,IGPAK10D,,,,5.7600000
12/31/1973,IGPAK10D,,,,5.7600000
01/31/1974,IGPAK10D,,,,5.7600000
02/28/1974,IGPAK10D,,,,5.7600000
03/31/1974,IGPAK10D,,,,5.7600000
04/30/1974,IGPAK10D,,,,5.7600000
05/31/1974,IGPAK10D,,,,5.7600000
06/30/1974,IGPAK10D,,,,5.7700000
07/31/1974,IGPAK10D,,,,5.7700000
08/31/1974,IGPAK10D,,,,5.7700000
09/30/1974,IGPAK10D,,,,5.7700000
10/31/1974,IGPAK10D,,,,5.7700000
11/30/1974,IGPAK10D,,,,5.7700000
12/31/1974,IGPAK10D,,,,5.7700000
01/31/1975,IGPAK10D,,,,5.7700000
02/28/1975,IGPAK10D,,,,5.7700000
03/31/1975,IGPAK10D,,,,5.7700000
04/30/1975,IGPAK10D,,,,5.7700000
05/31/1975,IGPAK10D,,,,5.7700000
06/30/1975,IGPAK10D,,,,5.7700000
07/31/1975,IGPAK10D,,,,5.7700000
08/31/1975,IGPAK10D,,,,5.7700000
09/30/1975,IGPAK10D,,,,5.7700000
10/31/1975,IGPAK10D,,,,5.7700000
11/30/1975,IGPAK10D,,,,5.7700000
12/31/1975,IGPAK10D,,,,5.7700000
01/31/1976,IGPAK10D,,,,5.7700000
02/29/1976,IGPAK10D,,,,5.7700000
03/31/1976,IGPAK10D,,,,9.7000000
04/30/1976,IGPAK10D,,,,9.7000000
05/31/1976,IGPAK10D,,,,9.7100000
06/30/1976,IGPAK10D,,,,9.7300000
07/31/1976,IGPAK10D,,,,9.7500000
08/30/1976,IGPAK10D,,,,9.7600000
09/30/1976,IGPAK10D,,,,9.7800000
10/31/1976,IGPAK10D,,,,9.8000000
11/30/1976,IGPAK10D,,,,9.8100000
12/31/1976,IGPAK10D,,,,9.1600000
01/31/1977,IGPAK10D,,,,9.1800000
02/28/1977,IGPAK10D,,,,9.1900000
03/31/1977,IGPAK10D,,,,9.2000000
04/30/1977,IGPAK10D,,,,9.2200000
