Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
IGAUSI10D,Australia Inflation Indexed 10-year Bond Yield (based on estimated 10-year maturity),Government Bond Yields,Australia Dollar,Australia,,,,,,,Percent per Annum,Units,Stock,none,Daily From Jan 2021 To Jul 2025<BR>,,
Date,Ticker,Open,High,Low,Close
01/04/2021,IGAUSI10D,,,,-0.7937862
01/05/2021,IGAUSI10D,,,,-0.8136303
01/06/2021,IGAUSI10D,,,,-0.7431793
01/07/2021,IGAUSI10D,,,,-0.7718291
01/08/2021,IGAUSI10D,,,,-0.7269599
01/11/2021,IGAUSI10D,,,,-0.7258408
01/12/2021,IGAUSI10D,,,,-0.6797327
01/13/2021,IGAUSI10D,,,,-0.6904955
01/14/2021,IGAUSI10D,,,,-0.6906403
01/15/2021,IGAUSI10D,,,,-0.7554705
01/18/2021,IGAUSI10D,,,,-0.7702895
01/19/2021,IGAUSI10D,,,,-0.7351225
01/20/2021,IGAUSI10D,,,,-0.7636192
01/21/2021,IGAUSI10D,,,,-0.7627673
01/22/2021,IGAUSI10D,,,,-0.7365646
01/25/2021,IGAUSI10D,,,,-0.7159883
01/27/2021,IGAUSI10D,,,,-0.7456041
01/28/2021,IGAUSI10D,,,,-0.7196993
01/29/2021,IGAUSI10D,,,,-0.7034243
02/01/2021,IGAUSI10D,,,,-0.6724388
02/02/2021,IGAUSI10D,,,,-0.6826002
02/03/2021,IGAUSI10D,,,,-0.6923942
02/04/2021,IGAUSI10D,,,,-0.6768124
02/05/2021,IGAUSI10D,,,,-0.7112249
02/08/2021,IGAUSI10D,,,,-0.6859772
02/09/2021,IGAUSI10D,,,,-0.7219376
02/10/2021,IGAUSI10D,,,,-0.7267372
02/11/2021,IGAUSI10D,,,,-0.7315367
02/12/2021,IGAUSI10D,,,,-0.6955401
02/15/2021,IGAUSI10D,,,,-0.6303285
02/16/2021,IGAUSI10D,,,,-0.6397160
02/17/2021,IGAUSI10D,,,,-0.6099220
02/18/2021,IGAUSI10D,,,,-0.6197188
02/19/2021,IGAUSI10D,,,,-0.5245156
