iso3c,date,gain
COM,2020,35.2588078266954
COM,2021,34.5299383896774
COM,2022,34.513754907293
COM,2023,35.5459160906712
CPV,1995,49.4079354188891
CPV,1996,49.4159054250377
CPV,1997,49.4639309931857
CPV,1998,49.5299045992721
CPV,1999,49.598294455625
CPV,2000,49.4672526793012
CPV,2001,48.281300154607
CPV,2002,47.2231566267841
CPV,2003,47.4714053754463
CPV,2004,47.0102044997219
CPV,2005,49.0681285422763
CPV,2006,47.6851661551376
CPV,2007,48.5431776946628
CPV,2008,48.6930817770994
CPV,2009,48.9576757997528
CPV,2010,48.9214726567351
CPV,2011,49.9708609778693
CPV,2012,49.4921859330322
CPV,2013,49.4095319316475
CPV,2014,51.154084438259
CPV,2015,51.5181914304608
CPV,2016,51.3030766460941
CPV,2017,50.8974457229994
CPV,2018,50.5466622275255
CPV,2019,51.0772842220877
CPV,2020,50.9667233486358
CPV,2021,52.1186741051648
CPV,2022,51.7165882441028
CPV,2023,51.8665439126856
CRI,1995,46.8963986898864
CRI,1996,47.0253070579393
CRI,1997,47.6115123438908
CRI,1998,47.987725949389
CRI,1999,47.9436075883476
CRI,2000,48.0039435030216
CRI,2001,47.3236735022864
CRI,2002,47.1352652984356
CRI,2003,47.6516293003132
CRI,2004,47.0895593825919
CRI,2005,47.6973436462636
CRI,2006,46.89730602606
CRI,2007,47.2734327842907
CRI,2008,47.9665126815774
CRI,2009,48.7864433864958
CRI,2010,50.1434381623362
CRI,2011,49.9038319238424
CRI,2012,50.2959309910819
CRI,2013,50.947033414223
CRI,2014,52.6761123607964
CRI,2015,52.9340100695201
CRI,2016,52.7483695987833
CRI,2017,51.9639117395856
CRI,2018,52.3513908860922
CRI,2019,52.7535300027115
CRI,2020,52.8793285424634
CRI,2021,52.1753534579119
CRI,2022,52.3092009444679
CRI,2023,53.0413144638364
CUB,1995,43.2129693034501
CUB,1996,43.1187503717113
CUB,1997,43.2249905727903
CUB,1998,43.4080879622733
CUB,1999,43.9375296951566
CUB,2000,44.2401884331295
CUB,2001,44.5436102791133
CUB,2002,44.7790198838627
CUB,2003,43.9428945240611
CUB,2004,44.9842791280715
CUB,2005,45.6248501427155
CUB,2006,46.9737219242271
CUB,2007,48.2983966324948
CUB,2008,48.6152294635648
CUB,2009,48.4147341566469
CUB,2010,47.6554541267481
CUB,2011,46.7392590020182
CUB,2012,45.8252390908166
CUB,2013,44.4156582002865
CUB,2014,43.8268943641407
CUB,2015,43.7810625719568
CUB,2016,44.4165496169392
CUB,2017,45.6079756327278
CUB,2018,45.3399857457298
CUB,2019,44.8658254066718
CUB,2020,44.0895859576979
CUB,2021,44.9009355292668
CUB,2022,44.1802493291668
CUB,2023,44.6970293828293
CYP,1995,54.8452741226793
CYP,1996,54.8424859752922
CYP,1997,54.2311894025394
CYP,1998,54.0371974875051
CYP,1999,54.2212009549341
CYP,2000,54.2970964087281
CYP,2001,54.6946542724032
CYP,2002,55.2492822775086
CYP,2003,55.7597933924414
CYP,2004,54.6198153853569
CYP,2005,55.8864353276271
CYP,2006,60.0753551842132
CYP,2007,60.0473293158501
CYP,2008,61.1447457141249
CYP,2009,55.8980121618558
CYP,2010,55.9218995399674
CYP,2011,55.4563531456024
CYP,2012,56.945814949525
CYP,2013,57.3027074947098
CYP,2014,57.4581779152689
CYP,2015,57.2944573528662
CYP,2016,56.5606678035914
CYP,2017,56.9474290502193
CYP,2018,56.5182040437222
CYP,2019,56.6520179444501
CYP,2020,55.9885891420146
CYP,2021,56.0633359903442
CYP,2022,56.2598849459747
CYP,2023,55.9555858857426
CZE,1995,58.0074587388549
CZE,1996,58.0138242578343
CZE,1997,57.7615033593772
CZE,1998,57.6550988534801
CZE,1999,57.0295898925906
CZE,2000,56.5469500376597
CZE,2001,57.1677074807371
CZE,2002,57.7321513789166
CZE,2003,58.5933880969969
CZE,2004,58.3763039544963
CZE,2005,58.630947820123
CZE,2006,58.6229014441647
CZE,2007,59.1207556071379
