iso3c,year,gain_diff1
ARG,2012,-0.45494880166440055
ARG,2013,-0.33199358934000145
ARG,2014,-0.43506287820569867
ARG,2015,-0.17730665343700025
ARG,2016,1.612399575595397
ARG,2017,-0.07051575898560003
ARG,2018,1.8735050500890011
ARG,2019,0.405712725081699
ARM,2014,1.1684345481345062
ARM,2015,0.1958527933525005
