,u_all,v_all,groups
13000038,1.4104086734863739,-1.534588250251325,POL
13000039,0.9124705872020501,-1.2903996889994471,PRT
13000040,1.202527499325949,1.0961312385660336,ROU
13000041,0.17402356731685753,3.1844495813053286,RUS
13000042,0.8413866237186017,0.7145729674512811,SGP
13000043,0.8628821604328534,0.37376030537806715,SVK
13000044,0.7748410079327928,-1.5077979970542437,SVN
13000045,0.6825210273341387,0.33066145601904506,SWE
13000046,1.1820026961881176,-0.5673806627256892,THA
13000047,1.605064212680336,-1.5493720048613544,ZAF
14000000,-0.1349574496355317,0.19799915034472648,AUS
14000001,0.5553571925548179,-1.0197653418301318,AUT
14000002,0.18074719665458272,-0.38164843368430734,BEL
14000003,1.817673365962893,-0.977699107934065,BGR
14000004,-0.7130541067231155,1.8573874226524016,BRA
14000005,-0.18550908668616647,0.9129454193780158,CAN
14000006,-0.2827841522703711,0.39688124924158386,CHE
14000007,-0.6193030748841348,2.9115632404504814,CHN
14000008,-0.017692543130073568,-1.6490132842598588,CYP
14000009,1.003844782932337,-1.920005714166033,CZE
14000010,0.27340399522144454,-0.4939994694008998,DEU
14000011,-0.15445958881913935,-0.3575820621138104,DNK
14000012,-0.5131944243164052,-0.5943403520004307,ESP
14000013,0.08651329268274044,-0.2662179170603334,FIN
14000014,-0.012502568804917846,-0.4612192196248699,FRA
14000015,-0.7900468563431857,-0.7487751412704093,GBR
14000016,0.23215968157608358,-1.4154235259069294,GRC
14000017,0.8117340880267596,-1.0026913392851011,HRV
14000018,-0.07292291840042564,-0.5311536729371718,HUN
14000019,0.9437176295330834,4.589557768796405,IDN
14000020,0.5544023608124666,0.4858561432417259,IRL
14000021,-2.230041472687266,0.6294559365030485,ISL
14000022,-0.09721465718706468,-0.893639997235671,ITA
14000023,0.42837828632007857,2.79632956374878,JPN
14000024,1.238891516589827,0.11817102329406959,KEN
14000025,0.5455393564139414,0.10073276099234563,KOR
14000026,8.32063588168325,0.6736570977979385,LTU
14000027,1.0926809630344265,-1.9788275834767357,LUX
14000028,6.599038637351129,-0.3660301496609337,LVA
14000029,-0.04885617755897613,2.923432885996411,MEX
14000030,0.20453040302912207,2.66174106886577,MLT
14000031,0.11309659690074957,-1.0993272215062992,MYS
14000032,-2.013109755018238,4.181660912830901,NGA
14000033,0.414909616460729,-0.7290374892800684,NLD
14000034,0.31896917701776994,-1.8724463575480703,NOR
14000035,-0.13011874190264439,2.0071317178687105,NZL
14000036,-0.7497489452114969,-1.140233812160902,PER
14000037,0.4206101986192148,-1.178470135185615,PHL
14000038,0.3169292721078576,-2.0625661356719966,POL
14000039,-0.3520576787850138,-1.4910369737222968,PRT
14000040,0.8075861231953279,1.4466536173261497,ROU
14000041,3.5508333760355253,1.6147804788143656,RUS
14000042,-0.2350955161304548,-0.0072853367491372,SGP
14000043,0.6671027525961897,-0.2854883152707848,SVK
14000044,-0.7392885098659674,-1.0072526040397751,SVN
14000045,-0.43340549035661224,-0.1495669468746661,SWE
14000046,0.11341850013314858,-0.11973698077254835,THA
14000047,1.011013905482343,0.33073878713935345,VNM
14000048,0.02000432767513538,-0.9119208387210183,ZAF
15000000,3.178546443352532,2.6742961317075578,ARG
15000001,0.42248270388178466,1.1476031776883022,AUS
15000002,0.20766752062912774,-0.38487812785536946,AUT
15000003,-0.1060255994742706,-0.599372446832049,BEL
15000004,0.8567678807435701,-0.8443569639519135,BGR
15000005,0.3636757841323679,2.420734721445039,BRA
15000006,0.3662739369575137,0.28259059221097593,CAN
15000007,-0.28196092248936,1.5080840045032944,CHE
15000008,0.6273951314673365,4.683503936606975,CHN
15000009,0.2182569307961396,-1.844959728359176,CYP
15000010,-0.44812117981452837,-0.7257819015100103,CZE
15000011,-0.08881407788387263,0.6571676344839646,DEU
15000012,-0.5970947760478058,0.7743043718648623,DNK
15000013,-0.35547926815588826,-0.8976316099830999,ESP
15000014,-0.6225535905712862,0.6385988968520689,FIN
15000015,-0.19706545974230472,0.0250743538754179,FRA
15000016,-0.029440786804890595,0.6015249948011614,GBR
15000017,3.696362282796726,-0.9577523946597485,GRC
15000018,-1.4586163070333347,-0.31897650418906975,HRV
15000019,-0.6222163637166664,-0.23096582312445257,HUN
15000020,-0.5941988644926277,4.691899592063308,IDN
15000021,-0.9176311367487817,1.0239668576428484,IRL
15000022,-4.465129740019242,2.489934597069998,ISL
15000023,-0.6006962375774367,-0.8159833796206172,ITA
15000024,0.13554222319194414,3.63101198390173,JPN
15000025,-4.3971410578162144,-0.46800515001684184,KEN
15000026,0.16441956820338122,2.0156471568783276,KOR
15000027,-2.2736320828743994,0.7841774242672425,LTU
15000028,-1.026177454622446,0.2272507696562005,LUX
15000029,4.328639364959815,-0.6217471998833626,LVA
15000030,-0.9319006420327954,5.174313931299448,MEX
15000031,-0.7356881517867615,4.232775672045082,MLT
15000032,0.2781914721222665,-0.4730943487193515,MYS
15000033,-3.5001195246615815,6.038241282111646,NGA
15000034,-0.36864660287687123,-0.08822104303361833,NLD
15000035,-0.320366286776428,0.3463596894063432,NOR
15000036,0.7119740658864908,2.9649415174257503,NZL
15000037,-0.3141475243989828,-0.4176051147760199,PER
15000038,-0.6414397356806351,-0.6206613260533131,PHL
15000039,0.09738020659476304,-1.2368480306447243,POL
15000040,1.226814368836597,-0.45718509798675555,PRT
15000041,-1.7772266203673728,0.45540922123229427,ROU
15000042,-4.088168972783688,4.456850890874201,RUS
15000043,0.06517279774640691,1.8410180683916857,SGP
15000044,-0.46123209660516085,-0.13762912836151053,SVK
15000045,-0.6676771485372679,0.9253148362365682,SVN
15000046,0.06212469434937506,1.7251355269876785,SWE
15000047,-0.1446599635220065,0.4732552488973275,THA
15000048,-14.400744882196868,-0.5177510247764712,TUR
15000049,1.1219654963769026,-0.39814297788186925,VNM
15000050,-0.25060358795254045,-1.4705966067760865,ZAF
16000000,0.6119068962302318,-0.08429737013543992,AUS
16000001,1.1624990685336205,-0.0809349083705782,AUT
16000002,1.1696557701450883,-0.31292419573026486,BEL
16000003,0.3798672003077641,-0.21156685372212752,BGR
16000004,0.06794413178522851,1.6560556371118862,BRA
16000005,-0.03469870689632003,0.060118599742803314,CAN
16000006,0.33665125320542505,1.0044301532183888,CHE
16000007,0.7025410453700096,4.467974620976271,CHN
16000008,1.110288438245211,-1.5587940772713942,CYP
16000009,0.3484928043571617,-0.3545453023664197,CZE
16000010,0.6265778121475994,0.49896495623574266,DEU
16000011,0.025993652467380057,1.1612493128843155,DNK
16000012,1.5444833897289172,-0.653576572757764,ESP
16000013,0.40855790955429094,0.5789865480632844,FIN
16000014,0.5279756406993332,0.21933782149166214,FRA
16000015,-0.12175845376657873,0.21118681563630515,GBR
16000016,9.54008366564434,-1.424665326228006,GRC
16000017,0.8008165841455392,-0.2446322983359771,HRV
16000018,1.869885215959893,0.006713259931304449,HUN
16000019,-0.5503616203393651,4.021948937093911,IDN
16000020,5.433998792839308,0.5916190052596418,IRL
16000021,0.7117854448253076,1.5441206295292371,ISL
16000022,1.7654940831971584,-0.6736326467087381,ITA
16000023,0.7671416192221361,3.0038583089519295,JPN
16000024,4.431222060803903,-0.7381316634894795,KEN
16000025,0.030037158942454623,1.334599938973564,KOR
16000026,0.7149508513967319,0.4494622263054609,LTU
16000027,0.09563315789762816,0.04528126718964387,LUX
16000028,-1.038212635769404,-1.0997639920867126,LVA
16000029,0.260799924629704,4.76327151869142,MEX
16000030,0.8443651621876272,4.124985946842818,MLT
16000031,0.4025967365219535,-0.6571905947588441,MYS
16000032,4.002714482398816,5.217821965519289,NGA
16000033,0.71017331145497,0.598715992842102,NLD
16000034,-0.13427672319430106,-0.5002057044861297,NOR
16000035,0.4247977688190656,2.164473168489115,NZL
16000036,0.4591820251281885,-0.23908756436700407,PER
16000037,-0.8390818427368789,-0.47711011321453073,PHL
16000038,0.25937955908846155,-0.8885780003084094,POL
16000039,6.274736321721918,0.019020826647368372,PRT
16000040,0.41274996939932795,-0.564895181320818,ROU
16000041,0.7092153669250543,3.7137711548602734,RUS
16000042,-0.14506039131288895,1.6932620737287623,SGP
16000043,0.9099815934468956,-0.12321548916416059,SVK
16000044,1.7007655026880046,1.5959721354291099,SVN
16000045,0.3031297291129241,1.3209090185129,SWE
16000046,0.5517568740832572,0.1486719593874769,THA
16000047,-0.4647390502740394,-2.5903004517099912,TUR
16000048,1.7303285306066218,-0.282689088318163,VNM
16000049,0.19470212927572472,-2.141588888065709,ZAF
17000000,-6.726895401296573,1.1072911976373288,ARG
17000001,0.2673756437454068,-0.7452657277499841,AUS
17000002,0.6568926869880642,-0.22629007746881097,AUT
17000003,-0.5972516393564065,-0.2625330293311863,BEL
17000004,0.6248578456143434,-0.4389647559706856,BGR
17000005,-1.6465174610775093,1.3555588479265994,BRA
17000006,0.14992692208697656,-0.378935417586977,CAN
17000007,0.10683041483470779,-0.23953321204375433,CHE
17000008,0.8363057111197559,4.151431085865356,CHN
17000009,-3.5429587591660043,0.14854392379057785,COL
17000010,2.388987148681543,-1.926806350522135,CYP
17000011,0.5632408251060178,-0.2855067497322776,CZE
17000012,0.03022405921173532,0.2413820689271846,DEU
17000013,-0.07258491076506857,1.5320794484750464,DNK
17000014,-3.609462079176813,2.1159682863586884,EGY
17000015,1.0509204172531166,-0.6668876026098318,ESP
17000016,-0.16992184812176103,0.775746663603796,FIN
17000017,0.5627317204770794,0.09962924378414373,FRA
17000018,-0.13745975002493138,-0.1787958328182987,GBR
17000019,10.440318225131133,-2.4748816545693986,GRC
17000020,1.9050849405271284,-0.3557460536702499,HRV
17000021,2.355634206893994,-0.17238342678072138,HUN
17000022,-1.0396545827226835,4.090708997805975,IDN
17000023,1.4339108095780517,-0.9763871296445514,IRL
17000024,0.8172356760732611,0.047494812929821224,ISL
17000025,2.048504130546678,1.5734925529763262,ISR
17000026,-0.0125358248625691,-1.447727886715359,ITA
17000027,1.0790286190749745,2.257781350760891,JPN
17000028,1.1394345474504046,-0.7428367599938583,KEN
17000029,0.14722542272827466,1.247043155539054,KOR
17000030,1.048165388419285,0.117262566760449,LTU
17000031,0.15186264967665808,0.753671615921514,LUX
17000032,0.8482670746399584,-0.18916965238119898,LVA
17000033,0.14278454825314535,4.3838477568437435,MEX
17000034,1.1844763237710927,-1.7809080699689201,MLT
17000035,0.5023799796840034,0.6445388988107561,MYS
17000036,3.3889149548411943,5.0529334736380775,NGA
17000037,0.3057785461932053,0.16852712741244114,NLD
17000038,-0.09424465525711975,-0.9541269078315127,NOR
17000039,0.06380826228143632,1.8377734850338217,NZL
17000040,-0.06239215219681714,-0.5746589783932573,PER
17000041,-0.252448014349391,-0.9503270458039086,PHL
17000042,0.027582096705562442,-0.7041938302556343,POL
17000043,5.58749884026647,0.10034981696861234,PRT
17000044,-1.6804663000082927,0.47285607311612843,QAT
17000045,0.7298827800596424,-2.0068895823333044,ROU
17000046,0.5869111641432931,3.3371139759925406,RUS
17000047,0.760837384056213,0.7714450872577725,SGP
17000048,1.4221868032533003,-0.7151576880573471,SVK
17000049,2.506227781176302,1.375848795814963,SVN
17000050,-0.23653327311269243,0.6330779692385571,SWE
17000051,1.106425762882697,-0.1385944877689258,THA
17000052,-0.1391441360146879,-2.423816504723391,TUR
17000053,2.052572465867656,-0.5331667454437579,VNM
17000054,0.21592737881770008,-1.928085409992503,ZAF
18000000,-4.5052146783944895,-0.47064122341128933,ARG
18000001,0.2689955400528198,-0.29913746269995434,AUS
18000002,-0.6208991031215021,0.6815598000126913,AUT
18000003,-0.4355745831846738,0.22109051546879077,BEL
18000004,-1.1540095178722503,0.005638799009745621,BGR
18000005,-0.033030201856817015,1.6655685802408744,BRA
18000006,-0.026893570065310332,-0.31056888254020953,CAN
18000007,-0.11805791960825873,0.626277633721019,CHE
18000008,0.21297028618917324,4.225372863628185,CHN
18000009,-0.9068574885338323,-1.0148510530664785,COL
18000010,0.37436555936343074,-1.30559260780527,CYP
18000011,-1.1172987158956502,0.639420191783673,CZE
18000012,-0.559735038993209,0.8721493819809958,DEU
18000013,-0.4745642206209909,1.919370632349268,DNK
18000014,-0.4687196254370941,0.05351634228798152,EGY
18000015,-0.06269045695805575,-0.6107995132380248,ESP
18000016,-0.636685805506364,0.9729306180531861,FIN
18000017,-0.4689582393892209,0.2863109188306674,FRA
18000018,0.07180421105896016,-0.24049787830266267,GBR
18000019,-4.146796345315828,-0.8083490064658826,GRC
18000020,-1.2267793311666153,-0.05443473532156233,HRV
18000021,-1.1764435712659191,0.15160003114561005,HUN
18000022,0.8997707360446581,4.112257792863307,IDN
18000023,-3.891953444014141,-0.14364575538592117,IRL
18000024,-0.10311210879048838,0.3652937028854376,ISL
18000025,-1.5855575507706734,0.25615835740858184,ISR
18000026,-1.398356593509249,-1.152239415901124,ITA
18000027,-0.27593604214864764,2.3792632567949132,JPN
18000028,-1.4227658348251997,-0.7243791087359959,KEN
18000029,-0.49051726195477363,1.4915407867775587,KOR
18000030,-0.9605931302384827,0.41673721212209824,LTU
18000031,-0.5989875334090018,1.4998322571470735,LUX
18000032,-2.361068345716601,0.5045385263230946,LVA
18000033,-0.900893219885367,4.642423102121494,MEX
18000034,-1.1276496832268994,-1.3107101832688972,MLT
18000035,-0.3271220518025201,1.0944892408741076,MYS
18000036,-1.3124595848679328,5.097945288847092,NGA
18000037,-0.38342631777807645,0.772605848486446,NLD
18000038,-0.14899074822984495,-0.09994441474413707,NOR
18000039,-0.05446365705424949,1.7856637260291892,NZL
18000040,-0.8853731693578013,-0.34466095831845334,PER
18000041,-1.877263410472172,-0.7459633634151159,PHL
18000042,-1.2896037696296276,0.2776611796024262,POL
18000043,0.22449090000061123,0.8773726168500564,PRT
18000044,-1.7748902142430445,-3.3016277098350733,QAT
18000045,-1.6839283377200487,-1.672846103693811,ROU
18000046,-2.0289111309161627,3.3263751913953685,RUS
18000047,-0.12610576202154167,1.2801971326985009,SGP
18000048,-1.5376647389725735,-0.2420044663899652,SVK
18000049,1.1066966249500876,1.7198355915184647,SVN
18000050,-0.07048557160628399,0.814244753291558,SWE
18000051,-0.9950058891375606,0.014187663721916266,THA
18000052,-1.3778859697011083,-1.8519135712671007,TUR
18000053,0.11466627266575902,-0.29224070743180175,VNM
18000054,-0.6566057584571319,-1.227194482571863,ZAF
19000000,-2.1741424309444533,-0.5326300705827413,ARG
19000001,-0.08449162239098051,-0.4262278834467055,AUS
19000002,-0.8357638344642908,1.018572202831987,AUT
19000003,-1.01532953046318,1.2427418790754499,BEL
19000004,0.43357275795897365,0.4413519080645474,BGR
19000005,1.3851188733446027,-2.1159899305587664,BRA
19000006,-0.04680945358860386,-0.007189603773127828,CAN
19000007,-0.4537136309679375,0.42179285885256634,CHE
19000008,0.3839812952633592,-4.11138450946966,CHN
19000009,-0.6941203167136107,-0.21019797088686287,COL
19000010,-0.1583776028102557,-0.8851333561380845,CYP
19000011,-0.44406386681511234,1.5002557275158852,CZE
19000012,-0.5556564308295135,1.3136449364563982,DEU
19000013,-0.33623867286971154,2.050505539151561,DNK
19000014,-1.3756803682619734,-0.31574542058678534,EGY
19000015,-2.287248593366693,-0.07146822312900347,ESP
19000016,-0.602732359440402,1.0483256004391837,FIN
19000017,-0.9524123414570791,0.8244322258783776,FRA
19000018,0.19099556624414693,0.7183303785236579,GBR
19000019,-2.1844744339702022,0.0696548281860343,GRC
19000020,-0.10636895402248259,-0.028726850954940653,HRV
19000021,-0.9752912663238177,-0.017151011132084948,HUN
19000022,0.8723129082910289,-3.747237529086015,IDN
19000023,-1.021954923954453,0.47397276141328515,IRL
19000024,0.9279066911945635,2.174293154340282,ISL
19000025,0.015251595446065025,0.6167445012955322,ISR
19000026,-1.0741091165497687,-0.056996373925928046,ITA
19000027,-0.1354755065820482,0.377099132594211,JPN
19000028,-1.1690492637496566,-0.31614621560443756,KEN
19000029,0.30057811510443944,1.6951269400220952,KOR
19000030,-0.8059312250698221,1.2718544436604846,LTU
19000031,-1.333339693901927,1.73701302982202,LUX
19000032,-0.3944333373764535,0.5513900192067531,LVA
19000033,-0.08073551914328259,-2.7248527100276676,MEX
19000034,-1.0736352312867954,-1.1540297806776487,MLT
19000035,-0.25369347700857736,1.7396240510180538,MYS
19000036,0.2553108993270538,-6.052881589568584,NGA
19000037,-0.77160228658812,1.6304704422665854,NLD
19000038,-0.29280453241416166,0.6381729880508358,NOR
19000039,0.06214673271068494,2.149745886068808,NZL
19000040,-0.17025741068913047,0.321078060380646,PER
19000041,-0.3207532871608101,0.00921307226514756,PHL
19000042,-0.3212001458748004,1.6504540417981217,POL
19000043,-2.268774301863476,2.2107841881041086,PRT
19000044,-0.2935009698308576,-2.7253279792833096,QAT
19000045,-0.5638176721008916,-0.9859972702839401,ROU
19000046,1.679633814254325,-3.5357477813032943,RUS
19000047,-0.20681701007841513,1.861227786378991,SGP
19000048,-0.7384092708468815,-0.177747168523547,SVK
19000049,-1.6671366270142292,1.6710338570181402,SVN
19000050,-0.8039468927026574,1.1274588879896739,SWE
19000051,-4.370200489056705,-0.4374754687751734,THA
19000052,0.7583563147388386,-1.0154088142048732,TUR
19000053,-0.3491625463127226,-0.11733754014854725,VNM
19000054,0.33755661343569066,-0.027590715274153604,ZAF
20000000,-4.690220974485982,-0.4011983115284128,ARG
20000001,-0.4641274881302019,-0.10899159241696088,AUS
20000002,-0.33121339103463976,1.1435994737968285,AUT
20000003,-0.40972871389769333,0.9763915394465201,BEL
20000004,0.8002588429713775,0.3290852413950971,BGR
20000005,2.4066031424676653,-1.7986435580480595,BRA
20000006,-0.37101574572401136,0.17824621933328344,CAN
20000007,-0.2275688457848498,0.5564446434510377,CHE
20000008,-0.17566016265327256,-3.829036083651276,CHN
20000009,0.6069226893324162,-0.19041531491748143,COL
20000010,-1.1516596456621753,-0.717740554886442,CYP
20000011,-0.4964963099280404,1.5934283494880752,CZE
20000012,-0.2522287371450733,0.7872018029862011,DEU
20000013,-0.17282882201123884,2.02122526752014,DNK
20000014,-1.6590854298250544,-0.2341554062126105,EGY
20000015,-0.22302182124549147,0.08114503372000506,ESP
20000016,-0.226070297892504,0.34983845606735975,FIN
20000017,-0.31939395003067517,0.7411248661934453,FRA
20000018,-0.18513783726032543,0.5943370407592039,GBR
20000019,4.514981057151195,0.1907652657980291,GRC
20000020,0.1181458556550756,0.3217431074688196,HRV
20000021,-0.5407866411457192,-0.1383153319238128,HUN
20000022,0.9892274911641045,-3.1312747283325018,IDN
20000023,-0.4886966454370463,1.041726860862314,IRL
20000024,0.6014878425072987,0.48184972532013703,ISL
20000025,-0.28420936542045544,0.5580205213780166,ISR
20000026,-0.6149526116114735,0.0695809713252478,ITA
20000027,0.3296946194799124,0.03528296109512352,JPN
20000028,1.4081263280970855,-0.35183565932010785,KEN
20000029,-0.6119136033058954,1.250748650483491,KOR
20000030,-0.8763555345793834,0.4194772307944281,LTU
20000031,-0.5958892712736992,1.8804986472420904,LUX
20000032,-1.1968539343754128,0.5319378187998143,LVA
20000033,0.32839085840118165,-2.8307473193288972,MEX
20000034,-0.7670114778103605,-1.0133001595100186,MLT
20000035,0.45252612728248653,2.241706885514172,MYS
20000036,2.3207748915373374,-5.564715428681137,NGA
20000037,-0.1772312815813778,1.2693964379865497,NLD
20000038,-0.38010432080590745,1.217192706937226,NOR
20000039,-0.3715172073694481,2.1134033466921474,NZL
20000040,0.742383999869386,0.5422803005528907,PER
20000041,0.33420437321048935,-0.09532654341042757,PHL
20000042,-0.5818229108402515,2.142678565048286,POL
20000043,-0.8326237341378906,2.1454926437484048,PRT
20000044,-0.11691794853215165,-2.165799738894413,QAT
20000045,-0.9087897967480192,-0.33383724568729556,ROU
20000046,2.829024275585927,-1.5923450163036668,RUS
20000047,0.43868965520744607,1.7385009684818242,SGP
20000048,-0.630143183156112,-0.4106740757173992,SVK
20000049,-1.1345163643334615,0.9660595892282241,SVN
20000050,-0.4442433446853631,1.230570663451042,SWE
20000051,-0.6291898124896321,-0.6728183043424769,THA
20000052,0.16585818778247363,-0.31284709660687104,TUR
20000053,0.2273403722389885,-0.546691832252493,VNM
20000054,0.5652558957346285,-0.16310318114024364,ZAF
21000000,-9.16354994222779,-0.7483473992398234,ARG
21000001,0.06387599474895161,0.4547137074329821,AUS
21000002,-0.008123102809787786,1.028458918899101,AUT
21000003,0.1361454486627538,1.3946482487676808,BEL
21000004,0.2565713340746001,0.13567910471352795,BGR
21000005,0.7268622562282456,-0.8129386778294133,BRA
21000006,0.15559523643925033,-0.02804725825891352,CAN
21000007,0.357521994378057,-0.0454048926505366,CHE
21000008,-0.10233327303351392,-3.862345494572762,CHN
21000009,0.8347033477753392,0.5958978243603952,COL
21000010,0.505593880346049,-0.1352249352232327,CYP
21000011,0.03310708268337259,1.8168833218299438,CZE
21000012,-0.057542328192845105,0.5729892656293586,DEU
21000013,0.2110567004582239,2.141004626772405,DNK
21000014,2.284075492085211,-0.8044667936857005,EGY
21000015,0.45070079995837764,0.2572965521733578,ESP
21000016,0.36865094274756816,0.19482665445751135,FIN
21000017,0.0024618647310866715,0.8510330331281531,FRA
21000018,0.04012015574825045,0.33601183016211444,GBR
21000019,1.450236927578779,1.1108125245016738,GRC
21000020,0.8128372353311938,1.2545950307850822,HRV
21000021,-0.30259792112174955,-0.1332422899974401,HUN
21000022,0.36776846207659686,-3.3946993774837755,IDN
21000023,-0.12083786453436463,0.6618894880543342,IRL
21000024,0.4630976521488936,0.16276392790314786,ISL
21000025,0.1610556395417186,0.006618721222484414,ISR
21000026,0.18020126875685438,0.3552929205660599,ITA
21000027,0.391257711899231,-0.5260238750791308,JPN
21000028,2.254820375928349,0.7213036292022355,KEN
21000029,0.2634237916354487,0.28873761391309327,KOR
21000030,0.4380524684907119,0.574635647310239,LTU
21000031,0.3567054860810819,2.519610231381476,LUX
21000032,0.04460747172567636,0.6247677604790676,LVA
21000033,0.8915960160895813,-2.571056215320113,MEX
21000034,-0.3916391887705276,-1.898738730346797,MLT
21000035,0.2243298836455223,1.4841691011049458,MYS
21000036,-0.13096111523577436,-3.910153068234075,NGA
21000037,-0.0074070146273209625,1.1221199974363574,NLD
21000038,-0.029759174681205258,2.1180752553547064,NOR
21000039,-0.10867621626692639,1.7769373036035097,NZL
21000040,0.2135315244480589,0.6264258699665977,PER
21000041,0.7242094653374407,-0.43659868903314725,PHL
21000042,0.5429202521752181,1.774900780905479,POL
21000043,1.6241848052184835,2.3107960617598318,PRT
21000044,0.1963465279291159,0.074520681689212,QAT
21000045,-0.6150722699875346,0.0900899742963005,ROU
21000046,-3.60790098288584,0.2491947674559618,RUS
21000047,0.35347713286029303,0.9130266611386209,SGP
21000048,0.16883617039039223,0.013695504492351462,SVK
21000049,0.5581277924417998,1.134494472517674,SVN
21000050,0.3790683830233156,1.224397717499611,SWE
21000051,0.05311216421423137,-0.9584563474550087,THA
21000052,-0.30672626774363665,-0.8084131826779912,TUR
21000053,0.962133802007797,0.14503862127485156,VNM
21000054,1.043243577362234,1.2221553294251968,ZAF
22000000,-1.4278340491829455,-0.3953706164397173,ARG
22000001,0.135271966902565,-0.22710115178555745,AUS
22000002,-0.24682828142761604,1.16225980410151,AUT
22000003,-0.1678655405622267,1.2993136498458626,BEL
22000004,-1.0319915956248966,-0.33830002031904494,BGR
22000005,-2.2199528951586496,-1.0642130697782104,BRA
22000006,0.10582865363566996,-0.24627667585158175,CAN
22000007,-0.17789355409915864,0.9749688140230708,CHE
22000008,0.2307419277150211,-3.832811926353899,CHN
22000009,-2.23694310650609,0.9504479160059018,COL
22000010,-1.214855789718003,0.5386207244612453,CYP
22000011,-0.17449751538797287,1.2141437507352366,CZE
22000012,-0.0262835586714818,0.6408730413634308,DEU
22000013,-0.1850660660571839,2.070604536562566,DNK
22000014,-1.2340554631496943,-0.6737471710873278,EGY
22000015,-0.018986352247754246,0.6023602448338686,ESP
22000016,-0.2552249794538599,0.16165308631801845,FIN
22000017,-0.1133196077230112,0.859417290062654,FRA
22000018,-0.37610748265507543,0.746826481711816,GBR
22000019,-2.099960265541515,0.7503904007764642,GRC
22000020,-1.074793488826079,0.7612256247164914,HRV
22000021,-0.7448729111832764,-0.5600998061327624,HUN
22000022,-0.6807730218821686,-2.7219681739352284,IDN
22000023,-0.632432185132316,0.6735771717958938,IRL
22000024,-1.184376447784136,-0.47634879480211895,ISL
22000025,-0.20052654007097864,-0.14431514509699794,ISR
22000026,0.5013685596779847,-0.052003449508213284,ITA
22000027,-0.06482808422125635,-0.701446114628673,JPN
22000028,-0.18288529085037264,0.34025855997525556,KEN
22000029,0.29413333834419564,0.50557830439006,KOR
22000030,-0.42167131680513936,0.34004579483023645,LTU
22000031,-0.032648042113689435,2.349341356211652,LUX
22000032,0.04258994704162111,0.332825442191095,LVA
22000033,0.44815725217396446,-2.2123589421715772,MEX
22000034,-0.126864834513857,-2.0039042314279136,MLT
22000035,-0.21296001438221224,1.0470990939480085,MYS
22000036,1.278714541415558,-3.400783485852952,NGA
22000037,-0.12322907633329816,0.8168430111996886,NLD
22000038,-0.8101649606935772,2.1723052964052014,NOR
22000039,0.05282168318198721,1.8038968130678976,NZL
22000040,-0.9111364823403159,0.6539892906463317,PER
22000041,-0.04370329400930206,-0.3846481021995889,PHL
22000042,0.35656171538383385,1.6855967460019692,POL
22000043,-0.29400913745651625,2.6960970655841736,PRT
22000044,-1.1726790496849635,1.2850013037992376,QAT
22000045,-0.035100284174080176,0.11030532467205045,ROU
22000046,-2.4624944427839193,0.6196654284273819,RUS
22000047,-0.08292170684181133,0.9244569288764599,SGP
22000048,0.010870577334850307,-0.2572997371173398,SVK
22000049,-0.26983135013670845,0.7620841062501362,SVN
22000050,-0.2861260728867253,1.2366554944200387,SWE
22000051,-0.2534533586390023,-0.9920157984938207,THA
22000052,-0.8144718729382987,-0.013879178626677924,TUR
22000053,-1.1320797824764268,-0.08526090351925164,VNM
22000054,-0.45623598386682646,0.7938390841002311,ZAF
23000000,11.386442074103952,0.3039960412811691,ARG
23000001,-0.43826219348378354,0.2040266766280836,AUS
23000002,-0.8094544019666567,0.9147543904794256,AUT
23000003,-0.801567064057242,0.5360653975094914,BEL
23000004,-1.2141279009314019,0.47146689455113067,BGR
23000005,-0.22384931354295778,-1.4808377547881202,BRA
23000006,-0.1721205451391672,-0.37693596782386385,CAN
23000007,-0.6814786527327021,1.0070030771550735,CHE
23000008,-0.6711274599204944,-3.7215337143118346,CHN
23000009,-0.9059703465706037,0.7187171781199475,COL
23000010,-1.1041904728629492,0.646739089824718,CYP
23000011,-0.06149794512178597,0.6094725444894704,CZE
23000012,-0.6192396082541811,0.4616779869506602,DEU
23000013,-0.9498862961506661,1.6185234120562526,DNK
23000014,-2.148936174969689,0.4592561577672539,EGY
23000015,-0.6020692233827334,0.06283279791745909,ESP
23000016,-0.7873868054454797,-0.10715871406381938,FIN
23000017,-0.5950463813266185,0.5614848521816529,FRA
23000018,-0.6718549719456056,0.47880821293525244,GBR
23000019,-2.506530657246013,0.6826751050750953,GRC
23000020,-1.0296400544458038,0.24876823090578398,HRV
23000021,-1.1386281244291447,-1.053497141419427,HUN
23000022,-0.2909270940793661,-2.1996986907211724,IDN
23000023,-1.0484573507942703,-0.04178159062637077,IRL
23000024,0.3067693926451578,-0.13791431559837808,ISL
23000025,-0.9573130692401395,-0.4506638088216712,ISR
23000026,-0.13978608179118723,0.38878489722389686,ITA
23000027,-0.5190064152363929,-0.6337724463733072,JPN
23000028,-1.2108668186713014,-0.019781416392470108,KEN
23000029,-0.4269031355744548,0.24042478914588505,KOR
23000030,-0.6293484152028213,0.05473969632886222,LTU
23000031,-0.6914739422141023,1.590978394496775,LUX
23000032,-0.7732094457876157,-0.17158627458691122,LVA
23000033,0.08248133904878929,-1.937777891299501,MEX
23000034,-0.8925705811795563,-2.512749942391856,MLT
23000035,-0.42867005098151534,1.5241884004404267,MYS
