,u_all,v_all,groups
8000017,-0.3095189980711429,0.30089072785698834,IRL
8000018,-0.37350870183061485,0.24391849177606612,ITA
8000019,0.4739181455440813,-0.9294526472369626,JPN
8000020,-0.49662076336795746,-1.1218998448793234,KOR
8000021,0.062063328293376796,-0.3282226298569646,LTU
8000022,0.3042482755226039,-1.7645160811421619,LUX
8000023,-1.2489296676410406,0.6445533604240512,LVA
8000024,-0.18142702197263727,-1.9345784403509134,MEX
8000025,0.16291569455507937,0.7263000549277676,MLT
8000026,0.43770981365263784,-0.935958728155879,MYS
8000027,0.13368319483030755,-0.4196555848242882,NLD
8000028,-0.254011353846025,-0.5277336623729947,NOR
8000029,0.2005127058454071,0.06410726683726731,NZL
8000030,0.014676557167118798,0.7029094901415482,PHL
8000031,-0.44886147534813314,0.2901081066007465,POL
8000032,-0.2545816519091376,-1.6454372993218491,PRT
8000033,-5.302728730176527,2.2849762065506827,ROU
8000034,-4.572825743664053,-0.46587673312567857,RUS
8000035,-0.32615399077648494,0.17832326295553091,SGP
8000036,-0.9279723426148536,1.032637133513219,SVK
8000037,0.610401057967874,-0.06539981368224801,SVN
8000038,0.42645757844003596,-0.2654723308403226,SWE
8000039,-2.500340851812448,1.0677747950302265,THA
8000040,-0.908469346161757,0.8581344300408649,ZAF
9000000,0.19684705347012194,0.21228032915035389,AUS
9000001,0.1102309671519261,-0.7306863483070747,AUT
9000002,-0.020425870185639072,-0.5531546490972414,BEL
9000003,-1.1333198178695874,0.2786937373488319,BGR
9000004,-0.18146451652445478,0.5645618541058177,CAN
9000005,0.1820567632155808,-0.9585035448292163,CHE
9000006,0.42580080346360116,-0.38234236893594953,COL
9000007,0.6045054203989761,-1.1311344576177136,CYP
9000008,0.5547783471126688,-0.05618546854141293,CZE
9000009,0.08336068501773186,-0.6592549195053834,DEU
9000010,0.11089838073880764,-0.9455992143619388,DNK
9000011,-0.3208012950626895,0.16602798496017246,ESP
9000012,0.06909435316654633,-0.5390667863951379,FIN
9000013,0.05756261968023946,-0.474463877602582,FRA
9000014,0.7357401379939034,-0.13930003637885258,GBR
9000015,-0.15559011661071942,-0.07901929692999654,GRC
9000016,1.2706076238624122,0.42626578831065354,HUN
9000017,-0.07913536370742402,-0.2656776979121851,IRL
9000018,-0.8840969851707615,-0.9447396555989886,ISL
9000019,-0.2059953567698002,0.006847551539354513,ITA
9000020,0.29167127620500466,-1.3556913073532895,JPN
9000021,-0.9277832383439,-1.2946462446382592,KOR
9000022,-1.513714511107453,-0.944905376310317,LTU
9000023,0.1706478962615332,-1.9196944873670687,LUX
9000024,-0.46341591345613814,0.24310208515568243,LVA
9000025,0.7025682803776832,-1.7244794179679723,MEX
9000026,-0.47625000707128223,-0.05531786847712428,MLT
9000027,0.9505437447711806,-0.27020060098337173,MYS
9000028,0.08973941624209425,-1.03598585252221,NLD
9000029,-0.448481903058274,-1.2676511395789491,NOR
9000030,0.2666341061050894,-0.7035400712463786,NZL
9000031,1.1747615203941741,0.6780512407241108,PHL
9000032,1.2522115531287508,-0.09183416365332553,POL
9000033,-0.5453852755089551,-2.1472265794449785,PRT
9000034,2.022038917292397,1.4036972717195364,ROU
9000035,-0.03459688241747827,-1.1432287715484912,RUS
9000036,0.10820921106861997,0.24789359096905006,SGP
9000037,-0.0018469141397114974,-0.008779149289348642,SVK
9000038,-1.4895632084658814,-0.064572670212939,SVN
9000039,0.013453056149605236,-0.663468925298899,SWE
9000040,-2.6219102901994096,0.770724975595867,THA
9000041,-0.22912585968898402,-0.0139249243876447,ZAF
10000000,-0.2569431644708251,0.20206272163910488,AUS
10000001,-0.6755798493471776,-0.9992384564831982,AUT
10000002,-0.7909703131292632,-1.0376786425366222,BEL
10000003,-1.1094756912471126,0.23271788391410084,BGR
10000004,-0.5320637678739862,0.6470609950337101,CAN
10000005,-0.5319197845929203,-0.8349971439071088,CHE
10000006,-2.366664245049733,-0.5477304926328568,COL
10000007,-0.964056828239808,-0.501592240086163,CYP
10000008,-1.295212049414762,-0.8846787052292204,CZE
10000009,-0.6073238520123085,-1.0646809475609482,DEU
10000010,-0.8714688663363758,-0.9312719348350993,DNK
10000011,-0.9913799829000708,-0.49460808806504075,ESP
10000012,-0.6082628407991089,-0.2058130174566437,FIN
10000013,-0.8520662240590079,-0.8666520392871666,FRA
10000014,-0.43457878398587824,-1.190314921765613,GBR
10000015,-0.9698235844324858,-1.108367205858699,GRC
10000016,-1.4921648457140346,0.05478177249499279,HUN
10000017,-0.7751725704002115,-0.19663547492751365,IRL
10000018,-0.2212849377763828,-1.43109894380586,ISL
10000019,-1.0632378832758191,0.09758903386791556,ITA
10000020,-0.34616085480738773,-0.905381572093203,JPN
10000021,-0.04829702342903795,-1.418536815617062,KOR
10000022,-1.1273322716206895,-0.19135768457896285,LTU
10000023,-0.9263170231505226,-1.418148658599919,LUX
10000024,-1.4149230537914048,-0.039776726913495875,LVA
10000025,0.011917404262333897,-0.818383337662102,MEX
10000026,-2.4239285094812,0.672815936007138,MLT
10000027,-0.6715125904823973,-1.0715053756049506,MYS
10000028,-0.7228659168508222,-0.919277770558719,NLD
10000029,-0.5293696159337439,-1.0896115267648527,NOR
10000030,-0.15884521046130484,-0.2099877519344706,NZL
10000031,-4.576582459866881,-1.0483692108370248,PER
10000032,0.8061217758437997,0.1873069920519288,PHL
10000033,-1.6463630034761756,-0.7367477277460996,POL
10000034,-0.4525827070934654,-2.8825927485402243,PRT
10000035,-4.624901697330626,1.2170396112751551,ROU
10000036,-1.77315908362982,-0.3076989227392175,RUS
10000037,-0.4573552682414668,-0.12109236826002023,SGP
10000038,-1.5727178070228518,-0.3436392915663251,SVK
10000039,-1.481586910527704,-0.18262710717525188,SVN
10000040,-0.7280208158703823,-0.5191064560295214,SWE
10000041,0.3627266418509987,0.1612371333912298,THA
10000042,-1.5039450444999807,-1.2837104778206674,ZAF
11000000,-0.3701269976601337,1.7943136215695905,AUS
11000001,-0.3131517168231338,0.1796157997569212,AUT
11000002,-0.4007703202298537,-0.13105219507589794,BEL
11000003,-0.4078628719210027,0.164804685698142,BGR
11000004,-0.7254587513195138,2.099668625331365,CAN
11000005,-0.3659743433209773,1.290745307688891,CHE
11000006,-3.8598784785256406,-2.043192386623242,COL
11000007,-1.9031346701680016,3.052435396162503,CYP
11000008,-0.7134940610053633,-0.6839009541826442,CZE
11000009,-0.14696010894201075,0.5893770928224906,DEU
11000010,-0.2994051418837898,1.2872956325425047,DNK
11000011,-0.527950353919751,0.5826849674595029,ESP
11000012,-0.36134092371472826,1.2905716602740835,FIN
11000013,-0.37848070792217237,-0.609255823232274,FRA
11000014,-0.795732128857009,0.017526594225500958,GBR
11000015,-0.8709283954194258,-0.3053883669728529,GRC
11000016,-0.24763407177148822,0.1115964863838278,HUN
11000017,-0.014308812660329018,1.3149618670063887,IRL
11000018,-0.06466010017658286,-0.6146655019313946,ISL
11000019,-0.3034993761280147,0.4718859633236894,ITA
11000020,-0.2786378553368841,2.5105227827880316,JPN
11000021,-0.7282303946798109,-0.2846983056428518,KOR
11000022,-1.327774531748916,1.3103318228663787,LTU
11000023,-0.14239025334170854,1.9774539935997282,LUX
11000024,-1.3351037711117597,0.2933136643705876,LVA
11000025,-1.3499187165874873,2.7189737698315084,MEX
11000026,-1.080849124372377,3.8928502537827763,MLT
11000027,-0.9193109896495997,-1.4275198075570603,MYS
11000028,-0.1716012351896855,-0.01554118429395629,NLD
11000029,-0.437993321548839,0.6994872887220744,NOR
11000030,-0.747564785865964,1.8870041851289092,NZL
11000031,-1.286179173571265,-0.19591119274961377,PER
11000032,-4.163083047092034,-0.28880975096379613,PHL
11000033,-0.47844589933178305,-1.458416896983478,POL
11000034,-0.7005556333092162,-2.3398749036205704,PRT
11000035,-1.8547025506313208,-0.20475427779012034,ROU
11000036,-1.746191723328855,3.2557746190188297,RUS
11000037,-0.40611268571566694,1.4781442872504642,SGP
11000038,0.23671338405688358,1.09516276923201,SVK
11000039,-0.4707092926899281,-0.4877517934213532,SVN
11000040,-0.41143557872666264,1.3949167976172574,SWE
11000041,-0.5176257131564176,-0.9805599246955544,THA
11000042,-1.3788355250715505,-1.3243348970173603,ZAF
12000000,0.5674992554888951,1.756203582211353,AUS
12000001,0.9607420665390474,0.25147286402478497,AUT
12000002,0.7987218668881897,-0.122588620819709,BEL
12000003,0.11223580124048205,0.4582443527474622,BGR
12000004,-3.544128300599871,3.158902379066466,BRA
12000005,0.07814058366296212,1.5549442451195834,CAN
12000006,0.44781814001046094,1.546685596024671,CHE
12000007,-3.0036885892239638,0.52573136260885,CHN
12000008,0.10501059342194341,2.8541089811704587,CYP
12000009,0.043801984542279404,-0.2180425084508293,CZE
12000010,0.7551383797060363,0.8217838234934104,DEU
12000011,0.6377811326625512,0.9765922012959369,DNK
12000012,0.009947920915488018,0.7081794715208953,ESP
12000013,0.7317418700231813,1.3649753528299404,FIN
12000014,0.8440777462427207,0.19359446174630485,FRA
12000015,0.5152409463970467,-0.19865809377812932,GBR
12000016,-0.11164370448410565,-0.2514368456659239,GRC
12000017,-0.7959260778745302,0.18677417333789792,HUN
12000018,0.5076450290817056,1.8449852487734715,IRL
12000019,0.21247554497812882,0.9538292297825292,ISL
12000020,0.4717490317537185,0.881938230869417,ITA
12000021,-0.07406660392035275,3.1364802879636278,JPN
12000022,0.1392733477319931,-0.4899886834119975,KOR
12000023,-0.32493292008574115,1.5423217354839331,LTU
12000024,0.6934657243437424,-2.335779051862869,LUX
12000025,0.5802664303460819,0.8981861932876196,LVA
12000026,-1.2816075920945504,2.5948700683190413,MEX
12000027,-0.0538436684515283,3.831609468034677,MLT
12000028,-0.5640273116952579,-1.8973224572727474,MYS
12000029,-7.010490598505861,5.640795081773576,NGA
12000030,0.8557290272387004,0.11703135351711247,NLD
12000031,1.0119646872820316,-0.07951785132042921,NOR
12000032,0.4014841003851855,2.6037380999041195,NZL
12000033,-1.0927653158220965,-0.4619536788057549,PER
12000034,-1.1911946509824882,-0.6506627426835392,PHL
12000035,0.45331653446982023,-1.317182636921929,POL
12000036,-0.010389540569947675,-1.4271335013729134,PRT
12000037,-0.7426523851712634,1.2208817481409175,ROU
12000038,-1.709624039409448,2.8639469566746056,RUS
12000039,-0.6258948933184748,1.2659814838839119,SGP
12000040,-0.2241906096091315,1.6486959477412344,SVK
12000041,0.19638303268764223,-0.18031824461590862,SVN
12000042,0.7121263204957587,1.0575547663565663,SWE
12000043,-0.8486934333986423,-0.592279165710299,THA
12000044,-0.7371474356663588,-1.2926217069343446,ZAF
13000000,0.7230002483497666,1.2278638862468174,AUS
13000001,1.0410453787876568,-0.137837130862682,AUT
13000002,0.9384166461867293,-0.11514123508129709,BEL
13000003,1.88245274937562,-0.5880661271292956,BGR
13000004,3.504503114174306,2.0228099117923093,BRA
13000005,0.19364616401827586,1.3617438001403874,CAN
13000006,1.1748397196113154,1.3992815015149844,CHE
13000007,-0.444633953233866,2.5465492280471227,CHN
13000008,5.321111272270835,-1.3722873453109803,COL
13000009,0.9139341211574885,3.112436495571743,CYP
13000010,1.0116304119481663,-0.8577482377261514,CZE
13000011,0.7287205997204023,0.3187652388363843,DEU
13000012,0.8508044104222525,0.7322054561520704,DNK
13000013,1.2081015748272006,0.18821448434007126,ESP
13000014,0.7956391565411898,0.8839199124518949,FIN
13000015,1.044852423224144,-0.09496087195693514,FRA
13000016,0.22807859044900103,-0.8442291157198261,GBR
13000017,1.0483210540065846,-1.129900591617389,GRC
13000018,1.2667917705291414,0.9301790386115463,HRV
13000019,2.465031497754894,-0.4292533414358741,HUN
13000020,1.1215291928440352,1.041376437102512,IRL
13000021,0.8609650027667004,-0.5075078187098638,ISL
13000022,1.0416224426340717,-0.41768295395778393,ITA
13000023,0.7198945287675602,3.1662516316637204,JPN
13000024,-3.3207140774718185,1.0740345418027704,KEN
13000025,1.1744716845257865,-0.3691266387229474,KOR
13000026,1.3349595316369716,1.0023855930839984,LTU
13000027,0.8262860558776629,-1.388487368102764,LUX
13000028,2.11168703527647,0.3069802092521912,LVA
13000029,1.2643249858878929,2.710667697480022,MEX
13000030,0.9518907314550287,3.610544748552947,MLT
13000031,1.0818339128178895,-1.5938103658796852,MYS
13000032,1.0888210132618084,5.0482228096077995,NGA
13000033,0.9711740019304678,0.3228849517192085,NLD
13000034,0.7784627760258667,-0.6688169704306615,NOR
13000035,0.6464973527599512,2.165639848639849,NZL
13000036,2.266667583410736,-0.29541075706341,PER
13000037,0.8637407967793012,-1.2114467726482667,PHL
