iso3c,year,y_res,gain_t,gain_lag1,gain_lag2
ZAF,1996,1.3733215956091165,48.1102055636769,48.1916330095149,
AUS,1997,-1.4292317861623167,63.5313743530563,63.544201076693,63.3849814772652
AUT,1997,-0.47157669688693604,65.3931295260002,64.932327192483,64.6554767947817
BEL,1997,-0.37243270482671453,59.0822738702809,59.0374367151564,58.7687338181403
BGR,1997,45.146422768643035,50.4146089187782,49.4077227593758,48.9858233342146
CAN,1997,-0.9630265371311605,66.4463737939739,66.206615966895,66.1399241483887
CHE,1997,-0.9534910042138176,66.7326954027081,66.4320054743793,66.4124215056993
DEU,1997,-0.22241155888829206,66.3994806997735,66.1734469476299,66.1215156509877
DNK,1997,-0.8510837382565858,66.790039920305,66.6273624323748,66.3939722226878
ESP,1997,-2.0619331595119705,58.8309124745112,58.2086253282079,57.9911471468811
FIN,1997,-0.7715479740954969,70.2461763252885,70.1345288522744,70.0372262673983
FRA,1997,-0.48705459313750477,63.6744317895024,63.3814242430483,63.2409750220781
GBR,1997,-0.9411089547651849,68.0173695672478,67.7431000018724,67.6263045415071
GRC,1997,-5.957232433509031,53.3014024864157,52.2301514127517,51.9998988091484
IND,1997,-0.7203611162042449,39.2302739630174,38.9183690093112,38.8226270201253
IRL,1997,-0.999352000523382,59.1235370531773,59.1964402865379,59.0511143684674
ITA,1997,-1.9962342050617443,54.1019412886384,53.8237462151899,53.8766492120808
JPN,1997,-0.6415216111166324,59.9462664031843,60.0119213402824,59.8802669083378
LUX,1997,-0.635329635621442,61.8690684326747,62.1985667984759,60.9905238170694
MLT,1997,-0.11402389839081106,53.8544487008624,52.4868222641378,52.946145399862
MYS,1997,0.12190217377055002,48.2524078525862,48.1669778171696,48.0149335617389
NAM,1997,0.859479725197855,43.7424598608089,43.8308824178161,43.8314106922931
NLD,1997,-0.370138287912447,64.7384268336913,64.8227811535915,64.4528441415378
NOR,1997,-0.6367167817237367,70.8264631238238,70.5159878945591,70.2228293964599
NZL,1997,-0.9125199056824181,67.2588199175307,67.0711904881997,66.9689104419889
PAK,1997,-1.09882503528724,36.3769087994519,36.380323579252,36.361079479551
PHL,1997,-0.7333042898216764,39.2986254612239,39.362483729687,
PRT,1997,-2.074171779707271,54.0618788633825,54.1364579052831,53.8145827983491
RUS,1997,-0.8143566164094533,49.539923143603,49.5164833438737,
SVK,1997,9.262279438296112,50.2182807124381,50.3007106008551,50.649019538216
SWE,1997,-1.1732328356060675,66.9422644517007,66.6547330832393,66.5514864335874
THA,1997,0.23745469478489234,44.7399016585356,44.1856848968592,44.1912848384273
ZAF,1997,-0.15367675267935432,48.0202395412817,48.1102055636769,48.1916330095149
AUS,1998,-0.2469362204546487,63.668802493162,63.5313743530563,63.544201076693
AUT,1998,0.16545196004441876,65.7419910958517,65.3931295260002,64.932327192483
BEL,1998,-0.009864211599988848,58.8014157145372,59.0822738702809,59.0374367151564
BGR,1998,-131.36448266412793,50.3398456699109,50.4146089187782,49.4077227593758
CAN,1998,0.3154534444418983,66.386884358468,66.4463737939739,66.206615966895
CHE,1998,0.2605516867664983,67.0365063523058,66.7326954027081,66.4320054743793
CYP,1998,0.8895590321664621,54.0371974875051,54.2311894025394,
DEU,1998,0.09565014104742564,66.6971100595681,66.3994806997735,66.1734469476299
DNK,1998,-0.19019093586201408,67.0781858448024,66.790039920305,66.6273624323748
ESP,1998,-0.3065966016193854,59.4248050539245,58.8309124745112,58.2086253282079
FIN,1998,-0.11324029922228734,70.564154030929,70.2461763252885,70.1345288522744
FRA,1998,0.2311969873222517,63.908215610615,63.6744317895024,63.3814242430483
GBR,1998,-0.1581800199786787,68.2682612755143,68.0173695672478,67.7431000018724
GRC,1998,-0.2769355056934679,54.2071930147764,53.3014024864157,52.2301514127517
IND,1998,1.3307437127961483,39.517655911871,39.2302739630174,38.9183690093112
IRL,1998,-0.5901588749583496,59.0842977988118,59.1235370531773,59.1964402865379
ITA,1998,-0.5919608442358235,54.2581449607707,54.1019412886384,53.8237462151899
JPN,1998,0.04788362110515987,59.8127111284145,59.9462664031843,60.0119213402824
LTU,1998,2.6573691159467856,51.2029432933011,51.0620384760981,
LUX,1998,-0.2990587924959748,61.6405369813937,61.8690684326747,62.1985667984759
MLT,1998,0.3528627526210255,53.3113480176233,53.8544487008624,52.4868222641378
MYS,1998,1.8116743678444465,48.4488522416935,48.2524078525862,48.1669778171696
NAM,1998,2.7172213835437358,43.7317991111759,43.7424598608089,43.8308824178161
NLD,1998,-0.05213340101834574,64.9567009322733,64.7384268336913,64.8227811535915
NOR,1998,0.2467093857495486,70.9841264641325,70.8264631238238,70.5159878945591
NZL,1998,0.2013750888937912,67.6212649637508,67.2588199175307,67.0711904881997
PAK,1998,-0.29309974017658974,36.5452842567982,36.3769087994519,36.380323579252
PHL,1998,7.31291564433028,39.2827275380294,39.2986254612239,39.362483729687
PRT,1998,-0.5468286300115792,54.278135305507,54.0618788633825,54.1364579052831
RUS,1998,15.149252946863886,50.067652082329,49.539923143603,49.5164833438737
SVK,1998,12.294932416360512,50.1176683873027,50.2182807124381,50.3007106008551
SWE,1998,-0.14605848084922513,67.1915026739971,66.9422644517007,66.6547330832393
THA,1998,2.933104236742814,45.4061875276126,44.7399016585356,44.1856848968592
ZAF,1998,3.0452416300036766,47.7725190170676,48.0202395412817,48.1102055636769
AUS,1999,0.5100926159977035,63.960530044146,63.668802493162,63.5313743530563
AUT,1999,-0.7719557172600051,66.0188997072016,65.7419910958517,65.3931295260002
BEL,1999,-0.5529499084200031,58.9328410607113,58.8014157145372,59.0822738702809
BGR,1999,-0.44679571913351435,50.2689179684,50.3398456699109,50.4146089187782
CAN,1999,0.2122916398832545,66.7727702109618,66.386884358468,66.4463737939739
CHE,1999,-0.6674740723180781,67.3478235356856,67.0365063523058,66.7326954027081
CYP,1999,-0.6247965689652419,54.2212009549341,54.0371974875051,54.2311894025394
DEU,1999,-0.5673454072301107,66.5397129057391,66.6971100595681,66.3994806997735
DNK,1999,-0.17057707365871133,67.6299335979983,67.0781858448024,66.790039920305
ESP,1999,-0.6854289943339728,59.7362696029546,59.4248050539245,58.8309124745112
FIN,1999,-0.8181181245715027,71.1193066120878,70.564154030929,70.2461763252885
FRA,1999,-0.8850068534790347,63.9626574382667,63.908215610615,63.6744317895024
GBR,1999,-0.7036266511841454,68.6108545963257,68.2682612755143,68.0173695672478
GRC,1999,-2.480784829589725,54.2852749583038,54.2071930147764,53.3014024864157
IND,1999,-0.39344025536979377,39.2590129891132,39.517655911871,39.2302739630174
IRL,1999,-0.982238506144112,58.9272555719923,59.0842977988118,59.1235370531773
ITA,1999,-0.4869424094995317,54.8390750594127,54.2581449607707,54.1019412886384
JPN,1999,-0.3718807499503498,60.2868493676052,59.8127111284145,59.9462664031843
LTU,1999,1.0961824757278826,51.1678235730004,51.2029432933011,51.0620384760981
LUX,1999,-0.6187915081920023,60.7793864896998,61.6405369813937,61.8690684326747
LVA,1999,-0.09825283429784282,51.4121695794687,52.2747785614923,
MLT,1999,-2.8404823811781434,54.0111064250346,53.3113480176233,53.8544487008624
MYS,1999,-1.4230851229998671,48.5406574576203,48.4488522416935,48.2524078525862
NAM,1999,-0.014304365137524755,43.8682323874271,43.7317991111759,43.7424598608089
NLD,1999,-0.8501182473938323,65.2652137580377,64.9567009322733,64.7384268336913
NOR,1999,-0.510376736117826,71.2710397834956,70.9841264641325,70.8264631238238
NZL,1999,-0.13955103514994416,68.0225838915689,67.6212649637508,67.2588199175307
PAK,1999,-2.3362593005126815,37.0976082001478,36.5452842567982,36.3769087994519
PHL,1999,1.603073467711452,39.1336018771247,39.2827275380294,39.2986254612239
PRT,1999,-0.8692527574530758,54.2315719827997,54.278135305507,54.0618788633825
RUS,1999,11.300803623410339,50.9823549185846,50.067652082329,49.539923143603
SGP,1999,-0.7378218181969383,61.3828255440498,60.8318887074678,
SVK,1999,-0.6615433138296662,50.6235363277904,50.1176683873027,50.2182807124381
SWE,1999,-0.13037612440765667,67.7538046021826,67.1915026739971,66.9422644517007
THA,1999,-5.516850958400191,45.3840673540676,45.4061875276126,44.7399016585356
ZAF,1999,1.1249298790787243,47.7292935216025,47.7725190170676,48.0202395412817
AUS,2000,0.141404816411115,64.3175315229389,63.960530044146,63.668802493162
AUT,2000,0.5116545317698479,66.220219128539,66.0188997072016,65.7419910958517
BEL,2000,0.37929714251227536,59.4110105447918,58.9328410607113,58.8014157145372
BGR,2000,-3.3718248934506105,49.6765191272437,50.2689179684,50.3398456699109
CAN,2000,-0.028568719694008843,67.0757343356478,66.7727702109618,66.386884358468
CHE,2000,0.01761356391455804,67.5917235379423,67.3478235356856,67.0365063523058
CYP,2000,-0.22339495631874806,54.2970964087281,54.2212009549341,54.0371974875051
DEU,2000,0.5150316247896098,66.4956002811525,66.5397129057391,66.6971100595681
DNK,2000,-0.03531044266676325,68.079727800693,67.6299335979983,67.0781858448024
ESP,2000,0.14137565655752604,60.1790058160149,59.7362696029546,59.4248050539245
FIN,2000,0.11430209255851342,71.4290271026677,71.1193066120878,70.564154030929
FRA,2000,0.4600448266574846,63.9372751029004,63.9626574382667,63.908215610615
GBR,2000,-0.32006384525520126,68.760129451691,68.6108545963257,68.2682612755143
GRC,2000,-0.8780064641899143,54.3487218407684,54.2852749583038,54.2071930147764
HUN,2000,-0.7750013490808798,55.0877386008685,54.6971275254472,
IND,2000,-2.124070179882744,39.1081888799252,39.2590129891132,39.517655911871
IRL,2000,0.16387784172240805,58.9122431093054,58.9272555719923,59.0842977988118
ITA,2000,0.3952225013857708,55.9407286284457,54.8390750594127,54.2581449607707
JPN,2000,-0.9083120029481768,60.8106299883566,60.2868493676052,59.8127111284145
LTU,2000,-3.286824471724815,51.4316905328442,51.1678235730004,51.2029432933011
LUX,2000,0.3576703883998382,64.8003501022727,60.7793864896998,61.6405369813937
LVA,2000,-3.629636786024016,51.27244334026,51.4121695794687,52.2747785614923
MLT,2000,-0.1581753352109288,55.9061003659497,54.0111064250346,53.3113480176233
MYS,2000,-0.9917548458368676,48.7405404293474,48.5406574576203,48.4488522416935
NAM,2000,-0.750953134084571,44.0933764025369,43.8682323874271,43.7317991111759
NLD,2000,-0.13465691448712852,65.3350790455074,65.2652137580377,64.9567009322733
NOR,2000,0.13199464363595856,71.410532616301,71.2710397834956,70.9841264641325
NZL,2000,0.16256584149174802,68.2938544639614,68.0225838915689,67.6212649637508
PAK,2000,0.44237720418181947,37.6605080156709,37.0976082001478,36.5452842567982
PHL,2000,-0.9014903968821208,38.9914936317277,39.1336018771247,39.2827275380294
POL,2000,2.413736652978066,56.3251630890809,56.2234913359805,
PRT,2000,0.23692232831473048,54.21329129092,54.2315719827997,54.278135305507
RUS,2000,-14.965895854144312,51.5581305287756,50.9823549185846,50.067652082329
SGP,2000,-0.6354008007729032,62.5790415725712,61.3828255440498,60.8318887074678
SVK,2000,-6.370030322118595,51.2247963717518,50.6235363277904,50.1176683873027
SWE,2000,-0.09733758506828127,67.9659603659119,67.7538046021826,67.1915026739971
THA,2000,-1.5259049919700078,45.1434686336158,45.3840673540676,45.4061875276126
ZAF,2000,-0.3330664894110802,47.9636291063856,47.7292935216025,47.7725190170676
AUS,2001,0.1844179728338129,64.5935737364848,64.3175315229389,63.960530044146
AUT,2001,0.8482739635685996,66.6447351929385,66.220219128539,66.0188997072016
BEL,2001,0.6848849126587481,59.5017578642306,59.4110105447918,58.9328410607113
BGR,2001,0.26872537822205733,49.7105575895177,49.6765191272437,50.2689179684
CAN,2001,0.7434560506406485,66.963206075634,67.0757343356478,66.7727702109618
CHE,2001,0.5676327112418538,67.7776378989094,67.5917235379423,67.3478235356856
CYP,2001,1.2617809992550344,54.6946542724032,54.2970964087281,54.2212009549341
CZE,2001,0.09434141109290128,57.1677074807371,56.5469500376597,
DEU,2001,0.7531253798160009,66.6788585200536,66.4956002811525,66.5397129057391
DNK,2001,0.6229405091801936,68.2121502004757,68.079727800693,67.6299335979983
ESP,2001,0.7565838609507521,60.2118919421709,60.1790058160149,59.7362696029546
FIN,2001,0.6334338957729068,71.6827646917699,71.4290271026677,71.1193066120878
FRA,2001,0.6942794970945885,63.884435278254,63.9372751029004,63.9626574382667
GBR,2001,0.7738421352260004,68.7545832954051,68.760129451691,68.6108545963257
GRC,2001,0.4070382640203125,54.3096582678381,54.3487218407684,54.2852749583038
HUN,2001,0.0841143523568939,55.3234096542554,55.0877386008685,54.6971275254472
IND,2001,-0.1484889895261725,38.9463117134949,39.1081888799252,39.2590129891132
IRL,2001,0.5179929866217738,59.0208746404271,58.9122431093054,58.9272555719923
ITA,2001,0.796006268784412,55.8184622651122,55.9407286284457,54.8390750594127
JPN,2001,0.0007942904700830589,60.448096171396,60.8106299883566,60.2868493676052
KOR,2001,0.4705702838547774,59.184477651393,58.2447642642136,
LTU,2001,-2.24391626855839,51.5961947672668,51.4316905328442,51.1678235730004
LUX,2001,0.32865121779844386,62.9602346269293,64.8003501022727,60.7793864896998
LVA,2001,0.3783033412725776,51.808875278302,51.27244334026,51.4121695794687
MLT,2001,1.6616772374263642,56.0351647787105,55.9061003659497,54.0111064250346
MYS,2001,-0.9239898216373394,48.953907205885,48.7405404293474,48.5406574576203
NAM,2001,-0.44934330358866603,42.8733105809367,44.0933764025369,43.8682323874271
NLD,2001,0.7234372610690372,64.6351127365474,65.3350790455074,65.2652137580377
NOR,2001,1.1947334722254828,71.5209803427885,71.410532616301,71.2710397834956
NZL,2001,0.5434520657438969,68.8071523135777,68.2938544639614,68.0225838915689
PAK,2001,9.152004650661642,37.7795612683804,37.6605080156709,37.0976082001478
PHL,2001,3.76281967889269,39.047040969437,38.9914936317277,39.1336018771247
POL,2001,-0.005907527563970838,55.8436573081754,56.3251630890809,56.2234913359805
PRT,2001,0.5520714910682724,54.5032575062086,54.21329129092,54.2315719827997
RUS,2001,1.4037879873115227,52.0384427683321,51.5581305287756,50.9823549185846
SGP,2001,-0.30601144294421534,62.7127371782402,62.5790415725712,61.3828255440498
SVK,2001,0.3404757348898291,50.9941593306668,51.2247963717518,50.6235363277904
SWE,2001,0.9703154725900125,68.1592668894532,67.9659603659119,67.7538046021826
THA,2001,0.029470258219789547,45.2890906804049,45.1434686336158,45.3840673540676
ZAF,2001,-0.3953242685338969,47.5778102994504,47.9636291063856,47.7292935216025
AUS,2002,0.7245174515067232,64.6647373227848,64.5935737364848,64.3175315229389
AUT,2002,0.47444132866892497,66.9390832124991,66.6447351929385,66.220219128539
BEL,2002,0.4905290959942393,59.9128900590803,59.5017578642306,59.4110105447918
BGR,2002,-0.13284643364719217,50.2345966138264,49.7105575895177,49.6765191272437
CAN,2002,0.46529720983678213,66.8545454761414,66.963206075634,67.0757343356478
CHE,2002,0.5079850414270894,67.9925665050851,67.7776378989094,67.5917235379423
CYP,2002,-1.4885767696460075,55.2492822775086,54.6946542724032,54.2970964087281
CZE,2002,-1.0746847711380743,57.7321513789166,57.1677074807371,56.5469500376597
DEU,2002,0.6214681267678558,67.0570635354308,66.6788585200536,66.4956002811525
DNK,2002,0.5886142876866965,68.5163181635869,68.2121502004757,68.079727800693
ESP,2002,0.4421146128766868,60.3181755927815,60.2118919421709,60.1790058160149
FIN,2002,0.5017701631593743,72.0484093377423,71.6827646917699,71.4290271026677
FRA,2002,0.6216259535243144,63.6256979986904,63.884435278254,63.9372751029004
GBR,2002,0.4593464767798751,68.9927143345072,68.7545832954051,68.760129451691
GRC,2002,0.5068144982122693,54.1226157978379,54.3096582678381,54.3487218407684
HUN,2002,-0.26168717637931804,55.153768530146,55.3234096542554,55.0877386008685
IND,2002,-2.063759483985972,38.7470141966123,38.9463117134949,39.1081888799252
IRL,2002,0.21072012562263404,59.2072023997307,59.0208746404271,58.9122431093054
ITA,2002,0.5393305842444631,55.7731323938022,55.8184622651122,55.9407286284457
JPN,2002,0.4161183401189468,60.0323570258054,60.448096171396,60.8106299883566
KOR,2002,0.05364152948573642,59.9037764856833,59.184477651393,58.2447642642136
LTU,2002,-1.0723929487646264,51.8473583826065,51.5961947672668,51.4316905328442
LUX,2002,0.19222681406523512,62.4914463849819,62.9602346269293,64.8003501022727
LVA,2002,-1.7357054379563603,52.5668992994706,51.808875278302,51.27244334026
MEX,2002,0.3704633267193822,47.4178487661355,47.4970944218143,
MLT,2002,0.041092912785871016,55.7946374452366,56.0351647787105,55.9061003659497
MYS,2002,0.643158826195328,49.203735853671,48.953907205885,48.7405404293474
NAM,2002,2.7043831201169652,41.7089345857844,42.8733105809367,44.0933764025369
NLD,2002,0.44377032956819273,64.5734534065489,64.6351127365474,65.3350790455074
NOR,2002,0.7426007016519434,71.6595323140643,71.5209803427885,71.410532616301
NZL,2002,0.6170804078046195,69.0881124671641,68.8071523135777,68.2938544639614
PAK,2002,-2.9693276564807247,37.6361452285531,37.7795612683804,37.6605080156709
PHL,2002,-1.6994196914698048,39.3445690119358,39.047040969437,38.9914936317277
POL,2002,-2.1438945346097102,55.5640341658002,55.8436573081754,56.3251630890809
PRT,2002,0.3009183633562863,54.9794101830995,54.5032575062086,54.21329129092
ROU,2002,-0.7327678392001467,47.8718675515373,47.046387539812,
RUS,2002,-1.9775856421051898,52.3565475208534,52.0384427683321,51.5581305287756
SGP,2002,0.4674632629976738,63.4996614541571,62.7127371782402,62.5790415725712
SVK,2002,-0.5339368388387786,50.9503663232638,50.9941593306668,51.2247963717518
SWE,2002,0.7681628876450072,68.5095282573144,68.1592668894532,67.9659603659119
THA,2002,-0.20741653040735708,45.3804048864521,45.2890906804049,45.1434686336158
ZAF,2002,1.9027344130050938,47.3145016960364,47.5778102994504,47.9636291063856
AUS,2003,0.12876769158160872,65.3484855153623,64.6647373227848,64.5935737364848
AUT,2003,0.17763458013837172,67.2275013429645,66.9390832124991,66.6447351929385
BEL,2003,0.22171252036868214,59.5210565624881,59.9128900590803,59.5017578642306
BGR,2003,0.24795494087159842,51.1406755562267,50.2345966138264,49.7105575895177
CAN,2003,0.609854587965208,66.7272555656866,66.8545454761414,66.963206075634
CHE,2003,0.15841493484580127,68.0198400690317,67.9925665050851,67.7776378989094
COL,2003,0.4726756363209432,43.4755424771724,42.9853320445386,
CYP,2003,-0.3223591237844763,55.7597933924414,55.2492822775086,54.6946542724032
CZE,2003,0.07494588589538127,58.5933880969969,57.7321513789166,57.1677074807371
DEU,2003,0.2676879540323325,67.1354655419887,67.0570635354308,66.6788585200536
DNK,2003,0.05249196541298762,68.9597779576138,68.5163181635869,68.2121502004757
ESP,2003,-0.06764015559904925,60.8152823015218,60.3181755927815,60.2118919421709
FIN,2003,0.11945411265154394,72.1891220201919,72.0484093377423,71.6827646917699
FRA,2003,0.08175308267692519,64.1939443489169,63.6256979986904,63.884435278254
GBR,2003,0.49152644589789796,69.1018617993562,68.9927143345072,68.7545832954051
GRC,2003,-0.18570232498015576,54.3182712255944,54.1226157978379,54.3096582678381
HUN,2003,-0.026420737054582144,55.0169776299978,55.153768530146,55.3234096542554
IND,2003,-0.9353612846140278,39.3300946519272,38.7470141966123,38.9463117134949
IRL,2003,-0.36187898692242737,59.5213826886867,59.2072023997307,59.0208746404271
ITA,2003,-0.1717287463634635,55.8331778450242,55.7731323938022,55.8184622651122
JPN,2003,0.4301636351070246,61.0457011257508,60.0323570258054,60.448096171396
KOR,2003,-0.8148020455909868,60.3531494707313,59.9037764856833,59.184477651393
LTU,2003,0.049324410467895596,52.4362366595608,51.8473583826065,51.5961947672668
LUX,2003,0.10335134494062537,59.890248905247,62.4914463849819,62.9602346269293
LVA,2003,0.03754143172835789,53.1609954516655,52.5668992994706,51.808875278302
MEX,2003,-0.18757065174693732,47.5573068171377,47.4178487661355,47.4970944218143
MLT,2003,-0.36705489676780734,56.3778987310007,55.7946374452366,56.0351647787105
MYS,2003,0.06177841057833225,49.7880577634739,49.203735853671,48.953907205885
NAM,2003,-0.09767578660884979,41.9692479692218,41.7089345857844,42.8733105809367
NLD,2003,-0.05203724320050576,64.3720494700326,64.5734534065489,64.6351127365474
NOR,2003,-0.3963297211265637,71.4992655559375,71.6595323140643,71.5209803427885
NZL,2003,0.07133001838389097,69.3289671060799,69.0881124671641,68.8071523135777
PAK,2003,-5.3249851023231995,38.2808249600172,37.6361452285531,37.7795612683804
PHL,2003,-0.07195717200607898,39.0892489138135,39.3445690119358,39.047040969437
POL,2003,-0.32297430215887846,55.6632803300298,55.5640341658002,55.8436573081754
PRT,2003,-0.0407323024335324,54.7965034957573,54.9794101830995,54.5032575062086
ROU,2003,-4.878232443524354,47.4598399961261,47.8718675515373,47.046387539812
RUS,2003,-2.9387143694926623,53.5662100652592,52.3565475208534,52.0384427683321
SGP,2003,-0.34869610733253487,63.4520612977905,63.4996614541571,62.7127371782402
SVK,2003,-1.0486820149055145,52.187287113584,50.9503663232638,50.9941593306668
SVN,2003,-1.1795669063460954,59.8969155629757,59.323353632247,
SWE,2003,0.32531653905999736,68.547470632245,68.5095282573144,68.1592668894532
THA,2003,-0.6934516762466655,46.1243753825278,45.3804048864521,45.2890906804049
ZAF,2003,-0.6995141769689743,46.9370483021691,47.3145016960364,47.5778102994504
AUS,2004,-0.22270312150080573,66.039560209418,65.3484855153623,64.6647373227848
AUT,2004,-0.12093050637821204,67.6739875038196,67.2275013429645,66.9390832124991
BEL,2004,-0.09029280077670655,59.8049781984633,59.5210565624881,59.9128900590803
BGD,2004,-0.9927990339427604,34.2227894945264,34.4149745255197,
BGR,2004,-1.1668442319898618,51.9273738639464,51.1406755562267,50.2345966138264
BWA,2004,-0.12477103230595343,45.0284435324175,46.2141254685329,
CAN,2004,-0.15329680832105624,67.1888968674942,66.7272555656866,66.8545454761414
CHE,2004,0.0016808676653476962,68.0324827746644,68.0198400690317,67.9925665050851
COL,2004,-0.6027725000017998,43.9275787348197,43.4755424771724,42.9853320445386
CYP,2004,0.8827725026206089,54.6198153853569,55.7597933924414,55.2492822775086
CZE,2004,0.9303555769397351,58.3763039544963,58.5933880969969,57.7321513789166
DEU,2004,0.15884938072756358,67.1557671116878,67.1354655419887,67.0570635354308
DNK,2004,0.10760372707665795,69.444509815312,68.9597779576138,68.5163181635869
ESP,2004,-0.31376590856434605,60.871418930384,60.8152823015218,60.3181755927815
FIN,2004,0.22024624911507582,72.134029559635,72.1891220201919,72.0484093377423
FRA,2004,-0.12915494070333672,64.3632350198906,64.1939443489169,63.6256979986904
GBR,2004,0.33695868876105944,68.8453023814049,69.1018617993562,68.9927143345072
GRC,2004,-0.31911514445734157,54.8533602168045,54.3182712255944,54.1226157978379
HUN,2004,1.3618911887958856,55.4552376567796,55.0169776299978,55.153768530146
IND,2004,-0.8491548660557291,39.4934686504735,39.3300946519272,38.7470141966123
IRL,2004,-0.30010937393003045,59.0874551805112,59.5213826886867,59.2072023997307
ITA,2004,-0.19709306675270488,55.6084691573528,55.8331778450242,55.7731323938022
JPN,2004,0.2852637025269509,61.4192136996556,61.0457011257508,60.0323570258054
KOR,2004,-0.5780869633129462,60.018977692444,60.3531494707313,59.9037764856833
LTU,2004,-1.0984944270245867,52.7981112989883,52.4362366595608,51.8473583826065
LUX,2004,0.32801364323919724,61.3653379616322,59.890248905247,62.4914463849819
LVA,2004,-0.682347126863139,53.2027522058018,53.1609954516655,52.5668992994706
MEX,2004,0.8406768916615697,47.1735240842614,47.5573068171377,47.4178487661355
MLT,2004,-0.29099712007441714,55.9791176380848,56.3778987310007,55.7946374452366
MYS,2004,1.0073689777496404,50.1686069814576,49.7880577634739,49.203735853671
NAM,2004,1.0335071657824146,41.2824414221978,41.9692479692218,41.7089345857844
NLD,2004,0.060824759553824326,64.3980615310472,64.3720494700326,64.5734534065489
NOR,2004,-0.7133119377350359,71.243432578217,71.4992655559375,71.6595323140643
NZL,2004,0.16640747276807288,69.7306461273639,69.3289671060799,69.0881124671641
PAK,2004,0.48208369117613925,37.2181731013513,38.2808249600172,37.6361452285531
PHL,2004,1.0405546750357164,39.0274579266645,39.0892489138135,39.3445690119358
POL,2004,1.120653077565442,54.7572931811518,55.6632803300298,55.5640341658002
PRT,2004,-0.24390536922992212,55.0568860599201,54.7965034957573,54.9794101830995
ROU,2004,-1.1083459214520381,47.8400925702678,47.4598399961261,47.8718675515373
RUS,2004,-0.8160426345230474,53.3647994021994,53.5662100652592,52.3565475208534
SGP,2004,0.22044651413133964,64.2292596076799,63.4520612977905,63.4996614541571
SVK,2004,0.048339469298374516,52.5844100136663,52.187287113584,50.9503663232638
SVN,2004,-2.1186932309741695,61.0845344395593,59.8969155629757,59.323353632247
SWE,2004,-0.12073854266390008,68.762421243107,68.547470632245,68.5095282573144
THA,2004,0.8543798536753637,46.086342602546,46.1243753825278,45.3804048864521
ZAF,2004,0.1893804808854087,47.534660892642,46.9370483021691,47.3145016960364
AUS,2005,-0.26459699799212055,66.2740989827372,66.039560209418,65.3484855153623
AUT,2005,-0.7762123406277651,67.6909401292135,67.6739875038196,67.2275013429645
BEL,2005,-0.7832654087180796,59.6544901508088,59.8049781984633,59.5210565624881
BGD,2005,-0.8477174390676803,36.1815796588232,34.2227894945264,34.4149745255197
BGR,2005,-2.070884440214029,51.9516059865941,51.9273738639464,51.1406755562267
BWA,2005,0.26069872823297224,46.5091293867993,45.0284435324175,46.2141254685329
CAN,2005,-0.16411236749857858,68.1473836201471,67.1888968674942,66.7272555656866
CHE,2005,-0.6149670272417189,68.7347726704241,68.0324827746644,68.0198400690317
COL,2005,-2.4136538935362015,44.344473406906,43.9275787348197,43.4755424771724
CYP,2005,-0.2719085446378203,55.8864353276271,54.6198153853569,55.7597933924414
CZE,2005,-1.557770307580653,58.630947820123,58.3763039544963,58.5933880969969
DEU,2005,-0.6552009367350847,67.4157356953554,67.1557671116878,67.1354655419887
DNK,2005,-0.7155214930354439,69.4194485600945,69.444509815312,68.9597779576138
ESP,2005,-1.3488396617919136,60.9649996192321,60.871418930384,60.8152823015218
FIN,2005,-0.7258037402360588,72.6429896926702,72.134029559635,72.1891220201919
FRA,2005,-0.8610084782856067,64.5787494876913,64.3632350198906,64.1939443489169
GBR,2005,-0.41499780744312104,68.6378699744584,68.8453023814049,69.1018617993562
GRC,2005,-1.0333179498844844,54.3962727211151,54.8533602168045,54.3182712255944
HUN,2005,-1.3743389365504037,55.2749497401297,55.4552376567796,55.0169776299978
IND,2005,0.26731017432199655,41.0481666448392,39.4934686504735,39.3300946519272
IRL,2005,-1.1249843845198688,60.5551982458922,59.0874551805112,59.5213826886867
ISL,2005,-1.5873912820918004,69.0019709494469,68.2747775071137,
ITA,2005,-0.9204220000404465,56.362230561197,55.6084691573528,55.8331778450242
JPN,2005,-0.33055308120018934,62.611560764429,61.4192136996556,61.0457011257508
KOR,2005,0.06593300858742412,61.1951450093887,60.018977692444,60.3531494707313
LTU,2005,-1.0328417871899664,53.7208802729004,52.7981112989883,52.4362366595608
LUX,2005,-1.0986329608672458,61.9713687486556,61.3653379616322,59.890248905247
LVA,2005,-2.0009856580339207,54.1025329641896,53.2027522058018,53.1609954516655
MEX,2005,-0.0679423838938451,48.3127703280905,47.1735240842614,47.5573068171377
MLT,2005,0.10162044492932801,57.2008438004246,55.9791176380848,56.3778987310007
MYS,2005,-0.6059103232683926,49.026954234459,50.1686069814576,49.7880577634739
NAM,2005,-0.4074327520961676,40.8610521955956,41.2824414221978,41.9692479692218
NLD,2005,-0.9200996931429088,64.8249785454498,64.3980615310472,64.3720494700326
NOR,2005,-0.5903122158906318,72.4655298180305,71.243432578217,71.4992655559375
NZL,2005,-0.20023245674336443,70.1431315332828,69.7306461273639,69.3289671060799
PAK,2005,-1.5331971298469282,38.7747157646421,37.2181731013513,38.2808249600172
PHL,2005,1.2041202003723273,38.986526885233,39.0274579266645,39.0892489138135
POL,2005,-1.759629980214544,55.1808774023138,54.7572931811518,55.6632803300298
