p_hat_full,treated_flag,sovereign_spread_lag1,cpi_yoy_lag1,gdp_annual_growth_rate_lag1,ln_gdp_per_capita_lag1,debt_to_gdp_lag1,deficit_to_gdp_lag1,current_account_balance_lag1,wgi_cc,wgi_ge,wgi_pv
56.87173187903155,0,2.7834646569989387,4.591614752612942,3.0742258256117845,9.520192554047945,58.14153466026081,12744.27060013624,0.36960967302452313,-0.3552300333976745,-0.1117919459939003,-0.084797866642475
52.27665482641716,0,15.60423593073593,4.591614752612942,10.0,9.250807807647877,43.454,5206.218,-0.3819999999999999,-0.4459092020988464,-0.2069670110940933,0.1030405461788177
53.336008372742974,0,9.0795766819282,4.591614752612942,-0.8749999999999999,9.53890946083425,40.436,6944.048,-0.369,-0.4343067109584808,-0.2542369663715362,0.0653142631053924
53.51830236599394,0,6.987067718068862,4.591614752612942,2.35,9.581133217694346,43.496,7243.0945,-2.147,-0.5497913956642151,-0.1111142933368682,-0.0051218713633716
53.127907026795114,0,7.833954106895284,4.591614752612942,-2.475,9.488640900035104,44.697,6602.6655,-1.6290000000000002,-0.5812652707099915,-0.0494756102561949,0.0087641347199678
53.641654452901165,0,5.376117533021819,4.591614752612942,2.6999999999999997,9.60880208009522,52.56300000000001,7445.449,-2.743,-0.2992355525493622,0.2187963724136351,0.1977498978376387
52.99464432149819,0,1.3619082621754677,4.591614752612942,-2.0,9.455078512690466,53.06,6384.053,-2.7129999999999996,-0.3090024590492248,0.1350856125354766,0.1625421643257141
53.557288317470935,0,4.101447707469876,4.591614752612942,2.8249999999999997,9.590031294471354,57.028,7307.0495,-4.838,-0.0992739275097847,0.0280606187880039,0.0069098123349248
52.69475606800994,0,14.89435165147305,33.795057517114586,-2.5,9.374704403226325,85.246,5892.097500000001,-5.164,-0.1071162447333335,-0.1207953318953514,-0.0978230908513069
56.87173187903155,0,2.7834646569989387,4.591614752612942,3.0742258256117845,9.520192554047945,58.14153466026081,12744.27060013624,0.36960967302452313,-0.5305334329605103,0.0783172845840454,0.1103851422667503
50.240348874831184,0,11.647921347767523,4.591614752612942,3.825,8.224708940272668,40.856,1865.7339999999997,-7.297,-0.5654467940330505,-0.2573297619819641,-0.2971358001232147
50.28816160415803,0,8.73560004960799,4.591614752612942,3.475,8.26590836269726,43.689,1944.169,-7.75,-0.6097466349601746,-0.3317896127700805,-0.256798654794693
50.17761962243903,0,12.74529230471463,4.591614752612942,3.375,8.16877719117434,48.702,1762.829,-2.662,-0.6597952246665955,-0.3125544190406799,-0.6679511070251465
50.17598868016436,0,12.605876371982326,4.591614752612942,0.8250000000000001,8.16735198705607,56.749,1760.1534999999997,-0.957,-0.637015163898468,-0.251550018787384,-0.6262111663818359
50.28143636751242,0,8.786273800434882,4.591614752612942,7.425000000000001,8.260727058721729,58.93800000000001,1933.1365,-1.261,-0.4093694388866424,-0.1705826669931411,-0.4510669112205505
50.38209363816621,0,6.81232562112902,4.591614752612942,5.8500000000000005,8.341878151555479,55.65200000000001,2098.261,-7.227999999999999,-0.2270398586988449,-0.2260459661483763,-0.4200249910354614
50.50454994123018,0,7.34739217205879,4.591614752612942,7.599999999999999,8.433128958237917,53.673,2299.1459999999997,-7.0569999999999995,-0.0034749738406389,-0.3045474290847778,-0.7716448903083801
50.40325199768135,0,7.094561764929864,4.591614752612942,-6.45,8.359060159206031,67.362,2132.9705,-3.998,0.0486846454441547,-0.2821974456310272,-0.8040410280227661
50.530424957762804,0,7.938411222341096,4.591614752612942,5.3999999999999995,8.452160254742113,63.354000000000006,2341.593,-3.4820000000000007,0.0279071740806102,-0.3147923648357391,-0.7407562732696533
51.13327437821591,0,8.257838391078158,4.591614752612942,12.35,8.804005085372506,49.246,3330.545,0.333,0.0583996474742889,-0.1841299682855606,-0.8292782306671143
56.87173187903155,1,2.7834646569989387,4.591614752612942,3.0742258256117845,9.520192554047945,58.14153466026081,12744.27060013624,0.36960967302452313,0.6300926218559617,0.7664650505459529,0.31126908932750247
55.481886457735854,1,2.6302456159531973,4.623810068898864,2.9499999999999997,9.94889390282136,31.143,10464.281,-4.957,1.8773558139801023,1.800564527511597,1.3961126804351809
56.164484414018865,1,1.7709366561165758,2.6263754223473144,4.0,10.050507742162791,29.345,11584.0575,-3.499,0.6300926218559617,0.7664650505459529,0.31126908932750247
56.12466973295024,1,0.6029171293682164,0.2281071838291519,4.675,10.044825035703496,25.907,11518.743,-2.926,1.798129677772522,1.6181180477142334,1.066501259803772
55.31955847748937,1,0.2291958833183091,0.8616775495647317,4.7,9.923036912468719,23.697999999999997,10197.988,-4.908,0.6300926218559617,0.7664650505459529,0.31126908932750247
55.740412296111224,1,0.3722335639824199,1.4819468564933358,4.425,9.988523312612521,22.544,10888.383,-5.479,1.862088322639465,1.7321702241897583,1.333964705467224
55.4774371033487,1,0.287122477393981,4.447077363003972,3.1,9.948080253000837,19.495,10456.982,-4.046,0.6300926218559617,0.7664650505459529,0.31126908932750247
55.047900368725934,1,0.5975249804490363,4.441672930239656,2.575,9.878374800449517,17.106,9752.343,-2.249,1.7614363431930542,1.6591986417770386,1.189414620399475
55.71848037436601,1,1.2317483904507645,2.9816027939201053,4.1499999999999995,9.98524991920973,15.01,10852.4045,-3.799,1.895287036895752,1.773278832435608,0.8781172037124634
57.42231549722456,1,1.3536611176877198,2.7346511262696116,3.025,10.214408327504533,13.186,13647.4825,-5.324,2.005868911743164,1.984941840171814,0.935463547706604
