,count,mean,std,min,25%,50%,75%,max,median,iqr
gain,67.0,0.8559704679894261,0.23355095875530463,-0.8168929631958048,0.8242406667661868,0.9222489645516048,0.9635026778114699,0.9902270973709782,0.9222489645516048,0.13926201104528313
