,u_hat,v_hat
0,-1.7007545845841419,16.608261486989335
0,-0.2427322919719921,-1.403575371768909
0,0.41508952808423316,8.816638208902631
0,0.08235552186111528,-0.6499467454764982
0,0.3742859622539183,9.049091673268947
0,0.5826949569525173,9.727773548081487
0,0.6949727627181611,0.4831723434146227
0,0.22610582164363024,-0.2325602328692753
0,0.9076792096161395,9.729574621709936
0,-0.08556545586247388,-1.2042835742159639
0,-0.22159127736685424,0.785916709200464
0,-0.42612384901460576,9.402982100756958
0,0.6116230605430634,0.8415375790149682
0,0.3513009712376336,10.503114377894484
0,0.8937477996625227,-0.2847849018942128
0,-0.33459796046439316,-0.3600836851257583
0,10.494822049466542,-2.134378243566175
0,2.5707663212346095,-8.267666043179588
0,2.5997211746281272,-1.2262063203106521
0,0.278184401663061,-0.6891644677783972
0,-4.675968690936566,-3.7611973221295116
0,-1.2562437497811008,-1.7618245130973023
0,-2.4387131428555877,-1.2567387230223233
0,-1.5993789755910557,-3.749798727953042
0,-1.2520115469681312,7.754568502647096
0,-0.8562130005970892,-1.783631374299837
0,-0.4617625024297639,0.7483865711917304
0,1.2551086537514484,-3.3645283630662917
1,-0.4714262406242774,1.4464377333599145
1,-1.1856101810478448,10.644574855457655
1,0.7513573055411416,0.35374631739900053
1,-0.3398360257083899,-0.05741480899315832
1,0.5235193178933409,1.0621832390338142
1,-0.4790516016012012,9.139089226162064
1,-0.7392365994624327,9.85057421921929
1,-0.09698612498888871,-0.28494406758072444
1,-2.6381206767980707,9.799451265247633
1,-1.6903169797825315,0.6027289246781322
1,-0.4002207293943043,-1.117951575523989
1,4.097728745864184,4.155535381421053
1,-3.757919909366945,17.996387602779336
1,4.146955928690497,10.405635496671927
1,0.38061103387200235,0.054677836043069306
1,1.1630536121735982,-0.4187506558688625
1,-0.2577361155732844,-0.7363877256349411
1,0.18720001794530133,0.43743049640619347
1,2.433214859559836,9.842724083169522
1,0.8795638256987602,0.7900863757957239
1,0.25635302305071117,-0.18161861641634403
1,0.5197862659661145,0.04495122478041935
1,-1.0152569616727083,-2.1647560255091776
1,0.5723975913623858,0.1785952316993331
1,-2.3514990888127105,10.551505185972651
1,-0.6360002986485388,1.1721401938728775
1,0.7994373205721573,11.018712019325463
1,0.7794504061300497,1.0012834132888173
2,0.7216853612991828,4.1977641127269365
2,0.28661039353064455,0.46828608713497033
2,0.28941280564485683,1.8165902266764533
2,0.09372682144776712,-0.2904068073299726
2,-0.08277526442996197,0.7205201164795483
2,-0.4537285137223812,-3.9658761017086235
2,-3.4311683163968163,12.101497125452738
2,-0.1352953049174106,1.3629282841779826
2,-0.08136614255774197,-4.906287915278568
2,-0.2870132171407634,0.3847336500849394
2,1.2798232580909001,-4.021089392769852
2,0.4793438373142291,-4.285870569680853
2,-0.2580745973974523,-0.6584090020005107
2,0.2303356220666375,-4.123107091152264
2,0.0003575133619042603,0.9421600783895769
2,-0.4106996790154632,-0.7699348733725344
2,0.9618072066443744,0.6377741543993238
2,0.5816331386855529,-3.7902626980742156
2,-0.018521020078421116,-5.168697203425836
2,0.9434312819519894,-4.012129708163862
2,0.10089235243594846,-0.13757315614006416
2,-0.5017301274852862,3.3188983246186368
2,0.0014460766310289142,-4.860350676670073
2,-0.43307174617318184,2.5905529921516504
2,-0.6129281723626927,-4.493009774893046
2,1.516367845171049,-3.9206977996823227
2,0.13327150163373125,-4.607543257369116
2,-0.34950172722538453,0.4707739756521221
3,-126.47159391149734,-137.4861731556021
3,0.154996737237018,-4.2839391971042176
3,-0.9891272341744193,7.502117983155372
3,-3.486449150817993,6.615226189240765
3,0.2581823101078109,-3.6662436071543993
3,-0.7477051993718034,1.222540435531684
3,-0.3911079489688314,7.5489670160635285
3,-0.26810225541411725,0.42131710273901035
3,0.796926333677888,7.931784768547168
3,0.0847192090511879,2.1103787853344187
3,-0.09706202832957178,1.726498191032988
3,0.0050655806368719025,-4.302538048060526
3,1.3477526567590514,6.3983865693594595
3,52.96001680549882,2.471783169672136
3,-1.3114805529783142,-1.1255469062928611
3,0.019730839086367302,-3.321572678886916
3,-0.6325994322951229,2.161808209477627
