year,iso3c,yield_with_spread,sovereign_spread,cpi_yoy,gdp_annual_growth_rate,gdp_per_capita,gross gdp,debt_to_gdp,deficit_to_gdp,current_account_balance,vulnerability,wgi_cc,wgi_ge,wgi_pv,wgi_rl,wgi_rq,wgi_va,gain,country_mean,gain_diff1,ln_gdp_per_capita,ln_gross_gdp,sovereign_spread_lag1,sovereign_spread_lag2,cpi_yoy_lag1,cpi_yoy_lag2,gdp_annual_growth_rate_lag1,gdp_annual_growth_rate_lag2,ln_gdp_per_capita_lag1,ln_gdp_per_capita_lag2,ln_gross_gdp_lag1,ln_gross_gdp_lag2,debt_to_gdp_lag1,debt_to_gdp_lag2,deficit_to_gdp_lag1,deficit_to_gdp_lag2,current_account_balance_lag1,current_account_balance_lag2,gain_diff3,gain_diff5,gain_substantive_change,gain_diff1_wins,sovereign_spread_lag1_impflag,sovereign_spread_lag2_impflag,cpi_yoy_lag1_impflag,cpi_yoy_lag2_impflag,gdp_annual_growth_rate_lag1_impflag,gdp_annual_growth_rate_lag2_impflag,ln_gdp_per_capita_lag1_impflag,ln_gdp_per_capita_lag2_impflag,debt_to_gdp_lag1_impflag,debt_to_gdp_lag2_impflag,deficit_to_gdp_lag1_impflag,deficit_to_gdp_lag2_impflag,current_account_balance_lag1_impflag,current_account_balance_lag2_impflag,wgi_cc_impflag,wgi_ge_impflag,wgi_pv_impflag,wgi_rl_impflag,wgi_rq_impflag,wgi_va_impflag,gain_impflag
2008,DEU,3.999185665910494,0.3339304350302635,2.6319591439526517,0.6750000000000002,47153.994,3808.369,65.16,23578.0315,5.599999999999999,0.305939254919152,1.7458958625793457,1.5140553712844849,0.9438307881355286,1.7340261936187744,1.4888845682144165,1.3367778062820437,69.331880428937,68.81816136160833,-0.0202376723560036,10.76117399285157,8.244956292477136,-0.4028573784042892,-1.0138443155814436,2.2969258963153156,1.5784108462508382,3.025,4.0,10.669466101452093,10.53290223370235,8.156070370321459,8.021738822274234,63.68699999999999,66.397,21512.26,18765.432999999997,6.672,5.81,1.9161447335816035,2.196414886948304,False,-0.0202376723560036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,DEU,3.266987365894974,0.0103164366779926,0.3146195506764332,-5.5,43189.389,3476.0219999999995,72.336,21594.279,5.803,0.306769428075324,1.7462103366851809,1.5751092433929443,0.8599025011062622,1.6486722230911257,1.5164527893066406,1.334960699081421,69.1284744903149,68.81816136160833,-0.20340593862209744,10.67335011906144,8.153643815479178,0.3339304350302635,-0.4028573784042892,2.6319591439526517,2.2969258963153156,0.6750000000000002,3.025,10.76117399285157,10.669466101452093,8.244956292477136,8.156070370321459,65.16,63.68699999999999,23578.0315,21512.26,5.599999999999999,6.672,0.030904082135904787,1.9727073786271063,False,-0.20340593862209744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,DEU,2.78150165474622,-0.43297093648152,1.1034731036442136,4.0,43233.452,3470.9869999999996,81.009,21615.5815,5.742,0.302628007432016,1.766428828239441,1.5156937837600708,0.7968344688415527,1.6375046968460083,1.570686101913452,1.2977832555770874,70.2095677824154,68.81816136160833,1.0810932921005048,10.674369826428341,8.15219427053642,0.0103164366779926,0.3339304350302635,0.3146195506764332,2.6319591439526517,-5.5,0.6750000000000002,10.67335011906144,10.76117399285157,8.153643815479178,8.244956292477136,72.336,65.16,21594.279,23578.0315,5.803,5.599999999999999,0.8574496811224037,2.793832087060011,True,1.0810932921005048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,DEU,2.6591950053823625,-0.1340904893161755,2.0746671660561513,3.875,47637.891,3824.155,78.458,23819.523,6.29,0.303222802759139,1.7419499158859253,1.5001389980316162,0.8422184586524963,1.618219256401062,1.5488677024841309,1.3492107391357422,70.0069274055526,68.81816136160833,-0.2026403768628029,10.771383752967902,8.249092806822636,-0.43297093648152,0.0103164366779926,1.1034731036442136,0.3146195506764332,4.0,-5.5,10.674369826428341,10.67335011906144,8.15219427053642,8.153643815479178,81.009,72.336,21615.5815,21594.279,5.742,5.803,0.6750469766156044,0.9093569973736066,False,-0.2026403768628029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DEU,1.5685786253930185,-0.2341232990491807,2.0086732813969985,0.65,44763.54,3600.1750000000006,79.804,22382.66,7.188,0.302375939245874,1.817630171775818,1.5309758186340332,0.7756212949752808,1.6692320108413696,1.5290828943252563,1.393738031387329,70.3520765937773,68.81816136160833,0.34514918822469554,10.709149247770384,8.18873773437383,-0.1340904893161755,-0.43297093648152,2.0746671660561513,1.1034731036442136,3.875,4.0,10.771383752967902,10.674369826428341,8.249092806822636,8.15219427053642,78.458,81.009,23819.523,21615.5815,6.29,5.742,1.2236021034623974,0.9999584924842964,False,0.34514918822469554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DEU,1.6276786786080264,-0.7230734479204158,1.5049698885291682,0.525,47220.321,3808.142,77.435,23610.93800000001,6.708000000000001,0.301418592001533,1.7980008125305176,1.5104146003723145,0.9279838800430298,1.6419838666915894,1.5443403720855713,1.4061304330825806,70.6268199144864,68.81816136160833,0.27474332070910634,10.76257960858336,8.244896685131971,-0.2341232990491807,-0.1340904893161755,2.0086732813969985,2.0746671660561513,0.65,3.875,10.709149247770384,10.771383752967902,8.18873773437383,8.249092806822636,79.804,78.458,22382.66,23819.523,7.188,6.29,0.417252132070999,1.2949394855494063,False,0.27474332070910634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DEU,1.2408052212216971,-1.2997978647761257,0.9078628956736646,2.175,48983.25,3966.823,74.52,24492.605,7.233,0.301651048791294,1.812294840812683,1.664824604988098,0.9251864552497864,1.8502047061920168,1.6970391273498535,1.4362962245941162,71.3657868515424,68.81816136160833,0.7389669370559915,10.799233681918574,8.285720801419593,-0.7230734479204158,-0.2341232990491807,1.5049698885291682,2.0086732813969985,0.525,0.65,10.76257960858336,10.709149247770384,8.244896685131971,8.18873773437383,77.435,79.804,23610.93800000001,22382.66,6.708000000000001,7.188,1.3588594459897934,2.237312361227495,False,0.7389669370559915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DEU,0.5332517505060411,-1.6029718450991333,0.5139670020701359,1.425,41914.927,3423.9149999999995,71.216,20958.462000000003,8.105,0.301074730761147,1.775833249092102,1.656397581100464,0.6875149607658386,1.7591400146484375,1.7119146585464478,1.4221371412277222,70.9283912335115,68.81816136160833,-0.4373956180308909,10.643397295450496,8.138539912187138,-1.2997978647761257,-0.7230734479204158,0.9078628956736646,1.5049698885291682,2.175,0.525,10.799233681918574,10.76257960858336,8.285720801419593,8.244896685131971,74.52,77.435,24492.605,23610.93800000001,7.233,6.708000000000001,0.5763146397342069,0.7188234510960996,False,-0.4373956180308909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,DEU,0.1373694946357989,-1.7041951919489104,0.4917191999730091,2.125,42949.139,3536.8079999999995,68.282,21475.6025,8.907,0.299710708297431,1.7812939882278442,1.6601879596710205,0.6675411462783813,1.5833015441894531,1.8065539598464968,1.3646674156188965,70.2691681305666,68.81816136160833,-0.6592231029449067,10.667771880645692,8.170979904441165,-1.6029718450991333,-1.2997978647761257,0.5139670020701359,0.9078628956736646,1.425,2.175,10.643397295450496,10.799233681918574,8.138539912187138,8.285720801419593,71.216,74.52,20958.462000000003,24492.605,8.105,7.233,-0.3576517839198061,0.26224072501399576,False,-0.6592231029449067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DEU,0.3737284021703357,-1.956769367286244,1.5098910477166605,3.0999999999999996,45510.535,3761.7640000000006,64.026,22756.353000000003,8.067,0.300362551691015,1.7969756126403809,1.6131117343902588,0.5743812918663025,1.5740704536437988,1.775263428688049,1.432480812072754,70.2519272690256,68.81816136160833,-0.0172408615409978,10.725699116599687,8.232643275304156,-1.7041951919489104,-1.6029718450991333,0.4917191999730091,0.5139670020701359,2.125,1.425,10.667771880645692,10.643397295450496,8.170979904441165,8.138539912187138,68.282,71.216,21475.6025,20958.462000000003,8.907,8.105,-1.1138595825167954,-0.10014932475169758,False,-0.0172408615409978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,DEU,0.4644318209497237,-2.446283726978067,1.7307522985059498,1.175,48897.18899999999,4053.846,60.809,24449.89899999999,8.428,0.300053060063851,1.8983986377716064,1.5235637426376345,0.5778652429580688,1.5913753509521484,1.7563267946243286,1.4431171417236328,70.5563859977297,68.81816136160833,0.3044587287041054,10.79747518914808,8.307421339117251,-1.956769367286244,-1.7041951919489104,1.5098910477166605,0.4917191999730091,3.0999999999999996,2.125,10.725699116599687,10.667771880645692,8.232643275304156,8.170979904441165,64.026,68.282,22756.353000000003,21475.6025,8.067,8.907,-0.3720052357817991,-0.07043391675669852,False,0.3044587287041054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,DEU,-0.2106326921552894,-2.3547321738139817,1.445747158023434,1.0,47629.1,3957.645,58.701,23815.5095,7.878,0.300726822629741,1.8651033639907837,1.4953458309173584,0.5485398769378662,1.5813193321228027,1.7149388790130615,1.3540282249450684,70.3403059700903,68.81816136160833,-0.21608002763940704,10.771199197962382,8.283404430376446,-2.446283726978067,-1.956769367286244,1.7307522985059498,1.5098910477166605,1.175,3.0999999999999996,10.79747518914808,10.725699116599687,8.307421339117251,8.232643275304156,60.809,64.026,24449.89899999999,22756.353000000003,8.428,8.067,0.07113783952370056,-1.025480881452097,False,-0.21608002763940704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,DEU,-0.4785366240040152,-1.3732053222648188,0.1526449308225705,-4.525,47341.768,3936.989,68.035,23668.925,6.32,0.299449544528448,1.8253415822982788,1.3136881589889526,0.6450491547584534,1.520127773284912,1.577934741973877,1.3739091157913208,70.1445740003777,68.81816136160833,-0.19573196971259677,10.765148229223154,8.278171496934247,-2.3547321738139817,-2.446283726978067,1.445747158023434,1.7307522985059498,1.0,1.175,10.771199197962382,10.79747518914808,8.283404430376446,8.307421339117251,58.701,60.809,23815.5095,24449.89899999999,7.878,8.428,-0.1073532686478984,-0.7838172331338029,False,-0.19573196971259677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,DEU,-0.3112836046803438,-1.7536521875340527,3.069307218703514,4.075,52300.607,4351.188,68.077,26148.952,6.919999999999999,0.299430638931335,1.782924771308899,1.28911292552948,0.7257881760597229,1.571804761886597,1.6251611709594729,1.419566988945007,70.0948932265681,68.81816136160833,-0.04968077380959812,10.864763256104212,8.378204190245047,-1.3732053222648188,-2.3547321738139817,0.1526449308225705,1.445747158023434,-4.525,1.0,10.765148229223154,10.771199197962382,8.278171496934247,8.283404430376446,68.035,58.701,23668.925,23815.5095,6.32,7.878,-0.4614927711616019,-0.17427490399849432,False,-0.04968077380959812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,DEU,1.1803409557325462,-1.7715781581754122,6.8581964015031,1.9,49725.343,4166.872,64.997,24861.879,3.845,0.301358152542534,1.8183634281158447,1.2892996072769165,0.6284918785095215,1.531995177268982,1.522294998168945,1.4144870042800903,70.1877115957677,68.81816136160833,0.09281836919959119,10.814270001637045,8.334920913408064,-1.7536521875340527,-1.3732053222648188,3.069307218703514,0.1526449308225705,4.075,-4.525,10.864763256104212,10.765148229223154,8.378204190245047,8.278171496934247,68.077,68.035,26148.952,23668.925,6.919999999999999,6.32,-0.1525943743226037,-0.06421567325790534,False,0.09281836919959119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,DEU,2.458266024773176,-1.498579716886639,5.985534835069099,-0.6749999999999999,53565.041,4527.009,62.87800000000001,26781.602,5.562,0.301488835582132,1.6641662120819092,1.1854166984558103,0.5869892835617065,1.5512077808380127,1.456974983215332,1.461385726928711,69.6123431371393,68.81816136160833,-0.5753684586283896,10.88865191412155,8.417816735505554,-1.7715781581754122,-1.7536521875340527,6.8581964015031,3.069307218703514,1.9,4.075,10.814270001637045,10.864763256104212,8.334920913408064,8.378204190245047,64.997,68.077,24861.879,26148.952,3.845,6.919999999999999,-0.5322308632383965,-0.9440428605904003,False,-0.5753684586283896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,DNK,8.270137748827429,1.6894880881969316,2.0849044546052604,3.0500000000000003,35440.899,184.85,71.454,17720.5195,1.003,0.3447097276003899,,,,,,,66.3939722226878,71.10974278280734,,10.47562177121444,5.219544685382641,,,,,,,,,,,,,,,,,,,False,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1996,DNK,7.19292991536813,0.7546595139858868,2.1254535695248875,2.875,35703.887,187.482,68.316,17852.323500000002,1.648,0.342227802358717,2.2313079833984375,1.7590478658676147,1.4419647455215454,1.8208086490631104,1.7832653522491455,1.538971781730652,66.6273624323748,71.10974278280734,0.23339020968700197,10.483014841392603,5.233682840802171,1.6894880881969316,,2.0849044546052604,,3.0500000000000003,,10.47562177121444,,5.219544685382641,,71.454,,17720.5195,,1.003,,,,False,0.23339020968700197,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1997,DNK,6.261178396281657,-0.0908230182394942,2.1821573124353573,3.1999999999999997,32841.426,173.242,64.388,16421.6975,1.315,0.340119852430101,,,,,,,66.790039920305,71.10974278280734,0.16267748793021042,10.399445985278927,5.15468946095769,0.7546595139858868,1.6894880881969316,2.1254535695248875,2.0849044546052604,2.875,3.0500000000000003,10.483014841392603,10.47562177121444,5.233682840802171,5.219544685382641,68.316,71.454,17852.323500000002,17720.5195,1.648,1.003,,,False,0.16267748793021042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1998,DNK,5.039937933602121,-0.2238367113435761,1.8466826268782437,2.35,33405.3,176.876,60.319,16704.004500000003,-0.149,0.337450886819091,2.1966609954833984,1.9107489585876465,1.4319663047790527,1.8372666835784912,1.7117083072662354,1.4673409461975098,67.0781858448024,71.10974278280734,0.2881459244973996,10.416469849010765,5.175448922091768,-0.0908230182394942,0.7546595139858868,2.1821573124353573,2.1254535695248875,3.1999999999999997,2.875,10.399445985278927,10.483014841392603,5.15468946095769,5.233682840802171,64.388,68.316,16421.6975,17852.323500000002,1.315,1.648,0.684213622114612,,False,0.2881459244973996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,DNK,4.917213077709645,-0.7198653012912165,2.495870845865793,2.975,33477.76,177.88700000000003,56.78900000000001,16740.8035,2.53,0.3357280373700269,,,,,,,67.6299335979983,71.10974278280734,0.5517477531958974,10.418636616749838,5.181148517240597,-0.2238367113435761,-0.0908230182394942,1.8466826268782437,2.1821573124353573,2.35,3.1999999999999997,10.416469849010765,10.399445985278927,5.175448922091768,5.15468946095769,60.319,64.388,16704.004500000003,16421.6975,-0.149,1.315,1.0025711656235075,,False,0.5517477531958974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2000,DNK,5.660122815369821,-0.3673240416442563,2.905338669620704,3.75,30777.178,164.043,53.553,15390.691,1.9910000000000003,0.335243582137661,2.3211774826049805,1.896548867225647,1.501068949699402,1.8087334632873535,1.710643649101257,1.5359653234481812,68.079727800693,71.10974278280734,0.44979420269469017,10.334528720278755,5.1001285885790155,-0.7198653012912165,-0.2238367113435761,2.495870845865793,1.8466826268782437,2.975,2.35,10.418636616749838,10.416469849010765,5.181148517240597,5.175448922091768,56.78900000000001,60.319,16740.8035,16704.004500000003,2.53,-0.149,1.2896878803879872,1.6857555780051996,False,0.44979420269469017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,DNK,5.093640784960865,0.0759014370026954,2.3386103288119617,0.975,30823.474999999995,164.881,50.096,15413.184499999998,3.644,0.33511926876767,,,,,,,68.2121502004757,71.10974278280734,0.13242239978271186,10.336031853978229,5.105224001580794,-0.3673240416442563,-0.7198653012912165,2.905338669620704,2.495870845865793,3.75,2.975,10.334528720278755,10.418636616749838,5.1001285885790155,5.181148517240597,53.553,56.78900000000001,15390.691,16740.8035,1.9910000000000003,2.53,1.1339643556732995,1.5847877681009095,False,0.13242239978271186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2002,DNK,5.055962311080733,0.4437529904306221,2.4245408280625504,0.45,33304.059,178.788,50.32,16653.0395,2.997,0.334995497688572,2.3106510639190674,2.024043321609497,1.5242440700531006,1.8823407888412476,1.7113683223724363,1.5328679084777832,68.5163181635869,71.10974278280734,0.30416796311119754,10.413434560432215,5.186200746393203,0.0759014370026954,-0.3673240416442563,2.3386103288119617,2.905338669620704,0.975,3.75,10.336031853978229,10.334528720278755,5.105224001580794,5.1001285885790155,50.096,53.553,15413.184499999998,15390.691,3.644,1.9910000000000003,0.8863845655885996,1.7262782432818966,False,0.30416796311119754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,DNK,4.307736478465597,0.2946220984499017,2.0777793668954985,0.425,40572.443,218.422,48.162,20287.0465,3.9249999999999994,0.33527785161041,2.358764886856079,2.0879786014556885,1.2038156986236572,1.92051100730896,1.732719659805298,1.6014522314071655,68.9597779576138,71.10974278280734,0.44345979402689295,10.610844371296574,5.386428971398295,0.4437529904306221,0.0759014370026954,2.4245408280625504,2.3386103288119617,0.45,0.975,10.413434560432215,10.336031853978229,5.186200746393203,5.105224001580794,50.32,50.096,16653.0395,15413.184499999998,2.997,3.644,0.8800501569208024,1.88159211281139,False,0.44345979402689295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,DNK,4.304546005577184,0.0308234717227855,1.15418844123536,2.775,46684.835,251.98799999999997,46.215,23344.129,4.035,0.33474061239909,2.4068245887756348,2.287221908569336,1.08433735370636,1.9305239915847776,1.748650074005127,1.800991773605347,69.444509815312,71.10974278280734,0.4847318576982076,10.75117465858598,5.529381467329982,0.2946220984499017,0.4437529904306221,2.0777793668954985,2.4245408280625504,0.425,0.45,10.610844371296574,10.413434560432215,5.386428971398295,5.186200746393203,48.162,50.32,20287.0465,16653.0395,3.9249999999999994,2.997,1.232359614836298,1.8145762173137001,False,0.4847318576982076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,DNK,3.403625360750361,-0.8857670989066871,1.8170160977819825,2.35,48998.31399999999,265.15,39.36,24502.1865,4.052,0.334263016848643,2.278205633163452,2.1149067878723145,1.073495388031006,1.9361090660095217,1.6496312618255615,1.739608883857727,69.4194485600945,71.10974278280734,-0.02506125521750846,10.799541168337523,5.580295703583139,0.0308234717227855,0.2946220984499017,1.15418844123536,2.0777793668954985,2.775,0.425,10.75117465858598,10.610844371296574,5.529381467329982,5.386428971398295,46.215,48.162,23344.129,20287.0465,4.035,3.9249999999999994,0.9031303965075921,1.3397207594015015,False,-0.02506125521750846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,DNK,3.811572429266416,-0.9790573888559654,1.925002390137168,3.8,52213.63999999999,283.387,33.191,26109.754,3.18,0.333902433088021,2.459118366241455,2.223954439163208,1.0467928647994995,1.9834989309310913,1.803427815437317,1.571636199951172,72.8128047528798,71.10974278280734,3.393356192785305,10.863099042419122,5.646813454644815,-0.8857670989066871,0.0308234717227855,1.8170160977819825,1.15418844123536,2.35,2.775,10.799541168337523,10.75117465858598,5.580295703583139,5.529381467329982,39.36,46.215,24502.1865,23344.129,4.052,4.035,3.853026795266004,4.6006545524040945,True,2.908503676946817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,DNK,4.2859027391986775,-0.3444394015616556,1.693751972456548,1.025,58786.13999999999,320.213,29.483,29395.8795,1.292,0.333833987080639,2.4348340034484863,2.3471908569335938,1.1181892156600952,1.9951704740524292,1.926708459854126,1.477704405784607,72.9090422153738,71.10974278280734,0.09623746249400256,10.981661391816026,5.7689863993637065,-0.9790573888559654,-0.8857670989066871,1.925002390137168,1.8170160977819825,3.8,2.35,10.863099042419122,10.799541168337523,5.646813454644815,5.580295703583139,33.191,39.36,26109.754,24502.1865,3.18,4.052,3.464532400061799,4.3927240517868995,False,0.09623746249400256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,DNK,4.300646580961627,0.635391350081396,3.4170850541546094,-0.425,64826.681,354.97700000000003,35.539,32415.054999999997,2.865,0.333427905240197,2.376408815383911,2.241359233856201,1.0653867721557615,1.9540562629699707,1.8736473321914673,1.5383059978485107,72.7633362844503,71.10974278280734,-0.14570593092349782,11.079472541424298,5.872052998644141,-0.3444394015616556,-0.9790573888559654,1.693751972456548,1.925002390137168,1.025,3.8,10.981661391816026,10.863099042419122,5.7689863993637065,5.646813454644815,29.483,33.191,29395.8795,26109.754,1.292,3.18,3.3438877243558096,3.8035583268365087,False,-0.14570593092349782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,DNK,3.6251573742079177,0.3684864449909358,1.3064390027754798,-4.95,58536.55299999999,322.621,43.049,29267.0105,3.586,0.333985558590093,2.4354944229125977,2.2286078929901123,1.0011826753616333,1.9171271324157717,1.8786512613296509,1.538259983062744,72.8025948639438,71.10974278280734,0.03925857949349165,10.977406675697047,5.776478259666684,0.635391350081396,-0.3444394015616556,3.4170850541546094,1.693751972456548,-0.425,1.025,11.079472541424298,10.981661391816026,5.872052998644141,5.7689863993637065,35.539,29.483,32415.054999999997,29395.8795,2.865,1.292,-0.010209888936003608,3.358085048631793,False,0.03925857949349165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,DNK,2.948267840715095,-0.2662047505126453,2.3103631402264457,1.575,58240.44999999999,322.346,46.123,29119.1535,6.415,0.333005372344239,2.3523590564727783,2.1000704765319824,1.0409610271453855,1.898441791534424,1.873854398727417,1.541956901550293,73.0313119733704,71.10974278280734,0.2287171094266114,10.97233540948907,5.775625502807295,0.3684864449909358,0.635391350081396,1.3064390027754798,3.4170850541546094,-4.95,-0.425,10.977406675697047,11.079472541424298,5.776478259666684,5.872052998644141,43.049,35.539,29267.0105,32415.054999999997,3.586,2.865,0.12226975799660522,3.6118634132759126,False,0.2287171094266114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,DNK,2.7487184250151073,-0.0445670696834311,2.758821454598625,1.35,61920.301,344.316,49.986,30959.4475,6.346,0.332402166204812,2.3928840160369873,2.101074695587158,1.1002930402755735,1.919791340827942,1.8986310958862305,1.5517070293426514,73.5959556234573,71.10974278280734,0.564643650086893,11.033603369362904,5.841559840365514,-0.2662047505126453,0.3684864449909358,2.3103631402264457,1.3064390027754798,1.575,-4.95,10.97233540948907,10.977406675697047,5.775625502807295,5.776478259666684,46.123,43.049,29119.1535,29267.0105,6.415,3.586,0.832619339006996,0.7831508705775008,False,0.564643650086893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,DNK,1.507223243577763,-0.2954786808644359,2.3989015794587085,-2.0816681711721685e-17,58559.563,326.793,48.71099999999999,29278.314499999997,6.064,0.33085988397208,2.3824622631073,1.986991047859192,0.9149106740951538,1.875066876411438,1.7991613149642944,1.674114227294922,74.0291333456952,71.10974278280734,0.4331777222379003,10.977799686175656,5.789326942927799,-0.0445670696834311,-0.2662047505126453,2.758821454598625,2.3103631402264457,1.35,1.575,11.033603369362904,10.97233540948907,5.841559840365514,5.775625502807295,49.986,46.123,30959.4475,29119.1535,6.346,6.415,1.2265384817514047,1.1200911303213985,False,0.4331777222379003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,DNK,1.7589206553610512,-0.5918314711673912,0.7899278100726734,1.4,61512.411,344.63100000000003,47.77,30755.828,7.367999999999999,0.339468571405337,2.399377822875977,1.9432629346847536,0.9592334628105164,1.90228533744812,1.8002873659133911,1.6662378311157229,74.1245083441789,71.10974278280734,0.09537499848370601,11.026994238312792,5.842474279420914,-0.2954786808644359,-0.0445670696834311,2.3989015794587085,2.758821454598625,-2.0816681711721685e-17,1.35,10.977799686175656,11.033603369362904,5.789326942927799,5.841559840365514,48.71099999999999,49.986,29278.314499999997,30959.4475,6.064,6.346,1.0931963708084993,1.3611720597286023,False,0.09537499848370601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,DNK,1.407969732260493,-1.1326333537373297,0.5640681982874287,1.3,62700.908,352.833,48.71200000000001,31351.289,8.402,0.3426954545980119,2.25215744972229,1.7849286794662476,0.9517797231674194,2.100738286972046,1.6811044216156006,1.5245566368103027,73.8856930180811,71.10974278280734,-0.2388153260978072,11.046131208174845,5.865994857173251,-0.5918314711673912,-0.2954786808644359,0.7899278100726734,2.3989015794587085,1.4,-2.0816681711721685e-17,11.026994238312792,10.977799686175656,5.842474279420914,5.789326942927799,47.77,48.71099999999999,30755.828,29278.314499999997,7.367999999999999,6.064,0.2897373946237991,1.0830981541373035,False,-0.2388153260978072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,DNK,0.7262366642616643,-1.4099869313435105,0.4518864508157708,2.1,53316.984,301.759,44.54999999999999,26658.2365,7.957,0.341755704355774,2.185854196548462,1.794742465019226,0.8870592713356018,2.015134811401367,1.7229400873184204,1.5530683994293213,73.7737551011574,71.10974278280734,-0.11193791692369359,10.884010208551798,5.709628685547767,-1.1326333537373297,-0.5918314711673912,0.5640681982874287,0.7899278100726734,1.3,1.4,11.046131208174845,11.026994238312792,5.865994857173251,5.842474279420914,48.71200000000001,47.77,31351.289,30755.828,8.402,7.367999999999999,-0.2553782445377948,0.7424431277869985,False,-0.11193791692369359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,DNK,0.3589740416588242,-1.4825906449258852,0.2502016924087326,3.0749999999999997,54699.182,312.182,41.692,27349.8365,7.088,0.34206134932845,2.203002691268921,1.8211770057678225,0.852912425994873,1.8829472064971924,1.5636423826217651,1.5420445203781128,72.9249378813192,71.10974278280734,-0.8488172198382102,10.909604034002095,5.743586351070063,-1.4099869313435105,-1.1326333537373297,0.4518864508157708,0.5640681982874287,2.1,1.3,10.884010208551798,11.046131208174845,5.709628685547767,5.865994857173251,44.54999999999999,48.71200000000001,26658.2365,31351.289,7.957,8.402,-1.199570462859711,-0.6710177421381047,False,-0.8488172198382102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,DNK,0.5235084690068386,-1.806989300449741,1.1470755932700547,3.0500000000000003,57683.74600000001,331.611,40.153,28842.633,7.323,0.340104009039134,2.190749168395996,1.7468305826187134,0.8549375534057617,1.8042683601379397,1.6121578216552734,1.5181031227111816,72.9522621597913,71.10974278280734,0.02732427847210772,10.962730714371524,5.8039625952079295,-1.4825906449258852,-1.4099869313435105,0.2502016924087326,0.4518864508157708,3.0749999999999997,2.1,10.909604034002095,10.884010208551798,5.743586351070063,5.709628685547767,41.692,44.54999999999999,27349.8365,26658.2365,7.088,7.957,-0.9334308582897961,-1.0768711859038973,False,0.02732427847210772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
