year,iso3c,yield_with_spread,sovereign_spread,cpi_yoy,gdp_annual_growth_rate,gdp_per_capita,gross gdp,debt_to_gdp,deficit_to_gdp,current_account_balance,vulnerability,wgi_cc,wgi_ge,wgi_pv,wgi_rl,wgi_rq,wgi_va,gain,country_mean,gain_diff1,ln_gdp_per_capita,ln_gross_gdp,sovereign_spread_lag1,sovereign_spread_lag2,cpi_yoy_lag1,cpi_yoy_lag2,gdp_annual_growth_rate_lag1,gdp_annual_growth_rate_lag2,ln_gdp_per_capita_lag1,ln_gdp_per_capita_lag2,ln_gross_gdp_lag1,ln_gross_gdp_lag2,debt_to_gdp_lag1,debt_to_gdp_lag2,deficit_to_gdp_lag1,deficit_to_gdp_lag2,current_account_balance_lag1,current_account_balance_lag2,gain_diff3,gain_diff5,gain_substantive_change,gain_diff1_wins,sovereign_spread_lag1_impflag,sovereign_spread_lag2_impflag,cpi_yoy_lag1_impflag,cpi_yoy_lag2_impflag,gdp_annual_growth_rate_lag1_impflag,gdp_annual_growth_rate_lag2_impflag,ln_gdp_per_capita_lag1_impflag,ln_gdp_per_capita_lag2_impflag,debt_to_gdp_lag1_impflag,debt_to_gdp_lag2_impflag,deficit_to_gdp_lag1_impflag,deficit_to_gdp_lag2_impflag,current_account_balance_lag1_impflag,current_account_balance_lag2_impflag,wgi_cc_impflag,wgi_ge_impflag,wgi_pv_impflag,wgi_rl_impflag,wgi_rq_impflag,wgi_va_impflag,gain_impflag
2014,ARM,11.276203135605812,8.73560004960799,,3.475,3889.003999999999,11.61,43.689,1944.169,-7.75,0.360753251488607,-0.5654467940330505,-0.2573297619819641,-0.2971358001232147,-0.4177267551422119,0.15851990878582,-0.5621320009231567,52.8751543790892,54.45808196950359,1.1684345481345062,8.26590836269726,2.4518667957098,11.647921347767523,,,,3.825,,8.224708940272668,,2.408835212836705,,40.856,,1865.7339999999997,,-7.297,,,,True,1.1684345481345062,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2015,ARM,14.881515900319805,12.74529230471463,,3.375,3529.026,10.553,48.702,1762.829,-2.662,0.3616924803493309,-0.6097466349601746,-0.3317896127700805,-0.256798654794693,-0.4625513255596161,0.1891768425703048,-0.5362738370895386,53.0710071724417,54.45808196950359,0.1958527933525005,8.16877719117434,2.3564101796889534,8.73560004960799,11.647921347767523,,,3.475,3.825,8.26590836269726,8.224708940272668,2.4518667957098,2.408835212836705,43.689,40.856,1944.169,1865.7339999999997,-7.75,-7.297,,,False,0.1958527933525005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ARM,14.447441058567035,12.605876371982326,,0.8250000000000001,3524.0,10.546,56.749,1760.1534999999997,-0.957,0.36261667944711,-0.6597952246665955,-0.3125544190406799,-0.6679511070251465,-0.1608944982290268,0.2051583826541899,-0.5790926218032837,53.4300730601181,54.45808196950359,0.3590658876763939,8.16735198705607,2.355746641108278,12.74529230471463,8.73560004960799,,,3.375,3.475,8.16877719117434,8.26590836269726,2.3564101796889534,2.4518667957098,48.702,43.689,1762.829,1944.169,-2.662,-7.75,1.7233532291634006,,False,0.3590658876763939,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ARM,11.116771569891462,8.786273800434882,,7.425000000000001,3868.906,11.527,58.93800000000001,1933.1365,-1.261,0.360058152073037,-0.637015163898468,-0.251550018787384,-0.6262111663818359,-0.2093939185142517,0.2283973246812819,-0.5606704354286194,53.5256180397875,54.45808196950359,0.09554497966940545,8.260727058721729,2.4446921096188756,12.605876371982326,12.74529230471463,,,0.8250000000000001,3.375,8.16735198705607,8.16877719117434,2.355746641108278,2.3564101796889534,56.749,48.702,1760.1534999999997,1762.829,-0.957,-2.662,0.6504636606982999,,False,0.09554497966940545,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,ARM,9.72304116905681,6.81232562112902,,5.8500000000000005,4195.963,12.458,55.65200000000001,2098.261,-7.227999999999999,0.3676431186830149,-0.4093694388866424,-0.1705826669931411,-0.4510669112205505,-0.197214365005493,0.3505902886390686,-0.1309651583433151,54.1303685004606,54.45808196950359,0.6047504606730953,8.341878151555479,2.5223629868319537,8.786273800434882,12.605876371982326,,,7.425000000000001,0.8250000000000001,8.260727058721729,8.16735198705607,2.4446921096188756,2.355746641108278,58.93800000000001,56.749,1933.1365,1760.1534999999997,-1.261,-0.957,1.0593613280188947,2.4236486695059014,False,0.6047504606730953,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,ARM,9.491491653717482,7.34739217205879,,7.599999999999999,4596.861,13.619,53.673,2299.1459999999997,-7.0569999999999995,0.368526793861459,-0.2270398586988449,-0.2260459661483763,-0.4200249910354614,-0.1774645149707794,0.2426042705774307,0.0547882094979286,55.238560107742,54.45808196950359,1.1081916072814053,8.433128958237917,2.6114658765868204,6.81232562112902,8.786273800434882,,,5.8500000000000005,7.425000000000001,8.341878151555479,8.260727058721729,2.5223629868319537,2.4446921096188756,55.65200000000001,58.93800000000001,2098.261,1933.1365,-7.227999999999999,-1.261,1.808487047623906,2.3634057286528005,True,1.1081916072814053,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,ARM,7.989230463190668,7.094561764929864,,-6.45,4268.681,12.642,67.362,2132.9705,-3.998,0.370647590595447,-0.0034749738406389,-0.3045474290847778,-0.7716448903083801,-0.1258314251899719,0.2387480288743972,0.047347892075777,55.6897616591797,54.45808196950359,0.45120155143769836,8.359060159206031,2.537024604050107,7.34739217205879,6.81232562112902,,,7.599999999999999,5.8500000000000005,8.433128958237917,8.341878151555479,2.6114658765868204,2.5223629868319537,53.673,55.65200000000001,2299.1459999999997,2098.261,-7.0569999999999995,-7.227999999999999,2.164143619392199,2.6187544867379984,False,0.45120155143769836,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,ARM,9.380779805194804,7.938411222341096,,5.3999999999999995,4685.183,13.879,63.354000000000006,2341.593,-3.4820000000000007,0.364062261182347,0.0486846454441547,-0.2821974456310272,-0.8040410280227661,-0.119838461279869,0.1318284422159195,0.0541607961058616,56.2441555269216,54.45808196950359,0.5543938677419007,8.452160254742113,2.630376906373703,7.094561764929864,7.34739217205879,,,-6.45,7.599999999999999,8.359060159206031,8.433128958237917,2.537024604050107,2.6114658765868204,67.362,53.673,2132.9705,2299.1459999999997,-3.998,-7.0569999999999995,2.1137870264610044,2.814082466803505,False,0.5543938677419007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARM,11.209757504986117,8.257838391078158,,12.35,6660.8679999999995,19.514,49.246,3330.545,0.333,0.359560825233757,0.0279071740806102,-0.3147923648357391,-0.7407562732696533,-0.1695158034563063,-0.0190788023173809,0.0903258174657821,56.4134717918025,54.45808196950359,0.1693162648808979,8.804005085372506,2.9711321566857585,7.938411222341096,7.094561764929864,,,5.3999999999999995,-6.45,8.452160254742113,8.359060159206031,2.630376906373703,2.537024604050107,63.354000000000006,67.362,2341.593,2132.9705,-3.4820000000000007,-3.998,1.174911684060497,2.8878537520149976,False,0.1693162648808979,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,ARM,11.041005212516636,7.084159470856819,,9.05,8125.625,24.086,50.72299999999999,4063.1395,-2.309,0.357311529443697,0.0583996474742889,-0.1841299682855606,-0.8292782306671143,-0.1220179796218872,0.047635018825531,0.0767075568437576,56.7140115960419,54.45808196950359,0.3005398042393992,9.002777927316433,3.181630758838288,8.257838391078158,7.938411222341096,,,12.35,5.3999999999999995,8.804005085372506,8.452160254742113,2.9711321566857585,2.630376906373703,49.246,63.354000000000006,3330.545,2341.593,0.333,-3.4820000000000007,1.0242499368621978,2.5836430955813015,False,0.3005398042393992,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,AUS,9.210895276583694,2.6302456159531973,4.623810068898864,2.9499999999999997,20929.06,379.227,31.143,10464.281,-4.957,0.326823263325125,,,,,,,63.3849814772652,67.3203810838265,,9.94889390282136,5.938134970377733,,,,,,,,,,,,,,,,,,,False,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1996,AUS,8.20920705749882,1.7709366561165758,2.6263754223473144,4.0,23167.547,424.663,29.345,11584.0575,-3.499,0.326794914282787,1.8773558139801023,1.800564527511597,1.3961126804351809,1.713399052619934,1.3675971031188965,1.4402029514312744,63.544201076693,67.3203810838265,0.15921959942780006,10.050507742162791,6.051295913203804,2.6302456159531973,,4.623810068898864,,2.9499999999999997,,9.94889390282136,,5.938134970377733,,31.143,,10464.281,,-4.957,,,,False,0.15921959942780006,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1997,AUS,6.9549185438893675,0.6029171293682164,0.2281071838291519,4.675,23036.266,426.401,25.907,11518.743,-2.926,0.328090534927765,,,,,,,63.5313743530563,67.3203810838265,-0.012826723636699455,10.044825035703496,6.055380218064645,1.7709366561165758,2.6302456159531973,2.6263754223473144,4.623810068898864,4.0,2.9499999999999997,10.050507742162791,9.94889390282136,6.051295913203804,5.938134970377733,29.345,31.143,11584.0575,10464.281,-3.499,-4.957,,,False,-0.012826723636699455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1998,AUS,5.4929705282640064,0.2291958833183091,0.8616775495647317,4.7,20394.834,381.498,23.697999999999997,10197.988,-4.908,0.328528753887412,1.798129677772522,1.6181180477142334,1.066501259803772,1.7568027973175049,1.43221116065979,1.4074912071228027,63.668802493162,67.3203810838265,0.1374281401056976,9.923036912468719,5.944105608246812,0.6029171293682164,1.7709366561165758,0.2281071838291519,2.6263754223473144,4.675,4.0,10.044825035703496,10.050507742162791,6.055380218064645,6.051295913203804,25.907,29.345,11518.743,11584.0575,-2.926,-3.499,0.2838210158967982,,False,0.1374281401056976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,AUS,6.009311942983282,0.3722335639824199,1.4819468564933358,4.425,21775.12,411.968,22.544,10888.383,-5.479,0.328661441510613,,,,,,,63.960530044146,67.3203810838265,0.2917275509839996,9.988523312612521,6.02094567643015,0.2291958833183091,0.6029171293682164,0.8616775495647317,0.2281071838291519,4.7,4.675,9.923036912468719,10.044825035703496,5.944105608246812,6.055380218064645,23.697999999999997,25.907,10197.988,11518.743,-4.908,-2.926,0.41632896745299774,,False,0.2917275509839996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2000,AUS,6.314569334408058,0.287122477393981,4.447077363003972,3.1,20912.038,400.278,19.495,10456.982,-4.046,0.328628651535517,1.862088322639465,1.7321702241897583,1.333964705467224,1.722066879272461,1.575613498687744,1.4713051319122314,64.3175315229389,67.3203810838265,0.35700147879290967,9.948080253000837,5.992159305707324,0.3722335639824199,0.2291958833183091,1.4819468564933358,0.8616775495647317,4.425,4.7,9.988523312612521,9.923036912468719,6.02094567643015,5.944105608246812,22.544,23.697999999999997,10888.383,10197.988,-5.479,-4.908,0.7861571698826069,0.9325500456737075,False,0.35700147879290967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,AUS,5.615264328407206,0.5975249804490363,4.441672930239656,2.575,19503.999,378.114,17.106,9752.343,-2.249,0.327674511084618,,,,,,,64.5935737364848,67.3203810838265,0.2760422135458924,9.878374800449517,5.935195737452866,0.287122477393981,0.3722335639824199,4.447077363003972,1.4819468564933358,3.1,4.425,9.948080253000837,9.988523312612521,5.992159305707324,6.02094567643015,19.495,22.544,10456.982,10888.383,-4.046,-5.479,0.9247712433228017,1.0493726597917998,False,0.2760422135458924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2002,AUS,5.843957711100875,1.2317483904507645,2.9816027939201053,4.1499999999999995,21703.958,425.516,15.01,10852.4045,-3.799,0.32802238733829,1.7614363431930542,1.6591986417770386,1.189414620399475,1.767046570777893,1.421155571937561,1.4072332382202148,64.6647373227848,67.3203810838265,0.07116358630000263,9.98524991920973,6.053302550126672,0.5975249804490363,0.287122477393981,4.441672930239656,4.447077363003972,2.575,3.1,9.878374800449517,9.948080253000837,5.935195737452866,5.992159305707324,17.106,19.495,9752.343,10456.982,-2.249,-4.046,0.7042072786388047,1.133362969728502,False,0.07116358630000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
