spec,theta,se,pval
vul_pooled_lag1_core,-11.717665530385824,12.584150091483584,0.3517786831563025
vul_pooled_lag1_bgr_event,-11.09513727132978,11.920260053648066,0.3519674806830585
vul_pooled_lag1_no_bgr,0.7828450365503402,1.4040091434011626,0.5771323752973403
vul_fe_within,30.9450558211367,25.226282208731348,0.2199357338461495
vul_mundlak,52.85139569803885,50.14392172164332,0.2918856361417826
