,0
wgi_rq_lag1,-0.016018573973834195
wgi_va_lag1,-0.013703603376527393
wgi_pv_lag1,-0.010655634560211754
sovereign_spread_lag1,0.009540212044397095
cpi_yoy_lag1,-0.005948572684379885
gdp_per_capita_lag1,-0.005218862797794691
gdp_annual_growth_rate_lag1,0.0037626890868713604
