iso3,Date,account balance
CZE,2002-06-01,-5.043
CZE,2002-07-01,-5.043
CZE,2002-08-01,-5.043
CZE,2002-09-01,-5.043
CZE,2002-10-01,-5.043
CZE,2002-11-01,-5.043
CZE,2002-12-01,-5.043
CZE,2003-01-01,-5.669
CZE,2003-02-01,-5.669
CZE,2003-03-01,-5.669
CZE,2003-04-01,-5.669
CZE,2003-05-01,-5.669
CZE,2003-06-01,-5.669
CZE,2003-07-01,-5.669
CZE,2003-08-01,-5.669
CZE,2003-09-01,-5.669
CZE,2003-10-01,-5.669
CZE,2003-11-01,-5.669
CZE,2003-12-01,-5.669
CZE,2004-01-01,-3.705
CZE,2004-02-01,-3.705
CZE,2004-03-01,-3.705
CZE,2004-04-01,-3.705
CZE,2004-05-01,-3.705
CZE,2004-06-01,-3.705
CZE,2004-07-01,-3.705
CZE,2004-08-01,-3.705
CZE,2004-09-01,-3.705
CZE,2004-10-01,-3.705
CZE,2004-11-01,-3.705
CZE,2004-12-01,-3.705
CZE,2005-01-01,-2.09
CZE,2005-02-01,-2.09
CZE,2005-03-01,-2.09
CZE,2005-04-01,-2.09
CZE,2005-05-01,-2.09
CZE,2005-06-01,-2.09
CZE,2005-07-01,-2.09
CZE,2005-08-01,-2.09
CZE,2005-09-01,-2.09
CZE,2005-10-01,-2.09
CZE,2005-11-01,-2.09
CZE,2005-12-01,-2.09
CZE,2006-01-01,-2.454
CZE,2006-02-01,-2.454
CZE,2006-03-01,-2.454
CZE,2006-04-01,-2.454
CZE,2006-05-01,-2.454
CZE,2006-06-01,-2.454
CZE,2006-07-01,-2.454
CZE,2006-08-01,-2.454
CZE,2006-09-01,-2.454
CZE,2006-10-01,-2.454
CZE,2006-11-01,-2.454
CZE,2006-12-01,-2.454
CZE,2007-01-01,-4.592
CZE,2007-02-01,-4.592
CZE,2007-03-01,-4.592
CZE,2007-04-01,-4.592
CZE,2007-05-01,-4.592
CZE,2007-06-01,-4.592
CZE,2007-07-01,-4.592
CZE,2007-08-01,-4.592
CZE,2007-09-01,-4.592
CZE,2007-10-01,-4.592
CZE,2007-11-01,-4.592
CZE,2007-12-01,-4.592
CZE,2008-01-01,-1.864
CZE,2008-02-01,-1.864
CZE,2008-03-01,-1.864
CZE,2008-04-01,-1.864
CZE,2008-05-01,-1.864
CZE,2008-06-01,-1.864
CZE,2008-07-01,-1.864
CZE,2008-08-01,-1.864
CZE,2008-09-01,-1.864
CZE,2008-10-01,-1.864
CZE,2008-11-01,-1.864
CZE,2008-12-01,-1.864
CZE,2009-01-01,-2.261
CZE,2009-02-01,-2.261
CZE,2009-03-01,-2.261
CZE,2009-04-01,-2.261
CZE,2009-05-01,-2.261
CZE,2009-06-01,-2.261
CZE,2009-07-01,-2.261
CZE,2009-08-01,-2.261
CZE,2009-09-01,-2.261
CZE,2009-10-01,-2.261
CZE,2009-11-01,-2.261
CZE,2009-12-01,-2.261
CZE,2010-01-01,-3.515
CZE,2010-02-01,-3.515
CZE,2010-03-01,-3.515
CZE,2010-04-01,-3.515
CZE,2010-05-01,-3.515
CZE,2010-06-01,-3.515
CZE,2010-07-01,-3.515
CZE,2010-08-01,-3.515
CZE,2010-09-01,-3.515
CZE,2010-10-01,-3.515
CZE,2010-11-01,-3.515
CZE,2010-12-01,-3.515
CZE,2011-01-01,-2.071
CZE,2011-02-01,-2.071
CZE,2011-03-01,-2.071
CZE,2011-04-01,-2.071
CZE,2011-05-01,-2.071
CZE,2011-06-01,-2.071
CZE,2011-07-01,-2.071
CZE,2011-08-01,-2.071
CZE,2011-09-01,-2.071
CZE,2011-10-01,-2.071
CZE,2011-11-01,-2.071
CZE,2011-12-01,-2.071
CZE,2012-01-01,-1.537
CZE,2012-02-01,-1.537
CZE,2012-03-01,-1.537
CZE,2012-04-01,-1.537
CZE,2012-05-01,-1.537
CZE,2012-06-01,-1.537
CZE,2012-07-01,-1.537
CZE,2012-08-01,-1.537
CZE,2012-09-01,-1.537
CZE,2012-10-01,-1.537
CZE,2012-11-01,-1.537
CZE,2012-12-01,-1.537
CZE,2013-01-01,-0.522
CZE,2013-02-01,-0.522
CZE,2013-03-01,-0.522
CZE,2013-04-01,-0.522
CZE,2013-05-01,-0.522
CZE,2013-06-01,-0.522
CZE,2013-07-01,-0.522
CZE,2013-08-01,-0.522
CZE,2013-09-01,-0.522
CZE,2013-10-01,-0.522
CZE,2013-11-01,-0.522
CZE,2013-12-01,-0.522
CZE,2014-01-01,0.18
CZE,2014-02-01,0.18
CZE,2014-03-01,0.18
CZE,2014-04-01,0.18
CZE,2014-05-01,0.18
CZE,2014-06-01,0.18
CZE,2014-07-01,0.18
CZE,2014-08-01,0.18
CZE,2014-09-01,0.18
CZE,2014-10-01,0.18
CZE,2014-11-01,0.18
CZE,2014-12-01,0.18
CZE,2015-01-01,0.446
CZE,2015-02-01,0.446
CZE,2015-03-01,0.446
CZE,2015-04-01,0.446
CZE,2015-05-01,0.446
CZE,2015-06-01,0.446
CZE,2015-07-01,0.446
CZE,2015-08-01,0.446
CZE,2015-09-01,0.446
CZE,2015-10-01,0.446
CZE,2015-11-01,0.446
CZE,2015-12-01,0.446
CZE,2016-01-01,1.759
CZE,2016-02-01,1.759
CZE,2016-03-01,1.759
CZE,2016-04-01,1.759
CZE,2016-05-01,1.759
CZE,2016-06-01,1.759
CZE,2016-07-01,1.759
CZE,2016-08-01,1.759
CZE,2016-09-01,1.759
CZE,2016-10-01,1.759
CZE,2016-11-01,1.759
CZE,2016-12-01,1.759
CZE,2017-01-01,1.541
CZE,2017-02-01,1.541
CZE,2017-03-01,1.541
CZE,2017-04-01,1.541
CZE,2017-05-01,1.541
CZE,2017-06-01,1.541
CZE,2017-07-01,1.541
CZE,2017-08-01,1.541
CZE,2017-09-01,1.541
CZE,2017-10-01,1.541
CZE,2017-11-01,1.541
CZE,2017-12-01,1.541
CZE,2018-01-01,0.392
CZE,2018-02-01,0.392
CZE,2018-03-01,0.392
CZE,2018-04-01,0.392
CZE,2018-05-01,0.392
CZE,2018-06-01,0.392
CZE,2018-07-01,0.392
CZE,2018-08-01,0.392
CZE,2018-09-01,0.392
CZE,2018-10-01,0.392
CZE,2018-11-01,0.392
CZE,2018-12-01,0.392
CZE,2019-01-01,0.332
CZE,2019-02-01,0.332
CZE,2019-03-01,0.332
CZE,2019-04-01,0.332
CZE,2019-05-01,0.332
CZE,2019-06-01,0.332
CZE,2019-07-01,0.332
CZE,2019-08-01,0.332
CZE,2019-09-01,0.332
CZE,2019-10-01,0.332
CZE,2019-11-01,0.332
CZE,2019-12-01,0.332
CZE,2020-01-01,1.759
CZE,2020-02-01,1.759
CZE,2020-03-01,1.759
CZE,2020-04-01,1.759
CZE,2020-05-01,1.759
CZE,2020-06-01,1.759
CZE,2020-07-01,1.759
CZE,2020-08-01,1.759
CZE,2020-09-01,1.759
CZE,2020-10-01,1.759
CZE,2020-11-01,1.759
CZE,2020-12-01,1.759
CZE,2021-01-01,-2.056
CZE,2021-02-01,-2.056
CZE,2021-03-01,-2.056
CZE,2021-04-01,-2.056
CZE,2021-05-01,-2.056
CZE,2021-06-01,-2.056
CZE,2021-07-01,-2.056
CZE,2021-08-01,-2.056
CZE,2021-09-01,-2.056
CZE,2021-10-01,-2.056
CZE,2021-11-01,-2.056
CZE,2021-12-01,-2.056
CZE,2022-01-01,-4.685
CZE,2022-02-01,-4.685
CZE,2022-03-01,-4.685
CZE,2022-04-01,-4.685
CZE,2022-05-01,-4.685
CZE,2022-06-01,-4.685
CZE,2022-07-01,-4.685
CZE,2022-08-01,-4.685
CZE,2022-09-01,-4.685
CZE,2022-10-01,-4.685
CZE,2022-11-01,-4.685
CZE,2022-12-01,-4.685
CZE,2023-01-01,-0.111
CZE,2023-02-01,-0.111
CZE,2023-03-01,-0.111
CZE,2023-04-01,-0.111
CZE,2023-05-01,-0.111
CZE,2023-06-01,-0.111
CZE,2023-07-01,-0.111
CZE,2023-08-01,-0.111
CZE,2023-09-01,-0.111
CZE,2023-10-01,-0.111
CZE,2023-11-01,-0.111
CZE,2023-12-01,-0.111
CZE,2024-01-01,1.755
CZE,2024-02-01,1.755
CZE,2024-03-01,1.755
CZE,2024-04-01,1.755
CZE,2024-05-01,1.755
CZE,2024-06-01,1.755
CZE,2024-07-01,1.755
CZE,2024-08-01,1.755
CZE,2024-09-01,1.755
CZE,2024-10-01,1.755
CZE,2024-11-01,1.755
CZE,2024-12-01,1.755
CZE,2025-01-01,-0.075
CZE,2025-02-01,-0.075
CZE,2025-03-01,-0.075
CZE,2025-04-01,-0.075
CZE,2025-05-01,-0.075
CZE,2025-06-01,-0.075
CZE,2025-07-01,-0.075
CZE,2025-08-01,-0.075
CZE,2025-09-01,-0.075
CZE,2025-10-01,-0.075
CZE,2025-11-01,-0.075
CZE,2025-12-01,-0.075
DEU,1990-01-01,3.12
DEU,1990-02-01,3.12
DEU,1990-03-01,3.12
DEU,1990-04-01,3.12
DEU,1990-05-01,3.12
DEU,1990-06-01,3.12
DEU,1990-07-01,3.12
DEU,1990-08-01,3.12
DEU,1990-09-01,3.12
DEU,1990-10-01,3.12
DEU,1990-11-01,3.12
DEU,1990-12-01,3.12
DEU,1991-01-01,-1.194
DEU,1991-02-01,-1.194
DEU,1991-03-01,-1.194
DEU,1991-04-01,-1.194
DEU,1991-05-01,-1.194
DEU,1991-06-01,-1.194
DEU,1991-07-01,-1.194
DEU,1991-08-01,-1.194
DEU,1991-09-01,-1.194
DEU,1991-10-01,-1.194
DEU,1991-11-01,-1.194
DEU,1991-12-01,-1.194
DEU,1992-01-01,-0.983
DEU,1992-02-01,-0.983
DEU,1992-03-01,-0.983
DEU,1992-04-01,-0.983
DEU,1992-05-01,-0.983
DEU,1992-06-01,-0.983
DEU,1992-07-01,-0.983
DEU,1992-08-01,-0.983
DEU,1992-09-01,-0.983
DEU,1992-10-01,-0.983
DEU,1992-11-01,-0.983
DEU,1992-12-01,-0.983
DEU,1993-01-01,-0.781
DEU,1993-02-01,-0.781
DEU,1993-03-01,-0.781
DEU,1993-04-01,-0.781
DEU,1993-05-01,-0.781
DEU,1993-06-01,-0.781
DEU,1993-07-01,-0.781
DEU,1993-08-01,-0.781
DEU,1993-09-01,-0.781
DEU,1993-10-01,-0.781
DEU,1993-11-01,-0.781
DEU,1993-12-01,-0.781
DEU,1994-01-01,-1.31
DEU,1994-02-01,-1.31
DEU,1994-03-01,-1.31
DEU,1994-04-01,-1.31
DEU,1994-05-01,-1.31
DEU,1994-06-01,-1.31
DEU,1994-07-01,-1.31
DEU,1994-08-01,-1.31
DEU,1994-09-01,-1.31
DEU,1994-10-01,-1.31
DEU,1994-11-01,-1.31
DEU,1994-12-01,-1.31
DEU,1995-01-01,-1.069
DEU,1995-02-01,-1.069
DEU,1995-03-01,-1.069
DEU,1995-04-01,-1.069
DEU,1995-05-01,-1.069
DEU,1995-06-01,-1.069
DEU,1995-07-01,-1.069
DEU,1995-08-01,-1.069
DEU,1995-09-01,-1.069
DEU,1995-10-01,-1.069
DEU,1995-11-01,-1.069
DEU,1995-12-01,-1.069
DEU,1996-01-01,-0.485
DEU,1996-02-01,-0.485
DEU,1996-03-01,-0.485
DEU,1996-04-01,-0.485
DEU,1996-05-01,-0.485
DEU,1996-06-01,-0.485
DEU,1996-07-01,-0.485
DEU,1996-08-01,-0.485
DEU,1996-09-01,-0.485
DEU,1996-10-01,-0.485
DEU,1996-11-01,-0.485
DEU,1996-12-01,-0.485
DEU,1997-01-01,-0.344
DEU,1997-02-01,-0.344
DEU,1997-03-01,-0.344
DEU,1997-04-01,-0.344
DEU,1997-05-01,-0.344
DEU,1997-06-01,-0.344
DEU,1997-07-01,-0.344
DEU,1997-08-01,-0.344
DEU,1997-09-01,-0.344
DEU,1997-10-01,-0.344
DEU,1997-11-01,-0.344
DEU,1997-12-01,-0.344
DEU,1998-01-01,-0.498
DEU,1998-02-01,-0.498
DEU,1998-03-01,-0.498
DEU,1998-04-01,-0.498
DEU,1998-05-01,-0.498
DEU,1998-06-01,-0.498
DEU,1998-07-01,-0.498
DEU,1998-08-01,-0.498
DEU,1998-09-01,-0.498
DEU,1998-10-01,-0.498
DEU,1998-11-01,-0.498
DEU,1998-12-01,-0.498
DEU,1999-01-01,-1.157
DEU,1999-02-01,-1.157
DEU,1999-03-01,-1.157
DEU,1999-04-01,-1.157
DEU,1999-05-01,-1.157
DEU,1999-06-01,-1.157
DEU,1999-07-01,-1.157
DEU,1999-08-01,-1.157
DEU,1999-09-01,-1.157
DEU,1999-10-01,-1.157
DEU,1999-11-01,-1.157
DEU,1999-12-01,-1.157
DEU,2000-01-01,-1.524
DEU,2000-02-01,-1.524
DEU,2000-03-01,-1.524
DEU,2000-04-01,-1.524
DEU,2000-05-01,-1.524
DEU,2000-06-01,-1.524
DEU,2000-07-01,-1.524
DEU,2000-08-01,-1.524
DEU,2000-09-01,-1.524
DEU,2000-10-01,-1.524
DEU,2000-11-01,-1.524
DEU,2000-12-01,-1.524
DEU,2001-01-01,-0.173
DEU,2001-02-01,-0.173
DEU,2001-03-01,-0.173
DEU,2001-04-01,-0.173
DEU,2001-05-01,-0.173
DEU,2001-06-01,-0.173
DEU,2001-07-01,-0.173
DEU,2001-08-01,-0.173
DEU,2001-09-01,-0.173
DEU,2001-10-01,-0.173
DEU,2001-11-01,-0.173
DEU,2001-12-01,-0.173
DEU,2002-01-01,1.954
DEU,2002-02-01,1.954
DEU,2002-03-01,1.954
DEU,2002-04-01,1.954
DEU,2002-05-01,1.954
DEU,2002-06-01,1.954
DEU,2002-07-01,1.954
DEU,2002-08-01,1.954
DEU,2002-09-01,1.954
DEU,2002-10-01,1.954
DEU,2002-11-01,1.954
DEU,2002-12-01,1.954
DEU,2003-01-01,1.499
DEU,2003-02-01,1.499
DEU,2003-03-01,1.499
DEU,2003-04-01,1.499
DEU,2003-05-01,1.499
DEU,2003-06-01,1.499
DEU,2003-07-01,1.499
DEU,2003-08-01,1.499
DEU,2003-09-01,1.499
DEU,2003-10-01,1.499
DEU,2003-11-01,1.499
DEU,2003-12-01,1.499
DEU,2004-01-01,4.514
DEU,2004-02-01,4.514
DEU,2004-03-01,4.514
DEU,2004-04-01,4.514
DEU,2004-05-01,4.514
DEU,2004-06-01,4.514
DEU,2004-07-01,4.514
DEU,2004-08-01,4.514
DEU,2004-09-01,4.514
DEU,2004-10-01,4.514
DEU,2004-11-01,4.514
DEU,2004-12-01,4.514
DEU,2005-01-01,4.651
DEU,2005-02-01,4.651
DEU,2005-03-01,4.651
DEU,2005-04-01,4.651
DEU,2005-05-01,4.651
DEU,2005-06-01,4.651
DEU,2005-07-01,4.651
DEU,2005-08-01,4.651
DEU,2005-09-01,4.651
DEU,2005-10-01,4.651
DEU,2005-11-01,4.651
DEU,2005-12-01,4.651
DEU,2006-01-01,5.81
DEU,2006-02-01,5.81
DEU,2006-03-01,5.81
DEU,2006-04-01,5.81
DEU,2006-05-01,5.81
DEU,2006-06-01,5.81
DEU,2006-07-01,5.81
DEU,2006-08-01,5.81
DEU,2006-09-01,5.81
DEU,2006-10-01,5.81
DEU,2006-11-01,5.81
DEU,2006-12-01,5.81
DEU,2007-01-01,6.672
DEU,2007-02-01,6.672
DEU,2007-03-01,6.672
DEU,2007-04-01,6.672
DEU,2007-05-01,6.672
DEU,2007-06-01,6.672
DEU,2007-07-01,6.672
DEU,2007-08-01,6.672
DEU,2007-09-01,6.672
DEU,2007-10-01,6.672
DEU,2007-11-01,6.672
DEU,2007-12-01,6.672
DEU,2008-01-01,5.6
DEU,2008-02-01,5.6
DEU,2008-03-01,5.6
DEU,2008-04-01,5.6
DEU,2008-05-01,5.6
DEU,2008-06-01,5.6
DEU,2008-07-01,5.6
DEU,2008-08-01,5.6
DEU,2008-09-01,5.6
DEU,2008-10-01,5.6
DEU,2008-11-01,5.6
DEU,2008-12-01,5.6
DEU,2009-01-01,5.803
DEU,2009-02-01,5.803
DEU,2009-03-01,5.803
DEU,2009-04-01,5.803
DEU,2009-05-01,5.803
DEU,2009-06-01,5.803
DEU,2009-07-01,5.803
DEU,2009-08-01,5.803
DEU,2009-09-01,5.803
DEU,2009-10-01,5.803
DEU,2009-11-01,5.803
DEU,2009-12-01,5.803
DEU,2010-01-01,5.742
DEU,2010-02-01,5.742
DEU,2010-03-01,5.742
DEU,2010-04-01,5.742
DEU,2010-05-01,5.742
DEU,2010-06-01,5.742
DEU,2010-07-01,5.742
DEU,2010-08-01,5.742
DEU,2010-09-01,5.742
DEU,2010-10-01,5.742
DEU,2010-11-01,5.742
DEU,2010-12-01,5.742
DEU,2011-01-01,6.29
DEU,2011-02-01,6.29
DEU,2011-03-01,6.29
DEU,2011-04-01,6.29
DEU,2011-05-01,6.29
DEU,2011-06-01,6.29
DEU,2011-07-01,6.29
DEU,2011-08-01,6.29
DEU,2011-09-01,6.29
DEU,2011-10-01,6.29
DEU,2011-11-01,6.29
DEU,2011-12-01,6.29
DEU,2012-01-01,7.188
DEU,2012-02-01,7.188
DEU,2012-03-01,7.188
DEU,2012-04-01,7.188
DEU,2012-05-01,7.188
DEU,2012-06-01,7.188
DEU,2012-07-01,7.188
DEU,2012-08-01,7.188
DEU,2012-09-01,7.188
DEU,2012-10-01,7.188
DEU,2012-11-01,7.188
DEU,2012-12-01,7.188
DEU,2013-01-01,6.708
DEU,2013-02-01,6.708
DEU,2013-03-01,6.708
DEU,2013-04-01,6.708
DEU,2013-05-01,6.708
DEU,2013-06-01,6.708
DEU,2013-07-01,6.708
DEU,2013-08-01,6.708
DEU,2013-09-01,6.708
DEU,2013-10-01,6.708
DEU,2013-11-01,6.708
DEU,2013-12-01,6.708
DEU,2014-01-01,7.233
DEU,2014-02-01,7.233
DEU,2014-03-01,7.233
DEU,2014-04-01,7.233
DEU,2014-05-01,7.233
DEU,2014-06-01,7.233
DEU,2014-07-01,7.233
DEU,2014-08-01,7.233
DEU,2014-09-01,7.233
DEU,2014-10-01,7.233
DEU,2014-11-01,7.233
DEU,2014-12-01,7.233
DEU,2015-01-01,8.105
DEU,2015-02-01,8.105
DEU,2015-03-01,8.105
DEU,2015-04-01,8.105
DEU,2015-05-01,8.105
DEU,2015-06-01,8.105
DEU,2015-07-01,8.105
DEU,2015-08-01,8.105
DEU,2015-09-01,8.105
DEU,2015-10-01,8.105
DEU,2015-11-01,8.105
DEU,2015-12-01,8.105
DEU,2016-01-01,8.907
DEU,2016-02-01,8.907
DEU,2016-03-01,8.907
DEU,2016-04-01,8.907
DEU,2016-05-01,8.907
DEU,2016-06-01,8.907
DEU,2016-07-01,8.907
DEU,2016-08-01,8.907
DEU,2016-09-01,8.907
DEU,2016-10-01,8.907
DEU,2016-11-01,8.907
DEU,2016-12-01,8.907
DEU,2017-01-01,8.067
DEU,2017-02-01,8.067
DEU,2017-03-01,8.067
DEU,2017-04-01,8.067
DEU,2017-05-01,8.067
DEU,2017-06-01,8.067
DEU,2017-07-01,8.067
DEU,2017-08-01,8.067
DEU,2017-09-01,8.067
DEU,2017-10-01,8.067
DEU,2017-11-01,8.067
DEU,2017-12-01,8.067
DEU,2018-01-01,8.428
DEU,2018-02-01,8.428
DEU,2018-03-01,8.428
DEU,2018-04-01,8.428
DEU,2018-05-01,8.428
DEU,2018-06-01,8.428
DEU,2018-07-01,8.428
DEU,2018-08-01,8.428
DEU,2018-09-01,8.428
DEU,2018-10-01,8.428
DEU,2018-11-01,8.428
DEU,2018-12-01,8.428
DEU,2019-01-01,7.878
DEU,2019-02-01,7.878
DEU,2019-03-01,7.878
DEU,2019-04-01,7.878
DEU,2019-05-01,7.878
DEU,2019-06-01,7.878
DEU,2019-07-01,7.878
DEU,2019-08-01,7.878
DEU,2019-09-01,7.878
DEU,2019-10-01,7.878
DEU,2019-11-01,7.878
DEU,2019-12-01,7.878
DEU,2020-01-01,6.32
DEU,2020-02-01,6.32
DEU,2020-03-01,6.32
DEU,2020-04-01,6.32
DEU,2020-05-01,6.32
DEU,2020-06-01,6.32
DEU,2020-07-01,6.32
DEU,2020-08-01,6.32
DEU,2020-09-01,6.32
DEU,2020-10-01,6.32
DEU,2020-11-01,6.32
DEU,2020-12-01,6.32
DEU,2021-01-01,6.92
DEU,2021-02-01,6.92
DEU,2021-03-01,6.92
DEU,2021-04-01,6.92
DEU,2021-05-01,6.92
DEU,2021-06-01,6.92
DEU,2021-07-01,6.92
DEU,2021-08-01,6.92
DEU,2021-09-01,6.92
DEU,2021-10-01,6.92
DEU,2021-11-01,6.92
DEU,2021-12-01,6.92
DEU,2022-01-01,3.845
DEU,2022-02-01,3.845
DEU,2022-03-01,3.845
DEU,2022-04-01,3.845
DEU,2022-05-01,3.845
DEU,2022-06-01,3.845
DEU,2022-07-01,3.845
DEU,2022-08-01,3.845
DEU,2022-09-01,3.845
DEU,2022-10-01,3.845
DEU,2022-11-01,3.845
DEU,2022-12-01,3.845
DEU,2023-01-01,5.562
DEU,2023-02-01,5.562
DEU,2023-03-01,5.562
DEU,2023-04-01,5.562
DEU,2023-05-01,5.562
DEU,2023-06-01,5.562
DEU,2023-07-01,5.562
DEU,2023-08-01,5.562
DEU,2023-09-01,5.562
DEU,2023-10-01,5.562
DEU,2023-11-01,5.562
DEU,2023-12-01,5.562
DEU,2024-01-01,5.729
DEU,2024-02-01,5.729
DEU,2024-03-01,5.729
DEU,2024-04-01,5.729
DEU,2024-05-01,5.729
DEU,2024-06-01,5.729
DEU,2024-07-01,5.729
DEU,2024-08-01,5.729
DEU,2024-09-01,5.729
DEU,2024-10-01,5.729
DEU,2024-11-01,5.729
DEU,2024-12-01,5.729
DEU,2025-01-01,5.247
DEU,2025-02-01,5.247
DEU,2025-03-01,5.247
DEU,2025-04-01,5.247
DEU,2025-05-01,5.247
DEU,2025-06-01,5.247
DEU,2025-07-01,5.247
DEU,2025-08-01,5.247
DEU,2025-09-01,5.247
DEU,2025-10-01,5.247
DEU,2025-11-01,5.247
DEU,2025-12-01,5.247
DNK,1990-01-01,0.992
DNK,1990-02-01,0.992
DNK,1990-03-01,0.992
DNK,1990-04-01,0.992
DNK,1990-05-01,0.992
DNK,1990-06-01,0.992
DNK,1990-07-01,0.992
DNK,1990-08-01,0.992
DNK,1990-09-01,0.992
DNK,1990-10-01,0.992
DNK,1990-11-01,0.992
DNK,1990-12-01,0.992
DNK,1991-01-01,1.425
DNK,1991-02-01,1.425
DNK,1991-03-01,1.425
DNK,1991-04-01,1.425
DNK,1991-05-01,1.425
DNK,1991-06-01,1.425
DNK,1991-07-01,1.425
DNK,1991-08-01,1.425
DNK,1991-09-01,1.425
DNK,1991-10-01,1.425
DNK,1991-11-01,1.425
DNK,1991-12-01,1.425
DNK,1992-01-01,2.745
DNK,1992-02-01,2.745
DNK,1992-03-01,2.745
DNK,1992-04-01,2.745
DNK,1992-05-01,2.745
DNK,1992-06-01,2.745
DNK,1992-07-01,2.745
DNK,1992-08-01,2.745
DNK,1992-09-01,2.745
DNK,1992-10-01,2.745
DNK,1992-11-01,2.745
DNK,1992-12-01,2.745
DNK,1993-01-01,3.376
DNK,1993-02-01,3.376
DNK,1993-03-01,3.376
DNK,1993-04-01,3.376
DNK,1993-05-01,3.376
DNK,1993-06-01,3.376
DNK,1993-07-01,3.376
DNK,1993-08-01,3.376
DNK,1993-09-01,3.376
DNK,1993-10-01,3.376
DNK,1993-11-01,3.376
DNK,1993-12-01,3.376
DNK,1994-01-01,2.044
DNK,1994-02-01,2.044
DNK,1994-03-01,2.044
DNK,1994-04-01,2.044
DNK,1994-05-01,2.044
DNK,1994-06-01,2.044
DNK,1994-07-01,2.044
DNK,1994-08-01,2.044
DNK,1994-09-01,2.044
DNK,1994-10-01,2.044
DNK,1994-11-01,2.044
DNK,1994-12-01,2.044
DNK,1995-01-01,1.003
DNK,1995-02-01,1.003
DNK,1995-03-01,1.003
DNK,1995-04-01,1.003
DNK,1995-05-01,1.003
DNK,1995-06-01,1.003
DNK,1995-07-01,1.003
DNK,1995-08-01,1.003
DNK,1995-09-01,1.003
DNK,1995-10-01,1.003
DNK,1995-11-01,1.003
DNK,1995-12-01,1.003
DNK,1996-01-01,1.648
DNK,1996-02-01,1.648
DNK,1996-03-01,1.648
DNK,1996-04-01,1.648
DNK,1996-05-01,1.648
DNK,1996-06-01,1.648
DNK,1996-07-01,1.648
DNK,1996-08-01,1.648
DNK,1996-09-01,1.648
DNK,1996-10-01,1.648
DNK,1996-11-01,1.648
DNK,1996-12-01,1.648
DNK,1997-01-01,1.315
DNK,1997-02-01,1.315
DNK,1997-03-01,1.315
DNK,1997-04-01,1.315
DNK,1997-05-01,1.315
DNK,1997-06-01,1.315
DNK,1997-07-01,1.315
DNK,1997-08-01,1.315
DNK,1997-09-01,1.315
DNK,1997-10-01,1.315
DNK,1997-11-01,1.315
DNK,1997-12-01,1.315
DNK,1998-01-01,-0.149
DNK,1998-02-01,-0.149
DNK,1998-03-01,-0.149
DNK,1998-04-01,-0.149
DNK,1998-05-01,-0.149
DNK,1998-06-01,-0.149
DNK,1998-07-01,-0.149
DNK,1998-08-01,-0.149
DNK,1998-09-01,-0.149
DNK,1998-10-01,-0.149
DNK,1998-11-01,-0.149
DNK,1998-12-01,-0.149
DNK,1999-01-01,2.53
DNK,1999-02-01,2.53
DNK,1999-03-01,2.53
DNK,1999-04-01,2.53
DNK,1999-05-01,2.53
DNK,1999-06-01,2.53
DNK,1999-07-01,2.53
DNK,1999-08-01,2.53
DNK,1999-09-01,2.53
DNK,1999-10-01,2.53
DNK,1999-11-01,2.53
DNK,1999-12-01,2.53
DNK,2000-01-01,1.991
DNK,2000-02-01,1.991
DNK,2000-03-01,1.991
DNK,2000-04-01,1.991
DNK,2000-05-01,1.991
DNK,2000-06-01,1.991
DNK,2000-07-01,1.991
DNK,2000-08-01,1.991
DNK,2000-09-01,1.991
DNK,2000-10-01,1.991
DNK,2000-11-01,1.991
DNK,2000-12-01,1.991
DNK,2001-01-01,3.644
DNK,2001-02-01,3.644
DNK,2001-03-01,3.644
DNK,2001-04-01,3.644
DNK,2001-05-01,3.644
DNK,2001-06-01,3.644
DNK,2001-07-01,3.644
DNK,2001-08-01,3.644
DNK,2001-09-01,3.644
DNK,2001-10-01,3.644
DNK,2001-11-01,3.644
DNK,2001-12-01,3.644
DNK,2002-01-01,2.997
DNK,2002-02-01,2.997
DNK,2002-03-01,2.997
DNK,2002-04-01,2.997
DNK,2002-05-01,2.997
DNK,2002-06-01,2.997
DNK,2002-07-01,2.997
DNK,2002-08-01,2.997
DNK,2002-09-01,2.997
DNK,2002-10-01,2.997
DNK,2002-11-01,2.997
DNK,2002-12-01,2.997
DNK,2003-01-01,3.925
DNK,2003-02-01,3.925
DNK,2003-03-01,3.925
DNK,2003-04-01,3.925
DNK,2003-05-01,3.925
DNK,2003-06-01,3.925
DNK,2003-07-01,3.925
DNK,2003-08-01,3.925
DNK,2003-09-01,3.925
DNK,2003-10-01,3.925
DNK,2003-11-01,3.925
DNK,2003-12-01,3.925
DNK,2004-01-01,4.035
DNK,2004-02-01,4.035
DNK,2004-03-01,4.035
DNK,2004-04-01,4.035
DNK,2004-05-01,4.035
DNK,2004-06-01,4.035
DNK,2004-07-01,4.035
DNK,2004-08-01,4.035
DNK,2004-09-01,4.035
DNK,2004-10-01,4.035
DNK,2004-11-01,4.035
DNK,2004-12-01,4.035
DNK,2005-01-01,4.052
DNK,2005-02-01,4.052
DNK,2005-03-01,4.052
DNK,2005-04-01,4.052
DNK,2005-05-01,4.052
DNK,2005-06-01,4.052
DNK,2005-07-01,4.052
DNK,2005-08-01,4.052
DNK,2005-09-01,4.052
DNK,2005-10-01,4.052
DNK,2005-11-01,4.052
DNK,2005-12-01,4.052
DNK,2006-01-01,3.18
DNK,2006-02-01,3.18
DNK,2006-03-01,3.18
