iso3,Date,account balance
ARG,2016-05-01,-2.713
ARG,2016-06-01,-2.713
ARG,2016-07-01,-2.713
ARG,2016-08-01,-2.713
ARG,2016-09-01,-2.713
ARG,2016-10-01,-2.713
ARG,2016-11-01,-2.713
ARG,2016-12-01,-2.713
ARG,2017-01-01,-4.838
ARG,2017-02-01,-4.838
ARG,2017-03-01,-4.838
ARG,2017-04-01,-4.838
ARG,2017-05-01,-4.838
ARG,2017-06-01,-4.838
ARG,2017-07-01,-4.838
ARG,2017-08-01,-4.838
ARG,2017-09-01,-4.838
ARG,2017-10-01,-4.838
ARG,2017-11-01,-4.838
ARG,2017-12-01,-4.838
ARG,2018-01-01,-5.164
ARG,2018-02-01,-5.164
ARG,2018-03-01,-5.164
ARG,2018-04-01,-5.164
ARG,2018-05-01,-5.164
ARG,2018-06-01,-5.164
ARG,2018-07-01,-5.164
ARG,2018-08-01,-5.164
ARG,2018-09-01,-5.164
ARG,2018-10-01,-5.164
ARG,2018-11-01,-5.164
ARG,2018-12-01,-5.164
ARG,2019-01-01,-0.781
ARG,2019-02-01,-0.781
ARG,2019-03-01,-0.781
ARG,2019-04-01,-0.781
ARG,2019-05-01,-0.781
ARG,2019-06-01,-0.781
ARG,2019-07-01,-0.781
ARG,2019-08-01,-0.781
ARG,2019-09-01,-0.781
ARG,2019-10-01,-0.781
ARG,2019-11-01,-0.781
ARG,2019-12-01,-0.781
ARG,2020-01-01,0.698
ARG,2020-02-01,0.698
ARG,2020-03-01,0.698
ARG,2020-04-01,0.698
ARG,2020-05-01,0.698
ARG,2020-06-01,0.698
ARG,2020-07-01,0.698
ARG,2020-08-01,0.698
ARG,2020-09-01,0.698
ARG,2020-10-01,0.698
ARG,2020-11-01,0.698
ARG,2020-12-01,0.698
ARG,2021-01-01,1.363
ARG,2021-02-01,1.363
ARG,2021-03-01,1.363
ARG,2021-04-01,1.363
ARG,2021-05-01,1.363
ARG,2021-06-01,1.363
ARG,2021-07-01,1.363
ARG,2021-08-01,1.363
ARG,2021-09-01,1.363
ARG,2021-10-01,1.363
ARG,2021-11-01,1.363
ARG,2021-12-01,1.363
ARG,2022-01-01,-0.641
ARG,2022-02-01,-0.641
ARG,2022-03-01,-0.641
ARG,2022-04-01,-0.641
ARG,2022-05-01,-0.641
ARG,2022-06-01,-0.641
ARG,2022-07-01,-0.641
ARG,2022-08-01,-0.641
ARG,2022-09-01,-0.641
ARG,2022-10-01,-0.641
ARG,2022-11-01,-0.641
ARG,2022-12-01,-0.641
ARG,2023-01-01,-3.246
ARG,2023-02-01,-3.246
ARG,2023-03-01,-3.246
ARG,2023-04-01,-3.246
ARG,2023-05-01,-3.246
ARG,2023-06-01,-3.246
ARG,2023-07-01,-3.246
ARG,2023-08-01,-3.246
ARG,2023-09-01,-3.246
ARG,2023-10-01,-3.246
ARG,2023-11-01,-3.246
ARG,2023-12-01,-3.246
ARG,2024-01-01,0.994
ARG,2024-02-01,0.994
ARG,2024-03-01,0.994
ARG,2024-04-01,0.994
ARG,2024-05-01,0.994
ARG,2024-06-01,0.994
ARG,2024-07-01,0.994
ARG,2024-08-01,0.994
ARG,2024-09-01,0.994
ARG,2024-10-01,0.994
ARG,2024-11-01,0.994
ARG,2024-12-01,0.994
ARG,2025-01-01,-0.391
ARG,2025-02-01,-0.391
ARG,2025-03-01,-0.391
ARG,2025-04-01,-0.391
ARG,2025-05-01,-0.391
ARG,2025-06-01,-0.391
ARG,2025-07-01,-0.391
ARG,2025-08-01,-0.391
ARG,2025-09-01,-0.391
ARG,2025-10-01,-0.391
ARG,2025-11-01,-0.391
ARG,2025-12-01,-0.391
AUS,1990-01-01,-4.859
AUS,1990-02-01,-4.859
AUS,1990-03-01,-4.859
AUS,1990-04-01,-4.859
AUS,1990-05-01,-4.859
AUS,1990-06-01,-4.859
AUS,1990-07-01,-4.859
AUS,1990-08-01,-4.859
AUS,1990-09-01,-4.859
AUS,1990-10-01,-4.859
AUS,1990-11-01,-4.859
AUS,1990-12-01,-4.859
AUS,1991-01-01,-3.287
AUS,1991-02-01,-3.287
AUS,1991-03-01,-3.287
AUS,1991-04-01,-3.287
AUS,1991-05-01,-3.287
AUS,1991-06-01,-3.287
AUS,1991-07-01,-3.287
AUS,1991-08-01,-3.287
AUS,1991-09-01,-3.287
AUS,1991-10-01,-3.287
AUS,1991-11-01,-3.287
AUS,1991-12-01,-3.287
AUS,1992-01-01,-3.283
AUS,1992-02-01,-3.283
AUS,1992-03-01,-3.283
AUS,1992-04-01,-3.283
AUS,1992-05-01,-3.283
AUS,1992-06-01,-3.283
AUS,1992-07-01,-3.283
AUS,1992-08-01,-3.283
AUS,1992-09-01,-3.283
AUS,1992-10-01,-3.283
AUS,1992-11-01,-3.283
AUS,1992-12-01,-3.283
AUS,1993-01-01,-3.036
AUS,1993-02-01,-3.036
AUS,1993-03-01,-3.036
AUS,1993-04-01,-3.036
AUS,1993-05-01,-3.036
AUS,1993-06-01,-3.036
