date,iso3c,year,yield_with_spread,sovereign_spread,cpi_yoy,gdp_annual_growth_rate,gdp_per_capita,gross gdp,debt_to_gdp,deficit_to_gdp,current_account_balance,vulnerability,wgi_cc,wgi_ge,wgi_pv,wgi_rl,wgi_rq,wgi_va,GAIN
1998-01-01,CHE,1998,3.0635295446703057,-2.2002451002753918,0.017960710121153474,3.0500000000000003,42733.586,303.238,55.93800000000001,21366.607,7.591,0.294663955990463,2.051917791366577,1.906915068626404,1.4396612644195557,1.9275484085083008,1.64124596118927,1.4128862619400024,13.694141223918
1999-01-01,CHE,1999,2.996190794363874,-2.6408875846369875,0.8065979251760226,1.6500000000000001,41771.618,297.581,52.685,20885.5705,8.525,0.29292921866041,,,,,,,13.6669443760536
2000-01-01,CHE,2000,3.879711297468095,-2.1477355595459815,1.5585719020160955,3.975,38987.268,279.305,52.225,19494.268999999997,10.492,0.292590042632675,2.048353672027588,1.9563405513763428,1.5788120031356812,1.9458205699920657,1.7922449111938477,1.4133468866348269,13.1639630093515
2001-01-01,CHE,2001,3.3666849081008405,-1.6510544398573288,0.9900675215018032,1.625,39841.678,286.78,51.077,19921.394,6.6290000000000004,0.292686341147585,,,,,,,12.9185119621109
2002-01-01,CHE,2002,3.21800005993244,-1.3942092607176704,0.6427354389832559,-0.075,42665.247,309.579,57.70000000000001,21332.234,6.73,0.292490148691814,2.0590145587921143,1.9370417594909668,1.5423681735992432,1.9182133674621584,1.7338266372680664,1.4257450103759766,12.7960540810169
2003-01-01,CHE,2003,2.6300180759457934,-1.3830963040699025,0.6388986680211779,-0.04999999999999999,49512.203,362.132,56.877,24755.869000000002,10.755,0.291405472241629,2.0124809741973877,1.7537355422973633,1.2461094856262207,1.899397850036621,1.6837153434753418,1.453932285308838,12.8109536202175
2004-01-01,CHE,2004,2.7328617670246103,-1.5408607668297885,0.8024214396818264,2.725,54788.297,403.461,57.803,27393.8895,12.521,0.291745315659154,1.9852626323699951,2.158515691757202,1.2273398637771606,1.886195421218872,1.636825680732727,1.6925336122512815,12.2730625558171
2005-01-01,CHE,2005,2.1076188570487484,-2.1817736026082994,1.1725928471613047,2.75,56408.02,418.26500000000004,54.88399999999999,28204.123000000003,11.304,0.292778717484656,2.0101258754730225,1.8462826013565063,1.196782112121582,1.9016693830490112,1.5506291389465332,1.5864381790161133,12.4596213182647
2006-01-01,CHE,2006,2.499719976957105,-2.2909098411652757,1.060850368998551,4.075,59243.549,441.89799999999997,48.463,29622.596999999998,12.47,0.291099939619777,2.08340835571289,2.0752670764923096,1.2681174278259275,1.8037716150283811,1.4954813718795776,1.5180058479309082,13.1452001474969
2007-01-01,CHE,2007,2.911850267301984,-1.7184918734583494,0.7314627975768121,3.9,65398.22699999999,491.075,44.751,32700.178,8.378,0.286857104770284,2.1403493881225586,2.0358071327209473,1.2344088554382324,1.8279457092285156,1.645464301109314,1.5038148164749146,12.124100139537
2008-01-01,CHE,2008,2.924173039895523,-0.7410821909847081,2.428521126060474,2.875,74665.843,566.938,44.817,37334.1455,1.232,0.287035792871646,2.108572006225586,2.0275909900665283,1.222245216369629,1.8047078847885132,1.5620067119598389,1.5168298482894895,11.0388785779757
2009-01-01,CHE,2009,2.2185181335255133,-1.0381527956914687,-0.4786102358887017,-2.275,71912.927,553.873,43.091,35956.958999999995,5.648,0.28672463498892,2.0601999759674072,1.9450256824493408,1.3077212572097778,1.7431409358978271,1.5490134954452517,1.5533109903335571,10.902622407453
2010-01-01,CHE,2010,1.6545380889641759,-1.559934502263564,0.6890837723357609,3.25,76848.009,598.339,41.457,38424.4185,12.985,0.285476828781736,2.0641424655914307,1.8709591627120972,1.258594274520874,1.7497949600219729,1.620867133140564,1.584911227226257,11.1123927590709
2011-01-01,CHE,2011,1.4842375087504667,-1.3090479859480717,0.23179479915838277,1.8250000000000002,90961.10099999998,715.864,41.883,45481.09,6.230999999999999,0.285045585409829,2.0290699005126953,1.8616433143615725,1.300342082977295,1.722141981124878,1.6153361797332764,1.584807515144348,9.66212924506537
2012-01-01,CHE,2012,0.620707241671372,-1.181994682770827,-0.6912893446697262,1.175,86304.629,686.553,42.569,43152.616500000004,8.877,0.284735423715826,2.1383981704711914,1.8828243017196655,1.418336033821106,1.81180202960968,1.6510661840438845,1.6401220560073853,9.11025070787838
2013-01-01,CHE,2013,0.88365700351333,-1.4670951230151124,-0.2169676254147387,1.7750000000000001,87914.91100000001,706.748,41.948,43957.367999999995,9.632,0.283492964314962,2.124894380569458,1.816378474235535,1.401140213012695,1.7960458993911743,1.619792342185974,1.6280300617218018,8.71412547406656
2014-01-01,CHE,2014,0.6874195606770549,-1.8531835253207678,-0.013259574876412947,2.35,89267.103,726.634,42.07,44633.547,6.938,0.282054050778178,2.1475772857666016,2.104318618774414,1.402652621269226,1.9902572631835935,1.8003402948379517,1.5594009160995483,8.40874530513703
