date,iso3c,year,yield_with_spread,sovereign_spread,cpi_yoy,gdp_annual_growth_rate,gdp_per_capita,gross gdp,debt_to_gdp,deficit_to_gdp,current_account_balance,vulnerability,wgi_cc,wgi_ge,wgi_pv,wgi_rl,wgi_rq,wgi_va,GAIN
1995-01-01,ARG,1995,,,,-2.6999999999999997,8295.123,288.497,30.749,4147.3575,-1.769,0.40201473748019206,,,,,,,2.58099909643582
1996-01-01,ARG,1996,,,,5.474999999999999,8645.455,304.282,32.551,4322.2445,-2.352,0.402452961809246,-0.1013171523809433,0.1656900495290756,0.1113768815994262,0.0755526423454284,0.5180674195289612,0.3919033706188202,2.4770510707144
1997-01-01,ARG,1997,,,,8.15,9196.516,327.436,31.676,4598.384,-3.753,0.402480144363394,,,,,,,1.83164884933891
1998-01-01,ARG,1998,,,,3.9499999999999997,9283.175,334.244,34.147,4641.848,-4.38,0.402137567749629,-0.20348159968852988,0.3287124931812286,-0.1346495896577835,-0.0388815775513649,0.5213462114334106,0.3088502287864685,1.45720656641587
1999-01-01,ARG,1999,,,,-3.35,8709.072,316.998,38.917,4354.2065,-3.815,0.401970589509592,,,,,,,1.7956138074781
2000-01-01,ARG,2000,,,,-0.775,8638.543,317.759,40.833,4319.3769999999995,-2.878,0.401817508399323,-0.1724076569080352,-0.0280386935919523,0.0958238765597343,-0.21440449357032768,0.1822923868894577,0.4183469712734222,2.03594899382204
2001-01-01,ARG,2001,,,,-4.3999999999999995,8085.356,300.421,48.007,4042.0519999999997,-1.316,0.402706970148319,,,,,,,1.42415201839738
2002-01-01,ARG,2002,,,,-10.75,2997.6210000000005,112.45800000000001,147.203,1498.928,7.666,0.40381651348699893,-0.4170557260513305,-0.2284790724515915,-0.7765454053878784,-0.7610980868339539,-0.8807165622711182,0.2600627541542053,1.50325307771633
2003-01-01,ARG,2003,,,,8.75,3761.088,142.431,125.16199999999999,1882.1570000000002,5.597,0.40226721997832,-0.4799768030643463,-0.0342199839651584,-0.3598381280899048,-0.7771158218383789,-0.6914756298065186,0.3491252660751343,1.06836011322791
2004-01-01,ARG,2004,,,,9.1,4314.098,164.911,117.878,2159.6585,1.798,0.40723811636394,-0.4144095480442047,0.015197392553091,-0.6109349131584167,-0.7673801779747009,-0.6980352997779846,0.3620408773422241,0.9024838377346
2005-01-01,ARG,2005,,,,8.775,5163.55,199.273,80.282,2584.351,2.473,0.402375656409618,-0.377738356590271,-0.0979790613055229,-0.041774943470954805,-0.557991087436676,-0.5250743627548218,0.2692316174507141,1.14013006863099
