iso3,Date,gdp_per_capita
CAN,1992-03-01,20984.778
CAN,1992-04-01,20984.778
CAN,1992-05-01,20984.778
CAN,1992-06-01,20984.778
CAN,1992-07-01,20984.778
CAN,1992-08-01,20984.778
CAN,1992-09-01,20984.778
CAN,1992-10-01,20984.778
CAN,1992-11-01,20984.778
CAN,1992-12-01,20984.778
CAN,1993-01-01,20210.452
CAN,1993-02-01,20210.452
CAN,1993-03-01,20210.452
CAN,1993-04-01,20210.452
CAN,1993-05-01,20210.452
CAN,1993-06-01,20210.452
CAN,1993-07-01,20210.452
CAN,1993-08-01,20210.452
CAN,1993-09-01,20210.452
CAN,1993-10-01,20210.452
CAN,1993-11-01,20210.452
CAN,1993-12-01,20210.452
CAN,1994-01-01,20024.581
CAN,1994-02-01,20024.581
CAN,1994-03-01,20024.581
CAN,1994-04-01,20024.581
CAN,1994-05-01,20024.581
CAN,1994-06-01,20024.581
CAN,1994-07-01,20024.581
CAN,1994-08-01,20024.581
CAN,1994-09-01,20024.581
CAN,1994-10-01,20024.581
CAN,1994-11-01,20024.581
CAN,1994-12-01,20024.581
CAN,1995-01-01,20706.725
CAN,1995-02-01,20706.725
CAN,1995-03-01,20706.725
CAN,1995-04-01,20706.725
CAN,1995-05-01,20706.725
CAN,1995-06-01,20706.725
CAN,1995-07-01,20706.725
CAN,1995-08-01,20706.725
CAN,1995-09-01,20706.725
CAN,1995-10-01,20706.725
CAN,1995-11-01,20706.725
CAN,1995-12-01,20706.725
CAN,1996-01-01,21325.69
CAN,1996-02-01,21325.69
CAN,1996-03-01,21325.69
CAN,1996-04-01,21325.69
CAN,1996-05-01,21325.69
CAN,1996-06-01,21325.69
CAN,1996-07-01,21325.69
CAN,1996-08-01,21325.69
CAN,1996-09-01,21325.69
CAN,1996-10-01,21325.69
CAN,1996-11-01,21325.69
CAN,1996-12-01,21325.69
CAN,1997-01-01,21930.485
CAN,1997-02-01,21930.485
CAN,1997-03-01,21930.485
CAN,1997-04-01,21930.485
CAN,1997-05-01,21930.485
CAN,1997-06-01,21930.485
CAN,1997-07-01,21930.485
CAN,1997-08-01,21930.485
CAN,1997-09-01,21930.485
CAN,1997-10-01,21930.485
CAN,1997-11-01,21930.485
CAN,1997-12-01,21930.485
CAN,1998-01-01,21046.556
CAN,1998-02-01,21046.556
CAN,1998-03-01,21046.556
CAN,1998-04-01,21046.556
CAN,1998-05-01,21046.556
CAN,1998-06-01,21046.556
CAN,1998-07-01,21046.556
CAN,1998-08-01,21046.556
CAN,1998-09-01,21046.556
CAN,1998-10-01,21046.556
CAN,1998-11-01,21046.556
CAN,1998-12-01,21046.556
CAN,1999-01-01,22340.553
CAN,1999-02-01,22340.553
CAN,1999-03-01,22340.553
CAN,1999-04-01,22340.553
CAN,1999-05-01,22340.553
CAN,1999-06-01,22340.553
CAN,1999-07-01,22340.553
CAN,1999-08-01,22340.553
CAN,1999-09-01,22340.553
CAN,1999-10-01,22340.553
CAN,1999-11-01,22340.553
CAN,1999-12-01,22340.553
CAN,2000-01-01,24296.721
CAN,2000-02-01,24296.721
CAN,2000-03-01,24296.721
CAN,2000-04-01,24296.721
CAN,2000-05-01,24296.721
CAN,2000-06-01,24296.721
CAN,2000-07-01,24296.721
CAN,2000-08-01,24296.721
CAN,2000-09-01,24296.721
CAN,2000-10-01,24296.721
CAN,2000-11-01,24296.721
CAN,2000-12-01,24296.721
CAN,2001-01-01,23859.77
CAN,2001-02-01,23859.77
CAN,2001-03-01,23859.77
CAN,2001-04-01,23859.77
CAN,2001-05-01,23859.77
CAN,2001-06-01,23859.77
CAN,2001-07-01,23859.77
CAN,2001-08-01,23859.77
CAN,2001-09-01,23859.77
CAN,2001-10-01,23859.77
CAN,2001-11-01,23859.77
CAN,2001-12-01,23859.77
CAN,2002-01-01,24279.8
CAN,2002-02-01,24279.8
CAN,2002-03-01,24279.8
CAN,2002-04-01,24279.8
CAN,2002-05-01,24279.8
CAN,2002-06-01,24279.8
CAN,2002-07-01,24279.8
CAN,2002-08-01,24279.8
CAN,2002-09-01,24279.8
CAN,2002-10-01,24279.8
CAN,2002-11-01,24279.8
CAN,2002-12-01,24279.8
CAN,2003-01-01,28340.085
CAN,2003-02-01,28340.085
CAN,2003-03-01,28340.085
CAN,2003-04-01,28340.085
CAN,2003-05-01,28340.085
CAN,2003-06-01,28340.085
CAN,2003-07-01,28340.085
CAN,2003-08-01,28340.085
CAN,2003-09-01,28340.085
CAN,2003-10-01,28340.085
CAN,2003-11-01,28340.085
CAN,2003-12-01,28340.085
CAN,2004-01-01,32178.496
CAN,2004-02-01,32178.496
CAN,2004-03-01,32178.496
CAN,2004-04-01,32178.496
CAN,2004-05-01,32178.496
CAN,2004-06-01,32178.496
CAN,2004-07-01,32178.496
CAN,2004-08-01,32178.496
CAN,2004-09-01,32178.496
CAN,2004-10-01,32178.496
CAN,2004-11-01,32178.496
CAN,2004-12-01,32178.496
CAN,2005-01-01,36440.967
CAN,2005-02-01,36440.967
CAN,2005-03-01,36440.967
CAN,2005-04-01,36440.967
CAN,2005-05-01,36440.967
CAN,2005-06-01,36440.967
CAN,2005-07-01,36440.967
CAN,2005-08-01,36440.967
CAN,2005-09-01,36440.967
CAN,2005-10-01,36440.967
CAN,2005-11-01,36440.967
CAN,2005-12-01,36440.967
CAN,2006-01-01,40559.017
CAN,2006-02-01,40559.017
CAN,2006-03-01,40559.017
CAN,2006-04-01,40559.017
CAN,2006-05-01,40559.017
CAN,2006-06-01,40559.017
CAN,2006-07-01,40559.017
CAN,2006-08-01,40559.017
CAN,2006-09-01,40559.017
CAN,2006-10-01,40559.017
CAN,2006-11-01,40559.017
CAN,2006-12-01,40559.017
CAN,2007-01-01,44717.074
CAN,2007-02-01,44717.074
CAN,2007-03-01,44717.074
CAN,2007-04-01,44717.074
CAN,2007-05-01,44717.074
CAN,2007-06-01,44717.074
CAN,2007-07-01,44717.074
CAN,2007-08-01,44717.074
CAN,2007-09-01,44717.074
CAN,2007-10-01,44717.074
CAN,2007-11-01,44717.074
CAN,2007-12-01,44717.074
CAN,2008-01-01,46773.744
CAN,2008-02-01,46773.744
CAN,2008-03-01,46773.744
CAN,2008-04-01,46773.744
CAN,2008-05-01,46773.744
CAN,2008-06-01,46773.744
CAN,2008-07-01,46773.744
CAN,2008-08-01,46773.744
CAN,2008-09-01,46773.744
CAN,2008-10-01,46773.744
CAN,2008-11-01,46773.744
CAN,2008-12-01,46773.744
CAN,2009-01-01,40989.278
CAN,2009-02-01,40989.278
CAN,2009-03-01,40989.278
CAN,2009-04-01,40989.278
CAN,2009-05-01,40989.278
CAN,2009-06-01,40989.278
CAN,2009-07-01,40989.278
CAN,2009-08-01,40989.278
CAN,2009-09-01,40989.278
CAN,2009-10-01,40989.278
CAN,2009-11-01,40989.278
CAN,2009-12-01,40989.278
CAN,2010-01-01,47625.742
CAN,2010-02-01,47625.742
CAN,2010-03-01,47625.742
CAN,2010-04-01,47625.742
CAN,2010-05-01,47625.742
CAN,2010-06-01,47625.742
CAN,2010-07-01,47625.742
CAN,2010-08-01,47625.742
CAN,2010-09-01,47625.742
CAN,2010-10-01,47625.742
CAN,2010-11-01,47625.742
CAN,2010-12-01,47625.742
CAN,2011-01-01,52285.815
CAN,2011-02-01,52285.815
CAN,2011-03-01,52285.815
CAN,2011-04-01,52285.815
CAN,2011-05-01,52285.815
CAN,2011-06-01,52285.815
CAN,2011-07-01,52285.815
CAN,2011-08-01,52285.815
CAN,2011-09-01,52285.815
CAN,2011-10-01,52285.815
CAN,2011-11-01,52285.815
CAN,2011-12-01,52285.815
CAN,2012-01-01,52745.057
CAN,2012-02-01,52745.057
CAN,2012-03-01,52745.057
CAN,2012-04-01,52745.057
CAN,2012-05-01,52745.057
CAN,2012-06-01,52745.057
CAN,2012-07-01,52745.057
CAN,2012-08-01,52745.057
CAN,2012-09-01,52745.057
CAN,2012-10-01,52745.057
CAN,2012-11-01,52745.057
CAN,2012-12-01,52745.057
CAN,2013-01-01,52711.32
CAN,2013-02-01,52711.32
CAN,2013-03-01,52711.32
CAN,2013-04-01,52711.32
CAN,2013-05-01,52711.32
CAN,2013-06-01,52711.32
CAN,2013-07-01,52711.32
CAN,2013-08-01,52711.32
CAN,2013-09-01,52711.32
CAN,2013-10-01,52711.32
CAN,2013-11-01,52711.32
CAN,2013-12-01,52711.32
CAN,2014-01-01,51025.428
CAN,2014-02-01,51025.428
CAN,2014-03-01,51025.428
CAN,2014-04-01,51025.428
CAN,2014-05-01,51025.428
CAN,2014-06-01,51025.428
CAN,2014-07-01,51025.428
CAN,2014-08-01,51025.428
CAN,2014-09-01,51025.428
CAN,2014-10-01,51025.428
CAN,2014-11-01,51025.428
CAN,2014-12-01,51025.428
CAN,2015-01-01,43628.425
CAN,2015-02-01,43628.425
CAN,2015-03-01,43628.425
CAN,2015-04-01,43628.425
CAN,2015-05-01,43628.425
CAN,2015-06-01,43628.425
CAN,2015-07-01,43628.425
CAN,2015-08-01,43628.425
CAN,2015-09-01,43628.425
CAN,2015-10-01,43628.425
CAN,2015-11-01,43628.425
CAN,2015-12-01,43628.425
CAN,2016-01-01,42382.499
CAN,2016-02-01,42382.499
CAN,2016-03-01,42382.499
CAN,2016-04-01,42382.499
CAN,2016-05-01,42382.499
CAN,2016-06-01,42382.499
CAN,2016-07-01,42382.499
CAN,2016-08-01,42382.499
CAN,2016-09-01,42382.499
CAN,2016-10-01,42382.499
CAN,2016-11-01,42382.499
CAN,2016-12-01,42382.499
CAN,2017-01-01,45192.368
CAN,2017-02-01,45192.368
CAN,2017-03-01,45192.368
CAN,2017-04-01,45192.368
CAN,2017-05-01,45192.368
CAN,2017-06-01,45192.368
CAN,2017-07-01,45192.368
CAN,2017-08-01,45192.368
CAN,2017-09-01,45192.368
CAN,2017-10-01,45192.368
CAN,2017-11-01,45192.368
CAN,2017-12-01,45192.368
CAN,2018-01-01,46617.97
CAN,2018-02-01,46617.97
CAN,2018-03-01,46617.97
CAN,2018-04-01,46617.97
CAN,2018-05-01,46617.97
CAN,2018-06-01,46617.97
CAN,2018-07-01,46617.97
CAN,2018-08-01,46617.97
CAN,2018-09-01,46617.97
CAN,2018-10-01,46617.97
CAN,2018-11-01,46617.97
CAN,2018-12-01,46617.97
CAN,2019-01-01,46430.975
CAN,2019-02-01,46430.975
CAN,2019-03-01,46430.975
CAN,2019-04-01,46430.975
CAN,2019-05-01,46430.975
CAN,2019-06-01,46430.975
CAN,2019-07-01,46430.975
CAN,2019-08-01,46430.975
CAN,2019-09-01,46430.975
CAN,2019-10-01,46430.975
CAN,2019-11-01,46430.975
CAN,2019-12-01,46430.975
CAN,2020-01-01,43573.195
CAN,2020-02-01,43573.195
CAN,2020-03-01,43573.195
CAN,2020-04-01,43573.195
CAN,2020-05-01,43573.195
CAN,2020-06-01,43573.195
CAN,2020-07-01,43573.195
CAN,2020-08-01,43573.195
CAN,2020-09-01,43573.195
CAN,2020-10-01,43573.195
CAN,2020-11-01,43573.195
CAN,2020-12-01,43573.195
CAN,2021-01-01,52912.175
CAN,2021-02-01,52912.175
CAN,2021-03-01,52912.175
CAN,2021-04-01,52912.175
CAN,2021-05-01,52912.175
CAN,2021-06-01,52912.175
CAN,2021-07-01,52912.175
CAN,2021-08-01,52912.175
CAN,2021-09-01,52912.175
CAN,2021-10-01,52912.175
CAN,2021-11-01,52912.175
CAN,2021-12-01,52912.175
CAN,2022-01-01,56358.067
CAN,2022-02-01,56358.067
CAN,2022-03-01,56358.067
CAN,2022-04-01,56358.067
CAN,2022-05-01,56358.067
CAN,2022-06-01,56358.067
CAN,2022-07-01,56358.067
CAN,2022-08-01,56358.067
CAN,2022-09-01,56358.067
CAN,2022-10-01,56358.067
CAN,2022-11-01,56358.067
CAN,2022-12-01,56358.067
CAN,2023-01-01,54376.269
CAN,2023-02-01,54376.269
CAN,2023-03-01,54376.269
CAN,2023-04-01,54376.269
CAN,2023-05-01,54376.269
CAN,2023-06-01,54376.269
CAN,2023-07-01,54376.269
CAN,2023-08-01,54376.269
CAN,2023-09-01,54376.269
CAN,2023-10-01,54376.269
CAN,2023-11-01,54376.269
CAN,2023-12-01,54376.269
CAN,2024-01-01,54473.186
CAN,2024-02-01,54473.186
CAN,2024-03-01,54473.186
CAN,2024-04-01,54473.186
CAN,2024-05-01,54473.186
CAN,2024-06-01,54473.186
CAN,2024-07-01,54473.186
CAN,2024-08-01,54473.186
CAN,2024-09-01,54473.186
CAN,2024-10-01,54473.186
CAN,2024-11-01,54473.186
CAN,2024-12-01,54473.186
CAN,2025-01-01,53558.062
CAN,2025-02-01,53558.062
CAN,2025-03-01,53558.062
CAN,2025-04-01,53558.062
CAN,2025-05-01,53558.062
CAN,2025-06-01,53558.062
CAN,2025-07-01,53558.062
CAN,2025-08-01,53558.062
CAN,2025-09-01,53558.062
CAN,2025-10-01,53558.062
CAN,2025-11-01,53558.062
CAN,2025-12-01,53558.062
CHE,1990-01-01,39842.782
CHE,1990-02-01,39842.782
CHE,1990-03-01,39842.782
CHE,1990-04-01,39842.782
CHE,1990-05-01,39842.782
CHE,1990-06-01,39842.782
CHE,1990-07-01,39842.782
CHE,1990-08-01,39842.782
CHE,1990-09-01,39842.782
CHE,1990-10-01,39842.782
CHE,1990-11-01,39842.782
CHE,1990-12-01,39842.782
CHE,1991-01-01,39811.005
CHE,1991-02-01,39811.005
CHE,1991-03-01,39811.005
CHE,1991-04-01,39811.005
CHE,1991-05-01,39811.005
CHE,1991-06-01,39811.005
CHE,1991-07-01,39811.005
CHE,1991-08-01,39811.005
CHE,1991-09-01,39811.005
CHE,1991-10-01,39811.005
CHE,1991-11-01,39811.005
CHE,1991-12-01,39811.005
CHE,1992-01-01,40883.18
CHE,1992-02-01,40883.18
CHE,1992-03-01,40883.18
CHE,1992-04-01,40883.18
CHE,1992-05-01,40883.18
CHE,1992-06-01,40883.18
CHE,1992-07-01,40883.18
CHE,1992-08-01,40883.18
CHE,1992-09-01,40883.18
CHE,1992-10-01,40883.18
CHE,1992-11-01,40883.18
CHE,1992-12-01,40883.18
CHE,1993-01-01,39375.507
CHE,1993-02-01,39375.507
CHE,1993-03-01,39375.507
CHE,1993-04-01,39375.507
CHE,1993-05-01,39375.507
CHE,1993-06-01,39375.507
CHE,1993-07-01,39375.507
CHE,1993-08-01,39375.507
CHE,1993-09-01,39375.507
CHE,1993-10-01,39375.507
CHE,1993-11-01,39375.507
CHE,1993-12-01,39375.507
CHE,1994-01-01,43226.544
CHE,1994-02-01,43226.544
CHE,1994-03-01,43226.544
CHE,1994-04-01,43226.544
CHE,1994-05-01,43226.544
CHE,1994-06-01,43226.544
CHE,1994-07-01,43226.544
CHE,1994-08-01,43226.544
CHE,1994-09-01,43226.544
CHE,1994-10-01,43226.544
CHE,1994-11-01,43226.544
CHE,1994-12-01,43226.544
CHE,1995-01-01,50305.424
CHE,1995-02-01,50305.424
CHE,1995-03-01,50305.424
CHE,1995-04-01,50305.424
CHE,1995-05-01,50305.424
CHE,1995-06-01,50305.424
CHE,1995-07-01,50305.424
CHE,1995-08-01,50305.424
CHE,1995-09-01,50305.424
CHE,1995-10-01,50305.424
CHE,1995-11-01,50305.424
CHE,1995-12-01,50305.424
CHE,1996-01-01,48179.119
CHE,1996-02-01,48179.119
CHE,1996-03-01,48179.119
CHE,1996-04-01,48179.119
CHE,1996-05-01,48179.119
CHE,1996-06-01,48179.119
CHE,1996-07-01,48179.119
CHE,1996-08-01,48179.119
CHE,1996-09-01,48179.119
CHE,1996-10-01,48179.119
CHE,1996-11-01,48179.119
CHE,1996-12-01,48179.119
CHE,1997-01-01,41635.951
CHE,1997-02-01,41635.951
CHE,1997-03-01,41635.951
CHE,1997-04-01,41635.951
CHE,1997-05-01,41635.951
CHE,1997-06-01,41635.951
CHE,1997-07-01,41635.951
CHE,1997-08-01,41635.951
CHE,1997-09-01,41635.951
CHE,1997-10-01,41635.951
CHE,1997-11-01,41635.951
CHE,1997-12-01,41635.951
CHE,1998-01-01,42733.586
CHE,1998-02-01,42733.586
CHE,1998-03-01,42733.586
CHE,1998-04-01,42733.586
CHE,1998-05-01,42733.586
CHE,1998-06-01,42733.586
CHE,1998-07-01,42733.586
CHE,1998-08-01,42733.586
CHE,1998-09-01,42733.586
CHE,1998-10-01,42733.586
CHE,1998-11-01,42733.586
CHE,1998-12-01,42733.586
CHE,1999-01-01,41771.618
CHE,1999-02-01,41771.618
CHE,1999-03-01,41771.618
CHE,1999-04-01,41771.618
CHE,1999-05-01,41771.618
CHE,1999-06-01,41771.618
CHE,1999-07-01,41771.618
CHE,1999-08-01,41771.618
CHE,1999-09-01,41771.618
CHE,1999-10-01,41771.618
CHE,1999-11-01,41771.618
CHE,1999-12-01,41771.618
CHE,2000-01-01,38987.268
CHE,2000-02-01,38987.268
CHE,2000-03-01,38987.268
CHE,2000-04-01,38987.268
CHE,2000-05-01,38987.268
CHE,2000-06-01,38987.268
CHE,2000-07-01,38987.268
CHE,2000-08-01,38987.268
CHE,2000-09-01,38987.268
CHE,2000-10-01,38987.268
CHE,2000-11-01,38987.268
CHE,2000-12-01,38987.268
CHE,2001-01-01,39841.678
CHE,2001-02-01,39841.678
CHE,2001-03-01,39841.678
CHE,2001-04-01,39841.678
CHE,2001-05-01,39841.678
CHE,2001-06-01,39841.678
CHE,2001-07-01,39841.678
CHE,2001-08-01,39841.678
CHE,2001-09-01,39841.678
CHE,2001-10-01,39841.678
CHE,2001-11-01,39841.678
CHE,2001-12-01,39841.678
CHE,2002-01-01,42665.247
CHE,2002-02-01,42665.247
CHE,2002-03-01,42665.247
CHE,2002-04-01,42665.247
CHE,2002-05-01,42665.247
CHE,2002-06-01,42665.247
CHE,2002-07-01,42665.247
CHE,2002-08-01,42665.247
CHE,2002-09-01,42665.247
CHE,2002-10-01,42665.247
CHE,2002-11-01,42665.247
CHE,2002-12-01,42665.247
CHE,2003-01-01,49512.203
CHE,2003-02-01,49512.203
CHE,2003-03-01,49512.203
CHE,2003-04-01,49512.203
CHE,2003-05-01,49512.203
CHE,2003-06-01,49512.203
CHE,2003-07-01,49512.203
CHE,2003-08-01,49512.203
CHE,2003-09-01,49512.203
CHE,2003-10-01,49512.203
CHE,2003-11-01,49512.203
CHE,2003-12-01,49512.203
CHE,2004-01-01,54788.297
CHE,2004-02-01,54788.297
CHE,2004-03-01,54788.297
CHE,2004-04-01,54788.297
CHE,2004-05-01,54788.297
CHE,2004-06-01,54788.297
CHE,2004-07-01,54788.297
CHE,2004-08-01,54788.297
CHE,2004-09-01,54788.297
CHE,2004-10-01,54788.297
CHE,2004-11-01,54788.297
CHE,2004-12-01,54788.297
CHE,2005-01-01,56408.02
CHE,2005-02-01,56408.02
CHE,2005-03-01,56408.02
CHE,2005-04-01,56408.02
CHE,2005-05-01,56408.02
CHE,2005-06-01,56408.02
CHE,2005-07-01,56408.02
CHE,2005-08-01,56408.02
CHE,2005-09-01,56408.02
CHE,2005-10-01,56408.02
CHE,2005-11-01,56408.02
CHE,2005-12-01,56408.02
CHE,2006-01-01,59243.549
CHE,2006-02-01,59243.549
CHE,2006-03-01,59243.549
CHE,2006-04-01,59243.549
CHE,2006-05-01,59243.549
CHE,2006-06-01,59243.549
CHE,2006-07-01,59243.549
CHE,2006-08-01,59243.549
CHE,2006-09-01,59243.549
CHE,2006-10-01,59243.549
CHE,2006-11-01,59243.549
CHE,2006-12-01,59243.549
CHE,2007-01-01,65398.227
CHE,2007-02-01,65398.227
CHE,2007-03-01,65398.227
CHE,2007-04-01,65398.227
CHE,2007-05-01,65398.227
CHE,2007-06-01,65398.227
CHE,2007-07-01,65398.227
CHE,2007-08-01,65398.227
CHE,2007-09-01,65398.227
CHE,2007-10-01,65398.227
CHE,2007-11-01,65398.227
CHE,2007-12-01,65398.227
CHE,2008-01-01,74665.843
CHE,2008-02-01,74665.843
CHE,2008-03-01,74665.843
CHE,2008-04-01,74665.843
CHE,2008-05-01,74665.843
CHE,2008-06-01,74665.843
CHE,2008-07-01,74665.843
CHE,2008-08-01,74665.843
CHE,2008-09-01,74665.843
CHE,2008-10-01,74665.843
CHE,2008-11-01,74665.843
CHE,2008-12-01,74665.843
CHE,2009-01-01,71912.927
CHE,2009-02-01,71912.927
CHE,2009-03-01,71912.927
CHE,2009-04-01,71912.927
CHE,2009-05-01,71912.927
CHE,2009-06-01,71912.927
CHE,2009-07-01,71912.927
CHE,2009-08-01,71912.927
CHE,2009-09-01,71912.927
CHE,2009-10-01,71912.927
CHE,2009-11-01,71912.927
CHE,2009-12-01,71912.927
CHE,2010-01-01,76848.009
CHE,2010-02-01,76848.009
CHE,2010-03-01,76848.009
CHE,2010-04-01,76848.009
CHE,2010-05-01,76848.009
CHE,2010-06-01,76848.009
CHE,2010-07-01,76848.009
CHE,2010-08-01,76848.009
CHE,2010-09-01,76848.009
CHE,2010-10-01,76848.009
CHE,2010-11-01,76848.009
CHE,2010-12-01,76848.009
CHE,2011-01-01,90961.101
CHE,2011-02-01,90961.101
CHE,2011-03-01,90961.101
CHE,2011-04-01,90961.101
CHE,2011-05-01,90961.101
CHE,2011-06-01,90961.101
CHE,2011-07-01,90961.101
CHE,2011-08-01,90961.101
CHE,2011-09-01,90961.101
CHE,2011-10-01,90961.101
CHE,2011-11-01,90961.101
CHE,2011-12-01,90961.101
CHE,2012-01-01,86304.629
CHE,2012-02-01,86304.629
CHE,2012-03-01,86304.629
CHE,2012-04-01,86304.629
CHE,2012-05-01,86304.629
CHE,2012-06-01,86304.629
CHE,2012-07-01,86304.629
CHE,2012-08-01,86304.629
CHE,2012-09-01,86304.629
CHE,2012-10-01,86304.629
CHE,2012-11-01,86304.629
CHE,2012-12-01,86304.629
CHE,2013-01-01,87914.911
CHE,2013-02-01,87914.911
CHE,2013-03-01,87914.911
CHE,2013-04-01,87914.911
CHE,2013-05-01,87914.911
CHE,2013-06-01,87914.911
CHE,2013-07-01,87914.911
CHE,2013-08-01,87914.911
CHE,2013-09-01,87914.911
CHE,2013-10-01,87914.911
CHE,2013-11-01,87914.911
CHE,2013-12-01,87914.911
CHE,2014-01-01,89267.103
CHE,2014-02-01,89267.103
CHE,2014-03-01,89267.103
CHE,2014-04-01,89267.103
CHE,2014-05-01,89267.103
CHE,2014-06-01,89267.103
CHE,2014-07-01,89267.103
CHE,2014-08-01,89267.103
CHE,2014-09-01,89267.103
CHE,2014-10-01,89267.103
CHE,2014-11-01,89267.103
CHE,2014-12-01,89267.103
CHE,2015-01-01,84220.118
CHE,2015-02-01,84220.118
CHE,2015-03-01,84220.118
CHE,2015-04-01,84220.118
CHE,2015-05-01,84220.118
CHE,2015-06-01,84220.118
CHE,2015-07-01,84220.118
CHE,2015-08-01,84220.118
CHE,2015-09-01,84220.118
CHE,2015-10-01,84220.118
CHE,2015-11-01,84220.118
CHE,2015-12-01,84220.118
CHE,2016-01-01,82595.245
CHE,2016-02-01,82595.245
CHE,2016-03-01,82595.245
CHE,2016-04-01,82595.245
CHE,2016-05-01,82595.245
CHE,2016-06-01,82595.245
CHE,2016-07-01,82595.245
CHE,2016-08-01,82595.245
CHE,2016-09-01,82595.245
CHE,2016-10-01,82595.245
CHE,2016-11-01,82595.245
CHE,2016-12-01,82595.245
CHE,2017-01-01,82606.13
CHE,2017-02-01,82606.13
CHE,2017-03-01,82606.13
CHE,2017-04-01,82606.13
CHE,2017-05-01,82606.13
CHE,2017-06-01,82606.13
CHE,2017-07-01,82606.13
CHE,2017-08-01,82606.13
CHE,2017-09-01,82606.13
CHE,2017-10-01,82606.13
CHE,2017-11-01,82606.13
CHE,2017-12-01,82606.13
CHE,2018-01-01,85562.182
CHE,2018-02-01,85562.182
CHE,2018-03-01,85562.182
CHE,2018-04-01,85562.182
CHE,2018-05-01,85562.182
CHE,2018-06-01,85562.182
CHE,2018-07-01,85562.182
CHE,2018-08-01,85562.182
CHE,2018-09-01,85562.182
CHE,2018-10-01,85562.182
CHE,2018-11-01,85562.182
CHE,2018-12-01,85562.182
CHE,2019-01-01,84478.285
CHE,2019-02-01,84478.285
CHE,2019-03-01,84478.285
CHE,2019-04-01,84478.285
CHE,2019-05-01,84478.285
CHE,2019-06-01,84478.285
CHE,2019-07-01,84478.285
CHE,2019-08-01,84478.285
CHE,2019-09-01,84478.285
CHE,2019-10-01,84478.285
CHE,2019-11-01,84478.285
CHE,2019-12-01,84478.285
CHE,2020-01-01,86136.149
CHE,2020-02-01,86136.149
CHE,2020-03-01,86136.149
CHE,2020-04-01,86136.149
CHE,2020-05-01,86136.149
CHE,2020-06-01,86136.149
CHE,2020-07-01,86136.149
CHE,2020-08-01,86136.149
CHE,2020-09-01,86136.149
CHE,2020-10-01,86136.149
CHE,2020-11-01,86136.149
CHE,2020-12-01,86136.149
CHE,2021-01-01,93967.642
CHE,2021-02-01,93967.642
CHE,2021-03-01,93967.642
CHE,2021-04-01,93967.642
CHE,2021-05-01,93967.642
CHE,2021-06-01,93967.642
CHE,2021-07-01,93967.642
CHE,2021-08-01,93967.642
CHE,2021-09-01,93967.642
CHE,2021-10-01,93967.642
CHE,2021-11-01,93967.642
CHE,2021-12-01,93967.642
CHE,2022-01-01,94807.399
CHE,2022-02-01,94807.399
CHE,2022-03-01,94807.399
CHE,2022-04-01,94807.399
CHE,2022-05-01,94807.399
CHE,2022-06-01,94807.399
CHE,2022-07-01,94807.399
CHE,2022-08-01,94807.399
CHE,2022-09-01,94807.399
CHE,2022-10-01,94807.399
CHE,2022-11-01,94807.399
CHE,2022-12-01,94807.399
CHE,2023-01-01,101516.399
CHE,2023-02-01,101516.399
CHE,2023-03-01,101516.399
CHE,2023-04-01,101516.399
CHE,2023-05-01,101516.399
CHE,2023-06-01,101516.399
CHE,2023-07-01,101516.399
CHE,2023-08-01,101516.399
CHE,2023-09-01,101516.399
CHE,2023-10-01,101516.399
CHE,2023-11-01,101516.399
CHE,2023-12-01,101516.399
CHE,2024-01-01,104523.348
CHE,2024-02-01,104523.348
CHE,2024-03-01,104523.348
CHE,2024-04-01,104523.348
CHE,2024-05-01,104523.348
CHE,2024-06-01,104523.348
CHE,2024-07-01,104523.348
CHE,2024-08-01,104523.348
CHE,2024-09-01,104523.348
CHE,2024-10-01,104523.348
CHE,2024-11-01,104523.348
CHE,2024-12-01,104523.348
CHE,2025-01-01,104895.588
CHE,2025-02-01,104895.588
CHE,2025-03-01,104895.588
CHE,2025-04-01,104895.588
CHE,2025-05-01,104895.588
CHE,2025-06-01,104895.588
CHE,2025-07-01,104895.588
CHE,2025-08-01,104895.588
CHE,2025-09-01,104895.588
CHE,2025-10-01,104895.588
CHE,2025-11-01,104895.588
CHE,2025-12-01,104895.588
CHL,1990-01-01,2521.569
CHL,1990-02-01,2521.569
CHL,1990-03-01,2521.569
CHL,1990-04-01,2521.569
CHL,1990-05-01,2521.569
CHL,1990-06-01,2521.569
CHL,1990-07-01,2521.569
CHL,1990-08-01,2521.569
CHL,1990-09-01,2521.569
CHL,1990-10-01,2521.569
CHL,1990-11-01,2521.569
CHL,1990-12-01,2521.569
CHL,1991-01-01,2849.743
CHL,1991-02-01,2849.743
CHL,1991-03-01,2849.743
CHL,1991-04-01,2849.743
CHL,1991-05-01,2849.743
CHL,1991-06-01,2849.743
CHL,1991-07-01,2849.743
CHL,1991-08-01,2849.743
CHL,1991-09-01,2849.743
CHL,1991-10-01,2849.743
CHL,1991-11-01,2849.743
CHL,1991-12-01,2849.743
CHL,1992-01-01,3392.088
CHL,1992-02-01,3392.088
CHL,1992-03-01,3392.088
CHL,1992-04-01,3392.088
CHL,1992-05-01,3392.088
CHL,1992-06-01,3392.088
CHL,1992-07-01,3392.088
CHL,1992-08-01,3392.088
CHL,1992-09-01,3392.088
CHL,1992-10-01,3392.088
CHL,1992-11-01,3392.088
CHL,1992-12-01,3392.088
