iso3,Date,gross gdp
KWT,2021-01-01,148.455
KWT,2022-01-01,183.977
KWT,2023-01-01,163.716
KWT,2024-01-01,158.568
KWT,2025-01-01,153.101
LTU,1995-01-01,6.742
LTU,1996-01-01,8.44
LTU,1997-01-01,10.159
LTU,1998-01-01,11.284
LTU,1999-01-01,11.017
LTU,2000-01-01,11.541
LTU,2001-01-01,12.26
LTU,2002-01-01,14.283
LTU,2003-01-01,18.801
LTU,2004-01-01,22.71
LTU,2005-01-01,26.118
LTU,2006-01-01,30.138
LTU,2007-01-01,39.765
LTU,2008-01-01,48.004
LTU,2009-01-01,37.591
LTU,2010-01-01,36.693
LTU,2011-01-01,43.201
LTU,2012-01-01,42.736
LTU,2013-01-01,46.321
LTU,2014-01-01,48.388
LTU,2015-01-01,41.548
LTU,2016-01-01,42.952
LTU,2017-01-01,47.745
LTU,2018-01-01,54.294
LTU,2019-01-01,55.132
LTU,2020-01-01,57.352
LTU,2021-01-01,67.068
LTU,2022-01-01,71.082
LTU,2023-01-01,79.824
LTU,2024-01-01,84.847
LTU,2025-01-01,89.192
LUX,1990-01-01,12.628
LUX,1991-01-01,13.683
LUX,1992-01-01,15.328
LUX,1993-01-01,15.714
LUX,1994-01-01,17.487
LUX,1995-01-01,20.571
LUX,1996-01-01,20.464
LUX,1997-01-01,18.428
LUX,1998-01-01,19.263
LUX,1999-01-01,21.088
LUX,2000-01-01,21.24
LUX,2001-01-01,21.388
LUX,2002-01-01,23.633
LUX,2003-01-01,29.66
LUX,2004-01-01,35.049
LUX,2005-01-01,37.693
LUX,2006-01-01,42.912
LUX,2007-01-01,51.594
LUX,2008-01-01,58.838
LUX,2009-01-01,54.408
LUX,2010-01-01,56.26
LUX,2011-01-01,61.685
LUX,2012-01-01,59.814
LUX,2013-01-01,65.204
LUX,2014-01-01,68.823
LUX,2015-01-01,60.078
LUX,2016-01-01,62.2
LUX,2017-01-01,65.689
LUX,2018-01-01,71.118
LUX,2019-01-01,69.88
LUX,2020-01-01,73.612
LUX,2021-01-01,86.444
LUX,2022-01-01,80.865
LUX,2023-01-01,87.599
LUX,2024-01-01,93.169
LUX,2025-01-01,96.613
LVA,1992-01-01,1.641
LVA,1993-01-01,2.643
LVA,1994-01-01,4.391
LVA,1995-01-01,5.242
LVA,1996-01-01,5.799
LVA,1997-01-01,6.351
LVA,1998-01-01,6.977
LVA,1999-01-01,7.325
LVA,2000-01-01,7.765
LVA,2001-01-01,8.192
LVA,2002-01-01,9.256
LVA,2003-01-01,11.249
LVA,2004-01-01,13.831
LVA,2005-01-01,16.332
LVA,2006-01-01,20.453
LVA,2007-01-01,29.463
LVA,2008-01-01,34.296
LVA,2009-01-01,25.758
LVA,2010-01-01,23.509
LVA,2011-01-01,26.832
LVA,2012-01-01,27.136
LVA,2013-01-01,29.157
LVA,2014-01-01,30.285
LVA,2015-01-01,26.347
LVA,2016-01-01,27.11
LVA,2017-01-01,29.381
LVA,2018-01-01,33.263
LVA,2019-01-01,33.103
LVA,2020-01-01,33.353
LVA,2021-01-01,38.209
LVA,2022-01-01,38.045
LVA,2023-01-01,42.584
LVA,2024-01-01,43.508
LVA,2025-01-01,45.535
MAR,1990-01-01,32.661
MAR,1991-01-01,34.94
MAR,1992-01-01,36.483
MAR,1993-01-01,34.259
MAR,1994-01-01,38.532
MAR,1995-01-01,42.238
MAR,1996-01-01,46.71
MAR,1997-01-01,42.366
MAR,1998-01-01,45.243
MAR,1999-01-01,45.055
MAR,2000-01-01,42.053
MAR,2001-01-01,42.704
MAR,2002-01-01,45.711
MAR,2003-01-01,56.345
MAR,2004-01-01,64.528
MAR,2005-01-01,67.468
MAR,2006-01-01,74.284
MAR,2007-01-01,85.539
MAR,2008-01-01,100.112
MAR,2009-01-01,100.535
MAR,2010-01-01,100.881
MAR,2011-01-01,109.705
MAR,2012-01-01,106.345
MAR,2013-01-01,115.608
MAR,2014-01-01,119.131
MAR,2015-01-01,110.414
MAR,2016-01-01,111.573
MAR,2017-01-01,118.541
MAR,2018-01-01,127.341
MAR,2019-01-01,128.92
MAR,2020-01-01,121.354
MAR,2021-01-01,142.022
MAR,2022-01-01,130.952
MAR,2023-01-01,144.438
MAR,2024-01-01,155.35
MAR,2025-01-01,165.835
MEX,1990-01-01,307.613
MEX,1991-01-01,368.772
MEX,1992-01-01,427.661
MEX,1993-01-01,530.226
MEX,1994-01-01,553.618
MEX,1995-01-01,380.182
MEX,1996-01-01,432.158
MEX,1997-01-01,523.45
MEX,1998-01-01,557.485
MEX,1999-01-01,631.24
MEX,2000-01-01,742.061
MEX,2001-01-01,796.055
MEX,2002-01-01,810.666
MEX,2003-01-01,765.55
MEX,2004-01-01,819.459
MEX,2005-01-01,917.572
MEX,2006-01-01,1020.265
MEX,2007-01-01,1102.356
MEX,2008-01-01,1161.553
MEX,2009-01-01,943.437
MEX,2010-01-01,1105.424
MEX,2011-01-01,1229.014
MEX,2012-01-01,1255.11
MEX,2013-01-01,1327.436
MEX,2014-01-01,1364.508
MEX,2015-01-01,1213.294
MEX,2016-01-01,1112.233
MEX,2017-01-01,1190.721
MEX,2018-01-01,1256.3
MEX,2019-01-01,1304.106
MEX,2020-01-01,1121.065
MEX,2021-01-01,1316.569
MEX,2022-01-01,1466.465
MEX,2023-01-01,1793.799
MEX,2024-01-01,1852.723
MEX,2025-01-01,1692.64
MLT,1995-01-01,3.353
MLT,1996-01-01,3.419
MLT,1997-01-01,3.461
MLT,1998-01-01,3.667
MLT,1999-01-01,3.827
MLT,2000-01-01,4.042
MLT,2001-01-01,4.072
MLT,2002-01-01,4.462
MLT,2003-01-01,5.425
MLT,2004-01-01,6.109
MLT,2005-01-01,6.392
MLT,2006-01-01,6.783
MLT,2007-01-01,7.972
MLT,2008-01-01,9.171
MLT,2009-01-01,8.76
MLT,2010-01-01,9.104
MLT,2011-01-01,9.788
MLT,2012-01-01,9.616
MLT,2013-01-01,10.797
MLT,2014-01-01,11.891
MLT,2015-01-01,11.342
MLT,2016-01-01,12.022
MLT,2017-01-01,14.156
MLT,2018-01-01,16.161
MLT,2019-01-01,16.34
MLT,2020-01-01,16.397
MLT,2021-01-01,19.737
MLT,2022-01-01,19.254
MLT,2023-01-01,22.217
MLT,2024-01-01,24.315
MLT,2025-01-01,25.75
MYS,1990-01-01,47.245
MYS,1991-01-01,53.519
MYS,1992-01-01,64.427
MYS,1993-01-01,72.857
MYS,1994-01-01,81.156
MYS,1995-01-01,96.606
MYS,1996-01-01,109.846
MYS,1997-01-01,109.116
MYS,1998-01-01,78.639
MYS,1999-01-01,86.203
MYS,2000-01-01,102.149
MYS,2001-01-01,101.054
MYS,2002-01-01,109.833
MYS,2003-01-01,120.025
MYS,2004-01-01,135.869
MYS,2005-01-01,150.345
MYS,2006-01-01,170.41
MYS,2007-01-01,202.732
MYS,2008-01-01,241.946
MYS,2009-01-01,211.847
MYS,2010-01-01,258.64
MYS,2011-01-01,302.184
MYS,2012-01-01,318.909
MYS,2013-01-01,327.869
MYS,2014-01-01,342.868
MYS,2015-01-01,301.355
MYS,2016-01-01,301.256
MYS,2017-01-01,319.109
MYS,2018-01-01,358.783
MYS,2019-01-01,365.178
MYS,2020-01-01,337.456
MYS,2021-01-01,373.785
MYS,2022-01-01,407.605
MYS,2023-01-01,399.705
MYS,2024-01-01,419.617
MYS,2025-01-01,444.984
NGA,1990-01-01,62.165
NGA,1991-01-01,60.131
NGA,1992-01-01,52.275
NGA,1993-01-01,56.807
NGA,1994-01-01,80.128
NGA,1995-01-01,132.23
NGA,1996-01-01,172.686
NGA,1997-01-01,187.866
NGA,1998-01-01,209.677
NGA,1999-01-01,57.477
NGA,2000-01-01,67.824
NGA,2001-01-01,73.128
NGA,2002-01-01,93.983
NGA,2003-01-01,102.935
NGA,2004-01-01,130.345
NGA,2005-01-01,169.645
NGA,2006-01-01,222.791
NGA,2007-01-01,266.334
NGA,2008-01-01,335.378
NGA,2009-01-01,302.456
NGA,2010-01-01,374.098
NGA,2011-01-01,419.942
NGA,2012-01-01,467.157
NGA,2013-01-01,521.861
NGA,2014-01-01,576.004
NGA,2015-01-01,494.307
NGA,2016-01-01,405.019
NGA,2017-01-01,375.756
NGA,2018-01-01,421.739
NGA,2019-01-01,474.517
NGA,2020-01-01,432.299
NGA,2021-01-01,441.074
NGA,2022-01-01,476.468
NGA,2023-01-01,363.816
NGA,2024-01-01,187.64
NGA,2025-01-01,188.271
NLD,1990-01-01,321.859
NLD,1991-01-01,331.565
NLD,1992-01-01,366.52
NLD,1993-01-01,356.434
NLD,1994-01-01,383.091
NLD,1995-01-01,453.377
NLD,1996-01-01,451.508
NLD,1997-01-01,418.023
NLD,1998-01-01,439.215
NLD,1999-01-01,448.223
NLD,2000-01-01,417.834
NLD,2001-01-01,432.539
NLD,2002-01-01,475.194
NLD,2003-01-01,582.29
NLD,2004-01-01,660.925
NLD,2005-01-01,688.514
NLD,2006-01-01,737.633
NLD,2007-01-01,853.6
NLD,2008-01-01,957.797
NLD,2009-01-01,878.0
NLD,2010-01-01,853.161
NLD,2011-01-01,912.98
NLD,2012-01-01,846.225
NLD,2013-01-01,883.964
NLD,2014-01-01,901.789
NLD,2015-01-01,775.822
NLD,2016-01-01,796.944
NLD,2017-01-01,847.934
NLD,2018-01-01,930.155
NLD,2019-01-01,929.006
NLD,2020-01-01,931.814
NLD,2021-01-01,1055.173
NLD,2022-01-01,1047.364
NLD,2023-01-01,1154.694
NLD,2024-01-01,1227.174
NLD,2025-01-01,1272.011
NOR,1990-01-01,119.791
NOR,1991-01-01,121.872
NOR,1992-01-01,130.838
NOR,1993-01-01,120.579
NOR,1994-01-01,127.132
NOR,1995-01-01,152.031
NOR,1996-01-01,163.52
NOR,1997-01-01,161.357
NOR,1998-01-01,154.23
NOR,1999-01-01,162.384
NOR,2000-01-01,171.456
NOR,2001-01-01,174.24
NOR,2002-01-01,195.915
NOR,2003-01-01,229.385
NOR,2004-01-01,265.267
NOR,2005-01-01,309.979
NOR,2006-01-01,346.914
NOR,2007-01-01,402.646
NOR,2008-01-01,464.915
NOR,2009-01-01,387.974
NOR,2010-01-01,431.052
NOR,2011-01-01,501.361
NOR,2012-01-01,512.777
NOR,2013-01-01,526.014
NOR,2014-01-01,501.737
NOR,2015-01-01,388.16
NOR,2016-01-01,370.957
NOR,2017-01-01,401.745
NOR,2018-01-01,439.789
NOR,2019-01-01,408.743
NOR,2020-01-01,367.633
NOR,2021-01-01,503.368
NOR,2022-01-01,596.298
NOR,2023-01-01,482.95
NOR,2024-01-01,483.727
NOR,2025-01-01,504.276
NZL,1990-01-01,45.722
NZL,1991-01-01,43.44
NZL,1992-01-01,41.515
NZL,1993-01-01,44.807
NZL,1994-01-01,52.92
NZL,1995-01-01,62.241
NZL,1996-01-01,69.1
NZL,1997-01-01,68.869
NZL,1998-01-01,56.815
NZL,1999-01-01,58.898
NZL,2000-01-01,54.127
NZL,2001-01-01,53.128
NZL,2002-01-01,62.061
NZL,2003-01-01,82.408
NZL,2004-01-01,101.601
NZL,2005-01-01,113.264
NZL,2006-01-01,109.74
NZL,2007-01-01,134.859
NZL,2008-01-01,135.606
NZL,2009-01-01,122.011
NZL,2010-01-01,145.736
NZL,2011-01-01,167.167
NZL,2012-01-01,175.361
NZL,2013-01-01,187.292
NZL,2014-01-01,200.305
NZL,2015-01-01,176.455
NZL,2016-01-01,186.081
NZL,2017-01-01,203.819
NZL,2018-01-01,209.747
NZL,2019-01-01,210.995
NZL,2020-01-01,210.541
NZL,2021-01-01,249.775
NZL,2022-01-01,245.203
NZL,2023-01-01,253.436
NZL,2024-01-01,257.728
NZL,2025-01-01,248.666
PER,1990-01-01,28.326
PER,1991-01-01,33.988
PER,1992-01-01,35.377
PER,1993-01-01,34.33
PER,1994-01-01,43.225
PER,1995-01-01,51.38
PER,1996-01-01,53.412
PER,1997-01-01,56.281
PER,1998-01-01,53.918
PER,1999-01-01,48.719
PER,2000-01-01,50.414
PER,2001-01-01,51.034
PER,2002-01-01,53.954
PER,2003-01-01,58.537
PER,2004-01-01,66.126
PER,2005-01-01,74.232
PER,2006-01-01,87.459
PER,2007-01-01,102.187
PER,2008-01-01,121.308
PER,2009-01-01,121.892
PER,2010-01-01,149.23
PER,2011-01-01,171.369
PER,2012-01-01,193.276
PER,2013-01-01,203.042
PER,2014-01-01,203.785
PER,2015-01-01,192.85
PER,2016-01-01,196.348
PER,2017-01-01,216.578
PER,2018-01-01,227.583
PER,2019-01-01,233.004
PER,2020-01-01,206.461
PER,2021-01-01,226.268
PER,2022-01-01,244.419
PER,2023-01-01,267.482
PER,2024-01-01,289.07
PER,2025-01-01,303.293
PHL,1990-01-01,50.508
PHL,1991-01-01,51.784
PHL,1992-01-01,60.422
PHL,1993-01-01,62.037
PHL,1994-01-01,73.159
PHL,1995-01-01,84.644
PHL,1996-01-01,94.65
PHL,1997-01-01,94.106
PHL,1998-01-01,74.492
PHL,1999-01-01,85.64
PHL,2000-01-01,83.667
PHL,2001-01-01,78.921
PHL,2002-01-01,84.307
PHL,2003-01-01,87.039
PHL,2004-01-01,95.002
PHL,2005-01-01,107.42
PHL,2006-01-01,127.653
PHL,2007-01-01,155.98
PHL,2008-01-01,181.007
PHL,2009-01-01,176.132
PHL,2010-01-01,208.369
PHL,2011-01-01,234.217
PHL,2012-01-01,261.92
PHL,2013-01-01,283.903
PHL,2014-01-01,297.484
PHL,2015-01-01,306.446
PHL,2016-01-01,318.627
PHL,2017-01-01,328.481
PHL,2018-01-01,346.842
PHL,2019-01-01,376.823
PHL,2020-01-01,361.751
PHL,2021-01-01,394.087
PHL,2022-01-01,404.353
PHL,2023-01-01,437.055
PHL,2024-01-01,461.617
PHL,2025-01-01,497.495
POL,1990-01-01,62.401
POL,1991-01-01,80.863
POL,1992-01-01,89.166
POL,1993-01-01,90.828
POL,1994-01-01,104.213
POL,1995-01-01,139.8
POL,1996-01-01,157.485
POL,1997-01-01,157.987
POL,1998-01-01,172.929
POL,1999-01-01,168.657
POL,2000-01-01,172.151
POL,2001-01-01,191.403
POL,2002-01-01,199.694
POL,2003-01-01,218.561
POL,2004-01-01,256.454
POL,2005-01-01,307.158
POL,2006-01-01,345.898
POL,2007-01-01,429.715
POL,2008-01-01,535.612
POL,2009-01-01,440.954
POL,2010-01-01,478.111
POL,2011-01-01,527.848
POL,2012-01-01,498.149
POL,2013-01-01,518.18
POL,2014-01-01,542.266
POL,2015-01-01,479.729
POL,2016-01-01,472.883
POL,2017-01-01,528.497
POL,2018-01-01,594.641
POL,2019-01-01,602.592
POL,2020-01-01,605.93
POL,2021-01-01,689.253
POL,2022-01-01,695.734
POL,2023-01-01,809.706
POL,2024-01-01,908.583
POL,2025-01-01,979.96
PRT,1990-01-01,79.439
PRT,1991-01-01,89.904
PRT,1992-01-01,108.119
PRT,1993-01-01,95.139
PRT,1994-01-01,99.692
PRT,1995-01-01,118.182
PRT,1996-01-01,122.655
PRT,1997-01-01,117.211
PRT,1998-01-01,124.124
PRT,1999-01-01,127.597
PRT,2000-01-01,118.658
PRT,2001-01-01,121.605
PRT,2002-01-01,134.7
PRT,2003-01-01,165.185
PRT,2004-01-01,189.296
PRT,2005-01-01,197.363
PRT,2006-01-01,208.767
PRT,2007-01-01,240.524
PRT,2008-01-01,263.388
PRT,2009-01-01,244.402
PRT,2010-01-01,238.639
PRT,2011-01-01,245.383
PRT,2012-01-01,216.674
PRT,2013-01-01,226.681
PRT,2014-01-01,230.138
PRT,2015-01-01,199.059
PRT,2016-01-01,206.249
PRT,2017-01-01,220.785
PRT,2018-01-01,242.203
PRT,2019-01-01,240.142
PRT,2020-01-01,229.435
PRT,2021-01-01,256.226
PRT,2022-01-01,257.101
PRT,2023-01-01,289.781
PRT,2024-01-01,308.59
PRT,2025-01-01,321.44
QAT,1990-01-01,6.266
QAT,1991-01-01,5.579
QAT,1992-01-01,6.384
QAT,1993-01-01,5.804
QAT,1994-01-01,5.946
QAT,1995-01-01,6.861
QAT,1996-01-01,7.761
QAT,1997-01-01,9.976
QAT,1998-01-01,8.488
QAT,1999-01-01,11.266
QAT,2000-01-01,18.085
QAT,2001-01-01,17.498
QAT,2002-01-01,19.334
QAT,2003-01-01,23.716
QAT,2004-01-01,30.651
QAT,2005-01-01,44.636
QAT,2006-01-01,58.629
QAT,2007-01-01,75.987
QAT,2008-01-01,112.621
QAT,2009-01-01,88.196
QAT,2010-01-01,119.707
QAT,2011-01-01,167.775
QAT,2012-01-01,186.834
QAT,2013-01-01,198.728
QAT,2014-01-01,206.225
QAT,2015-01-01,161.74
QAT,2016-01-01,151.732
QAT,2017-01-01,161.099
QAT,2018-01-01,183.335
QAT,2019-01-01,176.371
QAT,2020-01-01,144.411
QAT,2021-01-01,179.732
QAT,2022-01-01,235.709
QAT,2023-01-01,213.003
QAT,2024-01-01,221.452
QAT,2025-01-01,222.776
ROU,1990-01-01,38.516
ROU,1991-01-01,29.07
ROU,1992-01-01,19.779
ROU,1993-01-01,26.624
ROU,1994-01-01,30.376
ROU,1995-01-01,35.838
ROU,1996-01-01,35.692
ROU,1997-01-01,35.644
ROU,1998-01-01,42.543
ROU,1999-01-01,35.953
ROU,2000-01-01,37.447
ROU,2001-01-01,40.396
ROU,2002-01-01,46.035
ROU,2003-01-01,57.79
ROU,2004-01-01,75.059
ROU,2005-01-01,98.547
ROU,2006-01-01,122.114
ROU,2007-01-01,174.831
ROU,2008-01-01,215.567
ROU,2009-01-01,174.572
ROU,2010-01-01,170.329
ROU,2011-01-01,192.846
ROU,2012-01-01,179.228
ROU,2013-01-01,189.839
ROU,2014-01-01,199.989
ROU,2015-01-01,177.878
ROU,2016-01-01,185.337
ROU,2017-01-01,210.53
ROU,2018-01-01,243.651
ROU,2019-01-01,251.652
ROU,2020-01-01,252.372
ROU,2021-01-01,286.783
ROU,2022-01-01,296.928
ROU,2023-01-01,350.847
ROU,2024-01-01,384.148
ROU,2025-01-01,403.395
RUS,1992-01-01,71.603
RUS,1993-01-01,196.227
RUS,1994-01-01,293.768
RUS,1995-01-01,335.777
RUS,1996-01-01,412.685
RUS,1997-01-01,433.704
RUS,1998-01-01,287.672
RUS,1999-01-01,209.657
RUS,2000-01-01,278.264
RUS,2001-01-01,328.475
RUS,2002-01-01,370.062
RUS,2003-01-01,461.518
RUS,2004-01-01,633.294
RUS,2005-01-01,817.717
RUS,2006-01-01,1060.901
RUS,2007-01-01,1393.416
RUS,2008-01-01,1779.109
RUS,2009-01-01,1307.927
RUS,2010-01-01,1633.111
RUS,2011-01-01,2046.621
RUS,2012-01-01,2191.486
RUS,2013-01-01,2288.428
RUS,2014-01-01,2048.837
RUS,2015-01-01,1356.703
RUS,2016-01-01,1280.648
RUS,2017-01-01,1575.14
RUS,2018-01-01,1653.005
RUS,2019-01-01,1695.724
RUS,2020-01-01,1488.118
RUS,2021-01-01,1828.927
RUS,2022-01-01,2295.527
RUS,2023-01-01,2059.762
RUS,2024-01-01,2161.205
RUS,2025-01-01,2076.396
SAU,1990-01-01,117.474
SAU,1991-01-01,132.047
SAU,1992-01-01,136.905
SAU,1993-01-01,132.79
SAU,1994-01-01,134.995
SAU,1995-01-01,143.152
SAU,1996-01-01,158.451
SAU,1997-01-01,165.742
SAU,1998-01-01,146.776
SAU,1999-01-01,161.717
SAU,2000-01-01,189.515
SAU,2001-01-01,184.138
SAU,2002-01-01,189.606
SAU,2003-01-01,215.808
SAU,2004-01-01,258.742
SAU,2005-01-01,328.205
SAU,2006-01-01,376.398
SAU,2007-01-01,415.687
SAU,2008-01-01,519.797
SAU,2009-01-01,429.098
SAU,2010-01-01,528.207
SAU,2011-01-01,676.635
SAU,2012-01-01,741.85
SAU,2013-01-01,753.864
SAU,2014-01-01,766.606
SAU,2015-01-01,669.485
SAU,2016-01-01,666.0
SAU,2017-01-01,714.994
SAU,2018-01-01,846.584
SAU,2019-01-01,838.565
SAU,2020-01-01,734.271
SAU,2021-01-01,874.157
SAU,2022-01-01,1108.571
SAU,2023-01-01,1067.583
SAU,2024-01-01,1085.358
SAU,2025-01-01,1083.749
SGP,1990-01-01,38.892
SGP,1991-01-01,45.465
SGP,1992-01-01,52.131
SGP,1993-01-01,60.604
SGP,1994-01-01,73.689
SGP,1995-01-01,87.813
SGP,1996-01-01,96.293
SGP,1997-01-01,100.124
SGP,1998-01-01,85.728
SGP,1999-01-01,86.287
SGP,2000-01-01,96.077
SGP,2001-01-01,89.794
SGP,2002-01-01,92.538
SGP,2003-01-01,97.646
SGP,2004-01-01,115.034
SGP,2005-01-01,127.808
SGP,2006-01-01,148.627
SGP,2007-01-01,180.942
SGP,2008-01-01,193.617
SGP,2009-01-01,194.15
SGP,2010-01-01,239.808
SGP,2011-01-01,279.357
SGP,2012-01-01,295.093
SGP,2013-01-01,307.576
SGP,2014-01-01,314.864
SGP,2015-01-01,307.999
SGP,2016-01-01,319.646
SGP,2017-01-01,343.673
SGP,2018-01-01,377.124
SGP,2019-01-01,376.162
SGP,2020-01-01,349.166
SGP,2021-01-01,436.591
SGP,2022-01-01,509.018
SGP,2023-01-01,505.44
SGP,2024-01-01,547.387
SGP,2025-01-01,564.774
SVK,1993-01-01,13.906
SVK,1994-01-01,16.046
SVK,1995-01-01,20.297
SVK,1996-01-01,21.871
SVK,1997-01-01,22.037
SVK,1998-01-01,22.917
SVK,1999-01-01,20.89
SVK,2000-01-01,20.711
SVK,2001-01-01,21.384
SVK,2002-01-01,24.849
SVK,2003-01-01,33.864
SVK,2004-01-01,43.023
SVK,2005-01-01,48.912
SVK,2006-01-01,57.48
SVK,2007-01-01,77.26
SVK,2008-01-01,97.122
SVK,2009-01-01,89.246
SVK,2010-01-01,91.187
SVK,2011-01-01,99.688
SVK,2012-01-01,94.784
SVK,2013-01-01,99.136
SVK,2014-01-01,101.739
SVK,2015-01-01,89.188
SVK,2016-01-01,90.322
SVK,2017-01-01,95.944
SVK,2018-01-01,106.66
SVK,2019-01-01,105.855
SVK,2020-01-01,107.646
SVK,2021-01-01,120.672
SVK,2022-01-01,116.02
SVK,2023-01-01,132.947
SVK,2024-01-01,140.636
SVK,2025-01-01,147.031
SVN,1992-01-01,19.285
SVN,1993-01-01,16.637
SVN,1994-01-01,16.857
SVN,1995-01-01,21.399
SVN,1996-01-01,21.48
SVN,1997-01-01,20.769
SVN,1998-01-01,22.08
SVN,1999-01-01,22.668
SVN,2000-01-01,20.262
SVN,2001-01-01,20.693
SVN,2002-01-01,23.263
SVN,2003-01-01,29.399
SVN,2004-01-01,34.19
SVN,2005-01-01,36.002
SVN,2006-01-01,39.293
SVN,2007-01-01,47.886
SVN,2008-01-01,55.503
SVN,2009-01-01,49.921
SVN,2010-01-01,47.832
SVN,2011-01-01,51.19
SVN,2012-01-01,46.196
SVN,2013-01-01,47.868
SVN,2014-01-01,49.527
SVN,2015-01-01,42.714
SVN,2016-01-01,44.279
SVN,2017-01-01,48.136
SVN,2018-01-01,53.713
SVN,2019-01-01,53.916
SVN,2020-01-01,53.342
SVN,2021-01-01,61.57
SVN,2022-01-01,59.975
SVN,2023-01-01,69.168
SVN,2024-01-01,72.463
SVN,2025-01-01,75.224
SWE,1990-01-01,258.395
SWE,1991-01-01,270.629
SWE,1992-01-01,281.588
SWE,1993-01-01,212.646
SWE,1994-01-01,228.703
SWE,1995-01-01,267.054
SWE,1996-01-01,291.954
SWE,1997-01-01,268.252
SWE,1998-01-01,270.891
SWE,1999-01-01,274.319
SWE,2000-01-01,262.904
SWE,2001-01-01,242.498
SWE,2002-01-01,267.373
SWE,2003-01-01,334.074
SWE,2004-01-01,384.548
SWE,2005-01-01,391.691
SWE,2006-01-01,422.528
SWE,2007-01-01,490.052
SWE,2008-01-01,514.617
SWE,2009-01-01,434.313
SWE,2010-01-01,492.753
SWE,2011-01-01,570.541
SWE,2012-01-01,549.742
SWE,2013-01-01,584.128
SWE,2014-01-01,577.73
SWE,2015-01-01,501.698
SWE,2016-01-01,514.218
SWE,2017-01-01,536.084
SWE,2018-01-01,551.312
SWE,2019-01-01,532.169
SWE,2020-01-01,545.148
SWE,2021-01-01,637.187
SWE,2022-01-01,579.896
SWE,2023-01-01,585.49
SWE,2024-01-01,610.118
SWE,2025-01-01,620.297
THA,1990-01-01,88.467
THA,1991-01-01,101.247
THA,1992-01-01,115.576
THA,1993-01-01,128.889
THA,1994-01-01,146.684
THA,1995-01-01,169.279
THA,1996-01-01,183.035
THA,1997-01-01,150.18
THA,1998-01-01,113.676
THA,1999-01-01,126.669
THA,2000-01-01,126.392
THA,2001-01-01,120.296
THA,2002-01-01,134.301
THA,2003-01-01,152.281
THA,2004-01-01,172.896
THA,2005-01-01,189.318
THA,2006-01-01,221.758
THA,2007-01-01,262.943
THA,2008-01-01,291.383
THA,2009-01-01,281.711
THA,2010-01-01,341.105
THA,2011-01-01,370.819
THA,2012-01-01,397.558
THA,2013-01-01,420.334
THA,2014-01-01,407.339
THA,2015-01-01,401.296
THA,2016-01-01,413.366
THA,2017-01-01,456.357
THA,2018-01-01,506.754
THA,2019-01-01,543.977
THA,2020-01-01,500.462
THA,2021-01-01,506.195
THA,2022-01-01,495.645
THA,2023-01-01,515.906
THA,2024-01-01,526.411
THA,2025-01-01,546.224
TUR,1990-01-01,207.508
TUR,1991-01-01,208.402
TUR,1992-01-01,219.176
TUR,1993-01-01,248.573
TUR,1994-01-01,179.359
TUR,1995-01-01,233.566
TUR,1996-01-01,250.486
TUR,1997-01-01,261.857
TUR,1998-01-01,277.599
TUR,1999-01-01,254.024
TUR,2000-01-01,273.118
TUR,2001-01-01,202.558
TUR,2002-01-01,238.15
TUR,2003-01-01,316.54
TUR,2004-01-01,407.024
TUR,2005-01-01,504.8
TUR,2006-01-01,552.332
TUR,2007-01-01,682.992
TUR,2008-01-01,782.851
TUR,2009-01-01,651.513
TUR,2010-01-01,777.443
TUR,2011-01-01,837.924
TUR,2012-01-01,877.681
TUR,2013-01-01,958.088
TUR,2014-01-01,939.924
TUR,2015-01-01,867.054
TUR,2016-01-01,869.204
TUR,2017-01-01,859.02
TUR,2018-01-01,797.707
TUR,2019-01-01,760.388
TUR,2020-01-01,717.114
TUR,2021-01-01,807.893
TUR,2022-01-01,905.8
TUR,2023-01-01,1130.062
TUR,2024-01-01,1322.405
TUR,2025-01-01,1437.406
UKR,1992-01-01,22.193
UKR,1993-01-01,35.025
UKR,1994-01-01,38.012
UKR,1995-01-01,38.275
UKR,1996-01-01,46.083
UKR,1997-01-01,51.867
UKR,1998-01-01,43.315
UKR,1999-01-01,32.661
UKR,2000-01-01,32.331
UKR,2001-01-01,37.863
UKR,2002-01-01,42.339
UKR,2003-01-01,50.096
UKR,2004-01-01,64.747
UKR,2005-01-01,85.996
UKR,2006-01-01,107.767
UKR,2007-01-01,143.26
UKR,2008-01-01,181.313
UKR,2009-01-01,117.079
UKR,2010-01-01,136.011
UKR,2011-01-01,163.059
UKR,2012-01-01,175.781
UKR,2013-01-01,183.31
UKR,2014-01-01,133.392
UKR,2015-01-01,90.922
UKR,2016-01-01,93.349
UKR,2017-01-01,112.064
UKR,2018-01-01,130.905
UKR,2019-01-01,153.904
UKR,2020-01-01,156.566
UKR,2021-01-01,199.835
UKR,2022-01-01,161.987
UKR,2023-01-01,178.763
UKR,2024-01-01,190.426
UKR,2025-01-01,205.742
URY,1990-01-01,11.204
URY,1991-01-01,13.502
URY,1992-01-01,15.515
URY,1993-01-01,18.064
URY,1994-01-01,21.04
URY,1995-01-01,23.267
URY,1996-01-01,24.73
URY,1997-01-01,26.155
URY,1998-01-01,27.704
URY,1999-01-01,26.178
URY,2000-01-01,24.892
URY,2001-01-01,22.802
URY,2002-01-01,14.863
URY,2003-01-01,13.159
URY,2004-01-01,14.959
URY,2005-01-01,18.986
URY,2006-01-01,21.416
