year,iso3c,yield_with_spread,sovereign_spread,cpi_yoy,gdp_annual_growth_rate,gdp_per_capita,gross gdp,debt_to_gdp,deficit_to_gdp,current_account_balance,vulnerability,wgi_cc,wgi_ge,wgi_pv,wgi_rl,wgi_rq,wgi_va,gain,population,mineral_rent
2003,VNM,,,3.237169267470166,6.965,610.357,50.233,29.834999999999997,304.30949999999996,-3.844,0.50243238268826,-0.4908725619316101,-0.4028542339801788,0.1264243721961975,-0.6368235349655151,-0.6377211213111877,-1.474382758140564,40.05466464244,82302000.0,0.0322716334595364
2003,ZAF,9.565320160275112,5.552205780259416,5.836020321018741,2.9499999999999997,4191.4,197.01699999999997,31.514,2096.4584999999997,-0.735,0.409466291055405,0.275540828704834,0.5995800495147705,-0.3128425776958465,0.0375992655754089,0.8195863366127014,0.7002170085906982,46.9370483021691,47005000.0,0.187700723391933
2003,ZMB,,,,6.900000000000001,452.287,4.902,159.458,225.194,-10.331,0.517032520445362,-0.6418585181236267,-1.0084813833236694,0.2183798998594284,-0.3818141222000122,-0.6409488320350647,-0.3667804300785064,38.3009330986675,10838000.0,0.0037602484057114
2004,ARG,,,,9.1,4314.098,164.911,117.878,2159.6585,1.798,0.40723811636394,-0.4144095480442047,0.015197392553091,-0.6109349131584167,-0.7673801779747009,-0.6980352997779846,0.3620408773422241,45.9290713319358,38226000.0,0.226514483940778
2004,ARM,,,,10.15,1180.399,3.577,26.446,1180.399,-2.204,0.373608808738997,-0.7034553289413452,-0.1182634457945823,-0.1163374856114387,-0.4819506108760834,0.1092500016093254,-0.5721655488014221,48.7447683900247,3030000.0,0.0
2004,AUS,5.590774507497334,1.317051973642935,2.3428691119712446,4.125,32861.496,658.742,11.907000000000002,16431.404,-6.3069999999999995,0.326798736634886,2.005868911743164,1.984941840171814,0.935463547706604,1.795392394065857,1.7112195491790771,1.5015419721603394,66.039560209418,20046000.0,0.902925008259013
2004,AUT,4.128743688189512,-0.1449788456648867,2.0599568454807646,2.725,36608.939,299.075,65.912,18303.148,2.092,0.304329440225116,2.0266244411468506,1.8437706232070925,1.0896492004394531,1.8166643381118777,1.514102816581726,1.4756511449813845,67.6739875038196,8169000.0,0.0019533109563914
2004,BEL,4.154479182929326,-0.1192433509250728,2.0962050119415707,3.5500000000000003,35497.552,369.047,97.17,17750.893500000002,3.0980000000000003,0.3517432271876861,1.3603825569152832,1.8543092012405396,0.7091367244720459,1.3112298250198364,1.346416473388672,1.4402661323547363,59.8049781984633,10396000.0,0.0
2004,BGD,9.826666666666666,5.552944132812268,,,563.21,77.152,36.585,281.095,0.228,0.56343042850156,-1.59711492061615,-0.93288254737854,-1.3604763746261597,-1.1224820613861084,-1.1759122610092163,-0.6721457839012146,34.2227894945264,136986000.0,0.0
2004,BGR,5.360083333333333,1.0863607994789346,6.158909430231706,6.6000000000000005,3370.382,26.158,37.764,1686.691,-4.277,0.364910157970245,0.0682040601968765,0.0787450447678566,0.0036307335831224,-0.1181677654385566,0.7078437805175781,0.5696901679039001,51.9273738639464,7761000.0,0.109883692079409
2004,BRA,,,6.594210811763063,5.75,3647.959,669.29,68.025,1826.005,1.3389999999999995,0.38807771036019,-0.027268711477518,-0.0922709181904792,-0.2759928107261657,-0.4009201228618622,0.0374141857028007,0.3886094689369201,47.7889948350882,183470000.0,0.0993366848795947
2004,BWA,10.066666666666666,5.792944132812269,,2.75,4743.633,8.819,10.749,2372.9615,3.592,0.472629791942631,0.8757259249687195,0.598914623260498,0.9166887402534484,0.5625006556510925,0.7631847262382507,0.7358699440956116,45.0284435324175,1859000.0,2.60289908335249
2004,CAN,4.580266931739758,0.3065443978853591,1.856888039920813,3.0999999999999996,32178.496,1026.473,71.889,16090.377,2.345,0.28649449012547,1.805866241455078,1.9006977081298828,0.8764474987983704,1.6871472597122192,1.616421103477478,1.6684545278549194,67.1888968674942,31899000.0,0.285289345037603
2004,CHE,2.7328617670246103,-1.5408607668297885,0.8024214396818264,2.725,54788.297,403.461,57.803,27393.8895,12.521,0.291745315659154,1.9852626323699951,2.158515691757202,1.2273398637771606,1.886195421218872,1.636825680732727,1.6925336122512815,68.0324827746644,7364000.0,0.0
2004,CHL,,,1.0539746281644755,6.625,6183.906,99.079,10.314,3093.2274999999995,3.261000000000001,0.3589109804472639,1.3058593273162842,1.117753028869629,0.6913416981697083,1.1656967401504517,1.367984175682068,1.2252850532531738,55.2005991340508,16022000.0,9.08081866316417
2004,CHN,,,3.8339431474946686,10.2,1522.4000000000003,1978.937,26.0,760.687,3.484,0.407065800123566,-0.5650615692138672,-0.1099303886294364,-0.3906806707382202,-0.5854687094688416,-0.3462288379669189,-1.4624639749526978,46.1843071357281,1299880000.0,0.263034043120524
2004,CIV,,,,1.2,1259.645,22.923999999999996,56.718,630.054,1.051,0.497159826415033,-1.241323471069336,-1.2796034812927246,-2.1149210929870605,-1.4245312213897705,-1.0320169925689695,-1.219648838043213,35.6023908659626,18199000.0,0.0
2004,COL,13.43264254854445,9.158920014690052,5.906359119157897,5.3500000000000005,2827.173,116.382,41.482,1414.28,-0.666,0.4368173700634699,-0.1406314522027969,-0.2158965170383453,-2.271226406097412,-0.6952001452445984,-0.0864163339138031,-0.3187851309776306,43.9275787348197,41166000.0,0.841593768194265
2004,CYP,5.7981870882740445,1.5244645544196456,2.2815865902437142,5.025,23969.991,17.328,64.687,11984.308,-4.548,0.3604121292206879,0.8732545971870422,1.1075246334075928,0.3801775872707367,0.90867418050766,1.219127893447876,0.950031280517578,54.6198153853569,723000.0,0.0079872837832258
2004,CZE,4.818988510885251,0.5452659770308513,2.760077462302476,4.6000000000000005,11784.605,120.14799999999998,28.289,5891.399,-3.705,0.258866636696629,0.3844904899597168,0.8645075559616089,0.6538758277893066,0.758330762386322,0.9995909929275512,0.9544612765312196,58.3763039544963,10195000.0,0.0
2004,DEU,4.0668201032059725,-0.2069024306484261,1.6654832567656166,0.7000000000000001,35000.56,2851.0229999999997,64.965,17499.829999999998,4.514,0.308242864524596,1.8400654792785645,1.4671474695205688,0.6388843655586243,1.6202044486999512,1.4695730209350586,1.496040105819702,67.1557671116878,81457000.0,9.51458181304022e-05
2004,DNK,4.304546005577184,0.0308234717227855,1.15418844123536,2.775,46684.835,251.98799999999997,46.215,23344.129,4.035,0.33474061239909,2.4068245887756348,2.287221908569336,1.08433735370636,1.9305239915847776,1.748650074005127,1.800991773605347,69.444509815312,5398000.0,0.0
2004,EGY,,,,4.2,1195.597,82.855,96.512,597.0735,4.125,0.441531729897003,-0.5835057497024536,-0.2787114977836609,-0.8224017024040222,0.0133178951218724,-0.5694818496704102,-0.9475579261779784,42.622859536106,69300000.0,0.0153400376478508
2004,ESP,4.096737513373355,-0.1769850204810443,3.035564681483056,3.1,24698.251999999997,1069.344,45.333,12349.954,-5.418,0.309532228768276,1.3371890783309937,1.3322664499282837,-0.0905463024973868,1.128972053527832,1.3067477941513062,1.323611855506897,60.871418930384,43296000.0,0.0014737599403172
2004,EST,,,3.050152075365513,6.8999999999999995,,,,,,,,,,,,,57.3235048599998,1363000.0,0.0
2004,ETH,,,3.333606495518744,12.6,,,,,,,,,,,,,34.2253943616599,66521000.0,0.0430245623456206
2004,EUR,4.156717857927098,-0.1170046759273015,,,,,,,,,,,,,,,,,
2004,FIN,4.123713112986683,-0.150009420867716,0.1874830033864714,3.875,37812.031,197.369,42.577,18907.058,5.604,0.286962029283842,2.410111427307129,2.1476197242736816,1.6196268796920776,1.939888596534729,1.780430793762207,1.7836084365844729,72.134029559635,5220000.0,0.0344008520434289
2004,FRA,4.10899108319217,-0.1647314506622284,2.141822635001374,2.525,33876.29,2108.835,66.877,16937.6245,0.535,0.308031898074153,1.3111637830734253,1.7556302547454834,0.3451153039932251,1.4251928329467771,1.2164645195007324,1.456458330154419,64.3632350198906,62251000.0,0.000206076199611
2004,GBR,4.932678770666786,0.6589562368123868,1.390175863695295,2.475,40410.653,2422.619,39.802,20204.478,-2.302,0.272420569426845,1.9109116792678833,1.86802077293396,0.1408475339412689,1.607600212097168,1.726345777511597,1.5974458456039429,68.8453023814049,59950000.0,4.29654039127861e-06
2004,GHA,,,18.1084150630382,5.8,,,,,,,,,,,,,38.7185092574877,21868000.0,0.945873447610532
2004,GRC,4.255495953322041,-0.0182265805323584,2.8974361633186128,4.825,21468.468,234.87299999999996,105.493,10732.161,-5.672999999999999,0.339171464329318,0.4501904249191284,0.7859559059143066,0.4893362522125244,0.8991342186927795,0.8362244963645935,1.1914149522781372,54.8533602168045,10940000.0,0.0176382215188187
2004,HKG,4.060468438718668,-0.2132540951357312,,8.775,24873.898,169.085,1.925,24873.898,9.965,,1.8492742776870728,1.7355315685272217,1.1449780464172363,1.5678333044052124,1.9485827684402464,0.5621404647827148,,6798000.0,0.0
2004,HRV,,,,4.2250000000000005,9714.208,41.82,39.957,4854.7555,-5.961000000000001,0.384935411929457,0.2393700778484343,0.4443008601665497,0.6867544054985046,0.0412164889276027,0.5319160223007202,0.6583206057548523,53.125108112711,4305000.0,0.0
2004,HUN,8.1858272005772,3.912104666722802,6.748687755740657,4.95,10281.244,104.015,58.907,5139.2895,-8.537,0.368323924497602,0.6651355624198914,0.8018267750740051,0.8282976150512695,0.8461348414421082,1.168114185333252,1.1494140625,55.4552376567796,10117000.0,0.002072572766329
2004,IDN,,,6.059685534782841,5.0375,1279.721,279.344,51.328,640.9815,1.882,0.481749714238726,-0.9766117930412292,-0.4905050098896026,-1.9086055755615232,-0.732880175113678,-0.7358242273330688,-0.2554474174976349,40.3426483995668,218285000.0,1.01171111673856
2004,IND,6.0574983314794215,1.7837757976250226,,6.966666666666667,624.108,709.152,84.89,309.94699999999995,-0.348,0.535252930739761,-0.4484761953353882,-0.1796988844871521,-1.280432939529419,0.0533560588955879,-0.3781298398971557,0.3999673724174499,39.4934686504735,1136265000.0,0.304343548351911
2004,IRL,4.1874557537206,-0.0862667801337994,2.1771771460127853,6.8500000000000005,47387.991,194.283,28.103,23695.12550000001,-0.098,0.333209434268673,1.2704061269760132,1.5192475318908691,1.170825719833374,1.510679841041565,1.5671132802963257,1.47755229473114,59.0874551805112,4100000.0,0.0260653918662168
2004,ISL,7.5746778711484595,3.2696818831547603,3.154623992160436,7.775,47579.937,13.824999999999998,80.861,23790.6255,-10.048,0.338105406970697,2.167231798171997,2.0523438453674316,1.4570046663284302,1.906124234199524,1.6127082109451294,1.6283279657363892,68.2747775071137,291000.0,0.0
2004,ISR,,,-0.3695644365028517,4.2124999999999995,20593.467,140.162,88.182,10297.3275,1.45,0.320293653627995,0.9119443893432616,1.241997003555298,-1.3226813077926636,0.8482705354690552,0.8175634145736694,0.6622503399848938,60.3839065665468,6806000.0,0.0
2004,ITA,4.252017584557573,-0.0217049492968256,2.2074082345379034,1.18025,31451.558999999997,1811.987,104.742,15726.2605,-0.48,0.345568025935163,0.3613970279693603,0.6281870007514954,0.2692576944828033,0.5900039076805115,1.0845825672149658,1.1771677732467651,55.6084691573528,57612000.0,3.62817529711905e-05
2004,JPN,1.5077232574189097,-2.765999276435489,-0.0083092423634565,2.225,38307.103,4893.135,169.49,19151.4445,3.721,0.367905237338041,1.2000110149383545,1.343322992324829,1.0283153057098389,1.2494724988937378,1.1344233751296997,1.0434945821762085,61.4192136996556,127734000.0,0.0008982237125701
2004,KEN,,,,5.1000000000000005,692.709,22.790000000000003,40.755,347.34649999999993,-0.578,0.523716710773412,-0.8978802561759949,-0.6661355495452881,-1.0873547792434692,-0.8642299175262451,-0.2748535871505737,-0.2115949541330336,36.2259412195906,32900000.0,0.0044433759057836
2004,KOR,4.7283333333333335,0.4546107994789345,3.59029609068032,4.9750000000000005,17107.739,822.583,21.603,8553.541500000001,3.561,0.370105031543462,0.3788489103317261,0.8155390620231628,0.4288425743579864,0.9096040725708008,0.7939754724502563,0.7285311818122864,60.018977692444,48083000.0,0.0003670826226252
2004,KWT,,,,10.24,,,,,,,,,,,,,50.320729491821,2391000.0,0.0
2004,LKA,,,,5.6000000000000005,1259.771,24.423,86.49899999999998,629.1455,-2.654,0.469403004818799,-0.1673879027366638,-0.4398860037326813,-1.0104405879974363,0.2111365795135498,-0.083361119031906,-0.1641393005847931,43.2342183563087,19387000.0,0.0
2004,LTU,4.5034942593638245,0.2297717255094256,1.1746119543609244,6.575,6724.7429999999995,22.709999999999997,18.615,3361.9635000000003,-7.593,0.3811241911775551,0.3695212006568908,0.6913710832595825,0.7660048604011536,0.5607593059539795,1.0581516027450562,0.8824940919876099,52.7981112989883,3377000.0,0.0
2004,LUX,4.185673920885877,-0.0880486129685212,2.2249788987662673,4.35,77030.646,35.049,7.830000000000001,38514.257,7.074000000000001,0.309593506800357,1.8225640058517456,1.8773162364959717,1.3154350519180298,1.844977855682373,1.7842446565628052,1.6682772636413574,61.3653379616322,455000.0,0.0
2004,LVA,4.858285455486542,0.5845629216321439,6.186148202005977,8.299999999999999,6075.411,13.830999999999998,15.321999999999996,3037.556,-12.777,0.3790865408218449,0.153246521949768,0.5744182467460632,0.6167552471160889,0.5388460159301758,0.9219567179679872,0.7005355954170227,53.2027522058018,2277000.0,0.0
2004,MAR,,,,4.8,,,,,,,,,,,,,44.7524996435974,29826000.0,0.403156828884719
2004,MEX,9.599474067621292,5.325751533766894,4.684471354306055,3.5749999999999997,7806.560999999999,819.459,38.906,3903.9635,-0.465,0.398210765891782,-0.3893348574638366,0.0758338123559951,-0.2140824496746063,-0.4099104702472687,0.4102475941181183,0.3198276162147522,47.1735240842614,104971000.0,0.131562167776797
2004,MLT,4.685878968253968,0.4121564343995696,,0.45,15276.943999999998,6.108999999999999,70.39,7638.1925,-5.434,0.326298072328416,0.8314085006713867,0.7791516780853271,1.317642331123352,1.3133174180984497,1.124591827392578,1.3727291822433472,55.9791176380848,400000.0,0.0
2004,MYS,4.997083333333333,0.7233607994789346,1.4201465756049982,6.8500000000000005,5244.873,135.869,41.96,2620.977,11.098999999999998,0.394800007831878,0.3231870532035827,1.0457520484924316,0.3480039834976196,0.4589402675628662,0.4611755609512329,-0.2357164621353149,50.1686069814576,25905000.0,0.016595446281957
2004,NAM,12.107083333333334,7.8333607994789345,,12.0,3457.577,6.672999999999999,29.179,1728.5405,6.688,0.501356409650483,0.1152241006493568,0.1348625421524047,0.6647630333900452,-0.0225372668355702,0.230400413274765,0.2745953202247619,41.2824414221978,1930000.0,0.321996874329369
2004,NGA,,,,,963.236,130.345,35.488,485.0515,12.92,0.50638117513677,-1.3833729028701782,-0.9356205463409424,-1.75441575050354,-1.439663052558899,-1.2928177118301392,-0.7967615723609924,36.8499135608605,135320000.0,2.78717613600577e-05
2004,NLD,4.106107796583025,-0.1676147372713733,1.26363902094961,2.0,40652.199,660.925,50.095,20326.0765,7.632000000000001,0.339249882617384,1.9755154848098757,2.070499897003174,1.0162391662597656,1.7380203008651731,1.7656617164611816,1.696608304977417,64.3980615310472,16258000.0,0.0
2004,NOR,4.356274571392249,0.0825520375378498,0.4631102370644996,4.0249999999999995,57676.821,265.267,43.829,28842.885,12.644,0.259262574846228,1.912864565849304,2.058892250061035,1.1966183185577393,1.9619626998901367,1.4392406940460205,1.7042089700698853,71.243432578217,4599000.0,0.0007908570196106
2004,NZL,6.0685175570679,1.7947950232135017,2.288752737928613,4.8999999999999995,24849.116,101.601,22.505,12427.6725,-4.594,0.311660362936374,2.352138042449951,1.9400452375411987,1.5000265836715698,1.848830819129944,1.7532398700714111,1.6531778573989868,69.7306461273639,4089000.0,0.0552680731263105
2004,PAK,7.055833333333333,2.7821107994789345,,,885.149,132.206,50.609,443.218,1.385,0.536182010155985,-1.178812026977539,-0.5432610511779785,-1.5828779935836792,-0.9944493770599364,-1.04911208152771,-1.142131209373474,37.2181731013513,149360000.0,0.0187787573912728
2004,PER,,,,4.975,2405.294,66.126,46.738,1203.1775,0.094,0.449146173614033,-0.4299869239330292,-0.649820864200592,-1.027399659156799,-0.5454220771789551,0.2043606042861937,-0.1345295161008834,42.7526238651112,27492000.0,4.98151080514995
2004,PHL,12.01525,7.741527466145602,,6.625,1137.068,95.002,71.082,569.5945,1.71,0.484411808068319,-0.7077024579048157,-0.2217898070812225,-1.7058844566345217,-0.6289522647857666,-0.3694680631160736,0.0255536306649446,39.0274579266645,83550000.0,0.146691413304411
2004,POL,6.897005466152205,2.623282932297806,3.3812949868467324,5.05,6715.106,256.454,45.012,3356.4045,-5.955000000000001,0.308953507404722,0.106035828590393,0.4391040205955505,0.1538576632738113,0.4163069427013397,0.7586914300918579,1.0166276693344116,54.7572931811518,38191000.0,0.252318994724823
2004,PRT,4.172913002367579,-0.1008095314868196,2.364812628627699,1.825,18055.962,189.29599999999996,67.099,9026.1365,-7.957,0.350803468766367,1.1256669759750366,1.044280171394348,0.9698772430419922,1.2330514192581177,1.1872471570968628,1.4649112224578855,55.0568860599201,10484000.0,0.0631841049909197
2004,QAT,,,,,42548.115,30.651,30.060999999999996,21283.7525,24.638,0.368653984004625,0.504270613193512,0.5096240043640137,1.1239049434661863,0.3389186561107635,0.1572746932506561,-0.4299035370349884,51.2162077153044,720000.0,0.0
2004,ROU,13.3425,9.068777466145605,11.92085714125306,10.1,3487.699,75.059,21.329,1742.704,-7.580000000000001,0.4316165133203469,-0.3225018382072449,-0.1749160289764404,0.0593486130237579,-0.1867827028036116,0.1807806342840194,0.3677662014961242,47.8400925702678,21521000.0,0.0462987311961668
2004,RUS,7.335833333333333,3.0621107994789347,10.880075845340237,7.175,4395.821,633.294,20.828,2200.728,9.247,0.335145580983756,-0.8256264925003052,-0.4842110276222229,-1.5145944356918335,-0.9151752591133118,-0.1004268452525138,-0.5716114044189453,53.3647994021994,144067000.0,0.380227521440975
2004,SAU,,,0.516037019590638,8.0,,,,,,,,,,,,,42.097245669071,20071000.0,0.0222226162592256
2004,SGP,3.2520520227611187,-1.0216705110932798,,10.0,27608.075,115.034,95.691,27608.075,19.311,0.404682766635647,2.3011457920074463,2.0158543586730957,1.0929559469223022,1.6380964517593384,1.7622798681259155,0.0775112137198448,64.2292596076799,4167000.0,0.0
2004,SRB,,,,6.5249999999999995,3579.921,26.718,57.583,1790.5559999999998,-12.208,0.4257276131775789,-0.4932937920093536,-0.2511675357818603,-0.5075841546058655,-0.7383631467819214,-0.467083603143692,-0.1760499477386473,45.4120599377314,7463000.0,0.0547184954999672
2004,SVK,5.031267214066127,0.7575446802117284,7.556967227141261,5.375,8008.986,43.023,41.877,4004.0545,-5.872,0.369537206989146,0.3370212316513061,0.8179420232772827,0.5935360193252563,0.4640859365463257,1.0834225416183472,0.9475249648094176,52.5844100136663,5372000.0,0.0040333799127895
2004,SVN,4.683045156534287,0.4093226226798881,3.5941367216755515,4.525,17125.36,34.19,27.100000000000005,8562.406500000001,-2.712,0.325678933068019,1.0157959461212158,0.9013553261756896,1.0816134214401243,0.9137380123138428,0.8446856141090393,1.1123886108398438,61.0845344395593,1996000.0,0.0
2004,SWE,4.42445365389759,0.1507311200431912,0.373712330278096,3.65,42673.53,384.548,48.666,21337.388,5.934,0.314201332078684,2.1326475143432617,2.0997376441955566,1.3622268438339231,1.872562289237976,1.669409155845642,1.73924720287323,68.762421243107,9011000.0,0.0464938973347541
2004,THA,4.86168003130522,0.5879574974508213,,6.25,2660.126,172.896,46.266,1331.2455,1.596,0.435389596170798,-0.2461322396993637,0.2615478634834289,-0.7174056768417358,0.06238729134202,0.2196555584669113,0.1265832781791687,46.086342602546,64995000.0,0.0129648779826171
2004,TUR,,,8.59917100260361,9.925,6021.147,407.02400000000006,57.157999999999994,3012.8789999999995,-3.488,0.39810327541393,-0.1919043958187103,-0.0198382139205932,-0.8337645530700684,0.0846992805600165,0.0306956954300403,0.0132019305601715,46.7050655915165,67599000.0,0.017471477056129
2004,TWN,2.6558333333333333,-1.6178892005210652,,7.095,15290.307,346.924,33.446,15290.307,4.976,,0.8124441504478455,1.0857514142990112,0.6127692461013794,0.9849447011947632,1.155298948287964,0.9356793165206908,,22689000.0,
2004,UGA,,,,,430.758,10.75,48.966,216.1915,-0.016,0.578384444788107,-0.8118786811828613,-0.4715586602687835,-1.3047730922698977,-0.6939859390258789,-0.1136149019002914,-0.7244241237640381,33.927118801914,24956000.0,0.0229882619310932
2004,UKR,,,,12.25,,,,,,,,,,,,,45.810391517741,47101000.0,0.0109273037035073
2004,URY,,,,5.1000000000000005,,,,,,,,,,,,,49.6488361888914,3341000.0,0.103684076538843
2004,USA,,,2.675546250892774,3.85,41641.617,12217.174999999996,66.277,20819.633,-5.205,0.317247522719073,1.8107019662857056,1.7402578592300415,-0.2330398261547087,1.418304443359375,1.5598347187042236,1.3277519941329956,66.751954288499,293389000.0,0.0190642644705128
2004,VNM,,,7.756743764090988,7.295000000000001,756.9810000000001,62.877,29.363,378.7805,-2.53,0.500367330511279,-0.7566602826118469,-0.4792049825191498,0.1501535177230835,-0.6040710806846619,-0.5568965673446655,-1.3379318714141846,39.269560029886,83063000.0,0.0495840962607542
2004,ZAF,9.485399392895117,5.211676859040718,-0.6784028408166919,4.525,5392.861,256.188,30.733,2697.374,-2.472,0.407513079979406,0.3977531194686889,0.5591400861740112,-0.1317295581102371,0.0045162658207118,0.6924672722816467,0.7157369256019592,47.534660892642,47505000.0,0.347546867888011
2004,ZMB,,,,7.0,556.05,6.221,129.914,278.28049999999996,-3.017,0.511033646884036,-0.6044881343841553,-0.9312527179718018,0.1908144056797026,-0.4795862138271332,-0.6297032833099365,-0.444224864244461,37.9456441629565,11188000.0,4.45216198463444
2005,ARG,,,,8.775,5163.55,199.273,80.282,2584.351,2.473,0.402375656409618,-0.377738356590271,-0.0979790613055229,-0.0417749434709548,-0.557991087436676,-0.5250743627548218,0.2692316174507141,46.6820107106707,38592000.0,0.208636458798292
2005,ARM,,,,13.125,1628.063,4.9,24.405,813.273,-2.529,0.378909855376541,-0.6833498477935791,-0.1424978077411651,-0.0663353949785232,-0.3887767493724823,0.0890626683831214,-0.5913633108139038,49.58254821223,3010000.0,0.0
2005,AUS,5.3399731139855575,1.0505806543285092,2.690696908079172,3.0,36260.401,736.505,10.858,18130.9825,-5.952000000000001,0.327109606521956,1.9426677227020264,1.7461812496185305,0.8917076587677002,1.7128024101257324,1.5995129346847534,1.5070557594299316,66.2740989827372,20312000.0,1.90313900134245
2005,AUT,3.386121643453165,-0.9032708162038826,2.302588032011611,2.225,38190.312,314.126,69.428,19095.066,2.274,0.304438612882453,1.9124234914779663,1.679529070854187,1.103950023651123,1.8472495079040527,1.6049574613571167,1.3786565065383911,67.6909401292135,8225000.0,0.0134942473857179
2005,BEL,3.4288179575255664,-0.8605745021314816,2.7809137884539,2.3249999999999997,36945.499,385.927,95.142,18473.412,1.995,0.350568617650558,1.3771624565124512,1.706509709358215,0.7937741875648499,1.2576408386230469,1.2713619470596311,1.4207621812820437,59.6544901508088,10446000.0,0.0
2005,BGD,10.136666666666668,5.847274207009619,,,572.014,79.53,35.558,285.412,-0.6999999999999998,0.560102618247176,-1.4064666032791138,-0.9189543128013612,-1.8638393878936768,-0.9785518646240234,-1.0817517042160034,-0.5699692368507385,36.1815796588232,139036000.0,0.0
2005,BGR,3.873915223665223,-0.415477235991824,5.03349132166057,6.9750000000000005,3869.588,29.868,28.472,1936.4865,-9.428,0.3617500148837729,0.0187454242259264,0.1343811005353927,0.1472705900669098,-0.1085576191544532,0.6575455069541931,0.5948927402496338,51.9516059865941,7719000.0,0.281830642652777
2005,BRA,,,6.882629934389057,3.25,4806.171,891.6330000000002,66.969,2405.018,1.31,0.385046386841539,-0.1537481397390365,-0.1576702445745468,-0.2633797526359558,-0.4755314588546753,0.0369012579321861,0.4576795101165771,48.0148442955565,185518000.0,0.824394034854481
2005,BWA,10.1675,5.878107540342953,,4.6000000000000005,5194.705,9.833,7.46,2602.7265,16.247,0.4717710622278879,1.1607927083969116,0.5813828110694885,1.0635725259780884,0.5411087274551392,0.7205749154090881,0.5946076512336731,46.5091293867993,1893000.0,1.80451408678862
2005,CAN,4.066929292929292,-0.2224631667277549,2.2131161282857503,3.1999999999999997,36440.967,1173.505,70.64,18221.7495,1.9270000000000005,0.285686920672616,1.8697006702423096,1.8824594020843504,0.8287250399589539,1.6501471996307373,1.5657497644424438,1.506879448890686,68.1473836201471,32203000.0,0.278767398290625
2005,CHE,2.1076188570487484,-2.181773602608299,1.1725928471613047,2.75,56408.02,418.265,54.88399999999999,28204.123000000003,11.304,0.292778717484656,2.0101258754730225,1.8462826013565063,1.196782112121582,1.9016693830490112,1.5506291389465332,1.5864381790161133,68.7347726704241,7415000.0,0.0
2005,CHL,,,3.046997164243144,5.825,7558.009000000001,122.315,7.04,3781.5075,1.913,0.356231621276745,1.416527509689331,1.155609965324402,0.842383623123169,1.2102110385894775,1.312464714050293,1.292520523071289,56.1965544608868,16183000.0,9.27535102760256
2005,CHN,,,1.778287419213903,11.4,1778.515,2325.515,25.91,888.7815,5.692,0.406391542814289,-0.6178877353668213,-0.1406404972076416,-0.5017566084861755,-0.6501728892326355,-0.1837694793939589,-1.5007851123809814,47.5096190307254,1307560000.0,0.719382293325194
2005,CIV,,,,1.7,1262.108,23.626,58.16400000000001,631.254,0.168,0.494723154331095,-1.249787211418152,-1.3495938777923584,-2.259528875350952,-1.53936767578125,-0.9553940892219543,-1.29461932182312,34.9149921195331,18719000.0,0.0
2005,COL,10.690487758014932,6.401095298357884,5.052049539181284,4.7250000000000005,3493.965,145.6,38.533,1748.0135,-1.338,0.434064639774885,-0.1453893929719925,-0.1976721584796904,-2.0579428672790527,-0.63308185338974,-0.0163637585937976,-0.3225213587284088,44.344473406906,41672000.0,0.80580348647962
2005,CYP,5.160397186147186,0.8710047264901383,2.5612967825247956,4.8500000000000005,25527.251999999997,18.713,64.029,12763.8465,-5.315,0.3622264680432019,0.8990399837493896,1.1524289846420288,0.5175192356109619,0.8772581219673157,1.2201277017593384,0.955872654914856,55.8864353276271,733000.0,0.0
2005,CZE,3.544940570299266,-0.7444518893577817,1.856457682023362,6.45,13458.775,137.264,27.678,6728.1835,-2.09,0.259353966895138,0.4802260100841522,0.913030743598938,0.9363840818405152,0.8577410578727722,1.109028458595276,0.905672550201416,58.630947820123,10199000.0,0.0
2005,DEU,3.381490502854634,-0.9079019568024146,1.5468231350278732,1.075,35592.675,2894.992,67.12,17795.873000000003,4.651,0.307765033328912,1.8754422664642336,1.5005247592926023,0.8889153599739075,1.6521981954574585,1.5151065587997437,1.4858338832855225,67.4157356953554,81337000.0,0.0002649184262551
2005,DNK,3.403625360750361,-0.8857670989066871,1.8170160977819825,2.35,48998.31399999999,265.15,39.36,24502.1865,4.052,0.334263016848643,2.278205633163452,2.1149067878723145,1.073495388031006,1.9361090660095217,1.6496312618255615,1.739608883857727,69.4194485600945,5411000.0,0.0029827813865798
2005,EGY,,,,4.6,1331.362,94.127,98.263,664.5325,3.092,0.438388408682385,-0.5394995212554932,-0.3990567326545715,-0.6293586492538452,-0.0012232348090037,-0.4530262649059295,-0.9647809267044068,42.2575074720627,70700000.0,0.0486708417393921
2005,ESP,3.386768303375369,-0.9026241562816792,3.3676030866796123,3.65,26251.001999999997,1155.306,42.395,13126.859000000002,-7.195,0.312232662684727,1.3276158571243286,1.5015742778778076,0.1930266171693802,1.1175495386123655,1.304375410079956,1.1314043998718262,60.9649996192321,44010000.0,0.0024318313175364
2005,EST,,,4.082720853495286,9.425,,,,,,,,,,,,,58.0692416873,1355000.0,0.0
2005,ETH,,,9.95018332048116,11.5,,,,,,,,,,,,,34.2043520994025,68250000.0,0.0690212146807151
2005,EUR,4.323752046866177,0.0343595872091294,,,,,,,,,,,,,,,,,
