Date,Country,Rating
2000-09-01,RUS,SD
2000-09-01,SGP,AAA
2000-09-01,SVK,BB+
2000-09-01,SVN,A
2000-09-01,SWE,AA+
2000-09-01,THA,BBB-
2000-09-01,TUR,B+
2000-09-01,TWN,AA+
2000-09-01,ZAF,BBB-
2000-10-01,ARG,BB
2000-10-01,AUT,AAA
2000-10-01,BEL,AA+
2000-10-01,BGR,B+
2000-10-01,BRA,B+
2000-10-01,CAN,AA+
2000-10-01,CHE,AAA
2000-10-01,CHL,A-
2000-10-01,CHN,BBB
2000-10-01,COL,BB
2000-10-01,CYP,A
2000-10-01,CZE,A-
2000-10-01,DEU,AAA
2000-10-01,DNK,AA+
2000-10-01,EGY,BBB-
2000-10-01,ESP,AA+
2000-10-01,EST,BBB+
2000-10-01,FIN,AA+
2000-10-01,FRA,AAA
2000-10-01,GBR,AAA
2000-10-01,GRC,A-
2000-10-01,HKG,A
2000-10-01,HRV,BBB-
2000-10-01,HUN,BBB+
2000-10-01,IDN,B-
2000-10-01,IRL,AA+
2000-10-01,ISL,A+
2000-10-01,ISR,A-
2000-10-01,ITA,AA
2000-10-01,JPN,AAA
2000-10-01,KOR,BBB
2000-10-01,KWT,A
2000-10-01,LTU,BBB-
2000-10-01,LUX,AAA
2000-10-01,LVA,BBB
2000-10-01,MAR,BB
2000-10-01,MEX,BB+
2000-10-01,MLT,A
2000-10-01,MYS,BBB
2000-10-01,NLD,AAA
2000-10-01,NOR,AAA
2000-10-01,PER,BB
2000-10-01,PHL,BB+
2000-10-01,POL,BBB+
2000-10-01,PRT,AA
2000-10-01,QAT,BBB
2000-10-01,ROU,B-
2000-10-01,RUS,SD
2000-10-01,SGP,AAA
2000-10-01,SVK,BB+
2000-10-01,SVN,A
2000-10-01,SWE,AA+
2000-10-01,THA,BBB-
2000-10-01,TUR,B+
2000-10-01,TWN,AA+
2000-10-01,ZAF,BBB-
2000-11-01,ARG,BB-
2000-11-01,AUT,AAA
2000-11-01,BEL,AA+
2000-11-01,BGR,B+
2000-11-01,BRA,B+
2000-11-01,CAN,AA+
2000-11-01,CHE,AAA
2000-11-01,CHL,A-
2000-11-01,CHN,BBB
2000-11-01,COL,BB
2000-11-01,CYP,A
2000-11-01,CZE,A-
2000-11-01,DEU,AAA
2000-11-01,DNK,AA+
2000-11-01,EGY,BBB-
2000-11-01,ESP,AA+
2000-11-01,EST,BBB+
2000-11-01,FIN,AA+
2000-11-01,FRA,AAA
2000-11-01,GBR,AAA
2000-11-01,GRC,A-
2000-11-01,HKG,A
2000-11-01,HRV,BBB-
2000-11-01,HUN,BBB+
2000-11-01,IDN,B-
2000-11-01,IRL,AA+
2000-11-01,ISL,A+
2000-11-01,ISR,A-
2000-11-01,ITA,AA
2000-11-01,JPN,AAA
2000-11-01,KOR,BBB
2000-11-01,KWT,A
2000-11-01,LTU,BBB-
2000-11-01,LUX,AAA
2000-11-01,LVA,BBB
2000-11-01,MAR,BB
2000-11-01,MEX,BB+
2000-11-01,MLT,A
2000-11-01,MYS,BBB
2000-11-01,NLD,AAA
2000-11-01,NOR,AAA
2000-11-01,PER,BB-
2000-11-01,PHL,BB+
2000-11-01,POL,BBB+
2000-11-01,PRT,AA
2000-11-01,QAT,BBB
2000-11-01,ROU,B-
2000-11-01,RUS,SD
2000-11-01,SGP,AAA
2000-11-01,SVK,BB+
2000-11-01,SVN,A
2000-11-01,SWE,AA+
2000-11-01,THA,BBB-
2000-11-01,TUR,B+
2000-11-01,TWN,AA+
2000-11-01,ZAF,BBB-
2000-12-01,ARG,BB-
2000-12-01,AUT,AAA
2000-12-01,BEL,AA+
2000-12-01,BGR,B+
2000-12-01,BRA,B+
2000-12-01,CAN,AA+
2000-12-01,CHE,AAA
2000-12-01,CHL,A-
2000-12-01,CHN,BBB
2000-12-01,COL,BB
2000-12-01,CYP,A
2000-12-01,CZE,A-
2000-12-01,DEU,AAA
2000-12-01,DNK,AA+
2000-12-01,EGY,BBB-
2000-12-01,ESP,AA+
2000-12-01,EST,BBB+
2000-12-01,FIN,AA+
2000-12-01,FRA,AAA
2000-12-01,GBR,AAA
2000-12-01,GRC,A-
2000-12-01,HKG,A
2000-12-01,HRV,BBB-
2000-12-01,HUN,A-
2000-12-01,IDN,B-
2000-12-01,IRL,AA+
2000-12-01,ISL,A+
2000-12-01,ISR,A-
2000-12-01,ITA,AA
2000-12-01,JPN,AAA
2000-12-01,KOR,BBB
2000-12-01,KWT,A
2000-12-01,LTU,BBB-
2000-12-01,LUX,AAA
2000-12-01,LVA,BBB
2000-12-01,MAR,BB
2000-12-01,MEX,BB+
2000-12-01,MLT,A
2000-12-01,MYS,BBB
2000-12-01,NLD,AAA
2000-12-01,NOR,AAA
2000-12-01,PER,BB-
2000-12-01,PHL,BB+
2000-12-01,POL,BBB+
2000-12-01,PRT,AA
2000-12-01,QAT,BBB
2000-12-01,ROU,B-
2000-12-01,RUS,B-
2000-12-01,SGP,AAA
2000-12-01,SVK,BB+
2000-12-01,SVN,A
2000-12-01,SWE,AA+
2000-12-01,THA,BBB-
2000-12-01,TUR,B+
2000-12-01,TWN,AA+
2000-12-01,ZAF,BBB-
2001-01-01,ARG,BB-
2001-01-01,AUT,AAA
2001-01-01,BEL,AA+
2001-01-01,BGR,B+
2001-01-01,BRA,BB-
2001-01-01,CAN,AA+
2001-01-01,CHE,AAA
2001-01-01,CHL,A-
2001-01-01,CHN,BBB
2001-01-01,COL,BB
2001-01-01,CYP,A
2001-01-01,CZE,A-
2001-01-01,DEU,AAA
2001-01-01,DNK,AA+
2001-01-01,EGY,BBB-
2001-01-01,ESP,AA+
2001-01-01,EST,BBB+
2001-01-01,FIN,AA+
2001-01-01,FRA,AAA
2001-01-01,GBR,AAA
2001-01-01,GRC,A-
2001-01-01,HKG,A
2001-01-01,HRV,BBB-
2001-01-01,HUN,A-
2001-01-01,IDN,B-
2001-01-01,IRL,AA+
2001-01-01,ISL,A+
2001-01-01,ISR,A-
2001-01-01,ITA,AA
2001-01-01,JPN,AAA
2001-01-01,KOR,BBB
2001-01-01,KWT,A
2001-01-01,LTU,BBB-
2001-01-01,LUX,AAA
2001-01-01,LVA,BBB
2001-01-01,MAR,BB
2001-01-01,MEX,BB+
2001-01-01,MLT,A
2001-01-01,MYS,BBB
2001-01-01,NLD,AAA
2001-01-01,NOR,AAA
2001-01-01,PER,BB-
2001-01-01,PHL,BB+
2001-01-01,POL,BBB+
2001-01-01,PRT,AA
2001-01-01,QAT,BBB
2001-01-01,ROU,B-
2001-01-01,RUS,B-
2001-01-01,SGP,AAA
2001-01-01,SVK,BB+
2001-01-01,SVN,A
2001-01-01,SWE,AA+
2001-01-01,THA,BBB-
2001-01-01,TUR,B+
2001-01-01,TWN,AA+
2001-01-01,ZAF,BBB-
2001-02-01,ARG,BB-
2001-02-01,AUT,AAA
2001-02-01,BEL,AA+
2001-02-01,BGR,B+
2001-02-01,BRA,BB-
2001-02-01,CAN,AA+
2001-02-01,CHE,AAA
2001-02-01,CHL,A-
2001-02-01,CHN,BBB
2001-02-01,COL,BB
2001-02-01,CYP,A
2001-02-01,CZE,A-
2001-02-01,DEU,AAA
2001-02-01,DNK,AAA
2001-02-01,EGY,BBB-
2001-02-01,ESP,AA+
2001-02-01,EST,BBB+
2001-02-01,FIN,AA+
2001-02-01,FRA,AAA
2001-02-01,GBR,AAA
2001-02-01,GRC,A-
2001-02-01,HKG,A+
2001-02-01,HRV,BBB-
2001-02-01,HUN,A-
2001-02-01,IDN,B-
2001-02-01,IRL,AA+
2001-02-01,ISL,A+
2001-02-01,ISR,A-
2001-02-01,ITA,AA
2001-02-01,JPN,AA+
2001-02-01,KOR,BBB
2001-02-01,KWT,A
2001-02-01,LTU,BBB-
2001-02-01,LUX,AAA
2001-02-01,LVA,BBB
2001-02-01,MAR,BB
2001-02-01,MEX,BB+
2001-02-01,MLT,A
2001-02-01,MYS,BBB
2001-02-01,NLD,AAA
2001-02-01,NOR,AAA
2001-02-01,PER,BB-
2001-02-01,PHL,BB+
2001-02-01,POL,BBB+
2001-02-01,PRT,AA
2001-02-01,QAT,BBB
2001-02-01,ROU,B-
2001-02-01,RUS,B-
2001-02-01,SGP,AAA
2001-02-01,SVK,BB+
2001-02-01,SVN,A
2001-02-01,SWE,AA+
2001-02-01,THA,BBB-
2001-02-01,TUR,B+
2001-02-01,TUR,B
2001-02-01,TWN,AA+
2001-02-01,ZAF,BBB-
2001-03-01,ARG,BB-
2001-03-01,ARG,B+
2001-03-01,ARG,BB-
2001-03-01,ARG,B+
2001-03-01,AUT,AAA
2001-03-01,BEL,AA+
2001-03-01,BGR,B+
2001-03-01,BRA,BB-
2001-03-01,CAN,AA+
2001-03-01,CHE,AAA
2001-03-01,CHL,A-
2001-03-01,CHN,BBB
2001-03-01,COL,BB
2001-03-01,CYP,A
2001-03-01,CZE,A-
2001-03-01,DEU,AAA
2001-03-01,DNK,AAA
2001-03-01,EGY,BBB-
2001-03-01,ESP,AA+
2001-03-01,EST,BBB+
2001-03-01,FIN,AA+
2001-03-01,FRA,AAA
2001-03-01,GBR,AAA
2001-03-01,GRC,A
2001-03-01,HKG,A+
2001-03-01,HRV,BBB-
2001-03-01,HUN,A-
2001-03-01,IDN,B-
2001-03-01,IRL,AA+
2001-03-01,ISL,A+
2001-03-01,ISR,A-
2001-03-01,ITA,AA
2001-03-01,JPN,AA+
2001-03-01,KOR,BBB
2001-03-01,KWT,A
2001-03-01,LTU,BBB-
2001-03-01,LUX,AAA
2001-03-01,LVA,BBB
2001-03-01,MAR,BB
2001-03-01,MEX,BB+
2001-03-01,MLT,A
2001-03-01,MYS,BBB
2001-03-01,NLD,AAA
2001-03-01,NOR,AAA
2001-03-01,PER,BB-
2001-03-01,PHL,BB+
2001-03-01,POL,BBB+
2001-03-01,PRT,AA
2001-03-01,QAT,BBB+
2001-03-01,ROU,B-
2001-03-01,RUS,B-
2001-03-01,SGP,AAA
2001-03-01,SVK,BB+
2001-03-01,SVN,A
2001-03-01,SWE,AA+
2001-03-01,THA,BBB-
2001-03-01,TUR,B
2001-03-01,TWN,AA+
2001-03-01,ZAF,BBB-
2001-04-01,ARG,B+
2001-04-01,AUT,AAA
2001-04-01,BEL,AA+
2001-04-01,BGR,B+
2001-04-01,BRA,BB-
2001-04-01,CAN,AA+
2001-04-01,CHE,AAA
2001-04-01,CHL,A-
2001-04-01,CHN,BBB
2001-04-01,COL,BB
2001-04-01,CYP,A
2001-04-01,CZE,A-
2001-04-01,DEU,AAA
2001-04-01,DNK,AAA
2001-04-01,EGY,BBB-
2001-04-01,ESP,AA+
2001-04-01,EST,BBB+
2001-04-01,FIN,AA+
2001-04-01,FRA,AAA
2001-04-01,GBR,AAA
2001-04-01,GRC,A
2001-04-01,HKG,A+
2001-04-01,HRV,BBB-
2001-04-01,HUN,A-
2001-04-01,IDN,B-
2001-04-01,IRL,AA+
2001-04-01,ISL,A+
2001-04-01,ISR,A-
2001-04-01,ITA,AA
2001-04-01,JPN,AA+
2001-04-01,KOR,BBB
2001-04-01,KWT,A
2001-04-01,LTU,BBB-
2001-04-01,LUX,AAA
2001-04-01,LVA,BBB
2001-04-01,MAR,BB
2001-04-01,MEX,BB+
2001-04-01,MLT,A
2001-04-01,MYS,BBB
2001-04-01,NLD,AAA
2001-04-01,NOR,AAA
2001-04-01,PER,BB-
2001-04-01,PHL,BB+
2001-04-01,POL,BBB+
2001-04-01,PRT,AA
2001-04-01,QAT,BBB+
2001-04-01,ROU,B-
2001-04-01,RUS,B-
2001-04-01,SGP,AAA
2001-04-01,SVK,BB+
2001-04-01,SVN,A
2001-04-01,SWE,AA+
2001-04-01,THA,BBB-
2001-04-01,TUR,B-
2001-04-01,TUR,B-
2001-04-01,TWN,AA+
2001-04-01,ZAF,BBB-
2001-05-01,ARG,B
2001-05-01,AUT,AAA
2001-05-01,BEL,AA+
2001-05-01,BGR,B+
2001-05-01,BRA,BB-
2001-05-01,CAN,AA+
2001-05-01,CHE,AAA
2001-05-01,CHL,A-
2001-05-01,CHN,BBB
2001-05-01,COL,BB
2001-05-01,CYP,A
2001-05-01,CZE,A-
2001-05-01,DEU,AAA
2001-05-01,DNK,AAA
2001-05-01,EGY,BBB-
2001-05-01,ESP,AA+
2001-05-01,EST,BBB+
2001-05-01,FIN,AA+
2001-05-01,FRA,AAA
2001-05-01,GBR,AAA
2001-05-01,GRC,A
2001-05-01,HKG,A+
2001-05-01,HRV,BBB-
2001-05-01,HUN,A-
2001-05-01,IDN,CCC+
2001-05-01,IRL,AA+
2001-05-01,ISL,A+
2001-05-01,ISR,A-
2001-05-01,ITA,AA
2001-05-01,JPN,AA+
2001-05-01,KOR,BBB
2001-05-01,KWT,A
2001-05-01,LTU,BBB-
2001-05-01,LUX,AAA
2001-05-01,LVA,BBB
2001-05-01,MAR,BB
2001-05-01,MEX,BB+
2001-05-01,MLT,A
2001-05-01,MYS,BBB
2001-05-01,NLD,AAA
2001-05-01,NOR,AAA
2001-05-01,PER,BB-
2001-05-01,PHL,BB+
2001-05-01,POL,BBB+
2001-05-01,PRT,AA
2001-05-01,QAT,BBB+
2001-05-01,ROU,B-
2001-05-01,RUS,B-
2001-05-01,SGP,AAA
2001-05-01,SVK,BB+
2001-05-01,SVN,A
2001-05-01,SWE,AA+
2001-05-01,THA,BBB-
2001-05-01,TUR,B-
2001-05-01,TWN,AA+
2001-05-01,ZAF,BBB-
2001-06-01,ARG,B
2001-06-01,AUT,AAA
2001-06-01,BEL,AA+
2001-06-01,BGR,B+
2001-06-01,BRA,BB-
2001-06-01,CAN,AA+
2001-06-01,CHE,AAA
2001-06-01,CHL,A-
2001-06-01,CHN,BBB
2001-06-01,COL,BB
2001-06-01,CYP,A
2001-06-01,CZE,A-
2001-06-01,DEU,AAA
2001-06-01,DNK,AAA
2001-06-01,EGY,BBB-
2001-06-01,ESP,AA+
2001-06-01,EST,BBB+
2001-06-01,FIN,AA+
2001-06-01,FRA,AAA
2001-06-01,GBR,AAA
2001-06-01,GRC,A
2001-06-01,HKG,A+
2001-06-01,HRV,BBB-
2001-06-01,HUN,A-
2001-06-01,IDN,CCC+
2001-06-01,IRL,AA+
2001-06-01,ISL,A+
2001-06-01,ISR,A-
2001-06-01,ITA,AA
2001-06-01,JPN,AA+
2001-06-01,KOR,BBB
2001-06-01,KWT,A
2001-06-01,LTU,BBB-
2001-06-01,LUX,AAA
2001-06-01,LVA,BBB
2001-06-01,MAR,BB
2001-06-01,MEX,BB+
2001-06-01,MLT,A
2001-06-01,MYS,BBB
2001-06-01,NLD,AAA
2001-06-01,NOR,AAA
2001-06-01,PER,BB-
2001-06-01,PHL,BB+
2001-06-01,POL,BBB+
2001-06-01,PRT,AA
2001-06-01,QAT,BBB+
2001-06-01,ROU,B
2001-06-01,RUS,B
2001-06-01,SGP,AAA
2001-06-01,SVK,BB+
2001-06-01,SVN,A
2001-06-01,SWE,AA+
2001-06-01,THA,BBB-
2001-06-01,TUR,B-
2001-06-01,TWN,AA+
2001-06-01,ZAF,BBB-
2001-07-01,ARG,B-
2001-07-01,ARG,B-
2001-07-01,AUT,AAA
2001-07-01,BEL,AA+
2001-07-01,BGR,B+
2001-07-01,BRA,BB-
2001-07-01,CAN,AA+
2001-07-01,CHE,AAA
2001-07-01,CHL,A-
2001-07-01,CHN,BBB
2001-07-01,COL,BB
2001-07-01,CYP,A
2001-07-01,CZE,A-
2001-07-01,DEU,AAA
2001-07-01,DNK,AAA
2001-07-01,EGY,BBB-
2001-07-01,ESP,AA+
2001-07-01,EST,BBB+
2001-07-01,FIN,AA+
2001-07-01,FRA,AAA
2001-07-01,GBR,AAA
2001-07-01,GRC,A
2001-07-01,HKG,A+
2001-07-01,HRV,BBB-
2001-07-01,HUN,A-
2001-07-01,IDN,CCC+
2001-07-01,IRL,AA+
2001-07-01,ISL,A+
2001-07-01,ISR,A-
2001-07-01,ITA,AA
2001-07-01,JPN,AA+
2001-07-01,KOR,BBB
2001-07-01,KWT,A
2001-07-01,LTU,BBB-
2001-07-01,LUX,AAA
2001-07-01,LVA,BBB
2001-07-01,MAR,BB
2001-07-01,MEX,BB+
2001-07-01,MLT,A
2001-07-01,MYS,BBB
2001-07-01,NLD,AAA
2001-07-01,NOR,AAA
2001-07-01,PER,BB-
2001-07-01,PHL,BB+
2001-07-01,POL,BBB+
2001-07-01,PRT,AA
2001-07-01,QAT,BBB+
2001-07-01,ROU,B
2001-07-01,RUS,B
2001-07-01,SGP,AAA
2001-07-01,SVK,BB+
2001-07-01,SVN,A
2001-07-01,SWE,AA+
2001-07-01,THA,BBB-
2001-07-01,TUR,B-
2001-07-01,TWN,AA
2001-07-01,ZAF,BBB-
2001-08-01,ARG,B-
2001-08-01,AUT,AAA
2001-08-01,BEL,AA+
2001-08-01,BGR,B+
2001-08-01,BRA,BB-
2001-08-01,CAN,AA+
2001-08-01,CHE,AAA
2001-08-01,CHL,A-
2001-08-01,CHN,BBB
2001-08-01,COL,BB
2001-08-01,CYP,A
2001-08-01,CZE,A-
2001-08-01,DEU,AAA
2001-08-01,DNK,AAA
2001-08-01,EGY,BBB-
2001-08-01,ESP,AA+
2001-08-01,EST,BBB+
2001-08-01,FIN,AA+
2001-08-01,FRA,AAA
2001-08-01,GBR,AAA
2001-08-01,GRC,A
2001-08-01,HKG,A+
2001-08-01,HRV,BBB-
2001-08-01,HUN,A-
2001-08-01,IDN,CCC+
2001-08-01,IRL,AA+
2001-08-01,ISL,A+
2001-08-01,ISR,A-
2001-08-01,ITA,AA
2001-08-01,JPN,AA+
2001-08-01,KOR,BBB
2001-08-01,KWT,A
2001-08-01,LTU,BBB-
2001-08-01,LUX,AAA
2001-08-01,LVA,BBB
2001-08-01,MAR,BB
2001-08-01,MEX,BB+
2001-08-01,MLT,A
2001-08-01,MYS,BBB
2001-08-01,NLD,AAA
2001-08-01,NOR,AAA
2001-08-01,PER,BB-
2001-08-01,PHL,BB+
2001-08-01,POL,BBB+
2001-08-01,PRT,AA
2001-08-01,QAT,BBB+
2001-08-01,ROU,B
2001-08-01,RUS,B
2001-08-01,SGP,AAA
2001-08-01,SVK,BB+
2001-08-01,SVN,A
2001-08-01,SWE,AA+
2001-08-01,THA,BBB-
2001-08-01,TUR,B-
2001-08-01,TWN,AA
2001-08-01,ZAF,BBB-
2001-09-01,ARG,B-
2001-09-01,AUT,AAA
2001-09-01,BEL,AA+
2001-09-01,BGR,B+
2001-09-01,BRA,BB-
2001-09-01,CAN,AA+
2001-09-01,CHE,AAA
2001-09-01,CHL,A-
2001-09-01,CHN,BBB
2001-09-01,COL,BB
2001-09-01,CYP,A
2001-09-01,CZE,A-
2001-09-01,DEU,AAA
2001-09-01,DNK,AAA
2001-09-01,EGY,BBB-
2001-09-01,ESP,AA+
2001-09-01,EST,BBB+
2001-09-01,FIN,AA+
2001-09-01,FRA,AAA
2001-09-01,GBR,AAA
2001-09-01,GRC,A
2001-09-01,HKG,A+
2001-09-01,HRV,BBB-
2001-09-01,HUN,A-
2001-09-01,IDN,CCC+
2001-09-01,IRL,AA+
2001-09-01,ISL,A+
2001-09-01,ISR,A-
2001-09-01,ITA,AA
2001-09-01,JPN,AA+
2001-09-01,KOR,BBB
2001-09-01,KWT,A
2001-09-01,LTU,BBB-
2001-09-01,LUX,AAA
2001-09-01,LVA,BBB
2001-09-01,MAR,BB
2001-09-01,MEX,BB+
2001-09-01,MLT,A
2001-09-01,MYS,BBB
2001-09-01,NLD,AAA
2001-09-01,NOR,AAA
2001-09-01,PER,BB-
2001-09-01,PHL,BB+
2001-09-01,POL,BBB+
2001-09-01,PRT,AA
2001-09-01,QAT,BBB+
2001-09-01,ROU,B
2001-09-01,RUS,B
2001-09-01,SGP,AAA
2001-09-01,SVK,BB+
2001-09-01,SVN,A
2001-09-01,SWE,AA+
2001-09-01,THA,BBB-
2001-09-01,TUR,B-
2001-09-01,TWN,AA
2001-09-01,ZAF,BBB-
2001-10-01,ARG,CCC+
2001-10-01,ARG,CC
2001-10-01,AUT,AAA
2001-10-01,BEL,AA+
2001-10-01,BGR,B+
2001-10-01,BRA,BB-
2001-10-01,CAN,AA+
2001-10-01,CHE,AAA
2001-10-01,CHL,A-
2001-10-01,CHN,BBB
2001-10-01,COL,BB
2001-10-01,CYP,A
2001-10-01,CZE,A-
2001-10-01,DEU,AAA
2001-10-01,DNK,AAA
2001-10-01,EGY,BBB-
2001-10-01,ESP,AA+
2001-10-01,EST,BBB+
2001-10-01,FIN,AA+
2001-10-01,FRA,AAA
2001-10-01,GBR,AAA
2001-10-01,GRC,A
2001-10-01,HKG,A+
2001-10-01,HRV,BBB-
2001-10-01,HUN,A-
2001-10-01,IDN,CCC+
2001-10-01,IRL,AAA
2001-10-01,ISL,A+
2001-10-01,ISR,A-
2001-10-01,ITA,AA
2001-10-01,JPN,AA+
2001-10-01,KOR,BBB
2001-10-01,KWT,A
2001-10-01,LTU,BBB-
2001-10-01,LUX,AAA
2001-10-01,LVA,BBB
2001-10-01,MAR,BB
2001-10-01,MEX,BB+
2001-10-01,MLT,A
2001-10-01,MYS,BBB
2001-10-01,NLD,AAA
2001-10-01,NOR,AAA
2001-10-01,PER,BB-
2001-10-01,PHL,BB+
2001-10-01,POL,BBB+
2001-10-01,PRT,AA
2001-10-01,QAT,BBB+
2001-10-01,ROU,B
2001-10-01,RUS,B+
2001-10-01,SGP,AAA
2001-10-01,SVK,BBB-
2001-10-01,SVN,A
2001-10-01,SWE,AA+
2001-10-01,THA,BBB-
2001-10-01,TUR,B-
2001-10-01,TWN,AA
2001-10-01,ZAF,BBB-
2001-11-01,ARG,SD
2001-11-01,ARG,SD
2001-11-01,AUT,AAA
2001-11-01,BEL,AA+
2001-11-01,BGR,BB-
2001-11-01,BRA,BB-
2001-11-01,CAN,AA+
2001-11-01,CHE,AAA
2001-11-01,CHL,A-
2001-11-01,CHN,BBB
2001-11-01,COL,BB
2001-11-01,CYP,A
2001-11-01,CZE,A-
2001-11-01,DEU,AAA
2001-11-01,DNK,AAA
2001-11-01,EGY,BBB-
2001-11-01,ESP,AA+
2001-11-01,EST,A-
2001-11-01,FIN,AA+
2001-11-01,FRA,AAA
2001-11-01,GBR,AAA
2001-11-01,GRC,A
2001-11-01,HKG,A+
2001-11-01,HRV,BBB-
2001-11-01,HUN,A-
2001-11-01,IDN,CCC
2001-11-01,IRL,AAA
2001-11-01,ISL,A+
2001-11-01,ISR,A-
2001-11-01,ITA,AA
2001-11-01,JPN,AA
2001-11-01,KOR,BBB+
2001-11-01,KWT,A
2001-11-01,LTU,BBB-
2001-11-01,LUX,AAA
2001-11-01,LVA,BBB
2001-11-01,MAR,BB
2001-11-01,MEX,BB+
2001-11-01,MLT,A
2001-11-01,MYS,BBB
2001-11-01,NLD,AAA
2001-11-01,NOR,AAA
2001-11-01,PER,BB-
2001-11-01,PHL,BB+
2001-11-01,POL,BBB+
2001-11-01,PRT,AA
2001-11-01,QAT,BBB+
2001-11-01,ROU,B
2001-11-01,RUS,B+
2001-11-01,SGP,AAA
2001-11-01,SVK,BBB-
2001-11-01,SVN,A
2001-11-01,SWE,AA+
2001-11-01,THA,BBB-
2001-11-01,TUR,B-
2001-11-01,TWN,AA
2001-11-01,ZAF,BBB-
2001-12-01,ARG,SD
2001-12-01,AUT,AAA
2001-12-01,BEL,AA+
2001-12-01,BGR,BB-
2001-12-01,BRA,BB-
2001-12-01,CAN,AA+
2001-12-01,CHE,AAA
2001-12-01,CHL,A-
2001-12-01,CHN,BBB
2001-12-01,COL,BB
2001-12-01,CYP,A
2001-12-01,CZE,A-
2001-12-01,DEU,AAA
2001-12-01,DNK,AAA
2001-12-01,EGY,BBB-
2001-12-01,ESP,AA+
2001-12-01,EST,A-
2001-12-01,FIN,AA+
2001-12-01,FRA,AAA
2001-12-01,GBR,AAA
2001-12-01,GRC,A
2001-12-01,HKG,A+
2001-12-01,HRV,BBB-
2001-12-01,HUN,A-
2001-12-01,IDN,CCC
2001-12-01,IRL,AAA
2001-12-01,ISL,A+
2001-12-01,ISR,A-
2001-12-01,ITA,AA
2001-12-01,JPN,AA
2001-12-01,KOR,BBB+
2001-12-01,KWT,A
2001-12-01,LTU,BBB-
2001-12-01,LUX,AAA
2001-12-01,LVA,BBB
2001-12-01,MAR,BB
2001-12-01,MEX,BB+
2001-12-01,MLT,A
2001-12-01,MYS,BBB
2001-12-01,NLD,AAA
2001-12-01,NOR,AAA
2001-12-01,PER,BB-
2001-12-01,PHL,BB+
2001-12-01,POL,BBB+
2001-12-01,PRT,AA
2001-12-01,QAT,BBB+
2001-12-01,ROU,B
2001-12-01,RUS,B+
2001-12-01,SGP,AAA
2001-12-01,SVK,BBB-
2001-12-01,SVN,A
2001-12-01,SWE,AA+
2001-12-01,THA,BBB-
2001-12-01,TUR,B-
2001-12-01,TWN,AA
2001-12-01,UKR,B
2001-12-01,ZAF,BBB-
2002-01-01,ARG,SD
2002-01-01,AUT,AAA
2002-01-01,BEL,AA+
2002-01-01,BGR,BB-
2002-01-01,BRA,BB-
2002-01-01,CAN,AA+
2002-01-01,CHE,AAA
2002-01-01,CHL,A-
2002-01-01,CHN,BBB
2002-01-01,COL,BB
2002-01-01,CYP,A
2002-01-01,CZE,A-
2002-01-01,DEU,AAA
2002-01-01,DNK,AAA
2002-01-01,EGY,BBB-
2002-01-01,ESP,AA+
2002-01-01,EST,A-
2002-01-01,FIN,AA+
2002-01-01,FRA,AAA
2002-01-01,GBR,AAA
2002-01-01,GRC,A
2002-01-01,HKG,A+
2002-01-01,HRV,BBB-
2002-01-01,HUN,A-
2002-01-01,IDN,CCC
2002-01-01,IRL,AAA
2002-01-01,ISL,A+
2002-01-01,ISR,A-
2002-01-01,ITA,AA
2002-01-01,JPN,AA
2002-01-01,KOR,BBB+
2002-01-01,KWT,A
2002-01-01,LTU,BBB-
2002-01-01,LUX,AAA
2002-01-01,LVA,BBB
2002-01-01,MAR,BB
2002-01-01,MEX,BB+
2002-01-01,MLT,A
2002-01-01,MYS,BBB
2002-01-01,NLD,AAA
2002-01-01,NOR,AAA
2002-01-01,PER,BB-
2002-01-01,PHL,BB+
2002-01-01,POL,BBB+
2002-01-01,PRT,AA
2002-01-01,QAT,BBB+
2002-01-01,ROU,B
2002-01-01,RUS,B+
2002-01-01,SGP,AAA
2002-01-01,SVK,BBB-
2002-01-01,SVN,A
2002-01-01,SWE,AA+
2002-01-01,THA,BBB-
2002-01-01,TUR,B-
2002-01-01,TWN,AA
2002-01-01,UKR,B
2002-01-01,ZAF,BBB-
2002-02-01,ARG,SD
2002-02-01,AUT,AAA
2002-02-01,BEL,AA+
2002-02-01,BGR,BB-
2002-02-01,BRA,BB-
2002-02-01,CAN,AA+
2002-02-01,CHE,AAA
2002-02-01,CHL,A-
2002-02-01,CHN,BBB
2002-02-01,COL,BB
2002-02-01,CYP,A
2002-02-01,CZE,A-
2002-02-01,DEU,AAA
2002-02-01,DNK,AAA
2002-02-01,EGY,BBB-
2002-02-01,ESP,AA+
2002-02-01,EST,A-
2002-02-01,FIN,AAA
2002-02-01,FRA,AAA
2002-02-01,GBR,AAA
2002-02-01,GRC,A
2002-02-01,HKG,A+
2002-02-01,HRV,BBB-
2002-02-01,HUN,A-
2002-02-01,IDN,CCC
2002-02-01,IRL,AAA
2002-02-01,ISL,A+
2002-02-01,ISR,A-
2002-02-01,ITA,AA
2002-02-01,JPN,AA
2002-02-01,KOR,BBB+
2002-02-01,KWT,A
2002-02-01,LTU,BBB-
2002-02-01,LUX,AAA
2002-02-01,LVA,BBB
2002-02-01,MAR,BB
2002-02-01,MEX,BBB-
2002-02-01,MLT,A
2002-02-01,MYS,BBB
2002-02-01,NLD,AAA
2002-02-01,NOR,AAA
2002-02-01,PER,BB-
2002-02-01,PHL,BB+
