iso3,GAIN,date
BRB,15.7710224279234,2010-01-01
BRB,17.0095281419701,2011-01-01
BRB,11.585354344659,2012-01-01
BRB,11.5812813015919,2013-01-01
BRB,9.85797226760961,2014-01-01
BRB,11.2939056500549,2015-01-01
BRB,10.1119248816629,2016-01-01
BRB,11.3512070854654,2017-01-01
BRB,10.9189817733417,2018-01-01
BRB,10.4552036845478,2019-01-01
BRB,12.1557075462911,2020-01-01
BRB,14.8217378993437,2021-01-01
BRB,13.7566385667086,2022-01-01
BRB,13.3788378980503,2023-01-01
BRN,-19.2384744267628,1995-01-01
BRN,-18.9745666426663,1996-01-01
BRN,-20.7013319548654,1997-01-01
BRN,-18.7864720883246,1998-01-01
BRN,-19.5458548108173,1999-01-01
BRN,-20.3987989620616,2000-01-01
BRN,-20.6188538048751,2001-01-01
BRN,-21.2895652882658,2002-01-01
BRN,-22.1354528814884,2003-01-01
BRN,-21.7024719689752,2004-01-01
BRN,-21.4430126355994,2005-01-01
BRN,-19.9494399975962,2006-01-01
BRN,-23.0799159204033,2007-01-01
BRN,-20.8556507906337,2008-01-01
BRN,-17.8948592916294,2009-01-01
BRN,-18.4571250556927,2010-01-01
BRN,-19.6809909108603,2011-01-01
BRN,-22.057425989393,2012-01-01
BRN,-19.9860201285227,2013-01-01
BRN,-18.5177001909883,2014-01-01
BRN,-11.7954717827197,2015-01-01
BRN,-9.10091515265511,2016-01-01
BRN,-10.6718385007553,2017-01-01
BRN,-10.4967679746713,2018-01-01
BRN,-12.3751014968993,2019-01-01
BRN,-10.8531023040268,2020-01-01
BRN,-14.2636966138516,2021-01-01
BRN,-15.6278366865608,2022-01-01
BRN,-16.4237654284545,2023-01-01
BTN,1.68674095948234,1995-01-01
BTN,1.58251176788195,1996-01-01
BTN,1.43549552345613,1997-01-01
BTN,1.30117401859103,1998-01-01
BTN,0.6794867425536,1999-01-01
BTN,0.0998827062795442,2000-01-01
BTN,-0.883860904495194,2001-01-01
BTN,-0.550430614286654,2002-01-01
BTN,1.74163891082627,2003-01-01
BTN,0.705718894248491,2004-01-01
BTN,0.463393160330547,2005-01-01
BTN,-0.816613971972096,2006-01-01
BTN,1.04598466439613,2007-01-01
BTN,1.75988748036684,2008-01-01
BTN,2.01617484339572,2009-01-01
BTN,1.27368481884761,2010-01-01
BTN,0.782783803041916,2011-01-01
BTN,1.15102493737611,2012-01-01
BTN,1.36986220352372,2013-01-01
BTN,3.52297226794624,2014-01-01
BTN,2.41131524153612,2015-01-01
BTN,3.80090375056389,2016-01-01
BTN,5.04149894402648,2017-01-01
BTN,5.71515041186046,2018-01-01
BTN,5.43450218153185,2019-01-01
BTN,5.94777214705279,2020-01-01
BTN,5.04243132048502,2021-01-01
BTN,4.16661600850932,2022-01-01
BTN,4.22358639514799,2023-01-01
BWA,0.0269616467789149,1995-01-01
BWA,-0.0627164597186223,1996-01-01
BWA,-0.0949398253688685,1997-01-01
BWA,0.17713529050431,1998-01-01
BWA,0.200545538543587,1999-01-01
BWA,0.374209588699159,2000-01-01
BWA,0.100754799481351,2001-01-01
BWA,-0.491351253652326,2002-01-01
BWA,1.91190839296724,2003-01-01
BWA,0.584087870667503,2004-01-01
BWA,1.82497858534192,2005-01-01
BWA,0.302806956275958,2006-01-01
BWA,0.147876386118725,2007-01-01
BWA,0.370193700998271,2008-01-01
BWA,1.33366672189438,2009-01-01
BWA,1.33909973133324,2010-01-01
BWA,1.10000485872639,2011-01-01
BWA,1.8143985766323,2012-01-01
BWA,1.61773673887082,2013-01-01
BWA,1.91957967033932,2014-01-01
BWA,2.31211886353711,2015-01-01
BWA,2.86014129752022,2016-01-01
BWA,2.29700130431135,2017-01-01
BWA,2.96548618904993,2018-01-01
BWA,2.75472268283153,2019-01-01
BWA,2.78873632414637,2020-01-01
BWA,2.02661433164162,2021-01-01
BWA,1.08310628494884,2022-01-01
BWA,0.730060979774073,2023-01-01
CAF,-8.28652826880805,1995-01-01
CAF,-8.1834261967042,1996-01-01
CAF,-8.4138407149695,1997-01-01
CAF,-8.42211965206307,1998-01-01
CAF,-8.54457336292445,1999-01-01
CAF,-8.84778486274406,2000-01-01
CAF,-8.11738062364115,2001-01-01
CAF,-7.98827984398247,2002-01-01
CAF,-8.0601846490988,2003-01-01
CAF,-9.61606176352646,2004-01-01
CAF,-10.3020011891989,2005-01-01
CAF,-12.0160630684912,2006-01-01
CAF,-12.6848995330209,2007-01-01
CAF,-12.6402871796047,2008-01-01
CAF,-13.0915952824792,2009-01-01
CAF,-13.2561921735203,2010-01-01
CAF,-13.9320302712206,2011-01-01
CAF,-13.3958025246211,2012-01-01
CAF,-14.221451204742,2013-01-01
CAF,-14.2398921940918,2014-01-01
CAF,-14.8510999613261,2015-01-01
CAF,-13.7437050387412,2016-01-01
CAF,-13.6560819492583,2017-01-01
CAF,-13.8715727804256,2018-01-01
CAF,-13.5401143934237,2019-01-01
CAF,-13.9324561177011,2020-01-01
CAF,-13.8343936745902,2021-01-01
CAF,-13.6997236184526,2022-01-01
CAF,-14.0036238988248,2023-01-01
CAN,16.7649667716456,1995-01-01
CAN,16.6157185126979,1996-01-01
CAN,16.3931408942604,1997-01-01
CAN,15.9278786520683,1998-01-01
CAN,15.7317055712268,1999-01-01
CAN,15.4529735263221,2000-01-01
CAN,15.0081333010655,2001-01-01
CAN,14.6190642156871,2002-01-01
CAN,13.9609930191561,2003-01-01
CAN,13.8197496514125,2004-01-01
CAN,13.8599388373923,2005-01-01
CAN,15.40101218132,2006-01-01
CAN,14.9783818665819,2007-01-01
CAN,14.8340505068064,2008-01-01
CAN,15.5815626421269,2009-01-01
CAN,14.3472929473372,2010-01-01
CAN,13.8398880407776,2011-01-01
CAN,13.3293726136588,2012-01-01
CAN,12.5977178548463,2013-01-01
CAN,12.2616953671459,2014-01-01
CAN,12.4320587126007,2015-01-01
CAN,11.4868907529656,2016-01-01
CAN,10.3816431384407,2017-01-01
CAN,9.2386450871753,2018-01-01
CAN,8.7431430358948,2019-01-01
CAN,8.84870911669206,2020-01-01
CAN,6.27191003576434,2021-01-01
CAN,4.1121893169893,2022-01-01
CAN,3.85915659824563,2023-01-01
CHE,14.2314422525762,1995-01-01
CHE,13.9923321975784,1996-01-01
CHE,13.8224305984256,1997-01-01
CHE,13.694141223918,1998-01-01
CHE,13.6669443760536,1999-01-01
CHE,13.1639630093515,2000-01-01
CHE,12.9185119621109,2001-01-01
CHE,12.7960540810169,2002-01-01
CHE,12.8109536202175,2003-01-01
CHE,12.2730625558171,2004-01-01
CHE,12.4596213182647,2005-01-01
CHE,13.1452001474969,2006-01-01
CHE,12.124100139537,2007-01-01
CHE,11.0388785779757,2008-01-01
CHE,10.902622407453,2009-01-01
CHE,11.1123927590709,2010-01-01
CHE,9.66212924506537,2011-01-01
CHE,9.11025070787838,2012-01-01
CHE,8.71412547406656,2013-01-01
CHE,8.40874530513703,2014-01-01
CHE,7.60813672036602,2015-01-01
CHE,5.54408375928949,2016-01-01
CHE,6.01089759329253,2017-01-01
CHE,5.01764387683961,2018-01-01
CHE,3.90157970409268,2019-01-01
CHE,4.49599185884379,2020-01-01
CHE,1.20017752305446,2021-01-01
CHE,-2.08473932963584,2022-01-01
CHE,-1.74992582069194,2023-01-01
CHL,11.2060066838094,1995-01-01
CHL,10.9443490052035,1996-01-01
CHL,10.4395627344168,1997-01-01
CHL,10.0471208953256,1998-01-01
CHL,10.6426062213806,1999-01-01
CHL,11.1953076510307,2000-01-01
CHL,11.1589688743922,2001-01-01
CHL,11.2464052652985,2002-01-01
CHL,9.91034511651978,2003-01-01
CHL,10.367286788638,2004-01-01
CHL,11.0044334232798,2005-01-01
CHL,10.8001074684299,2006-01-01
CHL,10.7616064745138,2007-01-01
CHL,11.0403172855854,2008-01-01
CHL,11.024022477551,2009-01-01
CHL,11.1634278048248,2010-01-01
CHL,10.922835310984,2011-01-01
CHL,11.6565231392202,2012-01-01
CHL,11.6104307609845,2013-01-01
CHL,12.3910471589405,2014-01-01
CHL,11.5793934966101,2015-01-01
CHL,10.1369934706375,2016-01-01
CHL,9.64106160718256,2017-01-01
CHL,9.50106927954855,2018-01-01
CHL,9.50176844019137,2019-01-01
CHL,10.0520015581693,2020-01-01
CHL,8.28825293042216,2021-01-01
CHL,7.82082644270563,2022-01-01
CHL,7.12051334513394,2023-01-01
CHN,5.36095584877343,1995-01-01
CHN,5.47537062750808,1996-01-01
CHN,5.32872477511541,1997-01-01
CHN,5.15257606788124,1998-01-01
CHN,5.38174517730774,1999-01-01
CHN,5.69685913330763,2000-01-01
CHN,5.05939972036735,2001-01-01
CHN,4.49707971791212,2002-01-01
CHN,4.59747720225922,2003-01-01
CHN,4.0992374038629,2004-01-01
CHN,5.18382354167201,2005-01-01
CHN,9.36165071603258,2006-01-01
CHN,9.48656065879134,2007-01-01
CHN,10.4028242898057,2008-01-01
CHN,10.9465039038837,2009-01-01
CHN,12.5687038238618,2010-01-01
CHN,12.5920397378421,2011-01-01
CHN,12.7693729721122,2012-01-01
CHN,13.1740256315336,2013-01-01
CHN,5.67260054219363,2014-01-01
CHN,6.31688536288946,2015-01-01
CHN,6.11304633808385,2016-01-01
CHN,5.91880048285596,2017-01-01
CHN,5.79494408660367,2018-01-01
CHN,8.67698311319322,2019-01-01
CHN,9.94224597346405,2020-01-01
CHN,9.65205007981201,2021-01-01
CHN,9.04849461185692,2022-01-01
CHN,8.31272667778155,2023-01-01
CIV,-1.68327030143917,1995-01-01
CIV,-1.70929617681734,1996-01-01
CIV,-2.3386940702524,1997-01-01
CIV,-3.0065692635259,1998-01-01
CIV,-3.72876297896303,1999-01-01
CIV,-4.30480400438249,2000-01-01
CIV,-4.35032464591512,2001-01-01
CIV,-4.33759926922271,2002-01-01
CIV,-5.12225479827378,2003-01-01
CIV,-5.85785341401615,2004-01-01
CIV,-6.5634787419058,2005-01-01
CIV,-8.8231835523971,2006-01-01
CIV,-8.07819937818789,2007-01-01
CIV,-8.26537010142405,2008-01-01
CIV,-8.26902130192778,2009-01-01
CIV,-8.94792729817471,2010-01-01
CIV,-8.65931096678567,2011-01-01
CIV,-7.95950152736383,2012-01-01
CIV,-6.95474819538321,2013-01-01
CIV,-4.8740369333869,2014-01-01
CIV,-4.09372502374301,2015-01-01
CIV,-3.72442383351913,2016-01-01
CIV,-3.60844887425701,2017-01-01
CIV,-3.42723547957013,2018-01-01
CIV,-3.25789024256945,2019-01-01
CIV,-3.0845490557342,2020-01-01
CIV,-2.7632229446628,2021-01-01
CIV,-2.88357660851459,2022-01-01
CIV,-2.89033803287995,2023-01-01
CMR,-5.1432683505685,1995-01-01
CMR,-5.05884670444212,1996-01-01
CMR,-5.07594432392859,1997-01-01
CMR,-5.03861260608373,1998-01-01
CMR,-5.16546622518064,1999-01-01
CMR,-5.26607212617873,2000-01-01
CMR,-4.84296547709759,2001-01-01
CMR,-4.70132900970542,2002-01-01
CMR,-3.69513528410518,2003-01-01
CMR,-4.2489181903455,2004-01-01
CMR,-5.11822455896423,2005-01-01
CMR,-5.98781180381231,2006-01-01
CMR,-5.91806995977176,2007-01-01
CMR,-6.03438302123688,2008-01-01
CMR,-6.17609877118874,2009-01-01
CMR,-6.3023863309902,2010-01-01
CMR,-6.4974056983934,2011-01-01
CMR,-6.29905124288936,2012-01-01
CMR,-6.09925085585741,2013-01-01
CMR,-5.74853390205047,2014-01-01
CMR,-5.5254246379281,2015-01-01
CMR,-5.26471431249537,2016-01-01
CMR,-5.4519657760944,2017-01-01
CMR,-5.32553784390376,2018-01-01
CMR,-5.39934831468999,2019-01-01
CMR,-5.12716870381624,2020-01-01
CMR,-5.4183589746451,2021-01-01
CMR,-5.54271110706593,2022-01-01
CMR,-5.73923916870906,2023-01-01
COD,-7.17433645122212,1995-01-01
COD,-7.25555322199186,1996-01-01
COD,-7.3286496793291,1997-01-01
COD,-7.38985847081986,1998-01-01
COD,-7.43818557444797,1999-01-01
COD,-7.46167658676817,2000-01-01
COD,-7.02971215638028,2001-01-01
COD,-6.98442091917104,2002-01-01
COD,-7.10601004283708,2003-01-01
COD,-6.9487267550993,2004-01-01
COD,-8.0274397839856,2005-01-01
COD,-11.0573897518519,2006-01-01
COD,-11.1860912636927,2007-01-01
COD,-11.5518070315144,2008-01-01
COD,-11.5171520980566,2009-01-01
COD,-12.7036618474676,2010-01-01
COD,-11.7554160462837,2011-01-01
COD,-11.7113498332957,2012-01-01
COD,-11.6098159651883,2013-01-01
COD,-11.6901591555371,2014-01-01
COD,-10.9770508627332,2015-01-01
COD,-8.70018065983747,2016-01-01
COD,-8.86497937266734,2017-01-01
COD,-8.37741726401863,2018-01-01
COD,-8.49648540131761,2019-01-01
COD,-8.46861585673687,2020-01-01
COD,-8.45077757578274,2021-01-01
COD,-8.39944803494772,2022-01-01
COD,-8.34640339248033,2023-01-01
COG,-6.98585296190976,1995-01-01
COG,-6.96834002792649,1996-01-01
COG,-7.57234328736779,1997-01-01
COG,-8.19050591616199,1998-01-01
COG,-7.58948266492283,1999-01-01
COG,-7.05734716310616,2000-01-01
COG,-7.02374544063307,2001-01-01
COG,-7.3370474893448,2002-01-01
COG,-7.54621421139282,2003-01-01
COG,-7.80031858924951,2004-01-01
COG,-8.38603699820909,2005-01-01
COG,-10.0979649310323,2006-01-01
COG,-10.0444598430129,2007-01-01
COG,-9.72889061339183,2008-01-01
COG,-10.1529585058889,2009-01-01
COG,-10.2065766276046,2010-01-01
COG,-10.7045636922189,2011-01-01
COG,-11.8803791582811,2012-01-01
COG,-11.0968977867128,2013-01-01
COG,-10.6114390377156,2014-01-01
COG,-10.3574117281349,2015-01-01
COG,-7.91436322631059,2016-01-01
COG,-9.08928217932196,2017-01-01
COG,-9.45274682987475,2018-01-01
COG,-10.0374159748371,2019-01-01
COG,-10.0529943716832,2020-01-01
COG,-10.0125087145584,2021-01-01
COG,-10.2399594766175,2022-01-01
COG,-10.2188611230525,2023-01-01
COL,-1.4777932419161,1995-01-01
COL,-1.5264366862004,1996-01-01
COL,-1.53485892161763,1997-01-01
COL,-1.44622084805005,1998-01-01
COL,-1.21680433771473,1999-01-01
COL,-1.00816933432443,2000-01-01
COL,-0.486272200271706,2001-01-01
COL,-0.1253133024749,2002-01-01
COL,0.245692882243752,2003-01-01
COL,0.510724794754587,2004-01-01
COL,0.727571242056854,2005-01-01
COL,-0.954360881408476,2006-01-01
COL,-1.46537616824425,2007-01-01
COL,-0.769042650162113,2008-01-01
COL,-0.059761176030591,2009-01-01
COL,-0.0758782256725894,2010-01-01
COL,0.399499415202612,2011-01-01
COL,0.15069814255132,2012-01-01
COL,-0.112255298177296,2013-01-01
COL,0.617383114149611,2014-01-01
COL,0.778765805993913,2015-01-01
COL,0.226477117151177,2016-01-01
COL,0.0194963537006387,2017-01-01
COL,-0.076553763192301,2018-01-01
COL,0.222753964505486,2019-01-01
COL,0.649427289035266,2020-01-01
COL,-0.294333516185901,2021-01-01
COL,-1.48037716403596,2022-01-01
COL,-1.31140908260065,2023-01-01
COM,-5.80544475185197,1995-01-01
COM,-5.66745843485466,1996-01-01
COM,-5.71636901078731,1997-01-01
COM,-5.60084422293586,1998-01-01
COM,-4.92899013316192,1999-01-01
COM,-5.61506130047052,2000-01-01
COM,-4.94033419570518,2001-01-01
COM,-4.22476596870541,2002-01-01
COM,-4.42676561251751,2003-01-01
COM,-5.15891819578695,2004-01-01
COM,-3.687392315169,2005-01-01
COM,-5.0218681396722,2006-01-01
COM,-4.51658262653289,2007-01-01
COM,-5.56711025931101,2008-01-01
COM,-5.58050134760494,2009-01-01
COM,-5.67980938825558,2010-01-01
COM,-6.1199652271962,2011-01-01
COM,-6.10059584042838,2012-01-01
COM,-5.47031193458632,2013-01-01
COM,-4.72240822377713,2014-01-01
COM,-4.88366253709946,2015-01-01
COM,-4.43195662377286,2016-01-01
COM,-4.57236157989963,2017-01-01
COM,-4.99526093161577,2018-01-01
COM,-6.31976537007023,2019-01-01
COM,-6.38023037032524,2020-01-01
COM,-7.17780511704782,2021-01-01
COM,-7.29676489679296,2022-01-01
COM,-6.33086470680255,2023-01-01
CPV,8.34244792522355,1995-01-01
CPV,8.27362421637774,1996-01-01
CPV,8.23793329678671,1997-01-01
CPV,8.20397394835581,1998-01-01
CPV,8.16868038821324,1999-01-01
CPV,7.88065676408457,2000-01-01
CPV,6.65945523359147,2001-01-01
CPV,5.53559570204125,2002-01-01
CPV,5.7214891627381,2003-01-01
CPV,5.10070737295227,2004-01-01
CPV,7.0226314080999,2005-01-01
CPV,5.47359243936713,2006-01-01
CPV,6.02238502771118,2007-01-01
CPV,6.00242293450897,2008-01-01
CPV,6.30916602988292,2009-01-01
CPV,6.22020529857632,2010-01-01
CPV,7.13738132091477,2011-01-01
CPV,6.68401601261726,2012-01-01
CPV,6.58253523366786,2013-01-01
CPV,8.30813317640819,2014-01-01
CPV,8.53581619343164,2015-01-01
CPV,8.09989054848162,2016-01-01
CPV,7.47048759922718,2017-01-01
CPV,7.12710209845975,2018-01-01
CPV,7.37874535719487,2019-01-01
CPV,7.95409535989424,2020-01-01
CPV,8.78747474466705,2021-01-01
CPV,7.69853153354605,2022-01-01
CPV,7.53191892587264,2023-01-01
CRI,4.01276853877273,1995-01-01
CRI,4.12136286331167,1996-01-01
CRI,4.58450519763978,1997-01-01
CRI,4.80164394163161,1998-01-01
CRI,4.65914151966344,1999-01-01
CRI,4.59851455342329,2000-01-01
CRI,3.7994380095663,2001-01-01
CRI,3.50753080443037,2002-01-01
CRI,3.86999465719079,2003-01-01
CRI,3.11577663022621,2004-01-01
CRI,3.51945250652729,2005-01-01
CRI,2.37493234040264,2006-01-01
CRI,2.35233361013755,2007-01-01
CRI,2.80451915807314,2008-01-01
CRI,3.70011508413639,2009-01-01
CRI,4.80706085405628,2010-01-01
CRI,4.30478595807613,2011-01-01
CRI,4.37194961623928,2012-01-01
CRI,4.72915484419354,2013-01-01
CRI,6.01385844422087,2014-01-01
CRI,5.83900970129148,2015-01-01
CRI,5.01204953202648,2016-01-01
CRI,3.73124590393486,2017-01-01
CRI,3.73671487186379,2018-01-01
CRI,3.43443176789354,2019-01-01
CRI,4.03444492288158,2020-01-01
CRI,2.65990617316082,2021-01-01
CRI,2.00126173062026,2022-01-01
CRI,1.91082304221349,2023-01-01
CUB,,1995-01-01
CUB,,1996-01-01
CUB,,1997-01-01
CUB,,1998-01-01
CUB,,1999-01-01
CUB,,2000-01-01
CUB,,2001-01-01
CUB,,2002-01-01
CUB,,2003-01-01
CUB,,2004-01-01
CUB,,2005-01-01
CUB,,2006-01-01
CUB,,2007-01-01
CUB,,2008-01-01
CUB,,2009-01-01
CUB,,2010-01-01
CUB,,2011-01-01
CUB,,2012-01-01
CUB,,2013-01-01
CUB,,2014-01-01
CUB,,2015-01-01
CUB,,2016-01-01
CUB,,2017-01-01
CUB,,2018-01-01
CUB,,2019-01-01
CUB,,2020-01-01
CUB,,2021-01-01
CUB,,2022-01-01
CUB,,2023-01-01
CYP,7.91879964430104,1995-01-01
CYP,7.82843068677748,1996-01-01
CYP,7.03973420708923,1997-01-01
CYP,6.47036010249814,1998-01-01
CYP,6.30858115259074,1999-01-01
CYP,5.76153288928374,2000-01-01
CYP,5.55566107044626,2001-01-01
CYP,5.84728889851391,2002-01-01
CYP,6.0805856701732,2003-01-01
CYP,4.30391745914136,2004-01-01
CYP,4.87523486708138,2005-01-01
CYP,8.20280807588367,2006-01-01
CYP,7.07543829983405,2007-01-01
CYP,7.4303890133373,2008-01-01
CYP,2.54571551185071,2009-01-01
CYP,2.71405754815052,2010-01-01
CYP,2.28673236395183,2011-01-01
CYP,4.34312319235158,2012-01-01
CYP,5.26312562936356,2013-01-01
CYP,5.5260031789683,2014-01-01
CYP,4.68909026039947,2015-01-01
CYP,2.44527079671165,2016-01-01
CYP,1.8617512111235,2017-01-01
CYP,0.472362487892461,2018-01-01
CYP,-0.997043500235648,2019-01-01
CYP,-0.986184710107409,2020-01-01
CYP,-2.98874120993071,2021-01-01
CYP,-5.55959763162367,2022-01-01
CYP,-6.32076865311103,2023-01-01
CZE,12.2807300151768,1995-01-01
CZE,11.9706586482436,1996-01-01
CZE,11.6677253763638,1997-01-01
CZE,11.5019851643007,1998-01-01
CZE,10.7115307455563,1999-01-01
CZE,9.90956377662059,2000-01-01
CZE,10.0014854652673,2001-01-01
CZE,10.3239156796623,2002-01-01
CZE,10.7022107475095,2003-01-01
CZE,9.95560009854374,2004-01-01
CZE,9.7803385871746,2005-01-01
CZE,9.08206790013109,2006-01-01
CZE,8.68129959342865,2007-01-01
CZE,8.32794963784806,2008-01-01
CZE,8.43835108838973,2009-01-01
CZE,9.05057057911206,2010-01-01
CZE,8.97087739492444,2011-01-01
CZE,9.00987334482634,2012-01-01
CZE,9.06839752286398,2013-01-01
CZE,9.60619076705373,2014-01-01
CZE,9.28965440075601,2015-01-01
CZE,8.43088958265814,2016-01-01
CZE,7.42159721935833,2017-01-01
CZE,6.16345722043648,2018-01-01
CZE,4.66635976348449,2019-01-01
CZE,4.70214649084016,2020-01-01
CZE,3.60590360800894,2021-01-01
CZE,2.30616634391927,2022-01-01
CZE,2.14572322935233,2023-01-01
DEU,16.6970932920271,1995-01-01
DEU,16.5405146794678,1996-01-01
DEU,16.5815598647072,1997-01-01
DEU,16.5730014864548,1998-01-01
DEU,16.0048705339967,1999-01-01
DEU,15.59743060922,2000-01-01
DEU,15.3180768902826,2001-01-01
DEU,15.3763147694815,2002-01-01
DEU,15.1519305877935,2003-01-01
DEU,14.6167650121658,2004-01-01
DEU,14.6639354698746,2005-01-01
DEU,15.4143493396451,2006-01-01
DEU,14.8401599428431,2007-01-01
DEU,14.2353639500403,2008-01-01
DEU,14.3720469293271,2009-01-01
DEU,14.6207784074767,2010-01-01
DEU,13.0151435217965,2011-01-01
DEU,13.0424070739281,2012-01-01
DEU,12.6823264015396,2013-01-01
DEU,12.6372302514692,2014-01-01
DEU,11.9628130784476,2015-01-01
DEU,10.1516742021311,2016-01-01
DEU,9.16272092073232,2017-01-01
DEU,8.63989000373648,2018-01-01
DEU,7.27716187562041,2019-01-01
DEU,7.3051433215935,2020-01-01
DEU,5.78474906385856,2021-01-01
DEU,3.94241606621583,2022-01-01
DEU,2.74889341983034,2023-01-01
DJI,-2.90071310949886,1995-01-01
DJI,-2.9017581331002,1996-01-01
DJI,-2.76609257339688,1997-01-01
DJI,-2.61171649836945,1998-01-01
DJI,-2.48379456009202,1999-01-01
DJI,-2.36005638389744,2000-01-01
DJI,-2.20614577664339,2001-01-01
DJI,-2.94371908693854,2002-01-01
DJI,-3.36851395475239,2003-01-01
DJI,-1.84538961839854,2004-01-01
DJI,-2.32810210580408,2005-01-01
DJI,-4.76081394981767,2006-01-01
DJI,-4.14579011869269,2007-01-01
DJI,-2.5514501363778,2008-01-01
DJI,-2.507829638005,2009-01-01
DJI,-3.02039524918382,2010-01-01
DJI,-3.10746985269299,2011-01-01
DJI,-3.97591993462586,2012-01-01
DJI,-3.87768009995226,2013-01-01
DJI,-3.12870888890068,2014-01-01
DJI,-3.86606052410301,2015-01-01
DJI,-3.84361067171054,2016-01-01
DJI,-2.80625915689806,2017-01-01
DJI,-2.52401536768046,2018-01-01
DJI,-2.60917255958682,2019-01-01
DJI,-2.46314030204895,2020-01-01
DJI,-3.5528173189898,2021-01-01
DJI,-3.32964111442347,2022-01-01
DJI,-3.54504454983405,2023-01-01
DMA,12.0560672761814,1995-01-01
DMA,11.8053785332278,1996-01-01
DMA,11.9150681778965,1997-01-01
DMA,11.9345837985581,1998-01-01
DMA,11.8446959711212,1999-01-01
DMA,11.7057804490287,2000-01-01
DMA,12.0757781630425,2001-01-01
DMA,11.4950112358628,2002-01-01
DMA,11.7491839381946,2003-01-01
DMA,11.2718773728211,2004-01-01
DMA,13.0505555952892,2005-01-01
DMA,9.34647273513461,2006-01-01
DMA,9.39609405045071,2007-01-01
DMA,9.69856221795571,2008-01-01
DMA,9.74196111008315,2009-01-01
DMA,9.46097602439045,2010-01-01
DMA,9.18204171109882,2011-01-01
DMA,8.65542662766217,2012-01-01
DMA,9.12706172494678,2013-01-01
DMA,9.44189789024838,2014-01-01
DMA,8.92603961718546,2015-01-01
DMA,8.37334138507648,2016-01-01
DMA,8.5094778947585,2017-01-01
DMA,7.45894254864255,2018-01-01
DMA,6.03753809730927,2019-01-01
DMA,5.55426312768464,2020-01-01
DMA,4.36667045041226,2021-01-01
DMA,4.48712757339995,2022-01-01
DMA,3.94042134140716,2023-01-01
DNK,17.3342360833746,1995-01-01
DNK,17.1650765616212,1996-01-01
DNK,16.8812496402135,1997-01-01
DNK,16.8190606711996,1998-01-01
DNK,17.0475499847458,1999-01-01
DNK,16.7325221786476,2000-01-01
DNK,16.5511233298231,2001-01-01
DNK,16.3945670131106,2002-01-01
DNK,16.7609704200967,2003-01-01
DNK,16.4225648711006,2004-01-01
DNK,15.9314735102914,2005-01-01
DNK,18.1153355834528,2006-01-01
DNK,17.5570159277013,2007-01-01
DNK,16.51016503797,2008-01-01
DNK,16.9182336096683,2009-01-01
DNK,16.1756827671639,2010-01-01
DNK,16.2043055207263,2011-01-01
DNK,16.5183517248814,2012-01-01
DNK,15.8050867948776,2013-01-01
DNK,15.1797815495172,2014-01-01
DNK,14.6735755009272,2015-01-01
DNK,12.7114144110512,2016-01-01
DNK,11.4188290530464,2017-01-01
DNK,10.271497347078,2018-01-01
DNK,8.50877267632708,2019-01-01
DNK,8.16203339954676,2020-01-01
DNK,5.64231659913717,2021-01-01
DNK,2.81422478588688,2022-01-01
DNK,4.1522190069625,2023-01-01
DOM,-0.400580158841144,1995-01-01
DOM,-0.475711599873492,1996-01-01
DOM,-1.28779973241607,1997-01-01
DOM,-1.99526013244166,1998-01-01
DOM,-1.80383700093519,1999-01-01
DOM,-1.75849300456717,2000-01-01
DOM,-1.19346799295904,2001-01-01
DOM,-1.15514898659454,2002-01-01
DOM,-2.14434253428195,2003-01-01
DOM,-1.26743887093009,2004-01-01
DOM,-2.22515131561268,2005-01-01
DOM,-2.60208558516385,2006-01-01
DOM,-2.50358419260328,2007-01-01
DOM,-1.94611729885879,2008-01-01
DOM,-1.18465376162101,2009-01-01
DOM,-2.03213904602955,2010-01-01
DOM,-2.35323998478056,2011-01-01
DOM,-2.45421874835341,2012-01-01
DOM,-2.85029541527953,2013-01-01
DOM,-2.8017024619334,2014-01-01
DOM,-3.40092153178323,2015-01-01
DOM,-3.84678183031935,2016-01-01
DOM,-4.08192831403242,2017-01-01
DOM,-4.72436754724976,2018-01-01
DOM,-5.30382096643868,2019-01-01
DOM,-4.84341458763105,2020-01-01
DOM,-5.3984829510961,2021-01-01
DOM,-6.13554197327051,2022-01-01
DOM,-6.52054373620182,2023-01-01
DZA,1.85387801461403,1995-01-01
DZA,1.83889389065219,1996-01-01
DZA,1.21078000207708,1997-01-01
DZA,0.573802410698143,1998-01-01
DZA,0.485310612242273,1999-01-01
DZA,0.293076319309108,2000-01-01
DZA,0.213991114430442,2001-01-01
DZA,0.0479006096774128,2002-01-01
DZA,0.814072578262,2003-01-01
DZA,0.89036379200811,2004-01-01
DZA,1.15986398906791,2005-01-01
DZA,-0.578649694763833,2006-01-01
DZA,-0.806508985078175,2007-01-01
DZA,-0.886439245225496,2008-01-01
DZA,-0.653693319487061,2009-01-01
DZA,-1.01936594509581,2010-01-01
DZA,-1.53019995809473,2011-01-01
DZA,-1.19682388991529,2012-01-01
DZA,-0.643293732237588,2013-01-01
DZA,-1.02971489017848,2014-01-01
DZA,-0.549462037969327,2015-01-01
DZA,-0.0601249792918637,2016-01-01
DZA,1.07173730555881,2017-01-01
DZA,0.711248266574657,2018-01-01
DZA,0.78204881215801,2019-01-01
DZA,2.29128515436384,2020-01-01
DZA,1.30982485237809,2021-01-01
